workspace_path,git_mirror,status,bytes
code/runner_tmp_phase1_clic12_20260812/extract/automation_reports/CV-SincNet/cvs_full_ablation_phase2c_t1_20260730_v3_47212437/release_evidence/verify_stage2c_plan_identity.py,,LOCAL_ONLY_KEEP,6974
code/runner_tmp_phase1_clic12_20260812/extract/automation_reports/CV-SincNet/cvs_full_ablation_phase2c_t1_20260730_v3_47212437/release_evidence/verify_states_completion.py,,LOCAL_ONLY_KEEP,7336
code/runner_tmp_phase1_clic12_20260812/extract/automation_reports/CV-SincNet/cvs_full_ablation_phase2c_t1_20260730_v4_1ca64a58/release_evidence/build_stage2c_cache_binding_index.py,,LOCAL_ONLY_KEEP,8124
code/runner_tmp_phase1_clic12_20260812/extract/automation_reports/CV-SincNet/cvs_full_ablation_phase2c_t1_20260730_v4_1ca64a58/release_evidence/verify_input_completion_summary.py,,LOCAL_ONLY_KEEP,12637
code/runner_tmp_phase1_clic12_20260812/extract/automation_reports/CV-SincNet/cvs_full_ablation_phase2c_t1_20260730_v4_1ca64a58/release_evidence/verify_stage2c_plan_identity.py,,LOCAL_ONLY_KEEP,6974
code/runner_tmp_phase1_clic12_20260812/extract/automation_reports/CV-SincNet/cvs_full_ablation_phase2c_t1_20260730_v4_1ca64a58/release_evidence/verify_states_completion.py,,LOCAL_ONLY_KEEP,7336
code/runner_tmp_phase1_clic12_20260812/extract/automation_reports/CV-SincNet/cvs_full_ablation_phase2c_t1_20260730_v5_77949764/release_evidence/build_v5_reuse_binding_registry.py,,LOCAL_ONLY_KEEP,12877
code/runner_tmp_phase1_clic12_20260812/extract/automation_reports/CV-SincNet/cvs_full_ablation_phase2_t1_20260730_v10_d1f5e45c/release_evidence/feature_completion_controller.py,,LOCAL_ONLY_KEEP,13031
code/runner_tmp_phase1_clic12_20260812/extract/automation_reports/CV-SincNet/cvs_full_ablation_phase2_t1_20260730_v11_sidecar/release_evidence/sidecar_completion_controller.py,,LOCAL_ONLY_KEEP,14044
code/runner_tmp_phase1_clic12_20260812/extract/automation_reports/CV-SincNet/cvs_full_ablation_phase2_t1_20260730_v12_stage2b_sidecar/release_evidence/sidecar_completion_controller.py,,LOCAL_ONLY_KEEP,14055
code/runner_tmp_phase1_clic12_20260812/extract/automation_reports/CV-SincNet/cvs_full_ablation_phase2_t1_20260730_v9_d1f5e45c/release_evidence/feature_completion_controller.py,,LOCAL_ONLY_KEEP,10690
code/runner_tmp_phase1_clic12_20260812/extract/automation_reports/CV-SincNet/cvs_full_ablation_phase2_t1_20260730_v9_d1f5e45c/release_evidence/package_completion_controller.py,,LOCAL_ONLY_KEEP,8721
code/runner_tmp_phase1_clic12_20260812/extract/automation_reports/CV-SincNet/d21_knn_prototype_lifecycle_20260717/l5_fast_dev_formalsplit_20260717/run_l5_fast_dev.py,,LOCAL_ONLY_KEEP,26858
code/runner_tmp_phase1_clic12_20260812/extract/automation_reports/CV-SincNet/d21_knn_prototype_lifecycle_20260717/m3_robust_local_registration_formal_k10_new5_20260717/run_m3.py,,LOCAL_ONLY_KEEP,21132
code/runner_tmp_phase1_clic12_20260812/extract/automation_reports/CV-SincNet/mitigating_da_perclass_opt_20260709_151222/analyze_14_7_to_3_19.py,,LOCAL_ONLY_KEEP,4185
code/runner_tmp_phase1_clic12_20260812/extract/automation_reports/CV-SincNet/phase1_accept_domain_verify_20260701_130328/adv2_analysis_outputs/generate_adv2_analysis.py,,LOCAL_ONLY_KEEP,62372
code/runner_tmp_phase1_clic12_20260812/extract/automation_reports/CV-SincNet/qknnv42_fft96_dual125_20260714_172537/analyze_dual125.py,,LOCAL_ONLY_KEEP,10057
code/runner_tmp_phase1_clic12_20260812/extract/baselines/__init__.py,,LOCAL_ONLY_KEEP,210
code/runner_tmp_phase1_clic12_20260812/extract/baselines/common/augmentation.py,,LOCAL_ONLY_KEEP,9729
code/runner_tmp_phase1_clic12_20260812/extract/baselines/common/consistency.py,,LOCAL_ONLY_KEEP,5064
code/runner_tmp_phase1_clic12_20260812/extract/baselines/common/cvs_data.py,,LOCAL_ONLY_KEEP,20759
code/runner_tmp_phase1_clic12_20260812/extract/baselines/common/cvs_sat_eval.py,,LOCAL_ONLY_KEEP,11155
code/runner_tmp_phase1_clic12_20260812/extract/baselines/common/cvs_trainer.py,,LOCAL_ONLY_KEEP,31037
code/runner_tmp_phase1_clic12_20260812/extract/baselines/common/datasets.py,,LOCAL_ONLY_KEEP,5486
code/runner_tmp_phase1_clic12_20260812/extract/baselines/common/grl.py,,LOCAL_ONLY_KEEP,1200
code/runner_tmp_phase1_clic12_20260812/extract/baselines/common/io.py,,LOCAL_ONLY_KEEP,3359
code/runner_tmp_phase1_clic12_20260812/extract/baselines/common/metrics.py,,LOCAL_ONLY_KEEP,957
code/runner_tmp_phase1_clic12_20260812/extract/baselines/common/paper_protocol.py,,LOCAL_ONLY_KEEP,1903
code/runner_tmp_phase1_clic12_20260812/extract/baselines/common/pseudo_labels.py,,LOCAL_ONLY_KEEP,6245
code/runner_tmp_phase1_clic12_20260812/extract/baselines/common/resnet1d.py,,LOCAL_ONLY_KEEP,3721
code/runner_tmp_phase1_clic12_20260812/extract/baselines/common/resnet2d.py,,LOCAL_ONLY_KEEP,2728
code/runner_tmp_phase1_clic12_20260812/extract/baselines/common/spectrogram.py,,LOCAL_ONLY_KEEP,2307
code/runner_tmp_phase1_clic12_20260812/extract/baselines/common/train_utils.py,,LOCAL_ONLY_KEEP,1377
code/runner_tmp_phase1_clic12_20260812/extract/baselines/common/__init__.py,,LOCAL_ONLY_KEEP,558
