boundary_margin_loss,episode_count,epoch,epoch_seconds,feature_anchor_loss,gradient_norm,learning_rate,loss,mean_base_margin,mean_margin,optimizer_steps,prototype_gram_loss,prototype_separation_loss,receiver,seed,support_train_acc,view_consistency_loss,xview_prototype_ce
0.018829760421067477,10,3,0.29641285818070173,0.001705740042962134,1.0519173622131348,0.02,1.7042100191116334,0.5221908271312714,0.5249839425086975,30,1.4845664861695695e-05,0.0018870832907850854,7-7,713102,0.8083333333333333,0.06547311991453171,1.6586711049079894
0.019725943636149167,10,4,0.2748867329210043,0.005787357594817877,1.2914078950881958,0.02,1.664875602722168,0.5221908271312714,0.5272985428571701,40,4.902571165530389e-05,0.0019431737347076704,7-7,713102,0.8083333333333333,0.06505973525345325,1.6155137896537781
0.02088131885975599,10,5,0.2169089992530644,0.01159923393279314,1.3865946769714355,0.02,1.6162497520446777,0.5221908271312714,0.5300562918186188,50,8.158997716236626e-05,0.0019176525387592847,7-7,713102,0.8138888888888889,0.06330377161502838,1.5618369102478027
0.019613331742584707,10,1,0.9439255311153829,4.767378133894162e-05,0.8498510241508483,0.02,2.22211372256279,0.4191504344344139,0.4196195498108864,10,8.018513048498304e-07,0.0014743326100774131,7-7,713103,0.7555555555555555,0.08976741991937161,2.173517519235611
0.01752646639943123,10,2,0.29943644627928734,0.0007300027587916702,1.2502464830875397,0.02,2.179810404777527,0.4191504344344139,0.4228208914399147,20,6.92729961428995e-06,0.0014518404552404719,7-7,713103,0.7583333333333333,0.08906620889902114,2.135119432210922
0.01747239651158452,10,3,0.26096579525619745,0.004178067401517183,1.7381082832813264,0.02,2.100098490715027,0.4191504344344139,0.42793008685112,30,2.6605140783431124e-05,0.0014119032710368628,7-7,713103,0.7583333333333333,0.0876959901303053,2.0539287626743317
0.021630534436553717,10,4,0.2615067600272596,0.014668130176141858,2.314341354370117,0.02,1.9837711155414581,0.4191504344344139,0.43457591384649275,40,0.00017359816047246568,0.0015749625643366016,7-7,713103,0.7638888888888888,0.08477906957268715,1.9242175102233887
0.027818636409938334,10,5,0.2606529421173036,0.03380397092550993,2.8711514472961426,0.02,1.8175462186336517,0.4191504344344139,0.441003629565239,50,0.0004339105747931171,0.002079705288633704,7-7,713103,0.7638888888888888,0.08181984573602677,1.7360880613327025
0.020196584425866602,10,1,0.9059193357825279,5.3770842310285616e-05,0.6624462455511093,0.02,1.8272213160991668,0.5058037161827087,0.5057132095098495,10,1.225448178168944e-06,0.0013484983407529906,7-7,713104,0.8027777777777778,0.07796109803020954,1.7786674499511719
0.020403471775352955,10,2,0.26327384589239955,0.0006207855258253403,0.9196619123220444,0.02,1.7927385926246644,0.5058037161827087,0.506483057141304,20,1.8292059849045472e-05,0.0014149215602722975,7-7,713104,0.8,0.07778459675610065,1.7434799432754517
0.027001792192459108,10,3,0.2617563530802727,0.004470616416074336,1.4187453866004944,0.02,1.7275374948978424,0.5058037161827087,0.5064554154872895,30,0.0001370854162814794,0.001713743523828981,7-7,713104,0.7972222222222223,0.07834369540214539,1.6629672825336457
0.03669535368680954,10,4,0.263803755864501,0.012013950338587164,1.6930987894535066,0.02,1.6532209277153016,0.5058037161827087,0.5051654756069184,40,0.0005796891875434085,0.002720113066071406,7-7,713104,0.8027777777777778,0.07727957293391227,1.565125399827957
0.04326566476374864,10,5,0.26458633225411177,0.019236639142036438,1.797802895307541,0.02,1.580448216199875,0.5058037161827087,0.5063724219799042,50,0.0010228965224087006,0.0036188110547300313,7-7,713104,0.8111111111111111,0.07643019519746304,1.475239360332489
0.019849777594208716,10,1,0.9391548549756408,4.584093875337203e-06,0.39541020393371584,0.02,1.4772137731313706,0.5753381848335266,0.5754884004592895,10,8.178969840967937e-08,0.0004765154767817015,7-7,713105,0.8472222222222222,0.057066811993718145,1.431686094403267
0.019257530570030212,10,2,0.269656874705106,2.5024844808285708e-05,0.42388469651341437,0.02,1.4704761266708375,0.5753381848335266,0.5761501133441925,20,4.7438347943185023e-07,0.0004768825110934977,7-7,713105,0.8472222222222222,0.05697096176445484,1.4261320114135743
0.018883887585252522,10,3,0.27208175510168076,0.00011498216190375388,0.4997574247419834,0.02,1.4621862113475799,0.5753381848335266,0.5770821183919906,30,1.7428092984772547e-06,0.0004707626930279915,7-7,713105,0.8472222222222222,0.05688543301075697,1.4185538053512574
0.018897286336869,10,4,0.2587852878496051,0.00037408636781037784,0.5953798845410347,0.02,1.4502109348773957,0.5753381848335266,0.5784993588924408,40,5.388700401454116e-06,0.0004687904591293091,7-7,713105,0.8472222222222222,0.05679769460111857,1.406429660320282
0.020334259793162345,10,5,0.2329161399975419,0.0014347152755362913,0.7568127930164337,0.02,1.4350643455982208,0.5753381848335266,0.5804826378822326,50,2.050421493322574e-05,0.00045572691636901473,7-7,713105,0.8472222222222222,0.0564706364646554,1.3879072934389114
0.019187499210238455,10,1,0.9583139009773731,2.2839010241959556e-05,0.7747129589319229,0.02,2.6297211766242983,0.2583880707621574,0.2592713668942451,10,8.21073222455271e-07,0.0024685042660374636,8-8,713101,0.6444444444444445,0.0903288446366787,2.581684410572052
0.01658081877976656,10,2,0.26898407097905874,0.0017538085485284682,1.8236700475215912,0.02,2.516374480724335,0.2583880707621574,0.26709432899951935,20,8.683885911295875e-05,0.0027409424321376717,8-8,713101,0.6527777777777778,0.08846963420510293,2.4727603614330294
0.018878395296633245,10,3,0.2629041997715831,0.012237121118232608,2.576531285047531,0.02,2.2936328291893004,0.2583880707621574,0.28000069260597227,30,0.0006526252022013068,0.004065552627434954,8-8,713101,0.6611111111111111,0.08378636203706265,2.240036219358444
0.031760260742157695,10,4,0.2636238010600209,0.04949548486620188,2.61289519071579,0.02,1.9850579142570495,0.2583880707621574,0.29114534258842467,40,0.003804670332465321,0.011219983221963048,8-8,713101,0.6722222222222223,0.07253155671060085,1.8848291277885436
0.046247704327106474,10,5,0.27025048015639186,0.09644107818603516,2.1762215375900267,0.02,1.746518898010254,0.2583880707621574,0.29588325023651124,50,0.009577749483287334,0.023646761570125817,8-8,713101,0.675,0.060278825275599954,1.5890745162963866
