ci95_high,ci95_low,comparator,losses,max,mean,min,n,std,ties,wins
0.0525747325162613,0.01964748970596093,strict_direct_ADV3B02,4,0.09999999999999998,0.036111111111111115,-0.02777777777777779,25,0.039884736191555276,1,20
0.01755968943214729,0.0062180883456304965,P4_identity_qKNN,5,0.05277777777777778,0.011888888888888893,-0.011111111111111072,25,0.013738070020975816,0,20
-0.03709221075288817,-0.07646334480266742,MRIOR,22,0.05277778175142078,-0.056777777777777795,-0.13888888756434115,25,0.047690215186999424,0,3
0.005065062568690916,-0.01573173675878833,DADDA,16,0.050000003973642904,-0.005333337095048707,-0.05555556615193691,25,0.0251911421671099,1,8
0.09670493820154014,0.06262839476091983,ProtoNet,0,0.175000019868215,0.07966666648122998,0.008333325386047363,25,0.04127688289236433,0,25
