row,epoch,train_loss,val_tx_acc,stage_source_val_sat_mean_tx,stage_source_val_sat_floor_tx,epoch_time_s
A1,1,6.610314716089953,93.91481481481482,79.69012345679012,78.05185185185185,201.77094912528992
A1,2,5.1002115043433935,95.8,79.48641975308642,77.5111111111111,189.70359659194946
A1,3,4.257575470048028,96.61481481481482,78.58765432098765,76.91481481481482,193.71863389015198
A1,4,3.7698911020347663,96.95925925925926,79.02716049382717,77.21111111111111,189.93378400802612
A1,5,3.6327311058302185,97.30740740740741,77.83703703703704,76.15185185185184,190.67976188659668
A1,6,3.5438434073516913,97.38888888888889,76.2925925925926,74.7,190.1838517189026
A1,7,3.3753668596078685,97.3,72.11728395061728,70.64444444444445,188.91856813430786
A1,8,3.403476781136281,97.23703703703704,79.4962962962963,77.88888888888889,197.9021816253662
A1,9,3.2150912311700015,97.84074074074074,79.9925925925926,78.3,195.31830525398254
A1,10,3.2682191036842965,97.88148148148149,79.5283950617284,77.96666666666667,191.73619413375854
A1,11,3.02813200585477,97.67037037037036,78.28641975308642,76.5037037037037,156.18845796585083
A1,12,3.6623900849539957,98.03333333333333,79.65061728395062,78.07037037037037,164.11928033828735
A1,13,3.612739322958766,97.8962962962963,79.18148148148147,77.15925925925926,164.4875886440277
A1,14,3.552123090168377,97.6962962962963,79.22716049382716,77.55185185185185,163.16546964645386
A1,15,3.3321100634497567,98.04074074074074,80.81851851851853,79.0925925925926,163.93080830574036
A1,16,3.582057544776985,97.95185185185186,79.57530864197531,77.64444444444445,170.17522740364075
A1,17,3.8250679577793085,98.14814814814815,80.56296296296296,78.94074074074074,176.88132166862488
A1,18,3.924356175435556,98.31481481481481,81.22839506172839,79.42222222222222,241.71615314483643
A1,19,3.710145546509339,98.27777777777777,82.12345679012346,80.5037037037037,244.6394340991974
A1,20,3.6657427055341705,97.80740740740741,79.91975308641976,78.27407407407408,389.4853491783142
A1,21,3.8792282171077557,98.0037037037037,79.13086419753085,77.12592592592593,431.496545791626
A1,22,3.7272951742550275,98.1037037037037,82.48148148148148,80.55185185185185,425.85383200645447
A1,23,4.065550268233359,98.06296296296296,83.7679012345679,82.01481481481481,427.5834729671478
A1,24,3.7771985992655024,98.18148148148148,81.00987654320988,79.38148148148149,432.56307196617126
A1,25,3.7888927561742767,97.56296296296296,79.76172839506172,77.77777777777777,441.3076477050781
A1,26,4.392538012148024,98.2,83.1888888888889,81.27407407407408,434.35345125198364
A1,27,3.7904085575997293,98.33333333333333,83.41358024691358,81.62592592592593,436.4141209125519
A1,28,3.861196886848759,97.84814814814816,82.18888888888888,80.24814814814815,432.3897542953491
A1,29,3.9213455979888505,98.12592592592593,82.53086419753087,80.66666666666667,433.6858811378479
A1,30,4.24772373298267,98.28888888888889,83.71111111111111,81.9037037037037,431.5550105571747
A1,31,4.0869135867368,98.16296296296296,83.87530864197531,81.89259259259259,437.3974733352661
A1,32,4.333838312475531,98.31111111111112,82.74938271604938,80.78148148148148,434.35881757736206
A1,33,4.65674012845701,97.91851851851852,82.07283950617284,80.16666666666667,434.09836983680725
A1,34,4.90803080528706,97.74814814814815,80.80123456790123,78.77777777777777,433.8431327342987
A1,35,6.40608024597168,89.4888888888889,71.21851851851852,68.5111111111111,431.06899642944336
A1,36,9.396305372049143,70.43333333333334,56.467901234567904,54.27777777777778,431.09624552726746
A1,37,13.29266796455727,42.13333333333333,36.63950617283951,35.28888888888889,437.5512897968292
A1,38,15.797639327006298,33.592592592592595,27.311111111111114,26.496296296296297,438.25609517097473
A1,39,16.375422086801613,18.488888888888887,27.328395061728397,26.451851851851853,438.75713324546814
A1,40,16.49047003136025,18.344444444444445,22.66172839506173,22.118518518518517,438.90709495544434
A1,41,16.713832975507856,16.918518518518518,23.292592592592587,22.492592592592594,446.2831017971039
A1,42,16.64678248414048,27.581481481481482,27.332098765432097,26.20740740740741,442.7675220966339
A1,43,16.85119034363343,16.79259259259259,20.34938271604938,19.71851851851852,439.20164036750793
A1,44,16.999721106108243,16.78148148148148,19.920987654320985,19.57037037037037,446.8821539878845
A1,45,16.911434856620996,17.118518518518517,19.43456790123457,19.244444444444444,466.38326621055603
A1,46,17.099757744385315,17.307407407407407,17.560493827160492,17.4,472.29624676704407
A1,47,17.028813946354497,19.548148148148147,18.92962962962963,18.72962962962963,469.5595829486847
A1,48,17.097910468642777,17.603703703703705,18.996296296296297,18.788888888888888,470.3330833911896
A1,49,17.21115067628053,17.58888888888889,18.774074074074075,18.61111111111111,466.6510560512543
A1,50,17.292305585500355,17.42222222222222,17.337037037037035,17.12962962962963,476.7539019584656
A1,51,17.34513690020587,16.81851851851852,17.2320987654321,17.062962962962963,465.37114214897156
A1,52,17.41397202981485,16.711111111111112,16.834567901234568,16.774074074074075,467.7174310684204
A1,53,17.495079899693394,16.785185185185185,17.36172839506173,17.262962962962963,466.4667468070984
A1,54,17.61874704962378,16.7,16.98148148148148,16.90740740740741,466.0043065547943
A1,55,17.67230984112164,16.67037037037037,16.904938271604937,16.81851851851852,473.51177620887756
A1,56,17.735487559894185,16.985185185185184,17.385185185185183,17.307407407407407,461.8967807292938
A1,57,17.819785246977936,16.692592592592593,17.046913580246912,16.95925925925926,464.18941020965576
A1,58,17.766915836849726,16.937037037037037,20.72962962962963,20.151851851851852,469.85415625572205
A1,59,18.037058254619975,16.78148148148148,17.29382716049383,17.16296296296296,466.96257877349854
A1,60,17.940202489629524,16.77037037037037,17.569135802469138,17.385185185185186,469.1561975479126
A1,61,18.000681464736527,16.803703703703704,21.08148148148148,20.303703703703704,466.06328797340393
A1,62,18.051894136377282,18.07777777777778,18.21851851851852,18.159259259259258,465.7961006164551
A1,63,18.179397256524712,17.755555555555556,17.740740740740744,17.607407407407408,467.95342230796814
A1,64,18.208027023452896,16.918518518518518,16.73456790123457,16.714814814814815,469.44708609580994
A1,65,18.31105361113677,33.50370370370371,26.149382716049384,25.992592592592594,468.91163444519043
A1,66,17.460115879505604,37.455555555555556,22.325925925925926,21.57037037037037,483.9605293273926
A1,67,17.294650580431963,55.43333333333333,29.833333333333332,28.4,471.90114641189575
A1,68,17.754823267996848,28.585185185185185,21.119753086419752,20.533333333333335,467.6215229034424
A1,69,18.10390502482921,30.25925925925926,19.55185185185185,19.3,465.02536702156067
A1,70,18.443132091212917,29.637037037037036,18.906172839506173,18.774074074074075,463.13395738601685
A1,71,17.71974801158046,59.86666666666667,42.59259259259259,41.851851851851855,470.49243783950806
A1,72,16.512238863352184,68.72592592592592,46.096296296296295,44.77777777777778,365.34838700294495
A1,73,15.281844315228161,77.32962962962964,43.01234567901235,41.148148148148145,353.8415455818176
A1,74,13.505233004286483,77.92962962962963,51.46296296296296,49.53703703703704,354.9422812461853
A1,75,13.24242097407848,80.02592592592593,54.25061728395062,52.31481481481482,354.0769772529602
A1,76,12.539671936550656,80.33703703703704,56.679012345679006,54.837037037037035,359.4226758480072
A1,77,12.150028258830577,79.45555555555555,54.17037037037037,52.48518518518519,358.47389936447144
A1,78,12.25144677548795,80.24444444444444,58.48888888888889,56.64074074074074,363.54012155532837
A1,79,11.95009234144881,81.07777777777778,60.455555555555556,58.48518518518519,355.1191198825836
A1,80,16.463333993344694,81.61481481481482,64.82098765432099,62.92962962962963,381.57933497428894
A1,81,16.554035960017025,96.02962962962962,73.2493827160494,71.08518518518518,384.54032158851624
A1,82,14.72573303531956,97.72962962962963,78.73827160493828,76.77777777777777,386.17778396606445
A1,83,13.511575217719551,97.91851851851852,80.8,78.72222222222223,372.4177780151367
A1,84,13.068638567451957,97.70370370370371,81.72962962962963,79.91851851851852,381.5503160953522
A1,85,11.278453474646216,97.75555555555556,81.73703703703704,79.6962962962963,379.8317708969116
A1,86,10.812152890471724,98.07037037037037,81.50493827160494,79.54814814814814,363.29832577705383
A1,87,11.188390585753295,98.28148148148148,82.26666666666667,80.35555555555555,374.40405440330505
A1,88,10.7779905366468,98.1037037037037,83.35802469135804,81.54444444444445,370.0106153488159
A1,89,10.59547032107104,98.22222222222223,84.39999999999999,82.6962962962963,362.50137090682983
A1,90,10.333430270890933,98.27777777777777,84.62592592592593,82.78518518518518,362.3265552520752
A1,91,12.772182224033115,98.1037037037037,85.28888888888889,83.58148148148148,368.9126892089844
A1,92,15.401275819486326,98.15925925925926,84.9888888888889,83.32222222222222,371.2559952735901
A1,93,18.11345774848182,98.2,85.53333333333335,83.65555555555555,371.85336089134216
A1,94,22.589074676101273,98.22962962962963,85.71975308641974,83.99259259259259,373.3282060623169
A1,95,25.768210153321963,98.22222222222223,85.8469135802469,84.1037037037037,428.5306644439697
A1,96,29.432803403149855,98.0962962962963,86.24444444444445,84.5111111111111,516.8600001335144
A1,97,32.97247827375257,98.22222222222223,86.23950617283951,84.4074074074074,528.517115354538
A1,98,35.836063488109694,98.23703703703704,86.6111111111111,84.94074074074074,525.5576825141907
A1,99,39.219827248169494,98.22592592592592,86.47037037037036,84.69259259259259,566.1518361568451
A1,100,45.66741280083184,98.37407407407407,86.93827160493827,85.27037037037037,696.2967717647552
A1,101,50.14066151455716,98.22592592592592,87.03580246913579,85.36666666666666,690.8047378063202
A1,102,55.1429223412866,98.25555555555556,86.43827160493828,84.65555555555555,721.9033172130585
A1,103,60.14906646109916,98.32222222222222,87.21358024691358,85.48148148148148,727.1230709552765
A1,104,64.95988058829093,98.27777777777777,86.87407407407409,85.14444444444445,717.6509246826172
A1,105,70.16207263705967,98.32962962962964,87.3925925925926,85.67037037037036,725.081339597702
A1,106,74.51570297791078,98.20370370370371,87.3604938271605,85.63333333333334,716.5309472084045
A1,107,78.52467119371569,98.12222222222222,87.04814814814814,85.2925925925926,770.1566677093506
A1,108,83.00851055523297,98.24444444444444,87.4074074074074,85.8037037037037,862.244074344635
A1,109,88.19052416139895,98.17407407407407,86.92962962962963,85.0925925925926,857.3586587905884
A1,110,89.83414287395306,98.34444444444445,87.0925925925926,85.64814814814815,867.0463752746582
A1,111,89.91744744240701,98.25185185185185,87.50864197530863,85.81481481481481,866.0492544174194
A1,112,89.53447194142385,98.13703703703703,87.38271604938272,85.73333333333333,863.256459236145
A1,113,89.63722582980319,98.27777777777777,87.73456790123457,86.08518518518518,867.9647355079651
A1,114,90.21539767153628,98.2,87.48641975308642,85.71481481481482,887.4215812683105
A1,115,90.02424370705545,98.26296296296296,86.98888888888888,85.26296296296296,554.1853246688843
A1,116,89.74363550409541,98.21481481481482,87.31358024691359,85.5962962962963,502.4128818511963
A1,117,90.0231870702795,98.27037037037037,87.48271604938272,85.71851851851852,497.60684514045715
A1,118,90.86391851064322,98.29629629629629,87.85802469135801,86.17407407407407,500.75013875961304
A1,119,97.8858470057582,98.35185185185185,87.97901234567901,86.32592592592593,509.0970108509064
A1,120,103.0810855143779,98.4037037037037,88.10246913580248,86.41851851851852,505.087819814682
A1,121,107.39771157342034,98.37037037037037,88.01975308641975,86.41111111111111,501.4731183052063
A1,122,111.56222695702905,98.18148148148148,88.00493827160494,86.33333333333333,527.8240160942078
A1,123,114.13125276995135,98.31851851851852,87.99012345679012,86.31481481481481,499.2900724411011
A1,124,118.60186963467984,98.23703703703704,88.35308641975308,86.77037037037037,495.24747586250305
A1,125,121.53803785856779,98.39259259259259,88.32716049382715,86.77407407407408,490.50794076919556
A1,126,123.13403598682301,98.32962962962964,88.07654320987655,86.45185185185186,495.5558395385742
A1,127,126.425995629113,98.31111111111112,88.12469135802469,86.46296296296296,492.3302352428436
A1,128,128.00987834758587,98.31481481481481,87.73703703703704,86.02962962962962,488.5162012577057
A1,129,132.04544943732185,98.24814814814815,88.31481481481482,86.72592592592592,488.8511028289795
A1,130,134.3548985386754,98.33703703703704,88.38024691358025,86.78518518518518,488.3146562576294
A1,131,137.09733083226658,98.35555555555555,88.49876543209876,86.9074074074074,573.9054780006409
A1,132,138.89025971696182,98.29629629629629,88.33827160493827,86.68148148148148,653.8880445957184
A1,133,139.97972100060267,98.21111111111111,88.46543209876545,86.87407407407407,650.5407948493958
A1,134,142.07067774867153,98.28888888888889,88.1395061728395,86.43333333333334,665.1436042785645
A1,135,145.27587608818536,98.30740740740741,88.54444444444444,86.92962962962963,659.5067613124847
A1,136,147.76488958822713,98.35555555555555,88.66543209876544,87.04814814814814,660.8890860080719
A1,137,151.04871327168232,98.37777777777778,88.46543209876542,86.85555555555555,660.6184947490692
A1,138,153.60681375726924,98.32962962962964,88.51975308641975,86.93333333333334,655.8953588008881
A1,139,157.7134354050095,98.28888888888889,88.7679012345679,87.21851851851852,653.3580071926117
A1,140,157.95342584558435,98.3037037037037,88.43950617283951,86.80740740740741,649.5388622283936
A1,141,160.97559824075785,98.35925925925926,88.82222222222224,87.32592592592593,664.1250915527344
A1,142,164.59772340241852,98.31851851851852,88.51604938271605,86.93333333333334,673.4295902252197
A1,143,164.35137368966866,98.22222222222223,87.92962962962963,86.33333333333333,680.3081979751587
A1,144,165.65877838822098,98.27037037037037,88.21358024691358,86.58518518518518,764.5909383296967
A1,145,166.3291912594357,98.34814814814816,88.0395061728395,86.30740740740741,765.5810117721558
A1,146,166.18292201961484,98.37407407407407,88.43827160493827,86.79629629629629,774.6603004932404
A1,147,165.73226770624385,98.4,88.60864197530866,87.1037037037037,759.0628530979156
A1,148,167.03851249626092,98.34814814814816,88.48641975308642,86.85185185185185,764.3699550628662
A1,149,164.8698001895939,98.35185185185185,88.56419753086419,86.98148148148148,761.9455003738403
A1,150,166.6566364872563,98.28518518518518,88.44444444444444,86.87037037037037,727.5150475502014
A1,151,165.87097580368453,98.34814814814816,88.88024691358025,87.34074074074074,595.1509602069855
A1,152,165.46671281419358,98.41481481481482,88.89506172839508,87.31851851851852,499.2351312637329
A1,153,168.1616818539731,98.4,88.8851851851852,87.31481481481481,367.320702791214
A1,154,172.81797055081205,98.42222222222222,88.89999999999999,87.28148148148148,362.05653834342957
A1,155,175.2469249416042,98.41851851851852,88.85308641975308,87.28518518518518,356.8963689804077
A1,156,176.4869509860202,98.41481481481482,88.78395061728395,87.18148148148148,365.316490650177
A1,157,179.16730719214087,98.4074074074074,88.82222222222224,87.24074074074075,366.86188888549805
A1,158,179.8640857043567,98.38518518518518,88.89629629629628,87.29629629629629,360.6306347846985
A1,159,182.43748804040857,98.4037037037037,88.92469135802469,87.32592592592593,361.5718731880188
A1,160,183.2350639137062,98.37777777777778,88.93456790123457,87.38888888888889,366.9934284687042
A1,161,183.67280791686463,98.38518518518518,88.63827160493827,87.01851851851852,356.8957064151764
A1,162,180.68466818869652,98.38518518518518,88.75802469135802,87.16296296296296,354.62813925743103
A1,163,184.32654647139816,98.41111111111111,88.8469135802469,87.24814814814815,352.2204077243805
A1,164,187.86761261536194,98.41481481481482,88.93580246913581,87.34814814814816,355.10529613494873
A1,165,187.4262889140361,98.42222222222222,89.0246913580247,87.45185185185186,365.1558644771576
A1,166,191.14439914462804,98.3962962962963,88.93456790123457,87.34814814814816,353.37108159065247
A1,167,192.11996116294517,98.3962962962963,88.93456790123457,87.34814814814816,353.01304936408997
A1,168,193.96722927609005,98.26296296296296,88.53703703703702,86.91111111111111,354.1763331890106
A1,169,195.15758617504224,98.4037037037037,88.82716049382715,87.26296296296296,374.6178123950958
A1,170,194.57930597528681,98.42222222222222,88.91111111111111,87.33333333333333,355.39356422424316
A1,171,194.25182562475806,98.3962962962963,88.83827160493827,87.22962962962963,353.5961856842041
A1,172,195.2632125304626,98.41111111111111,88.75555555555555,87.10740740740741,352.668648481369
A1,173,193.67277464995513,98.42962962962963,88.89135802469134,87.35555555555555,351.4490487575531
A1,174,195.15734306541648,98.4074074074074,88.79506172839507,87.16296296296296,346.2311329841614
A1,175,193.1890864329295,98.41111111111111,88.87901234567902,87.26666666666667,352.41016364097595
A1,176,192.89768720747114,98.41851851851852,88.79506172839505,87.17037037037036,351.46660447120667
A1,177,194.8892985850841,98.37777777777778,88.78148148148148,87.16296296296296,352.63520979881287
A1,178,194.59260497222076,98.37037037037037,88.84691358024692,87.23333333333333,351.3133325576782
A1,179,195.8059159012528,98.41481481481482,88.91851851851851,87.34074074074074,351.942754983902
A1,180,196.94161396198444,98.38148148148149,88.91111111111111,87.34074074074074,354.14709854125977
A1,181,197.03398585963893,98.4,88.88271604938272,87.32222222222222,354.49963760375977
A1,182,195.33504437970686,98.41111111111111,88.94074074074074,87.38888888888889,356.5608112812042
A1,183,196.82146866257125,98.39259259259259,88.82962962962962,87.24074074074075,352.2352533340454
A1,184,194.553222175117,98.4074074074074,88.87407407407407,87.29629629629629,351.53415989875793
A1,185,195.86544779184703,98.4037037037037,88.92592592592592,87.33703703703704,349.28674244880676
A1,186,195.5920060303834,98.4037037037037,88.91975308641975,87.34074074074074,347.07950925827026
A1,187,199.09157349182678,98.4,88.92345679012347,87.31481481481481,356.1209149360657
A1,188,202.71851761276656,98.4037037037037,88.9320987654321,87.33333333333333,353.2721679210663
A1,189,204.35529354885892,98.4037037037037,88.93086419753087,87.33333333333333,352.0232639312744
A1,190,206.0805586393889,98.4037037037037,88.9320987654321,87.34074074074074,351.12211632728577
A1,191,209.222745053403,98.4037037037037,88.93456790123457,87.34074074074074,352.52763271331787
A1,192,209.95487034428228,98.39259259259259,88.95061728395062,87.36666666666666,359.82136726379395
A1,193,212.90374082273192,98.39259259259259,88.96790123456792,87.38888888888889,364.64914560317993
