bytes_per_event,collab_count,defer_rate,known_coverage,latency_ms_p95,meets_old_goal,meets_seen_new_goal,meets_unknown_goal,min_old_class_acc,min_seen_new_class_acc,old_acc,request_more_rate,seen_new_acc,unknown_FAR,unknown_reject_rate,variant,profile,json_path,k_shot,threshold_scope,unknown_query_eval_only,seen_new_old_contrast_weight,seen_new_old_contrast_margin,seen_new_contrast_gate_enabled,seen_new_contrast_gate_min_delta,seen_new_contrast_risk_relief_enabled,seen_new_contrast_risk_relief_min_delta,seen_new_contrast_label_risk_scale,seen_new_contrast_event_risk_scale,seen_new_contrast_component_agreement_scale,far_feasible,utility
96.0,1,0.003246753246753247,0.4806122448979592,1.9630133597688242,False,False,False,0.08571428571428572,0.0,0.6357142857142857,0.0,0.1357142857142857,0.3821428571428571,0.6125,STAGE2C_NORM_SEP,RELIEF_U095_W025_D005_R050,/home/szu2070436088/2510044040/CV-SincNet/runs/phase2_adv3b02_stage2c_contrast_relief_probe_20260707/PHASE2_STAGE2C_RX7_14/STAGE2C_NORM_SEP/RELIEF_U095_W025_D005_R050/stage2c_qknn_RELIEF_U095_W025_D005_R050_k10.json,10,source_only,True,0.25,0.0,True,0.05,True,0.05,0.5,0.5,0.5,False,0.22857142857142854
96.0,1,0.003246753246753247,0.4806122448979592,1.9486730240962722,False,False,False,0.08571428571428572,0.0,0.6357142857142857,0.0,0.1357142857142857,0.38392857142857145,0.6107142857142858,STAGE2C_NORM_SEP,RELIEF_U095_W050M02_D005_R050,/home/szu2070436088/2510044040/CV-SincNet/runs/phase2_adv3b02_stage2c_contrast_relief_probe_20260707/PHASE2_STAGE2C_RX7_14/STAGE2C_NORM_SEP/RELIEF_U095_W050M02_D005_R050/stage2c_qknn_RELIEF_U095_W050M02_D005_R050_k10.json,10,source_only,True,0.5,0.02,True,0.05,True,0.05,0.5,0.5,0.5,False,0.22499999999999987
96.0,1,0.0,0.45714285714285713,1.8213038671423087,False,False,False,0.0,0.0,0.6023809523809524,0.0,0.1357142857142857,0.3392857142857143,0.6607142857142857,STAGE2C_NORM_SEP,RELIEF_U090_W025_D005_R050,/home/szu2070436088/2510044040/CV-SincNet/runs/phase2_adv3b02_stage2c_contrast_relief_probe_20260707/PHASE2_STAGE2C_RX7_14/STAGE2C_NORM_SEP/RELIEF_U090_W025_D005_R050/stage2c_qknn_RELIEF_U090_W025_D005_R050_k10.json,10,source_only,True,0.25,0.0,True,0.05,True,0.05,0.5,0.5,0.5,False,0.1952380952380952
96.0,1,0.0,0.4602040816326531,1.922335183888964,False,False,False,0.0,0.0,0.5547619047619048,0.0,0.14821428571428572,0.34464285714285714,0.6553571428571429,STAGE2C_HEAD_SEP,RELIEF_U090_W025_D005_R050,/home/szu2070436088/2510044040/CV-SincNet/runs/phase2_adv3b02_stage2c_contrast_relief_probe_20260707/PHASE2_STAGE2C_RX7_14/STAGE2C_HEAD_SEP/RELIEF_U090_W025_D005_R050/stage2c_qknn_RELIEF_U090_W025_D005_R050_k10.json,10,source_only,True,0.25,0.0,True,0.05,True,0.05,0.5,0.5,0.5,False,0.161904761904762
96.0,1,0.0,0.5204081632653061,1.9572104608591694,False,False,False,0.0,0.0,0.5547619047619048,0.0,0.18392857142857144,0.4142857142857143,0.5857142857142857,STAGE2C_HEAD_SEP,RELIEF_U090_W025_D002_R050,/home/szu2070436088/2510044040/CV-SincNet/runs/phase2_adv3b02_stage2c_contrast_relief_probe_20260707/PHASE2_STAGE2C_RX7_14/STAGE2C_HEAD_SEP/RELIEF_U090_W025_D002_R050/stage2c_qknn_RELIEF_U090_W025_D002_R050_k10.json,10,source_only,True,0.25,0.0,True,0.02,True,0.02,0.5,0.5,0.5,False,0.09404761904761905
96.0,1,0.0,0.5163265306122449,1.9338020815985737,False,False,False,0.0,0.0,0.6023809523809524,0.0,0.16785714285714284,0.4303571428571429,0.5696428571428571,STAGE2C_NORM_SEP,RELIEF_U090_W025_D002_R050,/home/szu2070436088/2510044040/CV-SincNet/runs/phase2_adv3b02_stage2c_contrast_relief_probe_20260707/PHASE2_STAGE2C_RX7_14/STAGE2C_NORM_SEP/RELIEF_U090_W025_D002_R050/stage2c_qknn_RELIEF_U090_W025_D002_R050_k10.json,10,source_only,True,0.25,0.0,True,0.02,True,0.02,0.5,0.5,0.5,False,0.07738095238095233
96.0,1,0.0,0.15,1.5908579523493718,False,False,False,0.0,0.0,0.0,0.0,0.13392857142857142,0.13392857142857142,0.8660714285714286,STAGE2C_NORM_SEP,RELIEF_U095_W050M02_D005_R050,/home/szu2070436088/2510044040/CV-SincNet/runs/phase2_adv3b02_stage2c_contrast_relief_probe_20260707/PHASE2_STAGE2C_RX7_14/STAGE2C_NORM_SEP/RELIEF_U095_W050M02_D005_R050/stage2c_qknn_RELIEF_U095_W050M02_D005_R050_k5.json,5,source_only,True,0.5,0.02,True,0.05,True,0.05,0.5,0.5,0.5,False,0.0
96.0,1,0.0,0.15,1.519342579927247,False,False,False,0.0,0.0,0.0,0.0,0.13214285714285715,0.13392857142857142,0.8660714285714286,STAGE2C_NORM_SEP,RELIEF_U090_W025_D005_R050,/home/szu2070436088/2510044040/CV-SincNet/runs/phase2_adv3b02_stage2c_contrast_relief_probe_20260707/PHASE2_STAGE2C_RX7_14/STAGE2C_NORM_SEP/RELIEF_U090_W025_D005_R050/stage2c_qknn_RELIEF_U090_W025_D005_R050_k5.json,5,source_only,True,0.25,0.0,True,0.05,True,0.05,0.5,0.5,0.5,False,-0.0035714285714285587
96.0,1,0.0,0.15,1.591037990307653,False,False,False,0.0,0.0,0.0,0.0,0.13214285714285715,0.13392857142857142,0.8660714285714286,STAGE2C_NORM_SEP,RELIEF_U095_W025_D005_R050,/home/szu2070436088/2510044040/CV-SincNet/runs/phase2_adv3b02_stage2c_contrast_relief_probe_20260707/PHASE2_STAGE2C_RX7_14/STAGE2C_NORM_SEP/RELIEF_U095_W025_D005_R050/stage2c_qknn_RELIEF_U095_W025_D005_R050_k5.json,5,source_only,True,0.25,0.0,True,0.05,True,0.05,0.5,0.5,0.5,False,-0.0035714285714285587
96.0,1,0.0,0.15612244897959185,1.5860923747350644,False,False,False,0.0,0.0,0.0,0.0,0.12857142857142856,0.14285714285714285,0.8571428571428571,STAGE2C_HEAD_SEP,RELIEF_U090_W025_D005_R050,/home/szu2070436088/2510044040/CV-SincNet/runs/phase2_adv3b02_stage2c_contrast_relief_probe_20260707/PHASE2_STAGE2C_RX7_14/STAGE2C_HEAD_SEP/RELIEF_U090_W025_D005_R050/stage2c_qknn_RELIEF_U090_W025_D005_R050_k5.json,5,source_only,True,0.25,0.0,True,0.05,True,0.05,0.5,0.5,0.5,False,-0.02857142857142858
96.0,1,0.0,0.15612244897959185,1.6183071963295534,False,False,False,0.0,0.0,0.0,0.0,0.12857142857142856,0.14285714285714285,0.8571428571428571,STAGE2C_HEAD_SEP,RELIEF_U095_W025_D005_R050,/home/szu2070436088/2510044040/CV-SincNet/runs/phase2_adv3b02_stage2c_contrast_relief_probe_20260707/PHASE2_STAGE2C_RX7_14/STAGE2C_HEAD_SEP/RELIEF_U095_W025_D005_R050/stage2c_qknn_RELIEF_U095_W025_D005_R050_k5.json,5,source_only,True,0.25,0.0,True,0.05,True,0.05,0.5,0.5,0.5,False,-0.02857142857142858
96.0,1,0.0,0.15612244897959185,1.5623443784168014,False,False,False,0.0,0.0,0.0,0.0,0.12678571428571428,0.14285714285714285,0.8571428571428571,STAGE2C_HEAD_SEP,RELIEF_U095_W050M02_D005_R050,/home/szu2070436088/2510044040/CV-SincNet/runs/phase2_adv3b02_stage2c_contrast_relief_probe_20260707/PHASE2_STAGE2C_RX7_14/STAGE2C_HEAD_SEP/RELIEF_U095_W050M02_D005_R050/stage2c_qknn_RELIEF_U095_W050M02_D005_R050_k5.json,5,source_only,True,0.5,0.02,True,0.05,True,0.05,0.5,0.5,0.5,False,-0.03214285714285714
96.0,1,0.0,0.20918367346938777,1.6076800446691257,False,False,False,0.0,0.0,0.0,0.0,0.15357142857142858,0.22857142857142856,0.7714285714285715,STAGE2C_HEAD_SEP,RELIEF_U090_W025_D002_R050,/home/szu2070436088/2510044040/CV-SincNet/runs/phase2_adv3b02_stage2c_contrast_relief_probe_20260707/PHASE2_STAGE2C_RX7_14/STAGE2C_HEAD_SEP/RELIEF_U090_W025_D002_R050/stage2c_qknn_RELIEF_U090_W025_D002_R050_k5.json,5,source_only,True,0.25,0.0,True,0.02,True,0.02,0.5,0.5,0.5,False,-0.14999999999999997
96.0,1,0.0,0.19591836734693877,1.5889493648761086,False,False,False,0.0,0.0,0.0,0.0,0.15714285714285714,0.2392857142857143,0.7607142857142857,STAGE2C_NORM_SEP,RELIEF_U090_W025_D002_R050,/home/szu2070436088/2510044040/CV-SincNet/runs/phase2_adv3b02_stage2c_contrast_relief_probe_20260707/PHASE2_STAGE2C_RX7_14/STAGE2C_NORM_SEP/RELIEF_U090_W025_D002_R050/stage2c_qknn_RELIEF_U090_W025_D002_R050_k5.json,5,source_only,True,0.25,0.0,True,0.02,True,0.02,0.5,0.5,0.5,False,-0.1642857142857143
