variant,scene,category,group,correct,total,accuracy_percent
U3,leo_rain_weak,named,test_rx_0,12872,18000,71.5111111111111
U3,leo_rain_weak,named,test_rx_2,8326,18000,46.25555555555555
U3,leo_rain_weak,named,test_rx_5,12896,18000,71.64444444444445
U3,leo_rain_weak,named,test_rx_7,7256,18000,40.31111111111111
U3,leo_rain_weak,named,test_rx_9,12367,18000,68.70555555555555
U3,leo_rain_weak,named,test_rx_10,10917,18000,60.65
U3,leo_rain_weak,named,test_rx_11,11177,18000,62.09444444444444
U3,leo_rain_weak,named,test_unseen_day_unseen_rx,24340,42000,57.95238095238095
U3,leo_rain_weak,named,test_unseen_day_rx_0,3540,6000,59.0
U3,leo_rain_weak,named,test_unseen_day_rx_2,2450,6000,40.833333333333336
U3,leo_rain_weak,named,test_unseen_day_rx_5,3628,6000,60.46666666666667
U3,leo_rain_weak,named,test_unseen_day_rx_7,3113,6000,51.88333333333333
U3,leo_rain_weak,named,test_unseen_day_rx_9,3632,6000,60.53333333333333
U3,leo_rain_weak,named,test_unseen_day_rx_10,4251,6000,70.85
U3,leo_rain_weak,named,test_unseen_day_rx_11,3726,6000,62.1
U3,leo_rain_weak,receiver_all_days,0,16412,24000,68.38333333333334
U3,leo_rain_weak,receiver_all_days,1,4278,6000,71.3
U3,leo_rain_weak,receiver_all_days,2,10776,24000,44.9
U3,leo_rain_weak,receiver_all_days,3,4221,6000,70.35
U3,leo_rain_weak,receiver_all_days,4,5012,6000,83.53333333333333
U3,leo_rain_weak,receiver_all_days,5,16524,24000,68.85
U3,leo_rain_weak,receiver_all_days,6,4985,6000,83.08333333333333
U3,leo_rain_weak,receiver_all_days,7,10369,24000,43.204166666666666
U3,leo_rain_weak,receiver_all_days,8,4453,6000,74.21666666666667
U3,leo_rain_weak,receiver_all_days,9,15999,24000,66.6625
U3,leo_rain_weak,receiver_all_days,10,15168,24000,63.2
U3,leo_rain_weak,receiver_all_days,11,14903,24000,62.09583333333333
U3,leo_rain_weak,class,0,21088,33000,63.903030303030306
U3,leo_rain_weak,class,1,12268,33000,37.17575757575757
U3,leo_rain_weak,class,2,15281,33000,46.306060606060605
U3,leo_rain_weak,class,3,18590,33000,56.333333333333336
U3,leo_rain_weak,class,4,26125,33000,79.16666666666667
U3,leo_rain_weak,class,5,29748,33000,90.14545454545454
U4_additive,clean,aggregate,all,156360,198000,78.96969696969697
U4_additive,clean,named,test_unseen_day_seen_rx,27885,30000,92.95
U4_additive,clean,named,test_day_0,27885,30000,92.95
U4_additive,clean,named,test_seen_day_unseen_rx,97486,126000,77.36984126984127
U4_additive,clean,named,test_rx_0,15399,18000,85.55
U4_additive,clean,named,test_rx_2,10891,18000,60.50555555555555
U4_additive,clean,named,test_rx_5,15584,18000,86.57777777777778
U4_additive,clean,named,test_rx_7,12034,18000,66.85555555555555
U4_additive,clean,named,test_rx_9,14915,18000,82.86111111111111
U4_additive,clean,named,test_rx_10,14913,18000,82.85
U4_additive,clean,named,test_rx_11,13750,18000,76.38888888888889
U4_additive,clean,named,test_unseen_day_unseen_rx,30989,42000,73.78333333333333
U4_additive,clean,named,test_unseen_day_rx_0,4072,6000,67.86666666666666
U4_additive,clean,named,test_unseen_day_rx_2,3087,6000,51.45
U4_additive,clean,named,test_unseen_day_rx_5,4826,6000,80.43333333333334
U4_additive,clean,named,test_unseen_day_rx_7,5464,6000,91.06666666666666
U4_additive,clean,named,test_unseen_day_rx_9,4062,6000,67.7
U4_additive,clean,named,test_unseen_day_rx_10,4775,6000,79.58333333333333
U4_additive,clean,named,test_unseen_day_rx_11,4703,6000,78.38333333333334
U4_additive,clean,receiver_all_days,0,19471,24000,81.12916666666666
U4_additive,clean,receiver_all_days,1,4773,6000,79.55
U4_additive,clean,receiver_all_days,2,13978,24000,58.24166666666667
U4_additive,clean,receiver_all_days,3,5713,6000,95.21666666666667
U4_additive,clean,receiver_all_days,4,5853,6000,97.55
U4_additive,clean,receiver_all_days,5,20410,24000,85.04166666666667
U4_additive,clean,receiver_all_days,6,5886,6000,98.1
U4_additive,clean,receiver_all_days,7,17498,24000,72.90833333333333
U4_additive,clean,receiver_all_days,8,5660,6000,94.33333333333333
U4_additive,clean,receiver_all_days,9,18977,24000,79.07083333333334
U4_additive,clean,receiver_all_days,10,19688,24000,82.03333333333333
U4_additive,clean,receiver_all_days,11,18453,24000,76.8875
U4_additive,clean,class,0,31078,33000,94.17575757575757
U4_additive,clean,class,1,13788,33000,41.78181818181818
U4_additive,clean,class,2,24473,33000,74.16060606060606
U4_additive,clean,class,3,23534,33000,71.31515151515151
U4_additive,clean,class,4,32605,33000,98.8030303030303
U4_additive,clean,class,5,30882,33000,93.58181818181818
U4_additive,leo_clear_weak,aggregate,all,124515,198000,62.88636363636363
U4_additive,leo_clear_weak,named,test_unseen_day_seen_rx,23440,30000,78.13333333333334
U4_additive,leo_clear_weak,named,test_day_0,23440,30000,78.13333333333334
U4_additive,leo_clear_weak,named,test_seen_day_unseen_rx,76596,126000,60.79047619047619
U4_additive,leo_clear_weak,named,test_rx_0,13224,18000,73.46666666666667
U4_additive,leo_clear_weak,named,test_rx_2,8293,18000,46.07222222222222
U4_additive,leo_clear_weak,named,test_rx_5,13134,18000,72.96666666666667
U4_additive,leo_clear_weak,named,test_rx_7,6979,18000,38.772222222222226
U4_additive,leo_clear_weak,named,test_rx_9,12455,18000,69.19444444444444
U4_additive,leo_clear_weak,named,test_rx_10,11298,18000,62.766666666666666
U4_additive,leo_clear_weak,named,test_rx_11,11213,18000,62.294444444444444
U4_additive,leo_clear_weak,named,test_unseen_day_unseen_rx,24479,42000,58.28333333333333
U4_additive,leo_clear_weak,named,test_unseen_day_rx_0,3641,6000,60.68333333333333
U4_additive,leo_clear_weak,named,test_unseen_day_rx_2,2058,6000,34.3
U4_additive,leo_clear_weak,named,test_unseen_day_rx_5,3686,6000,61.43333333333333
U4_additive,leo_clear_weak,named,test_unseen_day_rx_7,3364,6000,56.06666666666667
U4_additive,leo_clear_weak,named,test_unseen_day_rx_9,3537,6000,58.95
U4_additive,leo_clear_weak,named,test_unseen_day_rx_10,4349,6000,72.48333333333333
U4_additive,leo_clear_weak,named,test_unseen_day_rx_11,3844,6000,64.06666666666666
U4_additive,leo_clear_weak,receiver_all_days,0,16865,24000,70.27083333333333
U4_additive,leo_clear_weak,receiver_all_days,1,4279,6000,71.31666666666666
U4_additive,leo_clear_weak,receiver_all_days,2,10351,24000,43.12916666666667
U4_additive,leo_clear_weak,receiver_all_days,3,4464,6000,74.4
U4_additive,leo_clear_weak,receiver_all_days,4,5085,6000,84.75
U4_additive,leo_clear_weak,receiver_all_days,5,16820,24000,70.08333333333333
U4_additive,leo_clear_weak,receiver_all_days,6,4967,6000,82.78333333333333
U4_additive,leo_clear_weak,receiver_all_days,7,10343,24000,43.09583333333333
U4_additive,leo_clear_weak,receiver_all_days,8,4645,6000,77.41666666666667
U4_additive,leo_clear_weak,receiver_all_days,9,15992,24000,66.63333333333334
U4_additive,leo_clear_weak,receiver_all_days,10,15647,24000,65.19583333333334
U4_additive,leo_clear_weak,receiver_all_days,11,15057,24000,62.7375
U4_additive,leo_clear_weak,class,0,17889,33000,54.20909090909091
U4_additive,leo_clear_weak,class,1,10693,33000,32.403030303030306
U4_additive,leo_clear_weak,class,2,17868,33000,54.14545454545455
U4_additive,leo_clear_weak,class,3,21506,33000,65.16969696969697
U4_additive,leo_clear_weak,class,4,27977,33000,84.77878787878788
U4_additive,leo_clear_weak,class,5,28582,33000,86.61212121212121
U4_additive,leo_low_elev_weak,aggregate,all,120881,198000,61.0510101010101
U4_additive,leo_low_elev_weak,named,test_unseen_day_seen_rx,22453,30000,74.84333333333333
U4_additive,leo_low_elev_weak,named,test_day_0,22453,30000,74.84333333333333
U4_additive,leo_low_elev_weak,named,test_seen_day_unseen_rx,74586,126000,59.195238095238096
U4_additive,leo_low_elev_weak,named,test_rx_0,12756,18000,70.86666666666666
U4_additive,leo_low_elev_weak,named,test_rx_2,8355,18000,46.416666666666664
U4_additive,leo_low_elev_weak,named,test_rx_5,12628,18000,70.15555555555555
U4_additive,leo_low_elev_weak,named,test_rx_7,6982,18000,38.78888888888889
U4_additive,leo_low_elev_weak,named,test_rx_9,12257,18000,68.09444444444445
U4_additive,leo_low_elev_weak,named,test_rx_10,10812,18000,60.06666666666667
U4_additive,leo_low_elev_weak,named,test_rx_11,10796,18000,59.977777777777774
U4_additive,leo_low_elev_weak,named,test_unseen_day_unseen_rx,23842,42000,56.766666666666666
