method,source_clean,source_leo,target_clean,target_leo,epoch_hours,target_test_hours,target_min_class,target_bottom2,target_class_std,source_min_class,source_leo_delta_vs_B0,target_leo_delta_vs_B0
B0_FIXED,98.48518518518519,93.37530864197531,77.67380952380952,67.83154761904761,18.337627098096743,0.4232573446560289,34.069047619047616,47.275,19.252665377189707,84.45925925925926,0.0,0.0
B1_TAIL_LR,98.5037037037037,94.65185185185186,78.25357142857143,68.49742063492063,18.18362881468402,0.40807750863230063,38.11666666666667,47.93333333333334,19.427205353086755,86.74814814814813,1.2765432098765501,0.665873015873018
B2_RC4_WEIGHT,98.50740740740741,93.2493827160494,78.6922619047619,67.88373015873015,18.14636032594575,0.4744749131277462,33.22380952380953,46.449404761904766,19.61537457751125,84.25925925925925,-0.12592592592591245,0.0521825396825335
D0_NO_ORBIT,98.54444444444445,90.48765432098766,77.81071428571428,63.717261904761905,16.354717256228128,0.3965984963412241,30.944047619047613,43.36369047619047,18.909622875085763,80.24444444444445,-2.88765432098765,-4.114285714285707
D1_THREE_VIEW,98.49259259259259,93.23086419753086,79.09345238095239,68.30337301587302,18.968510599401263,0.45078167000125785,32.701190476190476,45.974999999999994,20.194971696206824,84.97037037037036,-0.1444444444444457,0.4718253968254089
D2_PHYSICAL_ORBIT,98.50740740740741,93.15679012345679,78.04702380952381,66.75337301587302,18.0928200236294,0.46491084441335667,34.23809523809524,47.03511904761905,18.92160330732815,84.22962962962963,-0.2185185185185219,-1.0781746031745882
D3_TANGENT,98.47037037037038,93.31481481481482,78.8125,67.90892857142858,17.690678442849052,0.37288674211155415,35.923809523809524,47.45476190476191,19.309988871912147,84.19259259259259,-0.060493827160485125,0.07738095238096321
F3_R3_SWAP,98.6037037037037,93.28148148148148,77.81130952380953,67.08968253968254,19.28273651580016,0.41607730754676997,33.496428571428574,45.53035714285714,19.790656265731045,86.4074074074074,-0.09382716049383077,-0.7418650793650698
