row,scene,path,group,group_value,correct,count,accuracy
B0,leo_rain_weak,raw,receiver_day,5:1,4033,6000,67.21666666666667
B0,leo_rain_weak,raw,receiver_day,5:2,3900,6000,65.0
B0,leo_rain_weak,raw,receiver_day,5:3,3391,6000,56.516666666666666
B0,leo_rain_weak,raw,receiver_day,7:0,2889,6000,48.15
B0,leo_rain_weak,raw,receiver_day,7:1,2475,6000,41.25
B0,leo_rain_weak,raw,receiver_day,7:2,1788,6000,29.8
B0,leo_rain_weak,raw,receiver_day,7:3,2571,6000,42.85
B0,leo_rain_weak,raw,receiver_day,9:0,3113,6000,51.88333333333333
B0,leo_rain_weak,raw,receiver_day,9:1,3704,6000,61.733333333333334
B0,leo_rain_weak,raw,receiver_day,9:2,3603,6000,60.05
B0,leo_rain_weak,raw,receiver_day,9:3,4089,6000,68.15
B0,leo_rain_weak,raw,receiver_day,10:0,3038,6000,50.63333333333333
B0,leo_rain_weak,raw,receiver_day,10:1,2999,6000,49.983333333333334
B0,leo_rain_weak,raw,receiver_day,10:2,2717,6000,45.28333333333333
B0,leo_rain_weak,raw,receiver_day,10:3,3145,6000,52.416666666666664
B0,leo_rain_weak,raw,receiver_day,11:0,2931,6000,48.85
B0,leo_rain_weak,raw,receiver_day,11:1,3258,6000,54.3
B0,leo_rain_weak,raw,receiver_day,11:2,2815,6000,46.916666666666664
B0,leo_rain_weak,raw,receiver_day,11:3,3381,6000,56.35
B0,leo_rain_weak,raw,tx,0,7099,28000,25.353571428571428
B0,leo_rain_weak,raw,tx,1,9860,28000,35.214285714285715
B0,leo_rain_weak,raw,tx,2,13856,28000,49.48571428571429
B0,leo_rain_weak,raw,tx,3,14683,28000,52.43928571428572
B0,leo_rain_weak,raw,tx,4,16716,28000,59.7
B0,leo_rain_weak,raw,tx,5,25876,28000,92.41428571428571
B3c,clean,raw,receiver,0,19891,24000,82.87916666666666
B3c,clean,raw,receiver,2,16313,24000,67.97083333333333
B3c,clean,raw,receiver,5,20704,24000,86.26666666666667
B3c,clean,raw,receiver,7,17869,24000,74.45416666666667
B3c,clean,raw,receiver,9,20859,24000,86.9125
B3c,clean,raw,receiver,10,18699,24000,77.9125
B3c,clean,raw,receiver,11,19653,24000,81.8875
B3c,clean,raw,day,0,32963,42000,78.48333333333333
B3c,clean,raw,day,1,34588,42000,82.35238095238095
B3c,clean,raw,day,2,31636,42000,75.32380952380953
B3c,clean,raw,day,3,34801,42000,82.85952380952381
B3c,clean,raw,receiver_day,0:0,4215,6000,70.25
B3c,clean,raw,receiver_day,0:1,5175,6000,86.25
B3c,clean,raw,receiver_day,0:2,5307,6000,88.45
B3c,clean,raw,receiver_day,0:3,5194,6000,86.56666666666666
B3c,clean,raw,receiver_day,2:0,4339,6000,72.31666666666666
B3c,clean,raw,receiver_day,2:1,4058,6000,67.63333333333334
B3c,clean,raw,receiver_day,2:2,3623,6000,60.38333333333333
B3c,clean,raw,receiver_day,2:3,4293,6000,71.55
B3c,clean,raw,receiver_day,5:0,5003,6000,83.38333333333334
B3c,clean,raw,receiver_day,5:1,5415,6000,90.25
B3c,clean,raw,receiver_day,5:2,5486,6000,91.43333333333334
B3c,clean,raw,receiver_day,5:3,4800,6000,80.0
B3c,clean,raw,receiver_day,7:0,5501,6000,91.68333333333334
B3c,clean,raw,receiver_day,7:1,4413,6000,73.55
B3c,clean,raw,receiver_day,7:2,3236,6000,53.93333333333333
B3c,clean,raw,receiver_day,7:3,4719,6000,78.65
B3c,clean,raw,receiver_day,9:0,4250,6000,70.83333333333333
B3c,clean,raw,receiver_day,9:1,5814,6000,96.9
B3c,clean,raw,receiver_day,9:2,5045,6000,84.08333333333333
B3c,clean,raw,receiver_day,9:3,5750,6000,95.83333333333333
B3c,clean,raw,receiver_day,10:0,4765,6000,79.41666666666667
B3c,clean,raw,receiver_day,10:1,4330,6000,72.16666666666667
B3c,clean,raw,receiver_day,10:2,4603,6000,76.71666666666667
B3c,clean,raw,receiver_day,10:3,5001,6000,83.35
B3c,clean,raw,receiver_day,11:0,4890,6000,81.5
B3c,clean,raw,receiver_day,11:1,5383,6000,89.71666666666667
B3c,clean,raw,receiver_day,11:2,4336,6000,72.26666666666667
B3c,clean,raw,receiver_day,11:3,5044,6000,84.06666666666666
B3c,clean,raw,tx,0,26106,28000,93.23571428571428
B3c,clean,raw,tx,1,13468,28000,48.1
B3c,clean,raw,tx,2,21780,28000,77.78571428571429
B3c,clean,raw,tx,3,18091,28000,64.61071428571428
B3c,clean,raw,tx,4,27730,28000,99.03571428571429
B3c,clean,raw,tx,5,26813,28000,95.76071428571429
B3c,clean,response,receiver,0,13977,24000,58.2375
B3c,clean,response,receiver,2,7566,24000,31.525
B3c,clean,response,receiver,5,15638,24000,65.15833333333333
B3c,clean,response,receiver,7,12601,24000,52.50416666666667
B3c,clean,response,receiver,9,16659,24000,69.4125
B3c,clean,response,receiver,10,13292,24000,55.38333333333333
B3c,clean,response,receiver,11,13319,24000,55.49583333333333
B3c,clean,response,day,0,22452,42000,53.457142857142856
B3c,clean,response,day,1,25286,42000,60.2047619047619
B3c,clean,response,day,2,21891,42000,52.121428571428574
B3c,clean,response,day,3,23423,42000,55.76904761904762
B3c,clean,response,receiver_day,0:0,3696,6000,61.6
B3c,clean,response,receiver_day,0:1,3783,6000,63.05
B3c,clean,response,receiver_day,0:2,2933,6000,48.88333333333333
B3c,clean,response,receiver_day,0:3,3565,6000,59.416666666666664
B3c,clean,response,receiver_day,2:0,2311,6000,38.516666666666666
B3c,clean,response,receiver_day,2:1,1895,6000,31.583333333333332
B3c,clean,response,receiver_day,2:2,1510,6000,25.166666666666668
B3c,clean,response,receiver_day,2:3,1850,6000,30.833333333333332
B3c,clean,response,receiver_day,5:0,2867,6000,47.78333333333333
B3c,clean,response,receiver_day,5:1,3687,6000,61.45
B3c,clean,response,receiver_day,5:2,4857,6000,80.95
B3c,clean,response,receiver_day,5:3,4227,6000,70.45
B3c,clean,response,receiver_day,7:0,3533,6000,58.88333333333333
B3c,clean,response,receiver_day,7:1,3149,6000,52.483333333333334
B3c,clean,response,receiver_day,7:2,2933,6000,48.88333333333333
B3c,clean,response,receiver_day,7:3,2986,6000,49.766666666666666
B3c,clean,response,receiver_day,9:0,3692,6000,61.53333333333333
B3c,clean,response,receiver_day,9:1,4905,6000,81.75
B3c,clean,response,receiver_day,9:2,3493,6000,58.21666666666667
B3c,clean,response,receiver_day,9:3,4569,6000,76.15
B3c,clean,response,receiver_day,10:0,3528,6000,58.8
B3c,clean,response,receiver_day,10:1,4207,6000,70.11666666666666
B3c,clean,response,receiver_day,10:2,2837,6000,47.28333333333333
B3c,clean,response,receiver_day,10:3,2720,6000,45.333333333333336
B3c,clean,response,receiver_day,11:0,2825,6000,47.083333333333336
B3c,clean,response,receiver_day,11:1,3660,6000,61.0
B3c,clean,response,receiver_day,11:2,3328,6000,55.46666666666667
B3c,clean,response,receiver_day,11:3,3506,6000,58.43333333333333
B3c,clean,response,tx,0,13775,28000,49.19642857142857
B3c,clean,response,tx,1,9304,28000,33.22857142857143
B3c,clean,response,tx,2,10071,28000,35.96785714285714
B3c,clean,response,tx,3,14124,28000,50.44285714285714
B3c,clean,response,tx,4,22737,28000,81.20357142857142
B3c,clean,response,tx,5,23041,28000,82.28928571428571
B3c,clean,fused,receiver,0,19891,24000,82.87916666666666
B3c,clean,fused,receiver,2,16313,24000,67.97083333333333
B3c,clean,fused,receiver,5,20704,24000,86.26666666666667
B3c,clean,fused,receiver,7,17869,24000,74.45416666666667
B3c,clean,fused,receiver,9,20859,24000,86.9125
B3c,clean,fused,receiver,10,18699,24000,77.9125
B3c,clean,fused,receiver,11,19653,24000,81.8875
B3c,clean,fused,day,0,32963,42000,78.48333333333333
B3c,clean,fused,day,1,34588,42000,82.35238095238095
B3c,clean,fused,day,2,31636,42000,75.32380952380953
B3c,clean,fused,day,3,34801,42000,82.85952380952381
B3c,clean,fused,receiver_day,0:0,4215,6000,70.25
B3c,clean,fused,receiver_day,0:1,5175,6000,86.25
B3c,clean,fused,receiver_day,0:2,5307,6000,88.45
B3c,clean,fused,receiver_day,0:3,5194,6000,86.56666666666666
B3c,clean,fused,receiver_day,2:0,4339,6000,72.31666666666666
B3c,clean,fused,receiver_day,2:1,4058,6000,67.63333333333334
B3c,clean,fused,receiver_day,2:2,3623,6000,60.38333333333333
B3c,clean,fused,receiver_day,2:3,4293,6000,71.55
B3c,clean,fused,receiver_day,5:0,5003,6000,83.38333333333334
B3c,clean,fused,receiver_day,5:1,5415,6000,90.25
B3c,clean,fused,receiver_day,5:2,5486,6000,91.43333333333334
B3c,clean,fused,receiver_day,5:3,4800,6000,80.0
B3c,clean,fused,receiver_day,7:0,5501,6000,91.68333333333334
B3c,clean,fused,receiver_day,7:1,4413,6000,73.55
B3c,clean,fused,receiver_day,7:2,3236,6000,53.93333333333333
B3c,clean,fused,receiver_day,7:3,4719,6000,78.65
B3c,clean,fused,receiver_day,9:0,4250,6000,70.83333333333333
B3c,clean,fused,receiver_day,9:1,5814,6000,96.9
B3c,clean,fused,receiver_day,9:2,5045,6000,84.08333333333333
B3c,clean,fused,receiver_day,9:3,5750,6000,95.83333333333333
B3c,clean,fused,receiver_day,10:0,4765,6000,79.41666666666667
B3c,clean,fused,receiver_day,10:1,4330,6000,72.16666666666667
B3c,clean,fused,receiver_day,10:2,4603,6000,76.71666666666667
B3c,clean,fused,receiver_day,10:3,5001,6000,83.35
B3c,clean,fused,receiver_day,11:0,4890,6000,81.5
B3c,clean,fused,receiver_day,11:1,5383,6000,89.71666666666667
B3c,clean,fused,receiver_day,11:2,4336,6000,72.26666666666667
B3c,clean,fused,receiver_day,11:3,5044,6000,84.06666666666666
B3c,clean,fused,tx,0,26106,28000,93.23571428571428
B3c,clean,fused,tx,1,13468,28000,48.1
B3c,clean,fused,tx,2,21780,28000,77.78571428571429
B3c,clean,fused,tx,3,18091,28000,64.61071428571428
B3c,clean,fused,tx,4,27730,28000,99.03571428571429
B3c,clean,fused,tx,5,26813,28000,95.76071428571429
B3c,clean,common_head,receiver,0,19891,24000,82.87916666666666
B3c,clean,common_head,receiver,2,16313,24000,67.97083333333333
B3c,clean,common_head,receiver,5,20704,24000,86.26666666666667
B3c,clean,common_head,receiver,7,17869,24000,74.45416666666667
B3c,clean,common_head,receiver,9,20859,24000,86.9125
B3c,clean,common_head,receiver,10,18699,24000,77.9125
B3c,clean,common_head,receiver,11,19653,24000,81.8875
B3c,clean,common_head,day,0,32963,42000,78.48333333333333
B3c,clean,common_head,day,1,34588,42000,82.35238095238095
B3c,clean,common_head,day,2,31636,42000,75.32380952380953
B3c,clean,common_head,day,3,34801,42000,82.85952380952381
B3c,clean,common_head,receiver_day,0:0,4215,6000,70.25
B3c,clean,common_head,receiver_day,0:1,5175,6000,86.25
B3c,clean,common_head,receiver_day,0:2,5307,6000,88.45
B3c,clean,common_head,receiver_day,0:3,5194,6000,86.56666666666666
B3c,clean,common_head,receiver_day,2:0,4339,6000,72.31666666666666
B3c,clean,common_head,receiver_day,2:1,4058,6000,67.63333333333334
B3c,clean,common_head,receiver_day,2:2,3623,6000,60.38333333333333
B3c,clean,common_head,receiver_day,2:3,4293,6000,71.55
B3c,clean,common_head,receiver_day,5:0,5003,6000,83.38333333333334
B3c,clean,common_head,receiver_day,5:1,5415,6000,90.25
B3c,clean,common_head,receiver_day,5:2,5486,6000,91.43333333333334
B3c,clean,common_head,receiver_day,5:3,4800,6000,80.0
B3c,clean,common_head,receiver_day,7:0,5501,6000,91.68333333333334
B3c,clean,common_head,receiver_day,7:1,4413,6000,73.55
B3c,clean,common_head,receiver_day,7:2,3236,6000,53.93333333333333
B3c,clean,common_head,receiver_day,7:3,4719,6000,78.65
B3c,clean,common_head,receiver_day,9:0,4250,6000,70.83333333333333
B3c,clean,common_head,receiver_day,9:1,5814,6000,96.9
B3c,clean,common_head,receiver_day,9:2,5045,6000,84.08333333333333
B3c,clean,common_head,receiver_day,9:3,5750,6000,95.83333333333333
B3c,clean,common_head,receiver_day,10:0,4765,6000,79.41666666666667
B3c,clean,common_head,receiver_day,10:1,4330,6000,72.16666666666667
B3c,clean,common_head,receiver_day,10:2,4603,6000,76.71666666666667
B3c,clean,common_head,receiver_day,10:3,5001,6000,83.35
B3c,clean,common_head,receiver_day,11:0,4890,6000,81.5
B3c,clean,common_head,receiver_day,11:1,5383,6000,89.71666666666667
B3c,clean,common_head,receiver_day,11:2,4336,6000,72.26666666666667
B3c,clean,common_head,receiver_day,11:3,5044,6000,84.06666666666666
B3c,clean,common_head,tx,0,26106,28000,93.23571428571428
B3c,clean,common_head,tx,1,13468,28000,48.1
B3c,clean,common_head,tx,2,21780,28000,77.78571428571429
B3c,clean,common_head,tx,3,18091,28000,64.61071428571428
B3c,clean,common_head,tx,4,27730,28000,99.03571428571429
B3c,clean,common_head,tx,5,26813,28000,95.76071428571429
B3c,leo_clear_weak,raw,receiver,0,15735,24000,65.5625
B3c,leo_clear_weak,raw,receiver,2,9473,24000,39.47083333333333
B3c,leo_clear_weak,raw,receiver,5,15457,24000,64.40416666666667
B3c,leo_clear_weak,raw,receiver,7,9901,24000,41.25416666666667
B3c,leo_clear_weak,raw,receiver,9,15013,24000,62.55416666666667
B3c,leo_clear_weak,raw,receiver,10,12135,24000,50.5625
B3c,leo_clear_weak,raw,receiver,11,12923,24000,53.84583333333333
B3c,leo_clear_weak,raw,day,0,21537,42000,51.27857142857143
B3c,leo_clear_weak,raw,day,1,23958,42000,57.042857142857144
B3c,leo_clear_weak,raw,day,2,21827,42000,51.96904761904762
B3c,leo_clear_weak,raw,day,3,23315,42000,55.51190476190476
B3c,leo_clear_weak,raw,receiver_day,0:0,3527,6000,58.78333333333333
B3c,leo_clear_weak,raw,receiver_day,0:1,4188,6000,69.8
B3c,leo_clear_weak,raw,receiver_day,0:2,4254,6000,70.9
B3c,leo_clear_weak,raw,receiver_day,0:3,3766,6000,62.766666666666666
B3c,leo_clear_weak,raw,receiver_day,2:0,2034,6000,33.9
B3c,leo_clear_weak,raw,receiver_day,2:1,2405,6000,40.083333333333336
B3c,leo_clear_weak,raw,receiver_day,2:2,2569,6000,42.81666666666667
B3c,leo_clear_weak,raw,receiver_day,2:3,2465,6000,41.083333333333336
B3c,leo_clear_weak,raw,receiver_day,5:0,3578,6000,59.63333333333333
B3c,leo_clear_weak,raw,receiver_day,5:1,4351,6000,72.51666666666667
B3c,leo_clear_weak,raw,receiver_day,5:2,4124,6000,68.73333333333333
B3c,leo_clear_weak,raw,receiver_day,5:3,3404,6000,56.733333333333334
B3c,leo_clear_weak,raw,receiver_day,7:0,3078,6000,51.3
B3c,leo_clear_weak,raw,receiver_day,7:1,2637,6000,43.95
B3c,leo_clear_weak,raw,receiver_day,7:2,1622,6000,27.033333333333335
B3c,leo_clear_weak,raw,receiver_day,7:3,2564,6000,42.733333333333334
B3c,leo_clear_weak,raw,receiver_day,9:0,3117,6000,51.95
B3c,leo_clear_weak,raw,receiver_day,9:1,3878,6000,64.63333333333334
B3c,leo_clear_weak,raw,receiver_day,9:2,3682,6000,61.36666666666667
B3c,leo_clear_weak,raw,receiver_day,9:3,4336,6000,72.26666666666667
B3c,leo_clear_weak,raw,receiver_day,10:0,3137,6000,52.28333333333333
B3c,leo_clear_weak,raw,receiver_day,10:1,3023,6000,50.38333333333333
B3c,leo_clear_weak,raw,receiver_day,10:2,2668,6000,44.46666666666667
B3c,leo_clear_weak,raw,receiver_day,10:3,3307,6000,55.11666666666667
B3c,leo_clear_weak,raw,receiver_day,11:0,3066,6000,51.1
B3c,leo_clear_weak,raw,receiver_day,11:1,3476,6000,57.93333333333333
B3c,leo_clear_weak,raw,receiver_day,11:2,2908,6000,48.46666666666667
B3c,leo_clear_weak,raw,receiver_day,11:3,3473,6000,57.88333333333333
B3c,leo_clear_weak,raw,tx,0,7015,28000,25.053571428571427
B3c,leo_clear_weak,raw,tx,1,10249,28000,36.60357142857143
B3c,leo_clear_weak,raw,tx,2,15213,28000,54.332142857142856
B3c,leo_clear_weak,raw,tx,3,16232,28000,57.97142857142857
B3c,leo_clear_weak,raw,tx,4,15914,28000,56.83571428571429
B3c,leo_clear_weak,raw,tx,5,26014,28000,92.90714285714286
B3c,leo_clear_weak,response,receiver,0,5949,24000,24.7875
B3c,leo_clear_weak,response,receiver,2,5267,24000,21.945833333333333
B3c,leo_clear_weak,response,receiver,5,6983,24000,29.095833333333335
B3c,leo_clear_weak,response,receiver,7,7105,24000,29.604166666666668
B3c,leo_clear_weak,response,receiver,9,5915,24000,24.645833333333332
B3c,leo_clear_weak,response,receiver,10,6712,24000,27.966666666666665
B3c,leo_clear_weak,response,receiver,11,6650,24000,27.708333333333332
B3c,leo_clear_weak,response,day,0,10231,42000,24.35952380952381
B3c,leo_clear_weak,response,day,1,12067,42000,28.73095238095238
B3c,leo_clear_weak,response,day,2,11443,42000,27.245238095238093
B3c,leo_clear_weak,response,day,3,10840,42000,25.80952380952381
B3c,leo_clear_weak,response,receiver_day,0:0,1257,6000,20.95
B3c,leo_clear_weak,response,receiver_day,0:1,1883,6000,31.383333333333333
B3c,leo_clear_weak,response,receiver_day,0:2,1367,6000,22.783333333333335
B3c,leo_clear_weak,response,receiver_day,0:3,1442,6000,24.033333333333335
B3c,leo_clear_weak,response,receiver_day,2:0,1181,6000,19.683333333333334
B3c,leo_clear_weak,response,receiver_day,2:1,1367,6000,22.783333333333335
B3c,leo_clear_weak,response,receiver_day,2:2,1143,6000,19.05
B3c,leo_clear_weak,response,receiver_day,2:3,1576,6000,26.266666666666666
B3c,leo_clear_weak,response,receiver_day,5:0,1163,6000,19.383333333333333
B3c,leo_clear_weak,response,receiver_day,5:1,1778,6000,29.633333333333333
B3c,leo_clear_weak,response,receiver_day,5:2,2030,6000,33.833333333333336
B3c,leo_clear_weak,response,receiver_day,5:3,2012,6000,33.53333333333333
B3c,leo_clear_weak,response,receiver_day,7:0,1935,6000,32.25
B3c,leo_clear_weak,response,receiver_day,7:1,1774,6000,29.566666666666666
B3c,leo_clear_weak,response,receiver_day,7:2,1869,6000,31.15
B3c,leo_clear_weak,response,receiver_day,7:3,1527,6000,25.45
B3c,leo_clear_weak,response,receiver_day,9:0,1495,6000,24.916666666666668
B3c,leo_clear_weak,response,receiver_day,9:1,1634,6000,27.233333333333334
B3c,leo_clear_weak,response,receiver_day,9:2,1536,6000,25.6
B3c,leo_clear_weak,response,receiver_day,9:3,1250,6000,20.833333333333332
B3c,leo_clear_weak,response,receiver_day,10:0,1669,6000,27.816666666666666
B3c,leo_clear_weak,response,receiver_day,10:1,1796,6000,29.933333333333334
B3c,leo_clear_weak,response,receiver_day,10:2,1847,6000,30.783333333333335
B3c,leo_clear_weak,response,receiver_day,10:3,1400,6000,23.333333333333332
B3c,leo_clear_weak,response,receiver_day,11:0,1531,6000,25.516666666666666
B3c,leo_clear_weak,response,receiver_day,11:1,1835,6000,30.583333333333332
B3c,leo_clear_weak,response,receiver_day,11:2,1651,6000,27.516666666666666
B3c,leo_clear_weak,response,receiver_day,11:3,1633,6000,27.216666666666665
B3c,leo_clear_weak,response,tx,0,11383,28000,40.65357142857143
B3c,leo_clear_weak,response,tx,1,6778,28000,24.207142857142856
B3c,leo_clear_weak,response,tx,2,4150,28000,14.821428571428571
B3c,leo_clear_weak,response,tx,3,1078,28000,3.85
B3c,leo_clear_weak,response,tx,4,6230,28000,22.25
B3c,leo_clear_weak,response,tx,5,14962,28000,53.43571428571428
B3c,leo_clear_weak,fused,receiver,0,15735,24000,65.5625
B3c,leo_clear_weak,fused,receiver,2,9473,24000,39.47083333333333
B3c,leo_clear_weak,fused,receiver,5,15457,24000,64.40416666666667
B3c,leo_clear_weak,fused,receiver,7,9901,24000,41.25416666666667
B3c,leo_clear_weak,fused,receiver,9,15013,24000,62.55416666666667
B3c,leo_clear_weak,fused,receiver,10,12135,24000,50.5625
B3c,leo_clear_weak,fused,receiver,11,12923,24000,53.84583333333333
B3c,leo_clear_weak,fused,day,0,21537,42000,51.27857142857143
B3c,leo_clear_weak,fused,day,1,23958,42000,57.042857142857144
B3c,leo_clear_weak,fused,day,2,21827,42000,51.96904761904762
B3c,leo_clear_weak,fused,day,3,23315,42000,55.51190476190476
B3c,leo_clear_weak,fused,receiver_day,0:0,3527,6000,58.78333333333333
B3c,leo_clear_weak,fused,receiver_day,0:1,4188,6000,69.8
B3c,leo_clear_weak,fused,receiver_day,0:2,4254,6000,70.9
B3c,leo_clear_weak,fused,receiver_day,0:3,3766,6000,62.766666666666666
B3c,leo_clear_weak,fused,receiver_day,2:0,2034,6000,33.9
B3c,leo_clear_weak,fused,receiver_day,2:1,2405,6000,40.083333333333336
B3c,leo_clear_weak,fused,receiver_day,2:2,2569,6000,42.81666666666667
B3c,leo_clear_weak,fused,receiver_day,2:3,2465,6000,41.083333333333336
B3c,leo_clear_weak,fused,receiver_day,5:0,3578,6000,59.63333333333333
B3c,leo_clear_weak,fused,receiver_day,5:1,4351,6000,72.51666666666667
B3c,leo_clear_weak,fused,receiver_day,5:2,4124,6000,68.73333333333333
B3c,leo_clear_weak,fused,receiver_day,5:3,3404,6000,56.733333333333334
B3c,leo_clear_weak,fused,receiver_day,7:0,3078,6000,51.3
B3c,leo_clear_weak,fused,receiver_day,7:1,2637,6000,43.95
B3c,leo_clear_weak,fused,receiver_day,7:2,1622,6000,27.033333333333335
B3c,leo_clear_weak,fused,receiver_day,7:3,2564,6000,42.733333333333334
B3c,leo_clear_weak,fused,receiver_day,9:0,3117,6000,51.95
B3c,leo_clear_weak,fused,receiver_day,9:1,3878,6000,64.63333333333334
B3c,leo_clear_weak,fused,receiver_day,9:2,3682,6000,61.36666666666667
B3c,leo_clear_weak,fused,receiver_day,9:3,4336,6000,72.26666666666667
B3c,leo_clear_weak,fused,receiver_day,10:0,3137,6000,52.28333333333333
B3c,leo_clear_weak,fused,receiver_day,10:1,3023,6000,50.38333333333333
B3c,leo_clear_weak,fused,receiver_day,10:2,2668,6000,44.46666666666667
B3c,leo_clear_weak,fused,receiver_day,10:3,3307,6000,55.11666666666667
B3c,leo_clear_weak,fused,receiver_day,11:0,3066,6000,51.1
B3c,leo_clear_weak,fused,receiver_day,11:1,3476,6000,57.93333333333333
B3c,leo_clear_weak,fused,receiver_day,11:2,2908,6000,48.46666666666667
B3c,leo_clear_weak,fused,receiver_day,11:3,3473,6000,57.88333333333333
B3c,leo_clear_weak,fused,tx,0,7015,28000,25.053571428571427
B3c,leo_clear_weak,fused,tx,1,10249,28000,36.60357142857143
B3c,leo_clear_weak,fused,tx,2,15213,28000,54.332142857142856
B3c,leo_clear_weak,fused,tx,3,16232,28000,57.97142857142857
B3c,leo_clear_weak,fused,tx,4,15914,28000,56.83571428571429
B3c,leo_clear_weak,fused,tx,5,26014,28000,92.90714285714286
B3c,leo_clear_weak,common_head,receiver,0,15735,24000,65.5625
B3c,leo_clear_weak,common_head,receiver,2,9473,24000,39.47083333333333
B3c,leo_clear_weak,common_head,receiver,5,15457,24000,64.40416666666667
B3c,leo_clear_weak,common_head,receiver,7,9901,24000,41.25416666666667
B3c,leo_clear_weak,common_head,receiver,9,15013,24000,62.55416666666667
B3c,leo_clear_weak,common_head,receiver,10,12135,24000,50.5625
B3c,leo_clear_weak,common_head,receiver,11,12923,24000,53.84583333333333
B3c,leo_clear_weak,common_head,day,0,21537,42000,51.27857142857143
B3c,leo_clear_weak,common_head,day,1,23958,42000,57.042857142857144
B3c,leo_clear_weak,common_head,day,2,21827,42000,51.96904761904762
B3c,leo_clear_weak,common_head,day,3,23315,42000,55.51190476190476
B3c,leo_clear_weak,common_head,receiver_day,0:0,3527,6000,58.78333333333333
B3c,leo_clear_weak,common_head,receiver_day,0:1,4188,6000,69.8
B3c,leo_clear_weak,common_head,receiver_day,0:2,4254,6000,70.9
B3c,leo_clear_weak,common_head,receiver_day,0:3,3766,6000,62.766666666666666
B3c,leo_clear_weak,common_head,receiver_day,2:0,2034,6000,33.9
