row,epoch,batches,successful_steps,resp_ce_weighted_mean,cross_rx_weighted_mean,u_pair_weighted_mean,fused_ce_weighted_mean,base_grad_mean,response_grad_mean,physical_grad_mean,fusion_grad_mean
B3a,2,49,49,0.26247850121284017,0.0,0.0,0.0,1.2659979247432784,0.023374420538337725,0.0,0.0
B3a,3,49,49,0.25835199441228596,0.0,0.0,0.0,1.3338407762738969,0.024906066187443444,0.0,0.0
B3a,4,49,49,0.2543286401398328,0.0,0.0,0.0,1.3309912415559741,0.031701966657902994,0.0,0.0
B3a,5,49,48,0.24986781149494405,0.0,0.0,0.0,1.3342741494078225,0.040195781377293745,0.0,0.0
B3a,6,49,49,0.24547130447261187,0.0,0.0,0.0,1.3838469478273965,0.054547220017807506,0.0,0.0
B3a,7,49,49,0.24344562389412705,0.0,0.0,0.0,1.429812774629173,0.06280798913841049,0.0,0.0
B3a,8,49,48,0.23957711123690315,0.0,0.0,0.0,1.3943676391446043,0.07203602560542165,0.0,0.0
B3a,9,49,49,0.23731090067600719,0.0,0.0,0.0,1.5217030017804958,0.07290560540802839,0.0,0.0
B3a,10,49,49,0.23555064627102443,0.0,0.0,0.0,1.4444374796195771,0.08023716696518142,0.0,0.0
B3a,11,49,49,0.2348801092225678,0.0,0.0,0.0,1.4934954263028686,0.08707037800533544,0.0,0.0
B3a,12,49,49,0.23099111446312495,0.0,0.0,0.0,1.6149810392097963,0.09089414226434167,0.0,0.0
B3a,13,49,49,0.23012410317148482,0.0,0.0,0.0,1.5603782471328935,0.109506889305893,0.0,0.0
B3a,14,49,49,0.2279652691617304,0.0,0.0,0.0,1.5279823245685318,0.11434979786416563,0.0,0.0
B3a,15,49,49,0.2263910244314038,0.0,0.0,0.0,1.5986617188332548,0.12125427092633394,0.0,0.0
B3a,16,49,49,0.22553762185330295,0.0,0.0,0.0,1.6642274063099758,0.12680771032737853,0.0,0.0
B3a,17,49,49,0.22499622647859613,0.0,0.0,0.0,1.6289182928555324,0.13157660979091557,0.0,0.0
B3a,18,49,48,0.22327799973439197,0.0,0.0,0.0,1.7608091457474626,0.1263487974814493,0.0,0.0
B3a,19,49,49,0.22439099787449351,0.0,0.0,0.0,1.6034958889104431,0.14742400578250012,0.0,0.0
B3a,20,49,49,0.22290943593395,0.0,0.0,0.0,1.560850786650204,0.13914243310526575,0.0,0.0
B3a,21,49,49,0.21989403360960436,0.0,0.0,0.0,1.7438951892564303,0.14132559077555015,0.0,0.0
B3a,22,49,49,0.22204441379527656,0.0,0.0,0.0,1.6341661283995546,0.15259162512237737,0.0,0.0
B3a,23,49,49,0.22119837147848948,0.0,0.0,0.0,1.6824527420692301,0.14329400803682873,0.0,0.0
B3a,24,49,49,0.2195071438137366,0.0,0.0,0.0,1.6663824252859447,0.15828355103796493,0.0,0.0
B3a,25,49,49,0.21956887111371878,0.0,0.0,0.0,1.704219553849512,0.16237171128607658,0.0,0.0
B3a,26,49,49,0.21735879140240805,0.0,0.0,0.0,1.6054786200141504,0.1673805257040957,0.0,0.0
B3a,27,49,49,0.2187994642525303,0.0,0.0,0.0,1.861753994516071,0.1543068599994533,0.0,0.0
B3a,28,49,49,0.21657053518052005,0.0,0.0,0.0,1.6720043482670552,0.16638922821774899,0.0,0.0
B3a,29,49,49,0.21403011922933618,0.0,0.0,0.0,1.7584397763845139,0.1714404785248023,0.0,0.0
B3a,30,49,49,0.2163043225906333,0.0,0.0,0.0,1.6127730882563396,0.1784087690903754,0.0,0.0
B3a,31,49,49,0.2159230082618947,0.0,0.0,0.0,1.899740662850056,0.18766661016751285,0.0,0.0
B3a,32,49,49,0.214488612449899,0.0,0.0,0.0,1.812997236595764,0.17627399297145882,0.0,0.0
B3a,33,49,49,0.2143864394450674,0.0,0.0,0.0,1.7652548225858151,0.1860180951508673,0.0,0.0
B3a,34,49,49,0.21362032938976677,0.0,0.0,0.0,1.9431687134082225,0.2020611419686505,0.0,0.0
B3a,35,49,49,0.21639320923357594,0.0,0.0,0.0,1.5403056126290868,0.18858526477959275,0.0,0.0
B3a,36,49,49,0.21111424176060423,0.0,0.0,0.0,1.7657401038369445,0.19280343674068573,0.0,0.0
B3a,37,49,49,0.2134125859153514,0.0,0.0,0.0,1.6659334889952264,0.1978664858400814,0.0,0.0
B3a,38,49,49,0.21345183131646137,0.0,0.0,0.0,2.0003640816612167,0.1893896102175278,0.0,0.0
B3a,39,49,49,0.21211057870971914,0.0,0.0,0.0,1.7256175771760414,0.21234149879109365,0.0,0.0
B3a,40,49,49,0.2089916081452856,0.0,0.0,0.0,1.5277215540504203,0.19085810145010826,0.0,0.0
B3a,41,49,49,0.22539119696130558,0.0,0.0,0.0,1.636007837269976,0.19439334010201315,0.0,0.0
B3a,42,49,49,0.2199432098743867,0.0,0.0,0.0,1.5648043207623858,0.18709840593024865,0.0,0.0
B3a,43,49,49,0.21976038935233136,0.0,0.0,0.0,1.5711378986336724,0.18950742038908516,0.0,0.0
B3a,44,49,49,0.2218364878576629,0.0,0.0,0.0,1.5555545490579525,0.21179785938295692,0.0,0.0
B3a,45,49,49,0.21925141008532778,0.0,0.0,0.0,1.6639066892334826,0.1898761509793809,0.0,0.0
B3a,46,49,49,0.22058539639930336,0.0,0.0,0.0,1.8970233968501635,0.19651800570043038,0.0,0.0
B3a,47,49,49,0.22206060710001965,0.0,0.0,0.0,1.6226759306575735,0.19817886503999346,0.0,0.0
B3a,48,49,49,0.22072750634076643,0.0,0.0,0.0,1.6569798602622157,0.19705513388768459,0.0,0.0
B3a,49,49,49,0.22065035938000194,0.0,0.0,0.0,1.744126871444444,0.2034075567791348,0.0,0.0
B3a,50,49,49,0.2194980626203576,0.0,0.0,0.0,1.6303037343774036,0.21555078598665653,0.0,0.0
B3a,51,49,49,0.2209349983200735,0.0,0.0,0.0,1.5815806248196436,0.2115350412952269,0.0,0.0
B3a,52,49,49,0.21907958327507487,0.0,0.0,0.0,1.5901455588139504,0.21353125837784317,0.0,0.0
B3a,53,49,49,0.2164646259375981,0.0,0.0,0.0,1.6543401033756926,0.21945760817984278,0.0,0.0
B3a,54,49,49,0.22026537024244972,0.0,0.0,0.0,1.7414430236192129,0.2111538679756676,0.0,0.0
B3a,55,49,49,0.21990633254148523,0.0,0.0,0.0,1.6664490779005305,0.22984031989054365,0.0,0.0
B3a,56,49,49,0.2212857999363724,0.0,0.0,0.0,1.6826875085962545,0.21400206034158947,0.0,0.0
B3a,57,49,49,0.21476857972388363,0.0,0.0,0.0,1.895638102504859,0.2203000467838018,0.0,0.0
B3a,58,49,49,0.2166567070751774,0.0,0.0,0.0,1.7088394978563177,0.21342940074847971,0.0,0.0
B3a,59,49,49,0.21552535952353963,0.0,0.0,0.0,1.7181464414263548,0.21489397104415436,0.0,0.0
B3a,60,49,49,0.2179652151404595,0.0,0.0,0.0,1.6491050359756416,0.2148354625126125,0.0,0.0
B3a,61,49,49,0.21839485393494976,0.0,0.0,0.0,1.6678927053815849,0.2214420264547151,0.0,0.0
B3a,62,49,49,0.21709945098477967,0.0,0.0,0.0,2.0539934568467406,0.2170575100284023,0.0,0.0
B3a,63,49,49,0.22060344383424643,0.0,0.0,0.0,1.6431494796959245,0.21021450949536402,0.0,0.0
B3a,64,49,49,0.21511295103296943,0.0,0.0,0.0,1.6581455278836628,0.23061620792978368,0.0,0.0
B3a,65,49,49,0.21191683746114068,0.0,0.0,0.0,1.6956201465132115,0.22742444489996383,0.0,0.0
B3a,66,49,48,0.21905368688155194,0.0,0.0,0.0,1.6108414755057432,0.23558378534407465,0.0,0.0
B3a,67,49,49,0.21806176767057303,0.0,0.0,0.0,1.7457489816885101,0.2332680421446282,0.0,0.0
B3a,68,49,49,0.2172299076099785,0.0,0.0,0.0,1.7811348976094976,0.23181354188470776,0.0,0.0
B3a,69,49,49,0.2150912890020682,0.0,0.0,0.0,1.9761559529441421,0.23103846220871993,0.0,0.0
B3a,70,49,49,0.21479182462303006,0.0,0.0,0.0,1.728397621973727,0.25301389871006424,0.0,0.0
B3a,71,49,49,0.21851134847621528,0.0,0.0,0.0,1.6905216541306007,0.22238751691224096,0.0,0.0
B3a,72,49,49,0.21524129747128,0.0,0.0,0.0,1.8005653301111086,0.2491515285038102,0.0,0.0
B3a,73,49,49,0.21442024227307768,0.0,0.0,0.0,1.8300512284723913,0.25026900596784163,0.0,0.0
B3a,74,49,49,0.21797922800998298,0.0,0.0,0.0,1.7572230925637142,0.23731288651542756,0.0,0.0
B3a,75,49,49,0.2172895292846524,0.0,0.0,0.0,1.6987333352148164,0.2516598980058004,0.0,0.0
B3a,76,49,49,0.21945433987646687,0.0,0.0,0.0,1.7427704017594126,0.22796963681012883,0.0,0.0
B3a,77,49,49,0.21220934877590258,0.0,0.0,0.0,1.7066756556737093,0.23467847295018776,0.0,0.0
B3a,78,49,49,0.2170157940412054,0.0,0.0,0.0,1.732295778844355,0.2491827460822096,0.0,0.0
B3a,79,49,49,0.21596432462030526,0.0,0.0,0.0,1.7736181282623351,0.23453200905418609,0.0,0.0
B3a,80,49,49,0.21566052187462242,0.0,0.0,0.0,1.650243014001112,0.2536171646764348,0.0,0.0
B3a,81,49,49,0.21552338435941812,0.0,0.0,0.0,1.9320683163029748,0.2584701592382377,0.0,0.0
B3a,82,49,49,0.21622975778822995,0.0,0.0,0.0,1.721107576735297,0.24112398314923925,0.0,0.0
B3a,83,49,49,0.21608438966225604,0.0,0.0,0.0,1.6535029083832624,0.2597338725582578,0.0,0.0
B3a,84,49,49,0.21484967245131123,0.0,0.0,0.0,1.7255895673467867,0.24975294179699903,0.0,0.0
B3a,85,49,49,0.21861618240268862,0.0,0.0,0.0,1.86069544400113,0.25521188776638204,0.0,0.0
B3a,86,49,49,0.21736839565695548,0.0,0.0,0.0,1.8534069561736484,0.248382972081237,0.0,0.0
B3a,87,49,49,0.21581751442685418,0.0,0.0,0.0,1.6811115974002917,0.2622365925200835,0.0,0.0
B3a,88,49,49,0.21335385557340117,0.0,0.0,0.0,1.835343623405982,0.2712616407752311,0.0,0.0
B3a,89,49,49,0.21536613301355012,0.0,0.0,0.0,1.7118260254440136,0.2552944898735495,0.0,0.0
B3a,90,49,49,0.2143544901390465,0.0,0.0,0.0,1.8592101704623534,0.25413312692034135,0.0,0.0
B3a,91,49,49,0.21911472811990854,0.0,0.0,0.0,1.723781696186361,0.2493151809876593,0.0,0.0
B3a,92,49,49,0.21891328662025686,0.0,0.0,0.0,1.8128029809920154,0.25106995001320054,0.0,0.0
B3a,93,49,48,0.21692990070703078,0.0,0.0,0.0,1.7705898271072698,0.25058817511438986,0.0,0.0
B3a,94,49,49,0.21833405354801488,0.0,0.0,0.0,1.8137036344901718,0.24719625611648718,0.0,0.0
B3a,95,49,49,0.21487216164871137,0.0,0.0,0.0,1.695615402233097,0.2701689307111107,0.0,0.0
B3a,96,49,49,0.22089196498296698,0.0,0.0,0.0,1.7530642580734563,0.25553312694835256,0.0,0.0
B3a,97,49,49,0.21857569898877824,0.0,0.0,0.0,1.6629488404141701,0.24997039784784497,0.0,0.0
B3a,98,49,49,0.21811412153195361,0.0,0.0,0.0,1.754293131111684,0.23930679720490747,0.0,0.0
B3a,99,49,49,0.21825705225370368,0.0,0.0,0.0,2.1620616278607083,0.2539443756297922,0.0,0.0
B3a,100,49,49,0.21944930662914197,0.0,0.0,0.0,1.8380364339815263,0.2615631846820641,0.0,0.0
B3a,101,49,49,0.2179044396901617,0.0,0.0,0.0,1.845685105946091,0.255602100817179,0.0,0.0
B3a,102,49,49,0.2172066417275643,0.0,0.0,0.0,1.7877861168975595,0.24994917799681785,0.0,0.0
B3a,103,49,49,0.21885819064111126,0.0,0.0,0.0,1.7541112874994291,0.27103789822982705,0.0,0.0
B3a,104,49,49,0.2178108527952311,0.0,0.0,0.0,1.728628679592997,0.2461477999787066,0.0,0.0
B3a,105,49,49,0.2156593626251026,0.0,0.0,0.0,2.30819526812442,0.26337567564434183,0.0,0.0
B3a,106,49,49,0.2181701967302634,0.0,0.0,0.0,1.8137894314032212,0.2560409446969346,0.0,0.0
B3a,107,49,49,0.21967867077613362,0.0,0.0,0.0,1.6803806384888744,0.248902769629746,0.0,0.0
B3a,108,49,49,0.2184514275618962,0.0,0.0,0.0,1.6606640044160121,0.25230545486946315,0.0,0.0
B3a,109,49,49,0.22104162890083937,0.0,0.0,0.0,1.7968345828665069,0.26924493207220274,0.0,0.0
B3a,110,49,49,0.21932317742279597,0.0,0.0,0.0,1.702087160323482,0.24697143304854888,0.0,0.0
B3a,111,49,48,0.21966760042978792,0.0,0.0,0.0,1.6528043415050102,0.26389091249180563,0.0,0.0
B3a,112,49,49,0.21472119220665523,0.0,0.0,0.0,1.7097491849927837,0.255413209547027,0.0,0.0
B3a,113,49,49,0.2164572325288033,0.0,0.0,0.0,1.7501495445005537,0.26417162148854373,0.0,0.0
B3a,114,49,48,0.22045055700808155,0.0,0.0,0.0,1.7086645303887267,0.2536193174583497,0.0,0.0
B3a,115,49,49,0.21839847157196124,0.0,0.0,0.0,1.7995107984838388,0.25747865052683705,0.0,0.0
B3a,116,49,49,0.21367439718879,0.0,0.0,0.0,1.7562272601613476,0.25860719148759587,0.0,0.0
B3a,117,49,49,0.21851676124699262,0.0,0.0,0.0,1.7746766292078127,0.24491932312305414,0.0,0.0
B3a,118,49,49,0.21694555209607494,0.0,0.0,0.0,1.8457698736214905,0.27253754394268154,0.0,0.0
B3a,119,16,16,0.22261347714811563,0.0,0.0,0.0,1.8213851888590196,0.25476222213458577,0.0,0.0
B3b,1,49,48,0.2669746334455451,0.0,0.0,0.0,1.2481814777437457,0.024933286171512983,,0.0
B3b,2,49,49,0.26295784845644116,0.0,0.0,0.0,1.256994127701229,0.023888470984829227,,0.0
B3b,3,49,49,0.2592032947102372,0.0,0.0,0.0,1.3325916564428202,0.025749062190683774,,0.0
B3b,4,49,49,0.25644367446704786,0.0,0.0,0.0,1.3179473260873473,0.030770746601219354,,0.0
B3b,5,49,48,0.2534268057467986,0.0,0.0,0.0,1.3276144734851796,0.036179218666166954,,0.0
B3b,6,49,49,0.24970681387550978,0.0,0.0,0.0,1.3823574974050745,0.05062076451589316,,0.0
B3b,7,49,48,0.24642595527123431,0.0,0.0,0.0,1.3713083434174782,0.06465277854745616,,0.0
B3b,8,49,49,0.2424945840421988,0.0,0.0,0.0,1.4343410999366961,0.08013222863518533,,0.0
B3b,9,49,49,0.24022417713184746,0.0,0.0,0.0,1.5296588025723676,0.08028943031291935,,0.0
B3b,10,49,49,0.23834125393507433,0.0,0.0,0.0,1.4429944340990841,0.08801098220977824,,0.0
B3b,11,49,49,0.2372929937377268,0.0,0.0,0.0,1.4921904141639015,0.086187499216198,,0.0
B3b,12,49,49,0.2339795414282351,0.0,0.0,0.0,1.60433606521569,0.08992494369814721,,0.0
B3b,13,49,49,0.23322105529356976,0.0,0.0,0.0,1.5381273232967627,0.11205319896349249,,0.0
B3b,14,49,49,0.231004533414938,0.0,0.0,0.0,1.520862544984468,0.11306596497293578,,0.0
B3b,15,49,49,0.2290612723754377,0.0,0.0,0.0,1.6485599515421145,0.11590282693203806,,0.0
B3b,16,49,49,0.2284206678064502,0.0,0.0,0.0,1.68540249144291,0.12686925226943138,,0.0
B3b,17,49,49,0.22770260730568243,0.0,0.0,0.0,1.6232598096118345,0.12543831684290685,,0.0
B3b,18,49,48,0.22617471887140858,0.0,0.0,0.0,1.7659876991284766,0.1280152593548834,,0.0
B3b,19,49,49,0.22697409196775786,0.0,0.0,0.0,1.6289095170242935,0.13965555769004048,,0.0
B3b,20,49,49,0.2254317597467072,0.0,0.0,0.0,1.5951614774311231,0.14137042513540052,,0.0
B3b,21,49,49,0.2228129077322629,0.0,0.0,0.0,1.7424366916765712,0.1366281931470067,,0.0
B3b,22,49,49,0.22435185921435452,0.0,0.0,0.0,1.6820673844576801,0.15277838974556723,,0.0
B3b,23,49,49,0.2236461551213751,0.0,0.0,0.0,1.6858337919480766,0.14452773398675867,,0.0
B3b,24,49,49,0.22243948463274507,0.0,0.0,0.0,1.689123665315487,0.14880418180693422,,0.0
B3b,25,49,49,0.22226703197372202,0.0,0.0,0.0,1.7625340269304333,0.16654447778758005,,0.0
B3b,26,49,49,0.21962465832428057,0.0,0.0,0.0,1.6528258254596189,0.16377548239948625,,0.0
B3b,27,49,49,0.22140976786613464,0.0,0.0,0.0,1.8985433418256938,0.15613639995598866,,0.0
B3b,28,49,49,0.2193472485761253,0.0,0.0,0.0,1.6894131596617765,0.16099669220917012,,0.0
B3b,29,49,49,0.21668896443989813,0.0,0.0,0.0,1.7998661783526666,0.16576450386060934,,0.0
B3b,30,49,49,0.21920443463082218,0.0,0.0,0.0,1.6286597591559246,0.16628360706808132,,0.0
B3b,31,49,49,0.21890352423093756,0.0,0.0,0.0,1.8549394061013915,0.17952209146591622,,0.0
B3b,32,49,49,0.21686074472203545,0.0,0.0,0.0,1.8674470457147707,0.18197282908345572,,0.0
B3b,33,49,49,0.21686823361990404,0.0,0.0,0.0,1.797491734134633,0.17021673752983563,,0.0
B3b,34,49,49,0.21580737646745177,0.0,0.0,0.0,1.9075425209625814,0.18486312522008602,,0.0
B3b,35,49,49,0.21893255716683913,0.0,0.0,0.0,1.5163935721656763,0.17551317472884131,,0.0
B3b,36,49,49,0.21353143575240155,0.0,0.0,0.0,1.81900196035819,0.18353725264022003,,0.0
B3b,37,49,49,0.2147937623821959,0.0,0.0,0.0,1.6711701669408079,0.18265959804824788,,0.0
B3b,38,49,49,0.21646353632819895,0.0,0.0,0.0,1.9890495580728835,0.18754559949419114,,0.0
B3b,39,49,49,0.21459594064829302,0.0,0.0,0.0,1.7515191138321693,0.1961349423585765,,0.0
B3b,40,49,49,0.21117634736761756,0.0,0.0,0.0,1.521906806423886,0.1847954967485858,,0.0
B3b,41,49,49,0.2278766020828364,0.0,0.0,0.0,1.6668909413575794,0.19077411985210588,,0.0
B3b,42,49,49,0.22383309383781588,0.0,0.0,0.0,1.5791566683411549,0.17644280519797054,,0.0
B3b,43,49,49,0.22219082256969142,0.0,0.0,0.0,1.6224912306565475,0.1782561782239042,,0.0
B3b,44,49,49,0.22439787825759577,0.0,0.0,0.0,1.5996713105045528,0.19158090748074888,,0.0
B3b,45,49,49,0.22202301451138087,0.0,0.0,0.0,1.6739487089636866,0.1768604656916596,,0.0
B3b,46,49,49,0.22337191202202622,0.0,0.0,0.0,1.9777557859937347,0.18102077165884856,,0.0
B3b,47,49,49,0.22473929031771056,0.0,0.0,0.0,1.6348908160733888,0.1748729493267591,,0.0
B3b,48,49,49,0.22280129911948224,0.0,0.0,0.0,1.682666793102297,0.18646181997540195,,0.0
B3b,49,49,49,0.22198878867285593,0.0,0.0,0.0,1.8182643851625033,0.20188231718846672,,0.0
B3b,50,49,49,0.22206145585799703,0.0,0.0,0.0,1.5975954602505076,0.19784101584195865,,0.0
B3b,51,49,49,0.22312324205223394,0.0,0.0,0.0,1.6013180745534876,0.19814792553748992,,0.0
B3b,52,49,49,0.22078038417563148,0.0,0.0,0.0,1.6054778382814883,0.19532064251215783,,0.0
B3b,53,49,49,0.21917637300734616,0.0,0.0,0.0,1.6381266437909776,0.19930221538281248,,0.0
B3b,54,49,49,0.22273736371069539,0.0,0.0,0.0,1.841347159231826,0.18678668547570088,,0.0
B3b,55,49,49,0.22270875317709787,0.0,0.0,0.0,1.6703660342248001,0.20546754269298945,,0.0
B3b,56,49,49,0.2243073023095423,0.0,0.0,0.0,1.738149407386523,0.20137074905930535,,0.0
B3b,57,49,49,0.21746704833848135,0.0,0.0,0.0,1.8566015800100713,0.20043515226382033,,0.0
B3b,58,49,49,0.2196175066792235,0.0,0.0,0.0,1.7213130931882152,0.20343611808641426,,0.0
B3b,59,49,49,0.2182116748727098,0.0,0.0,0.0,1.7888013553311612,0.195396427102365,,0.0
B3b,60,49,49,0.22107128281982577,0.0,0.0,0.0,1.7097925600921255,0.1978609578693737,,0.0
B3b,61,49,49,0.22142818205210626,0.0,0.0,0.0,1.6492735056161616,0.19680643867600545,,0.0
B3b,62,49,49,0.22000274670367337,0.0,0.0,0.0,2.0193982672731754,0.21155548034733923,,0.0
B3b,63,49,49,0.22223170740263803,0.0,0.0,0.0,1.6793769774723815,0.20192991916503786,,0.0
B3b,64,49,49,0.21781051037262897,0.0,0.0,0.0,1.659296708318819,0.19714658349283476,,0.0
B3b,65,49,49,0.21501530068261282,0.0,0.0,0.0,1.7004802800727372,0.22247252536610312,,0.0
B3b,66,49,48,0.22198278411310546,0.0,0.0,0.0,1.6416003738446783,0.2067041786209755,,0.0
B3b,67,49,49,0.22125643126818598,0.0,0.0,0.0,1.727090396458412,0.20957499031010113,,0.0
B3b,68,49,49,0.21939110421404548,0.0,0.0,0.0,1.7398409646004662,0.1977531972648115,,0.0
B3b,69,49,49,0.2172133609348414,0.0,0.0,0.0,1.9499160414505106,0.20961919869350046,,0.0
