row,epoch,family,metric,value
B0,35,LOSS-CORE-RAW,dom,1.2113
B0,35,LOSS-CORE-RAW,adv,2.6588
B0,35,LOSS-CORE-RAW,orth,0.0021
B0,35,LOSS-CORE-RAW,cons,0.341
B0,35,LOSS-CORE-RAW,group_ce,4.4412
B0,35,LOSS-CORE-W,cls,2.4198
B0,35,LOSS-CORE-W,dom,1.2113
B0,35,LOSS-CORE-W,adv,1.1268
B0,35,LOSS-CORE-W,orth,0.0001
B0,35,LOSS-CORE-W,cons,0.016
B0,35,LOSS-CORE-W,group_ce,0.0
B0,35,LOSS-AUX-RAW,cls_pa,5.0948
B0,35,LOSS-AUX-RAW,cls_dac,0.0
B0,35,LOSS-AUX-RAW,pa_joint_inv,0.4512
B0,35,LOSS-AUX-RAW,pa_kl,4.2217
B0,35,LOSS-AUX-RAW,dac_reg,0.0
B0,35,LOSS-AUX-RAW,pa_reg,0.0169
B0,35,LOSS-AUX-RAW,gap_dac,0.0
B0,35,LOSS-AUX-RAW,gap_pa,0.1355
B0,35,LOSS-AUX-RAW,cos_joint_pa,0.5488
B0,35,LOSS-AUX-RAW,cos_imp_pa,nan
B0,35,LOSS-AUX-W,cls_pa,0.6427
B0,35,LOSS-AUX-W,cls_dac,0.0
B0,35,LOSS-AUX-W,pa_joint_inv,0.0112
B0,35,LOSS-AUX-W,pa_kl,0.0544
B0,35,LOSS-AUX-W,dac_reg,0.0
B0,35,LOSS-AUX-W,pa_reg,0.0017
B0,35,LOSS-SAT-RAW,cls_sat,5.038
B0,35,LOSS-SAT-RAW,sat_cons,0.0
B0,35,LOSS-SAT-RAW,sat_cos,nan
B0,35,LOSS-SAT-W,cls_sat,0.0
B0,35,LOSS-SAT-W,sat_cons,0.0
B0,35,LOSS-DG-RAW,proto,0.0
B0,35,LOSS-DG-RAW,proto_cos,nan
B0,35,LOSS-DG-RAW,supcon,0.0
B0,35,LOSS-DG-RAW,fishr,0.0
B0,35,LOSS-DG-RAW,feature_norm,26.9174
B0,35,LOSS-DG-RAW,z_id_norm,4.1455
B0,35,LOSS-DG-W,proto,0.0
B0,35,LOSS-DG-W,supcon,0.0
B0,35,LOSS-DG-W,fishr,0.0
B0,35,LOSS-DG-W,ow_feat,0.0
B0,35,LOSS-DG-W,feature_norm,0.0
B0,35,LOSS-OW-FEAT,loss,0.0
B0,35,LOSS-OW-FEAT,compact,0.0
B0,35,LOSS-OW-FEAT,inter,0.0
B0,35,LOSS-OW-FEAT,sample_margin,0.0
B0,35,LOSS-OW-FEAT,domain_align,0.0
B0,35,LOSS-OW-FEAT,active_cls,0.0
B0,35,LOSS-OW-FEAT,pos_deg,nan
B0,35,LOSS-OW-FEAT,min_inter_deg,nan
B0,35,LOSS-META-SSL,tx,0.0
B0,35,LOSS-META-SSL,proto,0.0
B0,35,LOSS-META-SSL,dom,0.0
B0,35,LOSS-META-SSL,adv,0.0
B0,35,LOSS-META-SSL,coverage,0.0
B0,35,LOSS-META-SSL,accepted,0.0
B0,35,LOSS-META-SSL,proto_agree,nan
B0,35,LOSS-META-SSL,teacher_conf,nan
B0,35,LOSS-META-SSL,active_proto,0.0
B0,35,LOSS-META-SSL-W,tx,0.0
B0,35,LOSS-META-SSL-W,proto,0.0
B0,35,LOSS-META-SSL-W,dom,0.0
B0,35,LOSS-META-SSL-W,adv,0.0
B0,35,LOSS-WEIGHT,dom,1.0
B0,35,LOSS-WEIGHT,adv,0.848
B0,35,LOSS-WEIGHT,orth,1.0
B0,35,LOSS-WEIGHT,cons,0.471
B0,35,LOSS-WEIGHT,group_ce,0.848
B0,35,LOSS-WEIGHT,aux_scale,1.0
B0,35,LOSS-TOP,cls,2.4198
B0,35,LOSS-TOP,dom,1.2113
B0,35,LOSS-TOP,adv,1.1268
B0,35,LOSS-TOP,cls_pa,0.6427
B0,35,LOSS-TOP,pa_kl,0.0544
B0,35,LOSS-TOP,cons,0.016
B0,35,LOSS-TOP,pa_joint_inv,0.0112
B0,35,LOSS-TOP,pa_reg,0.0017
B0,35,LOSS-TOP,orth,0.0001
B0,35,GRAD,total,1.576
B0,35,GRAD,backbone,1.0
B0,35,GRAD,aux,0.75
B0,35,GRAD,domain,0.5
B0,36,LOSS-CORE-RAW,total,6.7594
B0,36,LOSS-CORE-RAW,cls,3.5855
B0,36,LOSS-CORE-RAW,dom,1.34
B0,36,LOSS-CORE-RAW,adv,2.6662
B0,36,LOSS-CORE-RAW,orth,0.0017
B0,36,LOSS-CORE-RAW,cons,0.3577
B0,36,LOSS-CORE-RAW,group_ce,5.4447
B0,36,LOSS-CORE-W,cls,3.5855
B0,36,LOSS-CORE-W,dom,1.34
B0,36,LOSS-CORE-W,adv,1.1474
B0,36,LOSS-CORE-W,orth,0.0001
B0,36,LOSS-CORE-W,cons,0.0177
B0,36,LOSS-CORE-W,group_ce,0.0
B0,36,LOSS-AUX-RAW,cls_pa,4.537
B0,36,LOSS-AUX-RAW,cls_dac,0.0
B0,36,LOSS-AUX-RAW,pa_joint_inv,0.4256
B0,36,LOSS-AUX-RAW,pa_kl,3.7653
B0,36,LOSS-AUX-RAW,dac_reg,0.0
B0,36,LOSS-AUX-RAW,pa_reg,0.0167
B0,36,LOSS-AUX-RAW,gap_dac,0.0
B0,36,LOSS-AUX-RAW,gap_pa,0.1358
B0,36,LOSS-AUX-RAW,cos_joint_pa,0.5744
B0,36,LOSS-AUX-RAW,cos_imp_pa,nan
B0,36,LOSS-AUX-W,cls_pa,0.6052
B0,36,LOSS-AUX-W,cls_dac,0.0
B0,36,LOSS-AUX-W,pa_joint_inv,0.0109
B0,36,LOSS-AUX-W,pa_kl,0.0508
B0,36,LOSS-AUX-W,dac_reg,0.0
B0,36,LOSS-AUX-W,pa_reg,0.0018
B0,36,LOSS-SAT-RAW,cls_sat,3.2011
B0,36,LOSS-SAT-RAW,sat_cons,0.0
B0,36,LOSS-SAT-RAW,sat_cos,nan
B0,36,LOSS-SAT-W,cls_sat,0.0
B0,36,LOSS-SAT-W,sat_cons,0.0
B0,36,LOSS-DG-RAW,proto,0.0
B0,36,LOSS-DG-RAW,proto_cos,nan
B0,36,LOSS-DG-RAW,supcon,0.0
B0,36,LOSS-DG-RAW,fishr,0.0
B0,36,LOSS-DG-RAW,feature_norm,25.364
B0,36,LOSS-DG-RAW,z_id_norm,4.0834
B0,36,LOSS-DG-W,proto,0.0
B0,36,LOSS-DG-W,supcon,0.0
B0,36,LOSS-DG-W,fishr,0.0
B0,36,LOSS-DG-W,ow_feat,0.0
B0,36,LOSS-DG-W,feature_norm,0.0
B0,36,LOSS-OW-FEAT,loss,0.0
B0,36,LOSS-OW-FEAT,compact,0.0
B0,36,LOSS-OW-FEAT,inter,0.0
B0,36,LOSS-OW-FEAT,sample_margin,0.0
B0,36,LOSS-OW-FEAT,domain_align,0.0
B0,36,LOSS-OW-FEAT,active_cls,0.0
B0,36,LOSS-OW-FEAT,pos_deg,nan
B0,36,LOSS-OW-FEAT,min_inter_deg,nan
B0,36,LOSS-META-SSL,tx,0.0
B0,36,LOSS-META-SSL,proto,0.0
B0,36,LOSS-META-SSL,dom,0.0
B0,36,LOSS-META-SSL,adv,0.0
B0,36,LOSS-META-SSL,coverage,0.0
B0,36,LOSS-META-SSL,accepted,0.0
B0,36,LOSS-META-SSL,proto_agree,nan
B0,36,LOSS-META-SSL,teacher_conf,nan
B0,36,LOSS-META-SSL,active_proto,0.0
B0,36,LOSS-META-SSL-W,tx,0.0
B0,36,LOSS-META-SSL-W,proto,0.0
B0,36,LOSS-META-SSL-W,dom,0.0
B0,36,LOSS-META-SSL-W,adv,0.0
B0,36,LOSS-WEIGHT,dom,1.0
B0,36,LOSS-WEIGHT,adv,0.861
B0,36,LOSS-WEIGHT,orth,1.0
B0,36,LOSS-WEIGHT,cons,0.495
B0,36,LOSS-WEIGHT,group_ce,0.861
B0,36,LOSS-WEIGHT,aux_scale,1.0
B0,36,LOSS-TOP,cls,3.5855
B0,36,LOSS-TOP,dom,1.34
B0,36,LOSS-TOP,adv,1.1474
B0,36,LOSS-TOP,cls_pa,0.6052
B0,36,LOSS-TOP,pa_kl,0.0508
B0,36,LOSS-TOP,cons,0.0177
B0,36,LOSS-TOP,pa_joint_inv,0.0109
B0,36,LOSS-TOP,pa_reg,0.0018
B0,36,LOSS-TOP,orth,0.0001
B0,36,GRAD,total,1.799
B0,36,GRAD,backbone,1.0
B0,36,GRAD,aux,0.75
B0,36,GRAD,domain,0.5
B0,37,LOSS-CORE-RAW,total,7.405
B0,37,LOSS-CORE-RAW,cls,4.1572
B0,37,LOSS-CORE-RAW,dom,1.353
B0,37,LOSS-CORE-RAW,adv,2.6732
B0,37,LOSS-CORE-RAW,orth,0.0018
B0,37,LOSS-CORE-RAW,cons,0.3663
B0,37,LOSS-CORE-RAW,group_ce,6.1014
B0,37,LOSS-CORE-W,cls,4.1572
B0,37,LOSS-CORE-W,dom,1.353
B0,37,LOSS-CORE-W,adv,1.1686
B0,37,LOSS-CORE-W,orth,0.0001
B0,37,LOSS-CORE-W,cons,0.019
B0,37,LOSS-CORE-W,group_ce,0.0
B0,37,LOSS-AUX-RAW,cls_pa,4.5442
B0,37,LOSS-AUX-RAW,cls_dac,0.0
B0,37,LOSS-AUX-RAW,pa_joint_inv,0.4236
B0,37,LOSS-AUX-RAW,pa_kl,3.8012
B0,37,LOSS-AUX-RAW,dac_reg,0.0
B0,37,LOSS-AUX-RAW,pa_reg,0.0163
B0,37,LOSS-AUX-RAW,gap_dac,0.0
B0,37,LOSS-AUX-RAW,gap_pa,0.1349
B0,37,LOSS-AUX-RAW,cos_joint_pa,0.5764
B0,37,LOSS-AUX-RAW,cos_imp_pa,nan
B0,37,LOSS-AUX-W,cls_pa,0.6402
B0,37,LOSS-AUX-W,cls_dac,0.0
B0,37,LOSS-AUX-W,pa_joint_inv,0.0113
B0,37,LOSS-AUX-W,pa_kl,0.0537
B0,37,LOSS-AUX-W,dac_reg,0.0
B0,37,LOSS-AUX-W,pa_reg,0.0018
B0,37,LOSS-SAT-RAW,cls_sat,4.0157
B0,37,LOSS-SAT-RAW,sat_cons,0.0
B0,37,LOSS-SAT-RAW,sat_cos,nan
B0,37,LOSS-SAT-W,cls_sat,0.0
B0,37,LOSS-SAT-W,sat_cons,0.0
B0,37,LOSS-DG-RAW,proto,0.0
B0,37,LOSS-DG-RAW,proto_cos,nan
B0,37,LOSS-DG-RAW,supcon,0.0
B0,37,LOSS-DG-RAW,fishr,0.0
B0,37,LOSS-DG-RAW,feature_norm,24.2125
B0,37,LOSS-DG-RAW,z_id_norm,3.9922
B0,37,LOSS-DG-W,proto,0.0
B0,37,LOSS-DG-W,supcon,0.0
B0,37,LOSS-DG-W,fishr,0.0
B0,37,LOSS-DG-W,ow_feat,0.0
B0,37,LOSS-DG-W,feature_norm,0.0
B0,37,LOSS-OW-FEAT,loss,0.0
B0,37,LOSS-OW-FEAT,compact,0.0
B0,37,LOSS-OW-FEAT,inter,0.0
B0,37,LOSS-OW-FEAT,sample_margin,0.0
B0,37,LOSS-OW-FEAT,domain_align,0.0
B0,37,LOSS-OW-FEAT,active_cls,0.0
B0,37,LOSS-OW-FEAT,pos_deg,nan
B0,37,LOSS-OW-FEAT,min_inter_deg,nan
B0,37,LOSS-META-SSL,tx,0.0
B0,37,LOSS-META-SSL,proto,0.0
B0,37,LOSS-META-SSL,dom,0.0
B0,37,LOSS-META-SSL,adv,0.0
B0,37,LOSS-META-SSL,coverage,0.0
B0,37,LOSS-META-SSL,accepted,0.0
B0,37,LOSS-META-SSL,proto_agree,nan
B0,37,LOSS-META-SSL,teacher_conf,nan
B0,37,LOSS-META-SSL,active_proto,0.0
B0,37,LOSS-META-SSL-W,tx,0.0
B0,37,LOSS-META-SSL-W,proto,0.0
B0,37,LOSS-META-SSL-W,dom,0.0
B0,37,LOSS-META-SSL-W,adv,0.0
B0,37,LOSS-WEIGHT,dom,1.0
B0,37,LOSS-WEIGHT,adv,0.874
B0,37,LOSS-WEIGHT,orth,1.0
B0,37,LOSS-WEIGHT,cons,0.52
B0,37,LOSS-WEIGHT,group_ce,0.874
B0,37,LOSS-WEIGHT,aux_scale,1.0
B0,37,LOSS-TOP,cls,4.1572
B0,37,LOSS-TOP,dom,1.353
B0,37,LOSS-TOP,adv,1.1686
B0,37,LOSS-TOP,cls_pa,0.6402
B0,37,LOSS-TOP,pa_kl,0.0537
B0,37,LOSS-TOP,cons,0.019
B0,37,LOSS-TOP,pa_joint_inv,0.0113
B0,37,LOSS-TOP,pa_reg,0.0018
B0,37,LOSS-TOP,orth,0.0001
B0,37,GRAD,total,1.667
B0,37,GRAD,backbone,1.0
B0,37,GRAD,aux,0.75
B0,37,GRAD,domain,0.5
B0,38,LOSS-CORE-RAW,total,6.3987
B0,38,LOSS-CORE-RAW,cls,3.1567
B0,38,LOSS-CORE-RAW,dom,1.3065
B0,38,LOSS-CORE-RAW,adv,2.6621
B0,38,LOSS-CORE-RAW,orth,0.0021
B0,38,LOSS-CORE-RAW,cons,0.3491
B0,38,LOSS-CORE-RAW,group_ce,5.1463
B0,38,LOSS-CORE-W,cls,3.1567
B0,38,LOSS-CORE-W,dom,1.3065
B0,38,LOSS-CORE-W,adv,1.1826
B0,38,LOSS-CORE-W,orth,0.0001
B0,38,LOSS-CORE-W,cons,0.019
B0,38,LOSS-CORE-W,group_ce,0.0
B0,38,LOSS-AUX-RAW,cls_pa,4.473
B0,38,LOSS-AUX-RAW,cls_dac,0.0
B0,38,LOSS-AUX-RAW,pa_joint_inv,0.4263
B0,38,LOSS-AUX-RAW,pa_kl,3.741
B0,38,LOSS-AUX-RAW,dac_reg,0.0
B0,38,LOSS-AUX-RAW,pa_reg,0.0169
B0,38,LOSS-AUX-RAW,gap_dac,0.0
B0,38,LOSS-AUX-RAW,gap_pa,0.1376
B0,38,LOSS-AUX-RAW,cos_joint_pa,0.5737
B0,38,LOSS-AUX-RAW,cos_imp_pa,nan
B0,38,LOSS-AUX-W,cls_pa,0.6649
B0,38,LOSS-AUX-W,cls_dac,0.0
B0,38,LOSS-AUX-W,pa_joint_inv,0.0118
B0,38,LOSS-AUX-W,pa_kl,0.0553
B0,38,LOSS-AUX-W,dac_reg,0.0
B0,38,LOSS-AUX-W,pa_reg,0.0019
B0,38,LOSS-SAT-RAW,cls_sat,4.3164
B0,38,LOSS-SAT-RAW,sat_cons,0.0
B0,38,LOSS-SAT-RAW,sat_cos,nan
B0,38,LOSS-SAT-W,cls_sat,0.0
B0,38,LOSS-SAT-W,sat_cons,0.0
B0,38,LOSS-DG-RAW,proto,0.0
B0,38,LOSS-DG-RAW,proto_cos,nan
B0,38,LOSS-DG-RAW,supcon,0.0
B0,38,LOSS-DG-RAW,fishr,0.0
B0,38,LOSS-DG-RAW,feature_norm,27.1479
B0,38,LOSS-DG-RAW,z_id_norm,4.0836
B0,38,LOSS-DG-W,proto,0.0
B0,38,LOSS-DG-W,supcon,0.0
B0,38,LOSS-DG-W,fishr,0.0
B0,38,LOSS-DG-W,ow_feat,0.0
B0,38,LOSS-DG-W,feature_norm,0.0
B0,38,LOSS-OW-FEAT,loss,0.0
B0,38,LOSS-OW-FEAT,compact,0.0
B0,38,LOSS-OW-FEAT,inter,0.0
B0,38,LOSS-OW-FEAT,sample_margin,0.0
B0,38,LOSS-OW-FEAT,domain_align,0.0
B0,38,LOSS-OW-FEAT,active_cls,0.0
B0,38,LOSS-OW-FEAT,pos_deg,nan
B0,38,LOSS-OW-FEAT,min_inter_deg,nan
B0,38,LOSS-META-SSL,tx,0.0
B0,38,LOSS-META-SSL,proto,0.0
B0,38,LOSS-META-SSL,dom,0.0
B0,38,LOSS-META-SSL,adv,0.0
B0,38,LOSS-META-SSL,coverage,0.0
B0,38,LOSS-META-SSL,accepted,0.0
B0,38,LOSS-META-SSL,proto_agree,nan
B0,38,LOSS-META-SSL,teacher_conf,nan
B0,38,LOSS-META-SSL,active_proto,0.0
B0,38,LOSS-META-SSL-W,tx,0.0
B0,38,LOSS-META-SSL-W,proto,0.0
B0,38,LOSS-META-SSL-W,dom,0.0
B0,38,LOSS-META-SSL-W,adv,0.0
B0,38,LOSS-WEIGHT,dom,1.0
B0,38,LOSS-WEIGHT,adv,0.888
B0,38,LOSS-WEIGHT,orth,1.0
B0,38,LOSS-WEIGHT,cons,0.545
B0,38,LOSS-WEIGHT,group_ce,0.888
B0,38,LOSS-WEIGHT,aux_scale,1.0
B0,38,LOSS-TOP,cls,3.1567
B0,38,LOSS-TOP,dom,1.3065
B0,38,LOSS-TOP,adv,1.1826
B0,38,LOSS-TOP,cls_pa,0.6649
B0,38,LOSS-TOP,pa_kl,0.0553
B0,38,LOSS-TOP,cons,0.019
B0,38,LOSS-TOP,pa_joint_inv,0.0118
B0,38,LOSS-TOP,pa_reg,0.0019
B0,38,LOSS-TOP,orth,0.0001
B0,38,GRAD,total,2.042
B0,38,GRAD,backbone,1.0
B0,38,GRAD,aux,0.75
B0,38,GRAD,domain,0.5
B0,39,LOSS-CORE-RAW,total,7.1083
B0,39,LOSS-CORE-RAW,cls,3.7961
B0,39,LOSS-CORE-RAW,dom,1.3591
B0,39,LOSS-CORE-RAW,adv,2.6656
B0,39,LOSS-CORE-RAW,orth,0.0021
B0,39,LOSS-CORE-RAW,cons,0.3555
B0,39,LOSS-CORE-RAW,group_ce,5.7197
B0,39,LOSS-CORE-W,cls,3.7961
B0,39,LOSS-CORE-W,dom,1.3591
B0,39,LOSS-CORE-W,adv,1.2035
B0,39,LOSS-CORE-W,orth,0.0001
B0,39,LOSS-CORE-W,cons,0.0203
B0,39,LOSS-CORE-W,group_ce,0.0
B0,39,LOSS-AUX-RAW,cls_pa,4.2168
B0,39,LOSS-AUX-RAW,cls_dac,0.0
B0,39,LOSS-AUX-RAW,pa_joint_inv,0.4158
B0,39,LOSS-AUX-RAW,pa_kl,3.5287
B0,39,LOSS-AUX-RAW,dac_reg,0.0
B0,39,LOSS-AUX-RAW,pa_reg,0.0167
B0,39,LOSS-AUX-RAW,gap_dac,0.0
B0,39,LOSS-AUX-RAW,gap_pa,0.1377
B0,39,LOSS-AUX-RAW,cos_joint_pa,0.5842
B0,39,LOSS-AUX-RAW,cos_imp_pa,nan
B0,39,LOSS-AUX-W,cls_pa,0.6606
B0,39,LOSS-AUX-W,cls_dac,0.0
B0,39,LOSS-AUX-W,pa_joint_inv,0.0119
B0,39,LOSS-AUX-W,pa_kl,0.0546
B0,39,LOSS-AUX-W,dac_reg,0.0
B0,39,LOSS-AUX-W,pa_reg,0.002
B0,39,LOSS-SAT-RAW,cls_sat,3.9866
B0,39,LOSS-SAT-RAW,sat_cons,0.0
B0,39,LOSS-SAT-RAW,sat_cos,nan
B0,39,LOSS-SAT-W,cls_sat,0.0
B0,39,LOSS-SAT-W,sat_cons,0.0
B0,39,LOSS-DG-RAW,proto,0.0
B0,39,LOSS-DG-RAW,proto_cos,nan
B0,39,LOSS-DG-RAW,supcon,0.0
B0,39,LOSS-DG-RAW,fishr,0.0
B0,39,LOSS-DG-RAW,feature_norm,26.7522
B0,39,LOSS-DG-RAW,z_id_norm,4.0912
B0,39,LOSS-DG-W,proto,0.0
B0,39,LOSS-DG-W,supcon,0.0
B0,39,LOSS-DG-W,fishr,0.0
B0,39,LOSS-DG-W,ow_feat,0.0
B0,39,LOSS-DG-W,feature_norm,0.0
B0,39,LOSS-OW-FEAT,loss,0.0
B0,39,LOSS-OW-FEAT,compact,0.0
B0,39,LOSS-OW-FEAT,inter,0.0
B0,39,LOSS-OW-FEAT,sample_margin,0.0
B0,39,LOSS-OW-FEAT,domain_align,0.0
B0,39,LOSS-OW-FEAT,active_cls,0.0
B0,39,LOSS-OW-FEAT,pos_deg,nan
B0,39,LOSS-OW-FEAT,min_inter_deg,nan
B0,39,LOSS-META-SSL,tx,0.0
B0,39,LOSS-META-SSL,proto,0.0
B0,39,LOSS-META-SSL,dom,0.0
B0,39,LOSS-META-SSL,adv,0.0
B0,39,LOSS-META-SSL,coverage,0.0
B0,39,LOSS-META-SSL,accepted,0.0
B0,39,LOSS-META-SSL,proto_agree,nan
B0,39,LOSS-META-SSL,teacher_conf,nan
B0,39,LOSS-META-SSL,active_proto,0.0
B0,39,LOSS-META-SSL-W,tx,0.0
B0,39,LOSS-META-SSL-W,proto,0.0
B0,39,LOSS-META-SSL-W,dom,0.0
B0,39,LOSS-META-SSL-W,adv,0.0
B0,39,LOSS-WEIGHT,dom,1.0
B0,39,LOSS-WEIGHT,adv,0.903
B0,39,LOSS-WEIGHT,orth,1.0
B0,39,LOSS-WEIGHT,cons,0.572
B0,39,LOSS-WEIGHT,group_ce,0.903
B0,39,LOSS-WEIGHT,aux_scale,1.0
B0,39,LOSS-TOP,cls,3.7961
B0,39,LOSS-TOP,dom,1.3591
B0,39,LOSS-TOP,adv,1.2035
B0,39,LOSS-TOP,cls_pa,0.6606
B0,39,LOSS-TOP,pa_kl,0.0546
B0,39,LOSS-TOP,cons,0.0203
B0,39,LOSS-TOP,pa_joint_inv,0.0119
B0,39,LOSS-TOP,pa_reg,0.002
B0,39,LOSS-TOP,orth,0.0001
B0,39,GRAD,total,1.782
B0,39,GRAD,backbone,1.0
B0,39,GRAD,aux,0.75
B0,39,GRAD,domain,0.5
B0,40,LOSS-CORE-RAW,total,5.8609
B0,40,LOSS-CORE-RAW,cls,2.6822
B0,40,LOSS-CORE-RAW,dom,1.1965
B0,40,LOSS-CORE-RAW,adv,2.6656
B0,40,LOSS-CORE-RAW,orth,0.0025
B0,40,LOSS-CORE-RAW,cons,0.3315
B0,40,LOSS-CORE-RAW,group_ce,4.5495
B0,40,LOSS-CORE-W,cls,2.6822
B0,40,LOSS-CORE-W,dom,1.1965
B0,40,LOSS-CORE-W,adv,1.2236
B0,40,LOSS-CORE-W,orth,0.0001
B0,40,LOSS-CORE-W,cons,0.0199
B0,40,LOSS-CORE-W,group_ce,0.0
B0,40,LOSS-AUX-RAW,cls_pa,4.0676
B0,40,LOSS-AUX-RAW,cls_dac,0.0
B0,40,LOSS-AUX-RAW,pa_joint_inv,0.3879
B0,40,LOSS-AUX-RAW,pa_kl,3.359
B0,40,LOSS-AUX-RAW,dac_reg,0.0
B0,40,LOSS-AUX-RAW,pa_reg,0.0167
B0,40,LOSS-AUX-RAW,gap_dac,0.0
B0,40,LOSS-AUX-RAW,gap_pa,0.1327
B0,40,LOSS-AUX-RAW,cos_joint_pa,0.6121
B0,40,LOSS-AUX-RAW,cos_imp_pa,nan
B0,40,LOSS-AUX-W,cls_pa,0.6709
B0,40,LOSS-AUX-W,cls_dac,0.0
B0,40,LOSS-AUX-W,pa_joint_inv,0.0115
B0,40,LOSS-AUX-W,pa_kl,0.0543
B0,40,LOSS-AUX-W,dac_reg,0.0
B0,40,LOSS-AUX-W,pa_reg,0.002
B0,40,LOSS-SAT-RAW,cls_sat,2.9196
B0,40,LOSS-SAT-RAW,sat_cons,0.0
B0,40,LOSS-SAT-RAW,sat_cos,nan
B0,40,LOSS-SAT-W,cls_sat,0.0
B0,40,LOSS-SAT-W,sat_cons,0.0
B0,40,LOSS-DG-RAW,proto,0.0
B0,40,LOSS-DG-RAW,proto_cos,nan
B0,40,LOSS-DG-RAW,supcon,0.0
B0,40,LOSS-DG-RAW,fishr,0.0
B0,40,LOSS-DG-RAW,feature_norm,30.2249
B0,40,LOSS-DG-RAW,z_id_norm,4.2734
B0,40,LOSS-DG-W,proto,0.0
B0,40,LOSS-DG-W,supcon,0.0
B0,40,LOSS-DG-W,fishr,0.0
B0,40,LOSS-DG-W,ow_feat,0.0
B0,40,LOSS-DG-W,feature_norm,0.0
B0,40,LOSS-OW-FEAT,loss,0.0
B0,40,LOSS-OW-FEAT,compact,0.0
B0,40,LOSS-OW-FEAT,inter,0.0
B0,40,LOSS-OW-FEAT,sample_margin,0.0
B0,40,LOSS-OW-FEAT,domain_align,0.0
B0,40,LOSS-OW-FEAT,active_cls,0.0
B0,40,LOSS-OW-FEAT,pos_deg,nan
B0,40,LOSS-OW-FEAT,min_inter_deg,nan
B0,40,LOSS-META-SSL,tx,0.0
B0,40,LOSS-META-SSL,proto,0.0
B0,40,LOSS-META-SSL,dom,0.0
B0,40,LOSS-META-SSL,adv,0.0
B0,40,LOSS-META-SSL,coverage,0.0
B0,40,LOSS-META-SSL,accepted,0.0
B0,40,LOSS-META-SSL,proto_agree,nan
B0,40,LOSS-META-SSL,teacher_conf,nan
B0,40,LOSS-META-SSL,active_proto,0.0
B0,40,LOSS-META-SSL-W,tx,0.0
B0,40,LOSS-META-SSL-W,proto,0.0
B0,40,LOSS-META-SSL-W,dom,0.0
B0,40,LOSS-META-SSL-W,adv,0.0
B0,40,LOSS-WEIGHT,dom,1.0
B0,40,LOSS-WEIGHT,adv,0.918
B0,40,LOSS-WEIGHT,orth,1.0
B0,40,LOSS-WEIGHT,cons,0.6
B0,40,LOSS-WEIGHT,group_ce,0.918
B0,40,LOSS-WEIGHT,aux_scale,1.0
B0,40,LOSS-TOP,cls,2.6822
B0,40,LOSS-TOP,adv,1.2236
B0,40,LOSS-TOP,dom,1.1965
B0,40,LOSS-TOP,cls_pa,0.6709
B0,40,LOSS-TOP,pa_kl,0.0543
B0,40,LOSS-TOP,cons,0.0199
B0,40,LOSS-TOP,pa_joint_inv,0.0115
B0,40,LOSS-TOP,pa_reg,0.002
B0,40,LOSS-TOP,orth,0.0001
B0,40,GRAD,total,1.552
B0,40,GRAD,backbone,1.0
B0,40,GRAD,aux,0.75
B0,40,GRAD,domain,0.5
B0,41,LOSS-CORE-RAW,total,6.5591
B0,41,LOSS-CORE-RAW,cls,3.257
B0,41,LOSS-CORE-RAW,dom,1.2255
B0,41,LOSS-CORE-RAW,adv,2.6684
B0,41,LOSS-CORE-RAW,orth,0.0021
B0,41,LOSS-CORE-RAW,cons,0.3351
B0,41,LOSS-CORE-RAW,group_ce,5.2663
B0,41,LOSS-CORE-W,cls,3.257
B0,41,LOSS-CORE-W,dom,1.2255
B0,41,LOSS-CORE-W,adv,1.2455
B0,41,LOSS-CORE-W,orth,0.0001
B0,41,LOSS-CORE-W,cons,0.0211
B0,41,LOSS-CORE-W,group_ce,0.0
B0,41,LOSS-AUX-RAW,cls_pa,4.2447
B0,41,LOSS-AUX-RAW,cls_dac,0.0
B0,41,LOSS-AUX-RAW,pa_joint_inv,0.4011
B0,41,LOSS-AUX-RAW,pa_kl,3.5109
B0,41,LOSS-AUX-RAW,dac_reg,0.0
B0,41,LOSS-AUX-RAW,pa_reg,0.0168
B0,41,LOSS-AUX-RAW,gap_dac,0.0
B0,41,LOSS-AUX-RAW,gap_pa,0.1349
B0,41,LOSS-AUX-RAW,cos_joint_pa,0.5989
B0,41,LOSS-AUX-RAW,cos_imp_pa,nan
B0,41,LOSS-AUX-W,cls_pa,0.7362
B0,41,LOSS-AUX-W,cls_dac,0.0
B0,41,LOSS-AUX-W,pa_joint_inv,0.0123
B0,41,LOSS-AUX-W,pa_kl,0.0593
B0,41,LOSS-AUX-W,dac_reg,0.0
B0,41,LOSS-AUX-W,pa_reg,0.0021
B0,41,LOSS-SAT-RAW,cls_sat,7.4612
B0,41,LOSS-SAT-RAW,sat_cons,0.0
B0,41,LOSS-SAT-RAW,sat_cos,nan
B0,41,LOSS-SAT-W,cls_sat,0.0
B0,41,LOSS-SAT-W,sat_cons,0.0
B0,41,LOSS-DG-RAW,proto,0.0
B0,41,LOSS-DG-RAW,proto_cos,nan
B0,41,LOSS-DG-RAW,supcon,0.0
B0,41,LOSS-DG-RAW,fishr,0.0
B0,41,LOSS-DG-RAW,feature_norm,28.9713
B0,41,LOSS-DG-RAW,z_id_norm,4.2191
B0,41,LOSS-DG-W,proto,0.0
B0,41,LOSS-DG-W,supcon,0.0
