method,scene,group_type,group,accuracy,closed_set_accuracy,accepted_risk,coverage,nll,brier,ece,count,accepted_count
H0,clean,by_receiver_day,"[9,1]",0.9343333333333333,0.934333324432373,0.06566667556762695,1.0,0.44693151116371155,0.12125299870967865,0.058593784691765904,6000,6000
H0,clean,by_receiver_day,"[9,2]",0.7815,0.781499981880188,0.218500018119812,1.0,2.5317134857177734,0.41253721714019775,0.20010655031364877,6000,6000
H0,clean,by_receiver_day,"[9,3]",0.7205,0.7204999923706055,0.27950000762939453,1.0,2.640573024749756,0.5259528160095215,0.25617119859089144,6000,6000
H0,clean,by_receiver_day,"[0,0]",0.6815,0.6815000176429749,0.31849998235702515,1.0,4.508284091949463,0.625192403793335,0.3096263428888051,6000,6000
H0,clean,by_receiver_day,"[10,0]",0.8005,0.8004999756813049,0.19950002431869507,1.0,2.6621110439300537,0.3915564715862274,0.1944404534416435,6000,6000
H0,clean,by_receiver_day,"[11,0]",0.7925,0.7925000190734863,0.20749998092651367,1.0,3.4698591232299805,0.41233760118484497,0.20551881063147448,6000,6000
H0,clean,by_receiver_day,"[2,0]",0.6273333333333333,0.6273333430290222,0.3726666569709778,1.0,6.43979024887085,0.7396885752677917,0.36846567856991896,6000,6000
H0,clean,by_receiver_day,"[5,0]",0.8013333333333333,0.8013333082199097,0.19866669178009033,1.0,2.8858470916748047,0.3865601420402527,0.1907882347368286,6000,6000
H0,clean,by_receiver_day,"[7,0]",0.8973333333333333,0.8973333239555359,0.10266667604446411,1.0,1.4107789993286133,0.19781231880187988,0.0968277657739236,6000,6000
H0,clean,by_receiver_day,"[9,0]",0.5903333333333334,0.5903333425521851,0.40966665744781494,1.0,5.708964824676514,0.7970819473266602,0.39595123589242576,6000,6000
H0,clean,by_receiver_class,"[0,0]",0.9905,0.9904999732971191,0.00950002670288086,1.0,0.09796220064163208,0.017897572368383408,0.008853520315824426,4000,4000
H0,clean,by_receiver_class,"[0,1]",0.29475,0.29475000500679016,0.7052499949932098,1.0,11.802364349365234,1.4037214517593384,0.7009083309239941,4000,4000
H0,clean,by_receiver_class,"[0,2]",0.735,0.7350000143051147,0.26499998569488525,1.0,3.067293882369995,0.5099075436592102,0.2503455479745753,4000,4000
H0,clean,by_receiver_class,"[0,3]",0.9515,0.9514999985694885,0.048500001430511475,1.0,0.5142483115196228,0.091814786195755,0.04619758955959696,4000,4000
H0,clean,by_receiver_class,"[0,4]",0.9965,0.9965000152587891,0.0034999847412109375,1.0,0.03304041922092438,0.006162779405713081,0.0030949237116146833,4000,4000
H0,clean,by_receiver_class,"[0,5]",0.91925,0.9192500114440918,0.0807499885559082,1.0,0.836924135684967,0.15504148602485657,0.07549908927467186,4000,4000
H0,clean,by_receiver_class,"[10,0]",0.99625,0.9962499737739563,0.003750026226043701,1.0,0.0447264239192009,0.00742183905094862,0.0037072452178108506,4000,4000
H0,clean,by_receiver_class,"[10,1]",0.682,0.6819999814033508,0.31800001859664917,1.0,4.259734153747559,0.6220343708992004,0.30875912647752557,4000,4000
H0,clean,by_receiver_class,"[10,2]",0.74775,0.7477499842643738,0.2522500157356262,1.0,3.0741162300109863,0.48592516779899597,0.23850401169329416,4000,4000
H0,clean,by_receiver_class,"[10,3]",0.36625,0.36625000834465027,0.6337499916553497,1.0,9.386689186096191,1.2495770454406738,0.6210534602141706,4000,4000
H0,clean,by_receiver_class,"[10,4]",0.99975,0.999750018119812,0.0002499818801879883,1.0,0.005170156247913837,0.0005000000237487257,0.0002499818801879883,4000,4000
H0,clean,by_receiver_class,"[10,5]",0.99675,0.996749997138977,0.0032500028610229492,1.0,0.02539672516286373,0.005628580693155527,0.0029229861684143543,4000,4000
H0,clean,by_receiver_class,"[11,0]",0.866,0.8659999966621399,0.1340000033378601,1.0,1.8567427396774292,0.2611960470676422,0.1306477634134353,4000,4000
H0,clean,by_receiver_class,"[11,1]",0.53175,0.5317500233650208,0.46824997663497925,1.0,7.0881476402282715,0.9242028594017029,0.4581100720097311,4000,4000
H0,clean,by_receiver_class,"[11,2]",0.29675,0.296750009059906,0.703249990940094,1.0,10.781208992004395,1.3699146509170532,0.6782368891435908,4000,4000
H0,clean,by_receiver_class,"[11,3]",0.99175,0.9917500019073486,0.008249998092651367,1.0,0.1262328326702118,0.016474906355142593,0.008226752281188965,4000,4000
H0,clean,by_receiver_class,"[11,4]",0.99975,0.999750018119812,0.0002499818801879883,1.0,0.004029570147395134,0.0004999971715733409,0.0002499818801879883,4000,4000
H0,clean,by_receiver_class,"[11,5]",0.99825,0.9982500076293945,0.0017499923706054688,1.0,0.020327361300587654,0.0035227600019425154,0.0018282642340636812,4000,4000
H0,clean,by_receiver_class,"[2,0]",0.87575,0.8757500052452087,0.12424999475479126,1.0,1.4824037551879883,0.2391718178987503,0.1190308207005728,4000,4000
H0,clean,by_receiver_class,"[2,1]",0.61475,0.6147500276565552,0.3852499723434448,1.0,5.3727545738220215,0.7540326714515686,0.37602697050897405,4000,4000
H0,clean,by_receiver_class,"[2,2]",0.29175,0.2917500138282776,0.7082499861717224,1.0,9.703864097595215,1.3569389581680298,0.6679760252591223,4000,4000
H0,clean,by_receiver_class,"[2,3]",0.01775,0.017750000581145287,0.9822499994188547,1.0,17.339242935180664,1.9583631753921509,0.9784393912632368,4000,4000
H0,clean,by_receiver_class,"[2,4]",0.999,0.9990000128746033,0.0009999871253967285,1.0,0.010763359256088734,0.001827902509830892,0.0009050694206962362,4000,4000
H0,clean,by_receiver_class,"[2,5]",0.9485,0.9484999775886536,0.051500022411346436,1.0,0.3615078032016754,0.09626776725053787,0.046225078684074106,4000,4000
H0,clean,by_receiver_class,"[5,0]",0.786,0.7860000133514404,0.21399998664855957,1.0,3.071150064468384,0.41805118322372437,0.20782080791104818,4000,4000
H0,clean,by_receiver_class,"[5,1]",0.63875,0.6387500166893005,0.36124998331069946,1.0,5.259917259216309,0.7080489993095398,0.352158284651523,4000,4000
H0,clean,by_receiver_class,"[5,2]",0.863,0.8629999756813049,0.13700002431869507,1.0,1.381291151046753,0.2551594078540802,0.12301416958507616,4000,4000
H0,clean,by_receiver_class,"[5,3]",0.7605,0.7605000138282776,0.2394999861717224,1.0,3.615077495574951,0.46980273723602295,0.23376258848929865,4000,4000
H0,clean,by_receiver_class,"[5,4]",0.9995,0.9994999766349792,0.000500023365020752,1.0,0.007382141426205635,0.0010605386923998594,0.0005878193551325239,4000,4000
H0,clean,by_receiver_class,"[5,5]",0.99325,0.9932500123977661,0.006749987602233887,1.0,0.06949201971292496,0.012804589234292507,0.006485175064881332,4000,4000
H0,clean,by_receiver_class,"[7,0]",0.90075,0.9007499814033508,0.09925001859664917,1.0,1.241410732269287,0.19301976263523102,0.09435789843337261,4000,4000
H0,clean,by_receiver_class,"[7,1]",0.60925,0.609250009059906,0.390749990940094,1.0,6.311044216156006,0.7725582122802734,0.3855466977911419,4000,4000
H0,clean,by_receiver_class,"[7,2]",0.4765,0.476500004529953,0.523499995470047,1.0,7.660266399383545,1.022829294204712,0.5066272238909733,4000,4000
H0,clean,by_receiver_class,"[7,3]",0.40725,0.40724998712539673,0.5927500128746033,1.0,10.497175216674805,1.1794503927230835,0.588847817198257,4000,4000
H0,clean,by_receiver_class,"[7,4]",0.99575,0.9957500100135803,0.004249989986419678,1.0,0.043745722621679306,0.0069984509609639645,0.003565534316294361,4000,4000
H0,clean,by_receiver_class,"[7,5]",0.8425,0.8424999713897705,0.1575000286102295,1.0,2.6479620933532715,0.3104671835899353,0.1539315615882515,4000,4000
H0,clean,by_receiver_class,"[9,0]",0.85775,0.8577499985694885,0.14225000143051147,1.0,2.3820934295654297,0.2823736071586609,0.14046358435734874,4000,4000
H0,clean,by_receiver_class,"[9,1]",0.496,0.4959999918937683,0.5040000081062317,1.0,7.469912052154541,0.9951375126838684,0.49541647714795545,4000,4000
H0,clean,by_receiver_class,"[9,2]",0.62325,0.6232500076293945,0.37674999237060547,1.0,3.815683364868164,0.6858349442481995,0.3269593199438532,4000,4000
H0,clean,by_receiver_class,"[9,3]",0.98575,0.9857500195503235,0.014249980449676514,1.0,0.155690997838974,0.027346404269337654,0.013574367178080138,4000,4000
H0,clean,by_receiver_class,"[9,4]",0.9995,0.9994999766349792,0.000500023365020752,1.0,0.0092381676658988,0.0010000000474974513,0.000500023365020752,4000,4000
H0,clean,by_receiver_class,"[9,5]",0.57775,0.577750027179718,0.422249972820282,1.0,3.159656286239624,0.7935450077056885,0.38967123537440784,4000,4000
H0,leo_clear_weak,by_receiver,[0],0.7053333333333334,0.7053333520889282,0.2946666479110718,1.0,3.765479803085327,0.5693200826644897,0.2806071039098015,24000,24000
H0,leo_clear_weak,by_receiver,[10],0.629,0.6290000081062317,0.3709999918937683,1.0,4.5326714515686035,0.7136396765708923,0.3497988795074889,24000,24000
H0,leo_clear_weak,by_receiver,[11],0.619375,0.6193749904632568,0.38062500953674316,1.0,4.981216907501221,0.7357754111289978,0.3631643901389907,24000,24000
H0,leo_clear_weak,by_receiver,[2],0.4013333333333333,0.4013333320617676,0.5986666679382324,1.0,8.229204177856445,1.1656113862991333,0.5758184623264242,24000,24000
H0,leo_clear_weak,by_receiver,[5],0.6895416666666667,0.6895416378974915,0.31045836210250854,1.0,4.282002925872803,0.6050212979316711,0.29859900445990206,24000,24000
H0,leo_clear_weak,by_receiver,[7],0.4474166666666667,0.44741666316986084,0.5525833368301392,1.0,7.505970478057861,1.0681811571121216,0.5251416327532752,24000,24000
H0,leo_clear_weak,by_receiver,[9],0.667625,0.6676250100135803,0.3323749899864197,1.0,4.12786865234375,0.6335253119468689,0.30927445159613853,24000,24000
H0,leo_clear_weak,by_day,[1],0.6056666666666667,0.6056666374206543,0.3943333625793457,1.0,5.107467174530029,0.7620473504066467,0.3755542224844248,42000,42000
H0,leo_clear_weak,by_day,[2],0.5762380952380952,0.5762380957603455,0.42376190423965454,1.0,5.625514984130859,0.822401225566864,0.404825045828602,42000,42000
H0,leo_clear_weak,by_day,[3],0.6235714285714286,0.6235714554786682,0.3764285445213318,1.0,4.833497524261475,0.7248694896697998,0.3558467452894547,42000,42000
H0,leo_clear_weak,by_day,[0],0.5714523809523809,0.5714523792266846,0.42854762077331543,1.0,5.818899631500244,0.8284385204315186,0.407954899249944,42000,42000
H0,leo_clear_weak,by_class,[0],0.4416785714285714,0.44167858362197876,0.5583214163780212,1.0,7.4900336265563965,1.0885618925094604,0.5389181226460096,28000,28000
H0,leo_clear_weak,by_class,[1],0.41575,0.41574999690055847,0.5842500030994415,1.0,8.260146141052246,1.1483148336410522,0.5699842000371973,28000,28000
H0,leo_clear_weak,by_class,[2],0.39953571428571427,0.3995357155799866,0.6004642844200134,1.0,7.595224380493164,1.1397149562835693,0.5554867806349648,28000,28000
H0,leo_clear_weak,by_class,[3],0.5927857142857142,0.5927857160568237,0.40721428394317627,1.0,5.254397392272949,0.7866623997688293,0.3874986805840308,28000,28000
H0,leo_clear_weak,by_class,[4],0.8416785714285714,0.8416785597801208,0.15832144021987915,1.0,2.0870563983917236,0.30620092153549194,0.15042347871531092,28000,28000
H0,leo_clear_weak,by_class,[5],0.8739642857142857,0.8739643096923828,0.1260356903076172,1.0,1.3912123441696167,0.2371797412633896,0.11415445752936648,28000,28000
H0,leo_clear_weak,by_receiver_day,"[0,1]",0.6988333333333333,0.6988333463668823,0.3011666536331177,1.0,4.165343761444092,0.5878447890281677,0.29112598754727514,6000,6000
H0,leo_clear_weak,by_receiver_day,"[0,2]",0.7925,0.7925000190734863,0.20749998092651367,1.0,2.4767141342163086,0.40046098828315735,0.1954949928294809,6000,6000
H0,leo_clear_weak,by_receiver_day,"[0,3]",0.6991666666666667,0.6991666555404663,0.3008333444595337,1.0,3.6411526203155518,0.5766686201095581,0.2836002452218054,6000,6000
H0,leo_clear_weak,by_receiver_day,"[10,1]",0.603,0.6029999852180481,0.3970000147819519,1.0,4.910237789154053,0.7666966319084167,0.3777984092012048,6000,6000
H0,leo_clear_weak,by_receiver_day,"[10,2]",0.5413333333333333,0.5413333177566528,0.45866668224334717,1.0,5.629189491271973,0.8828486204147339,0.43406819481424463,6000,6000
H0,leo_clear_weak,by_receiver_day,"[10,3]",0.6876666666666666,0.687666654586792,0.312333345413208,1.0,3.8341400623321533,0.6014350056648254,0.29318332412003656,6000,6000
H0,leo_clear_weak,by_receiver_day,"[11,1]",0.623,0.6230000257492065,0.37699997425079346,1.0,4.419571399688721,0.720294177532196,0.35545117140281945,6000,6000
H0,leo_clear_weak,by_receiver_day,"[11,2]",0.5881666666666666,0.5881666541099548,0.41183334589004517,1.0,5.6466569900512695,0.8066914677619934,0.398955824701261,6000,6000
H0,leo_clear_weak,by_receiver_day,"[11,3]",0.6673333333333333,0.6673333048820496,0.33266669511795044,1.0,4.436635971069336,0.6398031711578369,0.3157284584303852,6000,6000
H0,leo_clear_weak,by_receiver_day,"[2,1]",0.37683333333333335,0.37683331966400146,0.6231666803359985,1.0,8.669121742248535,1.2162543535232544,0.602845929999603,6000,6000
H0,leo_clear_weak,by_receiver_day,"[2,2]",0.4181666666666667,0.4181666672229767,0.5818333327770233,1.0,7.811945915222168,1.1296820640563965,0.5572591292439029,6000,6000
H0,leo_clear_weak,by_receiver_day,"[2,3]",0.4676666666666667,0.4676666557788849,0.5323333442211151,1.0,7.282417297363281,1.04099702835083,0.5141631452715956,6000,6000
H0,leo_clear_weak,by_receiver_day,"[5,1]",0.7848333333333334,0.7848333120346069,0.21516668796539307,1.0,2.7489101886749268,0.41744890809059143,0.2053779704219778,6000,6000
H0,leo_clear_weak,by_receiver_day,"[5,2]",0.7591666666666667,0.7591666579246521,0.2408333420753479,1.0,3.0486605167388916,0.46758976578712463,0.22978183053601242,6000,6000
H0,leo_clear_weak,by_receiver_day,"[5,3]",0.6211666666666666,0.6211666464805603,0.3788333535194397,1.0,5.566866397857666,0.7437797784805298,0.369365581740567,6000,6000
H0,leo_clear_weak,by_receiver_day,"[7,1]",0.4018333333333333,0.40183332562446594,0.5981666743755341,1.0,8.05321216583252,1.152811884880066,0.5692488953791326,6000,6000
H0,leo_clear_weak,by_receiver_day,"[7,2]",0.30133333333333334,0.30133333802223206,0.6986666619777679,1.0,10.200024604797363,1.3665854930877686,0.6746093370747985,6000,6000
H0,leo_clear_weak,by_receiver_day,"[7,3]",0.4845,0.484499990940094,0.515500009059906,1.0,6.4458417892456055,0.9929929375648499,0.4868293008184992,6000,6000
H0,leo_clear_weak,by_receiver_day,"[9,1]",0.7513333333333333,0.7513333559036255,0.2486666440963745,1.0,2.7858736515045166,0.4729807674884796,0.228659460110066,6000,6000
H0,leo_clear_weak,by_receiver_day,"[9,2]",0.633,0.6330000162124634,0.3669999837875366,1.0,4.565413951873779,0.7029500603675842,0.3441499048640253,6000,6000
H0,leo_clear_weak,by_receiver_day,"[9,3]",0.7375,0.737500011920929,0.26249998807907104,1.0,2.627429723739624,0.47840994596481323,0.22835640772245824,6000,6000
H0,leo_clear_weak,by_receiver_day,"[0,0]",0.6308333333333334,0.6308333277702332,0.36916667222976685,1.0,4.778707504272461,0.7123058438301086,0.3525195930596965,6000,6000
H0,leo_clear_weak,by_receiver_day,"[10,0]",0.684,0.6840000152587891,0.31599998474121094,1.0,3.757120132446289,0.6035781502723694,0.2943188540302799,6000,6000
H0,leo_clear_weak,by_receiver_day,"[11,0]",0.599,0.5989999771118164,0.4010000228881836,1.0,5.422003269195557,0.7763128280639648,0.38252210654172814,6000,6000
H0,leo_clear_weak,by_receiver_day,"[2,0]",0.3426666666666667,0.3426666557788849,0.6573333442211151,1.0,9.153327941894531,1.2755115032196045,0.6298053908758448,6000,6000
H0,leo_clear_weak,by_receiver_day,"[5,0]",0.593,0.5929999947547913,0.40700000524520874,1.0,5.763574123382568,0.7912664413452148,0.39107563004836265,6000,6000
H0,leo_clear_weak,by_receiver_day,"[7,0]",0.602,0.6019999980926514,0.39800000190734863,1.0,5.32480525970459,0.760334312915802,0.3699612228283513,6000,6000
H0,leo_clear_weak,by_receiver_day,"[9,0]",0.5486666666666666,0.5486666560173035,0.45133334398269653,1.0,6.532756328582764,0.8797605633735657,0.43615548832895,6000,6000
H0,leo_clear_weak,by_receiver_class,"[0,0]",0.52975,0.5297499895095825,0.4702500104904175,1.0,5.799861431121826,0.9046563506126404,0.4464726810110733,4000,4000
H0,leo_clear_weak,by_receiver_class,"[0,1]",0.426,0.4259999990463257,0.5740000009536743,1.0,8.379961967468262,1.1331613063812256,0.5641139460276463,4000,4000
H0,leo_clear_weak,by_receiver_class,"[0,2]",0.76225,0.7622500061988831,0.23774999380111694,1.0,2.9641597270965576,0.45807939767837524,0.2268552066598204,4000,4000
H0,leo_clear_weak,by_receiver_class,"[0,3]",0.87025,0.8702499866485596,0.12975001335144043,1.0,1.3130604028701782,0.2455512136220932,0.12094047733262414,4000,4000
H0,leo_clear_weak,by_receiver_class,"[0,4]",0.85675,0.8567500114440918,0.1432499885559082,1.0,1.6884822845458984,0.2740253210067749,0.13472397476289188,4000,4000
H0,leo_clear_weak,by_receiver_class,"[0,5]",0.787,0.7870000004768372,0.21299999952316284,1.0,2.4473531246185303,0.4004467725753784,0.19233556245944783,4000,4000
H0,leo_clear_weak,by_receiver_class,"[10,0]",0.6285,0.6284999847412109,0.37150001525878906,1.0,4.464562892913818,0.7159145474433899,0.3523916019189528,4000,4000
H0,leo_clear_weak,by_receiver_class,"[10,1]",0.596,0.5960000157356262,0.4039999842643738,1.0,4.873961448669434,0.7801682949066162,0.3817207642750873,4000,4000
H0,leo_clear_weak,by_receiver_class,"[10,2]",0.4,0.4000000059604645,0.5999999940395355,1.0,7.184912204742432,1.1397380828857422,0.5547664075784269,4000,4000
H0,leo_clear_weak,by_receiver_class,"[10,3]",0.28975,0.28975000977516174,0.7102499902248383,1.0,9.134597778320312,1.3803240060806274,0.682509362413839,4000,4000
H0,leo_clear_weak,by_receiver_class,"[10,4]",0.8695,0.8694999814033508,0.13050001859664917,1.0,1.4688256978988647,0.2488711178302765,0.12101247409009375,4000,4000
H0,leo_clear_weak,by_receiver_class,"[10,5]",0.99025,0.9902499914169312,0.009750008583068848,1.0,0.06917035579681396,0.016821706667542458,0.00820030209433753,4000,4000
H0,leo_clear_weak,by_receiver_class,"[11,0]",0.303,0.30300000309944153,0.6969999969005585,1.0,8.842939376831055,1.3552621603012085,0.6717775256402092,4000,4000
H0,leo_clear_weak,by_receiver_class,"[11,1]",0.4525,0.45249998569488525,0.5475000143051147,1.0,7.746997356414795,1.0781989097595215,0.5360438989155227,4000,4000
H0,leo_clear_weak,by_receiver_class,"[11,2]",0.05725,0.0572500005364418,0.9427499994635582,1.0,12.389791488647461,1.8019213676452637,0.8859835435287096,4000,4000
H0,leo_clear_weak,by_receiver_class,"[11,3]",0.965,0.9649999737739563,0.0350000262260437,1.0,0.3552900552749634,0.06613437086343765,0.03214899223712564,4000,4000
H0,leo_clear_weak,by_receiver_class,"[11,4]",0.98825,0.9882500171661377,0.011749982833862305,1.0,0.12143874168395996,0.02221299521625042,0.010935911450360436,4000,4000
H0,leo_clear_weak,by_receiver_class,"[11,5]",0.95025,0.9502500295639038,0.04974997043609619,1.0,0.4308462142944336,0.09092255681753159,0.04401651300213416,4000,4000
H0,leo_clear_weak,by_receiver_class,"[2,0]",0.2375,0.23749999701976776,0.7625000029802322,1.0,10.80388069152832,1.5016334056854248,0.7478614659266896,4000,4000
H0,leo_clear_weak,by_receiver_class,"[2,1]",0.18925,0.18925000727176666,0.8107499927282333,1.0,11.120955467224121,1.5915192365646362,0.7920104570293915,4000,4000
H0,leo_clear_weak,by_receiver_class,"[2,2]",0.2795,0.27950000762939453,0.7204999923706055,1.0,10.169731140136719,1.3806653022766113,0.6758002857095562,4000,4000
H0,leo_clear_weak,by_receiver_class,"[2,3]",0.05275,0.05274999886751175,0.9472500011324883,1.0,13.11295223236084,1.8466365337371826,0.9142493436156656,4000,4000
H0,leo_clear_weak,by_receiver_class,"[2,4]",0.81025,0.8102499842643738,0.18975001573562622,1.0,2.2537331581115723,0.36429229378700256,0.17906354729711893,4000,4000
H0,leo_clear_weak,by_receiver_class,"[2,5]",0.83875,0.8387500047683716,0.16124999523162842,1.0,1.9139667749404907,0.30892038345336914,0.1498358080498292,4000,4000
H0,leo_clear_weak,by_receiver_class,"[5,0]",0.37575,0.37575000524520874,0.6242499947547913,1.0,9.036855697631836,1.2252612113952637,0.6049870806691615,4000,4000
H0,leo_clear_weak,by_receiver_class,"[5,1]",0.44575,0.44574999809265137,0.5542500019073486,1.0,7.590722560882568,1.0835896730422974,0.5391683752895915,4000,4000
H0,leo_clear_weak,by_receiver_class,"[5,2]",0.68325,0.6832500100135803,0.3167499899864197,1.0,4.367090225219727,0.614632248878479,0.3009751058107213,4000,4000
H0,leo_clear_weak,by_receiver_class,"[5,3]",0.68525,0.6852499842643738,0.3147500157356262,1.0,4.127862453460693,0.6069087386131287,0.300660777153098,4000,4000
H0,leo_clear_weak,by_receiver_class,"[5,4]",0.96175,0.9617499709129333,0.03825002908706665,1.0,0.4461827874183655,0.07244168221950531,0.035172303554190876,4000,4000
H0,leo_clear_weak,by_receiver_class,"[5,5]",0.9855,0.9854999780654907,0.014500021934509277,1.0,0.12330300360918045,0.02729380689561367,0.013483700211509131,4000,4000
H0,leo_clear_weak,by_receiver_class,"[7,0]",0.40025,0.40024998784065247,0.5997500121593475,1.0,8.349886894226074,1.1750543117523193,0.5830551933322567,4000,4000
H0,leo_clear_weak,by_receiver_class,"[7,1]",0.53975,0.5397499799728394,0.46025002002716064,1.0,6.773218154907227,0.9047879576683044,0.4500807302101748,4000,4000
H0,leo_clear_weak,by_receiver_class,"[7,2]",0.197,0.19699999690055847,0.8030000030994415,1.0,10.460793495178223,1.531244158744812,0.7466153939567448,4000,4000
H0,leo_clear_weak,by_receiver_class,"[7,3]",0.33025,0.33024999499320984,0.6697500050067902,1.0,8.283982276916504,1.2771300077438354,0.6230272928150953,4000,4000
H0,leo_clear_weak,by_receiver_class,"[7,4]",0.41125,0.4112499952316284,0.5887500047683716,1.0,8.57880973815918,1.1502491235733032,0.5682009945776372,4000,4000
