method,scene,group_type,group,accuracy,closed_set_accuracy,accepted_risk,coverage,nll,brier,ece,count,accepted_count
H2,leo_clear_weak,by_day,[0],0.4159285714285714,0.5093333125114441,0.3225131034851074,0.6139285714285714,1.53019118309021,0.6526207327842712,0.13845352137286682,42000,25785
H2,leo_clear_weak,by_class,[0],0.21146428571428572,0.29632142186164856,0.5411500334739685,0.46085714285714285,2.4257445335388184,0.9350019097328186,0.24066924751969054,28000,12904
H2,leo_clear_weak,by_class,[1],0.15235714285714286,0.23485714197158813,0.780611976981163,0.6944642857142858,2.7711923122406006,1.1650035381317139,0.42238603093574056,28000,19445
H2,leo_clear_weak,by_class,[2],0.30457142857142855,0.3634285628795624,0.24611032009124756,0.404,1.2783442735671997,0.639876663684845,0.19683709688979434,28000,11312
H2,leo_clear_weak,by_class,[3],0.5204642857142857,0.6813214421272278,0.12908625602722168,0.5976071428571429,0.7666963338851929,0.3941543400287628,0.09100716179818846,28000,16733
H2,leo_clear_weak,by_class,[4],0.7209285714285715,0.8356071710586548,0.08961349725723267,0.7918928571428572,0.5286334156990051,0.2606343924999237,0.1031651343764679,28000,22173
H2,leo_clear_weak,by_class,[5],0.7392857142857143,0.7853214144706726,0.07836151123046875,0.8021428571428572,0.7107245326042175,0.28464454412460327,0.04279151627997635,28000,22460
H2,leo_clear_weak,by_receiver_day,"[0,1]",0.588,0.6510000228881836,0.2386707067489624,0.7723333333333333,1.2492657899856567,0.5020405650138855,0.0973851698654471,6000,4634
H2,leo_clear_weak,by_receiver_day,"[0,2]",0.5543333333333333,0.6586666703224182,0.16891556978225708,0.667,1.135615587234497,0.4772733151912689,0.06167983397608623,6000,4002
H2,leo_clear_weak,by_receiver_day,"[0,3]",0.4865,0.5864999890327454,0.249614417552948,0.6483333333333333,1.3484257459640503,0.574940025806427,0.08993644445035898,6000,3890
H2,leo_clear_weak,by_receiver_day,"[10,1]",0.4028333333333333,0.5389999747276306,0.19807565212249756,0.5023333333333333,1.1711928844451904,0.5504212975502014,0.05778275489501539,6000,3014
H2,leo_clear_weak,by_receiver_day,"[10,2]",0.3481666666666667,0.4736666679382324,0.23619741201400757,0.4558333333333333,1.3226715326309204,0.6157054305076599,0.08711822551413206,6000,2735
H2,leo_clear_weak,by_receiver_day,"[10,3]",0.44016666666666665,0.581166684627533,0.23648452758789062,0.5765,1.234500527381897,0.5631422996520996,0.07871950736443978,6000,3459
H2,leo_clear_weak,by_receiver_day,"[11,1]",0.5025,0.5426666736602783,0.22612935304641724,0.6493333333333333,1.2794691324234009,0.5594753623008728,0.13918275920150336,6000,3896
H2,leo_clear_weak,by_receiver_day,"[11,2]",0.49133333333333334,0.5353333353996277,0.2637362480163574,0.6673333333333333,1.4229811429977417,0.6041014194488525,0.1399731629062444,6000,4004
H2,leo_clear_weak,by_receiver_day,"[11,3]",0.543,0.5991666913032532,0.2000982165336609,0.6788333333333333,1.1845201253890991,0.507554292678833,0.08451136003714055,6000,4073
H2,leo_clear_weak,by_receiver_day,"[2,1]",0.22666666666666666,0.3488333225250244,0.5805058479309082,0.5403333333333333,2.0042405128479004,0.8708083629608154,0.2736371224746108,6000,3242
H2,leo_clear_weak,by_receiver_day,"[2,2]",0.2945,0.3959999978542328,0.48408758640289307,0.5708333333333333,1.7058978080749512,0.7678959369659424,0.24878766770416405,6000,3425
H2,leo_clear_weak,by_receiver_day,"[2,3]",0.3283333333333333,0.4076666533946991,0.48563969135284424,0.6383333333333333,1.7370859384536743,0.7726725339889526,0.23822566570015624,6000,3830
H2,leo_clear_weak,by_receiver_day,"[5,1]",0.6745,0.7490000128746033,0.1321038007736206,0.7771666666666667,0.8850454092025757,0.3733893632888794,0.0528910585999256,6000,4663
H2,leo_clear_weak,by_receiver_day,"[5,2]",0.6533333333333333,0.7363333106040955,0.1502276062965393,0.7688333333333334,0.9384003281593323,0.3935227394104004,0.048980404855683446,6000,4613
H2,leo_clear_weak,by_receiver_day,"[5,3]",0.538,0.6144999861717224,0.2567349672317505,0.7238333333333333,1.42485773563385,0.5611677765846252,0.10461958566884277,6000,4343
H2,leo_clear_weak,by_receiver_day,"[7,1]",0.26,0.36649999022483826,0.4579569101333618,0.4796666666666667,1.552369475364685,0.7386777400970459,0.21016151225194335,6000,2878
H2,leo_clear_weak,by_receiver_day,"[7,2]",0.1665,0.2488333284854889,0.6882995367050171,0.5341666666666667,2.34244704246521,0.9899197816848755,0.3539891712280223,6000,3205
H2,leo_clear_weak,by_receiver_day,"[7,3]",0.239,0.4036666750907898,0.382162868976593,0.3868333333333333,1.636873483657837,0.7302564382553101,0.11124898606794886,6000,2321
H2,leo_clear_weak,by_receiver_day,"[9,1]",0.5783333333333334,0.6521666646003723,0.1850634217262268,0.7096666666666667,1.0375914573669434,0.4591989815235138,0.05603307324781781,6000,4258
H2,leo_clear_weak,by_receiver_day,"[9,2]",0.5228333333333334,0.5796666741371155,0.30597347021102905,0.7533333333333333,1.3950952291488647,0.5938324928283691,0.15140244066424202,6000,4520
H2,leo_clear_weak,by_receiver_day,"[9,3]",0.612,0.6830000281333923,0.13334906101226807,0.7061666666666667,0.8596813082695007,0.3957975208759308,0.07493036489904625,6000,4237
H2,leo_clear_weak,by_receiver_day,"[0,0]",0.44433333333333336,0.5428333282470703,0.2778981328010559,0.6153333333333333,1.4635919332504272,0.6260121464729309,0.11619233418241492,6000,3692
H2,leo_clear_weak,by_receiver_day,"[10,0]",0.4545,0.6119999885559082,0.10648757219314575,0.5086666666666667,1.034683108329773,0.4825984239578247,0.06957460366538726,6000,3052
H2,leo_clear_weak,by_receiver_day,"[11,0]",0.48183333333333334,0.528333306312561,0.28564369678497314,0.6745,1.5419877767562866,0.6318597197532654,0.17180688507505693,6000,4047
H2,leo_clear_weak,by_receiver_day,"[2,0]",0.21816666666666668,0.2759999930858612,0.6502805352210999,0.6238333333333334,2.392024517059326,0.979889988899231,0.3598441076173913,6000,3743
H2,leo_clear_weak,by_receiver_day,"[5,0]",0.4488333333333333,0.5481666922569275,0.18958771228790283,0.5538333333333333,1.363956332206726,0.5672414898872375,0.07422981436457121,6000,3323
H2,leo_clear_weak,by_receiver_day,"[7,0]",0.3635,0.5289999842643738,0.3051927089691162,0.5231666666666667,1.2099528312683105,0.5921356678009033,0.058654549036873505,6000,3139
H2,leo_clear_weak,by_receiver_day,"[9,0]",0.5003333333333333,0.5289999842643738,0.37314677238464355,0.7981666666666667,1.705141544342041,0.6886075735092163,0.23031006410019472,6000,4789
H2,leo_clear_weak,by_receiver_class,"[0,0]",0.22325,0.33375000953674316,0.37112677097320557,0.355,2.1304237842559814,0.8401792645454407,0.15700714066042565,4000,1420
H2,leo_clear_weak,by_receiver_class,"[0,1]",0.15425,0.25224998593330383,0.7805832177400589,0.703,2.755932331085205,1.1507972478866577,0.4016546399798244,4000,2812
H2,leo_clear_weak,by_receiver_class,"[0,2]",0.746,0.7722499966621399,0.06720852851867676,0.79975,0.5785037279129028,0.26526013016700745,0.06880506390007213,4000,3199
H2,leo_clear_weak,by_receiver_class,"[0,3]",0.79975,0.9327499866485596,0.004357278347015381,0.80325,0.38924551010131836,0.1712220013141632,0.20465280499047367,4000,3213
H2,leo_clear_weak,by_receiver_class,"[0,4]",0.6945,0.7927500009536743,0.14915776252746582,0.81625,0.5801894068717957,0.302587628364563,0.05387298914138228,4000,3265
H2,leo_clear_weak,by_receiver_class,"[0,5]",0.492,0.5747500061988831,0.14768296480178833,0.57725,1.36105477809906,0.5403526425361633,0.0940622106572846,4000,2309
H2,leo_clear_weak,by_receiver_class,"[10,0]",0.3215,0.4580000042915344,0.18607592582702637,0.395,1.7689778804779053,0.7051693797111511,0.09144226397620514,4000,1580
H2,leo_clear_weak,by_receiver_class,"[10,1]",0.18925,0.3072499930858612,0.589924156665802,0.4615,2.101707935333252,0.9234523773193359,0.21849468318396248,4000,1846
H2,leo_clear_weak,by_receiver_class,"[10,2]",0.2375,0.32749998569488525,0.25665104389190674,0.3195,1.1943494081497192,0.6440481543540955,0.19535705621819943,4000,1278
H2,leo_clear_weak,by_receiver_class,"[10,3]",0.19425,0.46650001406669617,0.33872342109680176,0.29375,1.2017334699630737,0.6298362612724304,0.1327114468185755,4000,1175
H2,leo_clear_weak,by_receiver_class,"[10,4]",0.642,0.8240000009536743,0.09641098976135254,0.7105,0.6064586043357849,0.30646875500679016,0.16793592662361334,4000,2842
H2,leo_clear_weak,by_receiver_class,"[10,5]",0.884,0.9254999756813049,0.0008476972579956055,0.88475,0.2713441550731659,0.10882618278265,0.06192799936980009,4000,3539
H2,leo_clear_weak,by_receiver_class,"[11,0]",0.078,0.14749999344348907,0.7429983615875244,0.3035,2.8055026531219482,1.0829498767852783,0.3145297170849517,4000,1214
H2,leo_clear_weak,by_receiver_class,"[11,1]",0.199,0.28125,0.7456056177616119,0.78225,2.6713051795959473,1.1324821710586548,0.41650748904794455,4000,3129
H2,leo_clear_weak,by_receiver_class,"[11,2]",0.015,0.03125,0.9030694663524628,0.15475,1.8851310014724731,0.9419349431991577,0.39054699055850506,4000,619
H2,leo_clear_weak,by_receiver_class,"[11,3]",0.9435,0.9804999828338623,0.0031695961952209473,0.9465,0.19182607531547546,0.06711846590042114,0.12995945801958442,4000,3786
H2,leo_clear_weak,by_receiver_class,"[11,4]",0.95875,0.9857500195503235,0.006476700305938721,0.965,0.19537143409252167,0.06543164700269699,0.13827573537128046,4000,3860
H2,leo_clear_weak,by_receiver_class,"[11,5]",0.83375,0.8820000290870667,0.022567391395568848,0.853,0.39430150389671326,0.1645694226026535,0.07393966405652463,4000,3412
H2,leo_clear_weak,by_receiver_class,"[2,0]",0.07775,0.12399999797344208,0.8730093985795975,0.61225,3.1412107944488525,1.2200008630752563,0.46340162567503285,4000,2449
H2,leo_clear_weak,by_receiver_class,"[2,1]",0.01275,0.029500000178813934,0.9850833574309945,0.85475,3.540976047515869,1.494280219078064,0.7186930472962558,4000,3419
H2,leo_clear_weak,by_receiver_class,"[2,2]",0.16925,0.22425000369548798,0.5563564896583557,0.3815,1.941175103187561,0.8706768751144409,0.31979163619689643,4000,1526
H2,leo_clear_weak,by_receiver_class,"[2,3]",0.011,0.19499999284744263,0.9554204642772675,0.24675,1.5688081979751587,0.8466588258743286,0.343898072023876,4000,987
H2,leo_clear_weak,by_receiver_class,"[2,4]",0.66725,0.8619999885559082,0.046104371547698975,0.6995,0.548898458480835,0.26634398102760315,0.194757548160851,4000,2798
H2,leo_clear_weak,by_receiver_class,"[2,5]",0.6635,0.7080000042915344,0.13296306133270264,0.76525,1.0178043842315674,0.3889393210411072,0.0706605280720396,4000,3061
H2,leo_clear_weak,by_receiver_class,"[5,0]",0.198,0.2554999887943268,0.5025125741958618,0.398,2.6570780277252197,0.9593300223350525,0.2611689626064617,4000,1592
H2,leo_clear_weak,by_receiver_class,"[5,1]",0.19275,0.28450000286102295,0.699063241481781,0.6405,2.5594100952148438,1.0769449472427368,0.3465845389291644,4000,2562
H2,leo_clear_weak,by_receiver_class,"[5,2]",0.62625,0.7127500176429749,0.06425100564956665,0.66925,0.7007493376731873,0.33899953961372375,0.09389168256893754,4000,2677
H2,leo_clear_weak,by_receiver_class,"[5,3]",0.62525,0.7962499856948853,0.0798380970954895,0.6795,0.5873363614082336,0.29850155115127563,0.12728259759023786,4000,2718
H2,leo_clear_weak,by_receiver_class,"[5,4]",0.8685,0.9495000243186951,0.01334846019744873,0.88025,0.2989446222782135,0.12598107755184174,0.15675740147707984,4000,3521
H2,leo_clear_weak,by_receiver_class,"[5,5]",0.96125,0.9735000133514404,0.006973147392272949,0.968,0.11487124860286713,0.04322491213679314,0.029511863889638335,4000,3872
H2,leo_clear_weak,by_receiver_class,"[7,0]",0.1995,0.2772499918937683,0.6070901155471802,0.50775,2.5973989963531494,0.985596776008606,0.27947592205600813,4000,2031
H2,leo_clear_weak,by_receiver_class,"[7,1]",0.20925,0.3397499918937683,0.6677252948284149,0.62975,2.4356722831726074,1.0218666791915894,0.3049030750116799,4000,2519
H2,leo_clear_weak,by_receiver_class,"[7,2]",0.10825,0.14925000071525574,0.5725567638874054,0.25325,1.4731802940368652,0.7938870787620544,0.31034565676236525,4000,1013
H2,leo_clear_weak,by_receiver_class,"[7,3]",0.13875,0.4259999990463257,0.5013477206230164,0.27825,1.2142577171325684,0.6681042909622192,0.17027008481090888,4000,1113
H2,leo_clear_weak,by_receiver_class,"[7,4]",0.2555,0.45625001192092896,0.4874624013900757,0.4985,1.2831194400787354,0.6909992098808289,0.14837993471883237,4000,1994
H2,leo_clear_weak,by_receiver_class,"[7,5]",0.63225,0.6735000014305115,0.1197354793548584,0.71825,1.1088351011276245,0.4160303771495819,0.09401148847246077,4000,2873
H2,leo_clear_weak,by_receiver_class,"[9,0]",0.38225,0.47824999690055847,0.4159663915634155,0.6545,1.8796195983886719,0.7517869472503662,0.1629499637056142,4000,2618
H2,leo_clear_weak,by_receiver_class,"[9,1]",0.10925,0.14949999749660492,0.8616212755441666,0.7895,3.3333444595336914,1.3552014827728271,0.5746705327183008,4000,3158
H2,leo_clear_weak,by_receiver_class,"[9,2]",0.22975,0.3267500102519989,0.08099997043609619,0.25,1.1753214597702026,0.6243299841880798,0.22740137372602476,4000,1000
H2,leo_clear_weak,by_receiver_class,"[9,3]",0.93075,0.9722499847412109,0.004811525344848633,0.93525,0.21366731822490692,0.07763892412185669,0.13263882917817682,4000,3741
H2,leo_clear_weak,by_receiver_class,"[9,4]",0.96,0.9789999723434448,0.013614177703857422,0.97325,0.18745185434818268,0.06662840396165848,0.12160528459935449,4000,3893
H2,leo_clear_weak,by_receiver_class,"[9,5]",0.70825,0.7599999904632568,0.1652916669845581,0.8485,0.7068603038787842,0.3305691182613373,0.03580044909904245,4000,3394
H2,leo_low_elev_weak,by_receiver,[0],0.47920833333333335,0.5814999938011169,0.2440515160560608,0.6339166666666667,1.3627632856369019,0.5752096176147461,0.08425639058259549,24000,15214
H2,leo_low_elev_weak,by_receiver,[10],0.37404166666666666,0.5169583559036255,0.21192169189453125,0.474625,1.2614847421646118,0.5851511359214783,0.06850531723466702,24000,11391
H2,leo_low_elev_weak,by_receiver,[11],0.46420833333333333,0.5297499895095825,0.25208109617233276,0.6206666666666667,1.4099355936050415,0.6027443408966064,0.12252563548213402,24000,14896
H2,leo_low_elev_weak,by_receiver,[2],0.25804166666666667,0.36033332347869873,0.532568484544754,0.5520416666666667,1.9071654081344604,0.8288707733154297,0.24517957109492272,24000,13249
H2,leo_low_elev_weak,by_receiver,[5],0.535125,0.6355416774749756,0.1813488006591797,0.6536666666666666,1.1974860429763794,0.5004910230636597,0.057891019931048504,24000,15688
H2,leo_low_elev_weak,by_receiver,[7],0.23829166666666668,0.3752916753292084,0.4640614986419678,0.444625,1.684707522392273,0.7654857039451599,0.17508234005072154,24000,10671
H2,leo_low_elev_weak,by_receiver,[9],0.5204166666666666,0.5957499742507935,0.2506599426269531,0.6945,1.2735296487808228,0.5490983724594116,0.10089714416244533,24000,16668
H2,leo_low_elev_weak,by_day,[1],0.42916666666666664,0.5321190357208252,0.2756389379501343,0.5924761904761905,1.354575753211975,0.5984199047088623,0.10664594302943442,42000,24884
H2,leo_low_elev_weak,by_day,[2],0.4089047619047619,0.5027381181716919,0.3096156716346741,0.5922857142857143,1.4728630781173706,0.642451286315918,0.13160107851217617,42000,24876
H2,leo_low_elev_weak,by_day,[3],0.4160238095238095,0.5307142734527588,0.26897329092025757,0.5690952380952381,1.38314950466156,0.607850193977356,0.08828676283883397,42000,23902
H2,leo_low_elev_weak,by_day,[0],0.38552380952380955,0.4887857139110565,0.32855069637298584,0.5741666666666667,1.5591670274734497,0.6695935726165771,0.1347284936122577,42000,24115
H2,leo_low_elev_weak,by_class,[0],0.18892857142857142,0.2700357139110565,0.5380719602108002,0.409,2.4590675830841064,0.9503870010375977,0.24404130982293282,28000,11452
H2,leo_low_elev_weak,by_class,[1],0.12935714285714286,0.21596428751945496,0.7936652600765228,0.6269285714285714,2.7010300159454346,1.1470013856887817,0.4030420726194279,28000,17554
H2,leo_low_elev_weak,by_class,[2],0.28764285714285714,0.34732142090797424,0.2660834789276123,0.3919285714285714,1.3169726133346558,0.655229926109314,0.20682734177717066,28000,10974
H2,leo_low_elev_weak,by_class,[3],0.45739285714285716,0.6485000252723694,0.14391708374023438,0.5342857142857143,0.8447016477584839,0.43706536293029785,0.10077001691388432,28000,14960
H2,leo_low_elev_weak,by_class,[4],0.6643571428571429,0.8195714354515076,0.09904587268829346,0.7373928571428572,0.595984160900116,0.2972063422203064,0.12606201239395887,28000,20647
H2,leo_low_elev_weak,by_class,[5],0.73175,0.7801428437232971,0.07665616273880005,0.7925,0.7368767857551575,0.29058220982551575,0.04552190764570696,28000,22190
H2,leo_low_elev_weak,by_receiver_day,"[0,1]",0.5591666666666667,0.6424999833106995,0.2313860058784485,0.7275,1.2579638957977295,0.5110934376716614,0.08239532907828107,6000,4365
H2,leo_low_elev_weak,by_receiver_day,"[0,2]",0.5168333333333334,0.6231666803359985,0.18906903266906738,0.6373333333333333,1.2306982278823853,0.517057478427887,0.05999104628426721,6000,3824
H2,leo_low_elev_weak,by_receiver_day,"[0,3]",0.444,0.5548333525657654,0.25357240438461304,0.5948333333333333,1.3985745906829834,0.6032187938690186,0.09342685875890311,6000,3569
H2,leo_low_elev_weak,by_receiver_day,"[10,1]",0.3635,0.5040000081062317,0.231501042842865,0.473,1.2490801811218262,0.5878583192825317,0.06332197797019035,6000,2838
H2,leo_low_elev_weak,by_receiver_day,"[10,2]",0.334,0.4556666612625122,0.23071014881134033,0.43416666666666665,1.3437758684158325,0.6261380910873413,0.09311296261148527,6000,2605
H2,leo_low_elev_weak,by_receiver_day,"[10,3]",0.38183333333333336,0.5325000286102295,0.2453886866569519,0.506,1.3238810300827026,0.6024200320243835,0.08792169455955445,6000,3036
H2,leo_low_elev_weak,by_receiver_day,"[11,1]",0.466,0.5289999842643738,0.2348111867904663,0.609,1.344905972480774,0.584750235080719,0.1211598557420075,6000,3654
H2,leo_low_elev_weak,by_receiver_day,"[11,2]",0.4483333333333333,0.51583331823349,0.27139759063720703,0.6153333333333333,1.4787859916687012,0.6300843358039856,0.12719997254316695,6000,3692
H2,leo_low_elev_weak,by_receiver_day,"[11,3]",0.48683333333333334,0.5609999895095825,0.21351641416549683,0.619,1.2928270101547241,0.5568737983703613,0.08473447564028902,6000,3714
H2,leo_low_elev_weak,by_receiver_day,"[2,1]",0.21333333333333335,0.34850001335144043,0.5724782943725586,0.499,1.9669175148010254,0.8575838804244995,0.24732801408390515,6000,2994
H2,leo_low_elev_weak,by_receiver_day,"[2,2]",0.2911666666666667,0.39800000190734863,0.46672773361206055,0.546,1.6684192419052124,0.7547847628593445,0.22118490952198044,6000,3276
H2,leo_low_elev_weak,by_receiver_day,"[2,3]",0.312,0.40400001406669617,0.4681817889213562,0.5866666666666667,1.6955008506774902,0.7604750990867615,0.21568821065011434,6000,3520
H2,leo_low_elev_weak,by_receiver_day,"[5,1]",0.621,0.7164999842643738,0.13710051774978638,0.7196666666666667,0.9644227623939514,0.4109549820423126,0.06374961759138387,6000,4318
H2,leo_low_elev_weak,by_receiver_day,"[5,2]",0.5983333333333334,0.6951666474342346,0.14523810148239136,0.7,1.0025430917739868,0.4290390908718109,0.046705729866516776,6000,4200
H2,leo_low_elev_weak,by_receiver_day,"[5,3]",0.4985,0.6001666784286499,0.2511267066001892,0.6656666666666666,1.4078385829925537,0.5710312724113464,0.08701213580206968,6000,3994
H2,leo_low_elev_weak,by_receiver_day,"[7,1]",0.24966666666666668,0.3619999885559082,0.45328468084335327,0.45666666666666667,1.5691126585006714,0.7390847206115723,0.20130420319037512,6000,2740
H2,leo_low_elev_weak,by_receiver_day,"[7,2]",0.17083333333333334,0.25466665625572205,0.6578771770000458,0.49933333333333335,2.215940475463867,0.9501445889472961,0.3261116280045826,6000,2996
H2,leo_low_elev_weak,by_receiver_day,"[7,3]",0.21833333333333332,0.4033333361148834,0.38670414686203003,0.356,1.6295126676559448,0.7334872484207153,0.10035386006347835,6000,2136
H2,leo_low_elev_weak,by_receiver_day,"[9,1]",0.5315,0.6223333477973938,0.19773584604263306,0.6625,1.129626750946045,0.49761396646499634,0.05935002149817592,6000,3975
H2,leo_low_elev_weak,by_receiver_day,"[9,2]",0.5028333333333334,0.5766666531562805,0.2955871820449829,0.7138333333333333,1.3698785305023193,0.5899102091789246,0.12211451624170877,6000,4283
H2,leo_low_elev_weak,by_receiver_day,"[9,3]",0.5706666666666667,0.659166693687439,0.1294177770614624,0.6555,0.9339114427566528,0.4274449348449707,0.09049030978349037,6000,3933
H2,leo_low_elev_weak,by_receiver_day,"[0,0]",0.3968333333333333,0.5055000185966492,0.31105321645736694,0.576,1.563816785812378,0.6694687008857727,0.12468311802149401,6000,3456
H2,leo_low_elev_weak,by_receiver_day,"[10,0]",0.41683333333333333,0.5756666660308838,0.14114010334014893,0.48533333333333334,1.1292015314102173,0.5241879224777222,0.05557316180784255,6000,2912
H2,leo_low_elev_weak,by_receiver_day,"[11,0]",0.45566666666666666,0.5131666660308838,0.287278413772583,0.6393333333333333,1.5232229232788086,0.6392691731452942,0.16180269217056775,6000,3836
H2,leo_low_elev_weak,by_receiver_day,"[2,0]",0.21566666666666667,0.29083332419395447,0.6259034276008606,0.5765,2.297823429107666,0.9426396489143372,0.31676087594496494,6000,3459
H2,leo_low_elev_weak,by_receiver_day,"[5,0]",0.4226666666666667,0.5303333401679993,0.20151132345199585,0.5293333333333333,1.4151391983032227,0.5909387469291687,0.07427037853631191,6000,3176
H2,leo_low_elev_weak,by_receiver_day,"[7,0]",0.31433333333333335,0.48116666078567505,0.3261879086494446,0.4665,1.3242647647857666,0.6392262578010559,0.07353684284316842,6000,2799
H2,leo_low_elev_weak,by_receiver_day,"[9,0]",0.4766666666666667,0.5248333215713501,0.3611793518066406,0.7461666666666666,1.6607015132904053,0.6814244985580444,0.19921412901385338,6000,4477
H2,leo_low_elev_weak,by_receiver_class,"[0,0]",0.20475,0.2980000078678131,0.3946784734725952,0.33825,2.243065595626831,0.878051221370697,0.18703716387972236,4000,1353
H2,leo_low_elev_weak,by_receiver_class,"[0,1]",0.12825,0.2172500044107437,0.7984282970428467,0.63625,2.741771697998047,1.1552006006240845,0.3997859187220456,4000,2545
H2,leo_low_elev_weak,by_receiver_class,"[0,2]",0.70825,0.737500011920929,0.08701258897781372,0.77575,0.6911208629608154,0.30871662497520447,0.08516630274243653,4000,3103
H2,leo_low_elev_weak,by_receiver_class,"[0,3]",0.67275,0.8744999766349792,0.018957316875457764,0.68575,0.5308488607406616,0.25198546051979065,0.21134510987758404,4000,2743
H2,leo_low_elev_weak,by_receiver_class,"[0,4]",0.654,0.777999997138977,0.1544925570487976,0.7735,0.6333967447280884,0.3310319185256958,0.06969468225724995,4000,3094
H2,leo_low_elev_weak,by_receiver_class,"[0,5]",0.50725,0.5837500095367432,0.1460437774658203,0.594,1.3363767862319946,0.5262719988822937,0.09824309410760179,4000,2376
H2,leo_low_elev_weak,by_receiver_class,"[10,0]",0.26925,0.3942500054836273,0.22629308700561523,0.348,1.915457844734192,0.7647755742073059,0.1079753966187127,4000,1392
H2,leo_low_elev_weak,by_receiver_class,"[10,1]",0.156,0.28075000643730164,0.6178812086582184,0.40825,2.1608009338378906,0.9447658658027649,0.22386408862075768,4000,1633
H2,leo_low_elev_weak,by_receiver_class,"[10,2]",0.2265,0.3125,0.27980923652648926,0.3145,1.2066069841384888,0.65165114402771,0.20014636878477177,4000,1258
H2,leo_low_elev_weak,by_receiver_class,"[10,3]",0.165,0.4375,0.3641618490219116,0.2595,1.2231284379959106,0.6453775763511658,0.12038476786983665,4000,1038
H2,leo_low_elev_weak,by_receiver_class,"[10,4]",0.5635,0.7732499837875366,0.13174116611480713,0.649,0.7224370837211609,0.3701290190219879,0.15347642573760822,4000,2596
H2,leo_low_elev_weak,by_receiver_class,"[10,5]",0.864,0.9035000205039978,0.005181372165679932,0.8685,0.3404766917228699,0.13420720398426056,0.06698934594169259,4000,3474
H2,leo_low_elev_weak,by_receiver_class,"[11,0]",0.08725,0.14875000715255737,0.6951965093612671,0.28625,2.768629550933838,1.069466471672058,0.3044339009793475,4000,1145
H2,leo_low_elev_weak,by_receiver_class,"[11,1]",0.171,0.26499998569488525,0.7629116177558899,0.72125,2.6053953170776367,1.1218254566192627,0.39918069377017673,4000,2885
H2,leo_low_elev_weak,by_receiver_class,"[11,2]",0.00675,0.02174999937415123,0.9550748765468597,0.15025,1.9160577058792114,0.9505441188812256,0.4009768823161721,4000,601
H2,leo_low_elev_weak,by_receiver_class,"[11,3]",0.83975,0.937749981880188,0.007680952548980713,0.84625,0.3346916139125824,0.14320434629917145,0.17199452547356486,4000,3385
H2,leo_low_elev_weak,by_receiver_class,"[11,4]",0.8955,0.9677500128746033,0.011862039566040039,0.90625,0.2859192490577698,0.11360111087560654,0.17272777063772082,4000,3625
H2,leo_low_elev_weak,by_receiver_class,"[11,5]",0.785,0.8374999761581421,0.035330235958099365,0.81375,0.5489196181297302,0.2178248018026352,0.06723196140956134,4000,3255
H2,leo_low_elev_weak,by_receiver_class,"[2,0]",0.08925,0.1379999965429306,0.8295942693948746,0.52375,2.993208408355713,1.1648591756820679,0.4114491438958794,4000,2095
H2,leo_low_elev_weak,by_receiver_class,"[2,1]",0.01525,0.042750000953674316,0.9801690503954887,0.769,3.3066675662994385,1.4112367630004883,0.6494441591203213,4000,3076
H2,leo_low_elev_weak,by_receiver_class,"[2,2]",0.1725,0.23350000381469727,0.5387700498104095,0.374,1.9321331977844238,0.8589867949485779,0.3097007198521169,4000,1496
H2,leo_low_elev_weak,by_receiver_class,"[2,3]",0.01575,0.18725000321865082,0.9382957890629768,0.25525,1.5711979866027832,0.8491054177284241,0.3391455066157505,4000,1021
H2,leo_low_elev_weak,by_receiver_class,"[2,4]",0.593,0.8477500081062317,0.05006009340286255,0.62425,0.6187624931335449,0.30478495359420776,0.21775603713467717,4000,2497
H2,leo_low_elev_weak,by_receiver_class,"[2,5]",0.6625,0.7127500176429749,0.13511747121810913,0.766,1.021021842956543,0.38425183296203613,0.06778161451802589,4000,3064
H2,leo_low_elev_weak,by_receiver_class,"[5,0]",0.16875,0.22699999809265137,0.5175125002861023,0.34975,2.6964340209960938,0.984273374080658,0.2659844202789827,4000,1399
H2,leo_low_elev_weak,by_receiver_class,"[5,1]",0.16475,0.26374998688697815,0.7073712348937988,0.563,2.49404239654541,1.0582135915756226,0.3257323391735554,4000,2252
H2,leo_low_elev_weak,by_receiver_class,"[5,2]",0.569,0.6627500057220459,0.07928800582885742,0.618,0.7886067628860474,0.38557732105255127,0.09804833584348671,4000,2472
H2,leo_low_elev_weak,by_receiver_class,"[5,3]",0.56175,0.778249979019165,0.08547008037567139,0.61425,0.6622132062911987,0.3384935259819031,0.1529086520895362,4000,2457
H2,leo_low_elev_weak,by_receiver_class,"[5,4]",0.81025,0.9259999990463257,0.024969935417175293,0.831,0.38133326172828674,0.17147430777549744,0.1733202007599175,4000,3324
H2,leo_low_elev_weak,by_receiver_class,"[5,5]",0.93625,0.9555000066757202,0.01030653715133667,0.946,0.16228626668453217,0.06491377204656601,0.026989401696482673,4000,3784
H2,leo_low_elev_weak,by_receiver_class,"[7,0]",0.1615,0.24300000071525574,0.6244186162948608,0.43,2.6265947818756104,1.004919409751892,0.27692507887331885,4000,1720
H2,leo_low_elev_weak,by_receiver_class,"[7,1]",0.17825,0.304500013589859,0.6876916289329529,0.57075,2.404223680496216,1.0211812257766724,0.299426016266807,4000,2283
H2,leo_low_elev_weak,by_receiver_class,"[7,2]",0.1085,0.14875000715255737,0.5794573724269867,0.258,1.4751813411712646,0.7942554950714111,0.31476774311158806,4000,1032
