method,scene,true_class,predicted_class,count,true_class_count,row_rate
H3,leo_clear_weak,0,2,120,28000,0.004285714123398066
H3,leo_clear_weak,0,3,21610,28000,0.7717857360839844
H3,leo_clear_weak,0,4,8,28000,0.0002857142826542258
H3,leo_clear_weak,0,5,6,28000,0.00021428571199066937
H3,leo_clear_weak,1,0,48,28000,0.001714285695925355
H3,leo_clear_weak,1,1,2631,28000,0.09396428614854813
H3,leo_clear_weak,1,2,20,28000,0.0007142857066355646
H3,leo_clear_weak,1,3,25267,28000,0.9023928642272949
H3,leo_clear_weak,1,4,21,28000,0.000750000006519258
H3,leo_clear_weak,1,5,13,28000,0.0004642857238650322
H3,leo_clear_weak,2,0,54,28000,0.0019285713788121939
H3,leo_clear_weak,2,1,58,28000,0.0020714285783469677
H3,leo_clear_weak,2,2,8631,28000,0.3082500100135803
H3,leo_clear_weak,2,3,17210,28000,0.614642858505249
H3,leo_clear_weak,2,4,84,28000,0.003000000026077032
H3,leo_clear_weak,2,5,1963,28000,0.07010713964700699
H3,leo_clear_weak,3,0,353,28000,0.012607143260538578
H3,leo_clear_weak,3,1,743,28000,0.02653571404516697
H3,leo_clear_weak,3,2,354,28000,0.012642856687307358
H3,leo_clear_weak,3,3,26413,28000,0.9433214068412781
H3,leo_clear_weak,3,4,16,28000,0.0005714285653084517
H3,leo_clear_weak,3,5,121,28000,0.00432142848148942
H3,leo_clear_weak,4,0,4,28000,0.0001428571413271129
H3,leo_clear_weak,4,1,339,28000,0.012107143178582191
H3,leo_clear_weak,4,2,30,28000,0.0010714285308495164
H3,leo_clear_weak,4,3,12207,28000,0.43596428632736206
H3,leo_clear_weak,4,4,15413,28000,0.5504642724990845
H3,leo_clear_weak,4,5,7,28000,0.0002500000118743628
H3,leo_clear_weak,5,0,25,28000,0.0008928571478463709
H3,leo_clear_weak,5,1,4,28000,0.0001428571413271129
H3,leo_clear_weak,5,2,238,28000,0.008500000461935997
H3,leo_clear_weak,5,3,4440,28000,0.15857142210006714
H3,leo_clear_weak,5,4,852,28000,0.030428571626544
H3,leo_clear_weak,5,5,22441,28000,0.8014642596244812
H3,leo_low_elev_weak,0,0,5592,28000,0.1997142881155014
H3,leo_low_elev_weak,0,1,215,28000,0.007678571622818708
H3,leo_low_elev_weak,0,2,167,28000,0.00596428569406271
H3,leo_low_elev_weak,0,3,21991,28000,0.7853928804397583
H3,leo_low_elev_weak,0,4,21,28000,0.000750000006519258
H3,leo_low_elev_weak,0,5,14,28000,0.0005000000237487257
H3,leo_low_elev_weak,1,0,79,28000,0.002821428468450904
H3,leo_low_elev_weak,1,1,2088,28000,0.07457143068313599
H3,leo_low_elev_weak,1,2,36,28000,0.0012857143301516771
H3,leo_low_elev_weak,1,3,25736,28000,0.9191428422927856
H3,leo_low_elev_weak,1,4,44,28000,0.001571428612805903
H3,leo_low_elev_weak,1,5,17,28000,0.0006071428651921451
H3,leo_low_elev_weak,2,0,74,28000,0.0026428571436554193
H3,leo_low_elev_weak,2,1,61,28000,0.002178571419790387
H3,leo_low_elev_weak,2,2,8300,28000,0.2964285612106323
H3,leo_low_elev_weak,2,3,17324,28000,0.6187142729759216
H3,leo_low_elev_weak,2,4,123,28000,0.004392857197672129
H3,leo_low_elev_weak,2,5,2118,28000,0.07564285397529602
H3,leo_low_elev_weak,3,0,418,28000,0.014928571879863739
H3,leo_low_elev_weak,3,1,638,28000,0.022785713896155357
H3,leo_low_elev_weak,3,2,443,28000,0.01582142896950245
H3,leo_low_elev_weak,3,3,26337,28000,0.9406071305274963
H3,leo_low_elev_weak,3,4,32,28000,0.0011428571306169033
H3,leo_low_elev_weak,3,5,132,28000,0.004714285489171743
H3,leo_low_elev_weak,4,0,2,28000,7.142857066355646e-05
H3,leo_low_elev_weak,4,1,328,28000,0.011714286170899868
H3,leo_low_elev_weak,4,2,39,28000,0.0013928571715950966
H3,leo_low_elev_weak,4,3,14293,28000,0.5104643106460571
H3,leo_low_elev_weak,4,4,13316,28000,0.4755714237689972
H3,leo_low_elev_weak,4,5,22,28000,0.0007857143064029515
H3,leo_low_elev_weak,5,0,53,28000,0.0018928571371361613
H3,leo_low_elev_weak,5,1,6,28000,0.00021428571199066937
H3,leo_low_elev_weak,5,2,338,28000,0.012071428820490837
H3,leo_low_elev_weak,5,3,4615,28000,0.16482143104076385
H3,leo_low_elev_weak,5,4,750,28000,0.02678571455180645
H3,leo_low_elev_weak,5,5,22238,28000,0.7942143082618713
H3,leo_rain_weak,0,0,5731,28000,0.20467856526374817
H3,leo_rain_weak,0,1,228,28000,0.008142856881022453
H3,leo_rain_weak,0,2,147,28000,0.005249999929219484
H3,leo_rain_weak,0,3,21866,28000,0.7809285521507263
H3,leo_rain_weak,0,4,17,28000,0.0006071428651921451
H3,leo_rain_weak,0,5,11,28000,0.00039285715320147574
H3,leo_rain_weak,1,0,82,28000,0.002928571542724967
H3,leo_rain_weak,1,1,2043,28000,0.07296428829431534
H3,leo_rain_weak,1,2,35,28000,0.0012499999720603228
H3,leo_rain_weak,1,3,25788,28000,0.9210000038146973
H3,leo_rain_weak,1,4,40,28000,0.0014285714132711291
H3,leo_rain_weak,1,5,12,28000,0.00042857142398133874
H3,leo_rain_weak,2,0,80,28000,0.0028571428265422583
H3,leo_rain_weak,2,1,57,28000,0.0020357142202556133
H3,leo_rain_weak,2,2,8245,28000,0.2944642901420593
H3,leo_rain_weak,2,3,17315,28000,0.6183928847312927
H3,leo_rain_weak,2,4,91,28000,0.0032500000670552254
H3,leo_rain_weak,2,5,2212,28000,0.07900000363588333
H3,leo_rain_weak,3,0,457,28000,0.01632142812013626
H3,leo_rain_weak,3,1,586,28000,0.02092857100069523
H3,leo_rain_weak,3,2,385,28000,0.013749999925494194
H3,leo_rain_weak,3,3,26415,28000,0.9433928728103638
H3,leo_rain_weak,3,4,25,28000,0.0008928571478463709
H3,leo_rain_weak,3,5,132,28000,0.004714285489171743
H3,leo_rain_weak,4,0,1,28000,3.571428533177823e-05
H3,leo_rain_weak,4,1,289,28000,0.010321428999304771
H3,leo_rain_weak,4,2,37,28000,0.0013214285718277097
H3,leo_rain_weak,4,3,14424,28000,0.5151428580284119
H3,leo_rain_weak,4,4,13232,28000,0.4725714325904846
H3,leo_rain_weak,4,5,17,28000,0.0006071428651921451
H3,leo_rain_weak,5,0,43,28000,0.0015357142547145486
H3,leo_rain_weak,5,1,1,28000,3.571428533177823e-05
H3,leo_rain_weak,5,2,289,28000,0.010321428999304771
H3,leo_rain_weak,5,3,4244,28000,0.15157142281532288
H3,leo_rain_weak,5,4,694,28000,0.024785714223980904
H3,leo_rain_weak,5,5,22729,28000,0.8117499947547913
H4,clean,0,0,24244,28000,0.8658571243286133
H4,clean,0,1,140,28000,0.004999999888241291
H4,clean,0,2,141,28000,0.005035714246332645
H4,clean,0,3,3464,28000,0.12371428310871124
H4,clean,0,4,7,28000,0.0002500000118743628
H4,clean,0,5,4,28000,0.0001428571413271129
H4,clean,1,0,270,28000,0.009642857126891613
H4,clean,1,1,11133,28000,0.39760714769363403
H4,clean,1,2,10,28000,0.0003571428533177823
H4,clean,1,3,16562,28000,0.5914999842643738
H4,clean,1,4,21,28000,0.000750000006519258
H4,clean,1,5,4,28000,0.0001428571413271129
H4,clean,2,0,420,28000,0.014999999664723873
H4,clean,2,1,110,28000,0.0039285714738070965
H4,clean,2,2,12764,28000,0.45585715770721436
H4,clean,2,3,13317,28000,0.47560715675354004
H4,clean,2,4,20,28000,0.0007142857066355646
H4,clean,2,5,1369,28000,0.048892855644226074
H4,clean,3,0,1537,28000,0.05489285662770271
H4,clean,3,1,5468,28000,0.19528570771217346
H4,clean,3,2,15,28000,0.0005357142654247582
H4,clean,3,3,20964,28000,0.74871426820755
H4,clean,3,4,9,28000,0.0003214285825379193
H4,clean,3,5,7,28000,0.0002500000118743628
H4,clean,4,0,2,28000,7.142857066355646e-05
H4,clean,4,1,27,28000,0.0009642856894060969
H4,clean,4,2,14,28000,0.0005000000237487257
H4,clean,4,3,349,28000,0.01246428582817316
H4,clean,4,4,27607,28000,0.985964298248291
H4,clean,4,5,1,28000,3.571428533177823e-05
H4,clean,5,0,0,28000,0.0
H4,clean,5,1,1,28000,3.571428533177823e-05
H4,clean,5,2,35,28000,0.0012499999720603228
H4,clean,5,3,3030,28000,0.10821428894996643
H4,clean,5,4,1162,28000,0.04149999842047691
H4,clean,5,5,23772,28000,0.8489999771118164
H4,leo_clear_weak,0,0,8293,28000,0.29617857933044434
H4,leo_clear_weak,0,1,776,28000,0.027714285999536514
H4,leo_clear_weak,0,2,115,28000,0.004107142798602581
H4,leo_clear_weak,0,3,18803,28000,0.6715357303619385
H4,leo_clear_weak,0,4,7,28000,0.0002500000118743628
H4,leo_clear_weak,0,5,6,28000,0.00021428571199066937
H4,leo_clear_weak,1,0,88,28000,0.003142857225611806
H4,leo_clear_weak,1,1,4591,28000,0.16396428644657135
H4,leo_clear_weak,1,2,11,28000,0.00039285715320147574
H4,leo_clear_weak,1,3,23277,28000,0.8313214182853699
H4,leo_clear_weak,1,4,21,28000,0.000750000006519258
H4,leo_clear_weak,1,5,12,28000,0.00042857142398133874
H4,leo_clear_weak,2,0,116,28000,0.004142857156693935
H4,leo_clear_weak,2,1,192,28000,0.00685714278370142
H4,leo_clear_weak,2,2,8728,28000,0.3117142915725708
H4,leo_clear_weak,2,3,17358,28000,0.6199285984039307
H4,leo_clear_weak,2,4,81,28000,0.0028928571846336126
H4,leo_clear_weak,2,5,1525,28000,0.05446428433060646
H4,leo_clear_weak,3,0,565,28000,0.020178571343421936
H4,leo_clear_weak,3,1,1505,28000,0.05375000089406967
H4,leo_clear_weak,3,2,263,28000,0.009392857551574707
H4,leo_clear_weak,3,3,25558,28000,0.9127857089042664
H4,leo_clear_weak,3,4,12,28000,0.00042857142398133874
H4,leo_clear_weak,3,5,97,28000,0.0034642857499420643
H4,leo_clear_weak,4,0,4,28000,0.0001428571413271129
H4,leo_clear_weak,4,1,803,28000,0.028678571805357933
H4,leo_clear_weak,4,2,28,28000,0.0010000000474974513
H4,leo_clear_weak,4,3,12439,28000,0.4442499876022339
H4,leo_clear_weak,4,4,14724,28000,0.525857150554657
H4,leo_clear_weak,4,5,2,28000,7.142857066355646e-05
H4,leo_clear_weak,5,0,18,28000,0.0006428571650758386
H4,leo_clear_weak,5,1,9,28000,0.0003214285825379193
H4,leo_clear_weak,5,2,204,28000,0.007285714149475098
H4,leo_clear_weak,5,3,5632,28000,0.20114286243915558
H4,leo_clear_weak,5,4,792,28000,0.028285713866353035
H4,leo_clear_weak,5,5,21345,28000,0.762321412563324
H4,leo_low_elev_weak,0,0,7572,28000,0.2704285681247711
H4,leo_low_elev_weak,0,1,658,28000,0.023499999195337296
H4,leo_low_elev_weak,0,2,135,28000,0.0048214285634458065
H4,leo_low_elev_weak,0,3,19609,28000,0.7003214359283447
H4,leo_low_elev_weak,0,4,17,28000,0.0006071428651921451
H4,leo_low_elev_weak,0,5,9,28000,0.0003214285825379193
H4,leo_low_elev_weak,1,0,133,28000,0.004749999847263098
H4,leo_low_elev_weak,1,1,3802,28000,0.13578571379184723
H4,leo_low_elev_weak,1,2,13,28000,0.0004642857238650322
H4,leo_low_elev_weak,1,3,24002,28000,0.8572142720222473
H4,leo_low_elev_weak,1,4,37,28000,0.0013214285718277097
H4,leo_low_elev_weak,1,5,13,28000,0.0004642857238650322
H4,leo_low_elev_weak,2,0,149,28000,0.005321428645402193
H4,leo_low_elev_weak,2,1,182,28000,0.006500000134110451
H4,leo_low_elev_weak,2,2,8288,28000,0.29600000381469727
H4,leo_low_elev_weak,2,3,17598,28000,0.6284999847412109
H4,leo_low_elev_weak,2,4,132,28000,0.004714285489171743
H4,leo_low_elev_weak,2,5,1651,28000,0.058964285999536514
H4,leo_low_elev_weak,3,0,653,28000,0.023321429267525673
H4,leo_low_elev_weak,3,1,1327,28000,0.04739285632967949
H4,leo_low_elev_weak,3,2,311,28000,0.011107143014669418
H4,leo_low_elev_weak,3,3,25572,28000,0.9132857322692871
H4,leo_low_elev_weak,3,4,28,28000,0.0010000000474974513
H4,leo_low_elev_weak,3,5,109,28000,0.003892857115715742
H4,leo_low_elev_weak,4,0,6,28000,0.00021428571199066937
H4,leo_low_elev_weak,4,1,770,28000,0.027499999850988388
H4,leo_low_elev_weak,4,2,27,28000,0.0009642856894060969
H4,leo_low_elev_weak,4,3,14355,28000,0.5126785635948181
H4,leo_low_elev_weak,4,4,12828,28000,0.45814284682273865
H4,leo_low_elev_weak,4,5,14,28000,0.0005000000237487257
H4,leo_low_elev_weak,5,0,16,28000,0.0005714285653084517
H4,leo_low_elev_weak,5,1,9,28000,0.0003214285825379193
H4,leo_low_elev_weak,5,2,254,28000,0.009071428328752518
H4,leo_low_elev_weak,5,3,5762,28000,0.20578572154045105
H4,leo_low_elev_weak,5,4,723,28000,0.02582142874598503
H4,leo_low_elev_weak,5,5,21236,28000,0.7584285736083984
H4,leo_rain_weak,0,0,7799,28000,0.27853572368621826
H4,leo_rain_weak,0,1,681,28000,0.024321429431438446
H4,leo_rain_weak,0,2,135,28000,0.0048214285634458065
H4,leo_rain_weak,0,3,19364,28000,0.6915714144706726
H4,leo_rain_weak,0,4,15,28000,0.0005357142654247582
H4,leo_rain_weak,0,5,6,28000,0.00021428571199066937
H4,leo_rain_weak,1,0,160,28000,0.0057142856530845165
H4,leo_rain_weak,1,1,3807,28000,0.1359642893075943
H4,leo_rain_weak,1,2,16,28000,0.0005714285653084517
H4,leo_rain_weak,1,3,23971,28000,0.8561071157455444
H4,leo_rain_weak,1,4,35,28000,0.0012499999720603228
H4,leo_rain_weak,1,5,11,28000,0.00039285715320147574
H4,leo_rain_weak,2,0,160,28000,0.0057142856530845165
H4,leo_rain_weak,2,1,166,28000,0.0059285713359713554
H4,leo_rain_weak,2,2,8254,28000,0.2947857081890106
H4,leo_rain_weak,2,3,17545,28000,0.6266071200370789
H4,leo_rain_weak,2,4,95,28000,0.0033928570337593555
H4,leo_rain_weak,2,5,1780,28000,0.06357143074274063
H4,leo_rain_weak,3,0,712,28000,0.025428570806980133
H4,leo_rain_weak,3,1,1280,28000,0.04571428522467613
H4,leo_rain_weak,3,2,275,28000,0.009821428917348385
H4,leo_rain_weak,3,3,25599,28000,0.9142500162124634
H4,leo_rain_weak,3,4,21,28000,0.000750000006519258
H4,leo_rain_weak,3,5,113,28000,0.004035714082419872
H4,leo_rain_weak,4,0,3,28000,0.00010714285599533468
H4,leo_rain_weak,4,1,690,28000,0.024642856791615486
H4,leo_rain_weak,4,2,30,28000,0.0010714285308495164
H4,leo_rain_weak,4,3,14568,28000,0.5202857255935669
H4,leo_rain_weak,4,4,12699,28000,0.45353570580482483
H4,leo_rain_weak,4,5,10,28000,0.0003571428533177823
H4,leo_rain_weak,5,0,9,28000,0.0003214285825379193
H4,leo_rain_weak,5,1,7,28000,0.0002500000118743628
H4,leo_rain_weak,5,2,230,28000,0.008214285597205162
H4,leo_rain_weak,5,3,5341,28000,0.19075000286102295
H4,leo_rain_weak,5,4,660,28000,0.023571427911520004
H4,leo_rain_weak,5,5,21753,28000,0.7768928408622742
cosine,clean,0,0,25100,28000,0.8964285850524902
cosine,clean,0,1,500,28000,0.01785714365541935
cosine,clean,0,2,183,28000,0.006535714492201805
cosine,clean,0,3,2157,28000,0.07703571766614914
cosine,clean,0,4,40,28000,0.0014285714132711291
cosine,clean,0,5,20,28000,0.0007142857066355646
cosine,clean,1,0,380,28000,0.013571428135037422
cosine,clean,1,1,15406,28000,0.5502142906188965
cosine,clean,1,2,14,28000,0.0005000000237487257
cosine,clean,1,3,12038,28000,0.42992857098579407
cosine,clean,1,4,124,28000,0.004428571555763483
cosine,clean,1,5,38,28000,0.0013571428135037422
cosine,clean,2,0,1877,28000,0.06703571230173111
cosine,clean,2,1,2822,28000,0.10078571736812592
cosine,clean,2,2,16200,28000,0.5785714387893677
cosine,clean,2,3,1620,28000,0.05785714462399483
cosine,clean,2,4,306,28000,0.010928571224212646
cosine,clean,2,5,5175,28000,0.18482142686843872
cosine,clean,3,0,2207,28000,0.07882142812013626
cosine,clean,3,1,7736,28000,0.27628570795059204
cosine,clean,3,2,36,28000,0.0012857143301516771
cosine,clean,3,3,17930,28000,0.6403571367263794
cosine,clean,3,4,51,28000,0.0018214285373687744
cosine,clean,3,5,40,28000,0.0014285714132711291
cosine,clean,4,0,4,28000,0.0001428571413271129
cosine,clean,4,1,8,28000,0.0002857142826542258
cosine,clean,4,2,18,28000,0.0006428571650758386
cosine,clean,4,3,2,28000,7.142857066355646e-05
cosine,clean,4,4,27960,28000,0.9985714554786682
cosine,clean,4,5,8,28000,0.0002857142826542258
cosine,clean,5,0,6,28000,0.00021428571199066937
cosine,clean,5,1,85,28000,0.0030357143841683865
cosine,clean,5,2,63,28000,0.0022499999031424522
cosine,clean,5,3,15,28000,0.0005357142654247582
cosine,clean,5,4,2567,28000,0.09167857468128204
cosine,clean,5,5,25264,28000,0.9022856950759888
cosine,leo_clear_weak,0,0,12625,28000,0.4508928656578064
cosine,leo_clear_weak,0,1,5310,28000,0.18964286148548126
cosine,leo_clear_weak,0,2,195,28000,0.006964285857975483
cosine,leo_clear_weak,0,3,9551,28000,0.3411071300506592
cosine,leo_clear_weak,0,4,282,28000,0.01007142849266529
cosine,leo_clear_weak,0,5,37,28000,0.0013214285718277097
cosine,leo_clear_weak,1,0,358,28000,0.012785714119672775
cosine,leo_clear_weak,1,1,11469,28000,0.4096071422100067
cosine,leo_clear_weak,1,2,24,28000,0.0008571428479626775
cosine,leo_clear_weak,1,3,15545,28000,0.5551785826683044
cosine,leo_clear_weak,1,4,558,28000,0.019928570836782455
cosine,leo_clear_weak,1,5,46,28000,0.001642857096157968
cosine,leo_clear_weak,2,0,1102,28000,0.03935714438557625
cosine,leo_clear_weak,2,1,4211,28000,0.15039286017417908
cosine,leo_clear_weak,2,2,11322,28000,0.4043571352958679
cosine,leo_clear_weak,2,3,1982,28000,0.07078571617603302
cosine,leo_clear_weak,2,4,4282,28000,0.15292857587337494
cosine,leo_clear_weak,2,5,5101,28000,0.1821785718202591
cosine,leo_clear_weak,3,0,1851,28000,0.06610714644193649
cosine,leo_clear_weak,3,1,8418,28000,0.30064284801483154
cosine,leo_clear_weak,3,2,409,28000,0.01460714265704155
cosine,leo_clear_weak,3,3,16511,28000,0.5896785855293274
cosine,leo_clear_weak,3,4,584,28000,0.02085714228451252
cosine,leo_clear_weak,3,5,227,28000,0.008107142522931099
cosine,leo_clear_weak,4,0,22,28000,0.0007857143064029515
cosine,leo_clear_weak,4,1,3012,28000,0.10757143050432205
cosine,leo_clear_weak,4,2,39,28000,0.0013928571715950966
cosine,leo_clear_weak,4,3,1254,28000,0.04478571563959122
cosine,leo_clear_weak,4,4,23645,28000,0.8444643020629883
cosine,leo_clear_weak,4,5,28,28000,0.0010000000474974513
cosine,leo_clear_weak,5,0,43,28000,0.0015357142547145486
cosine,leo_clear_weak,5,1,401,28000,0.01432142872363329
cosine,leo_clear_weak,5,2,246,28000,0.008785714395344257
cosine,leo_clear_weak,5,3,22,28000,0.0007857143064029515
cosine,leo_clear_weak,5,4,2513,28000,0.08974999934434891
cosine,leo_clear_weak,5,5,24775,28000,0.8848214149475098
cosine,leo_low_elev_weak,0,0,12340,28000,0.4407142996788025
cosine,leo_low_elev_weak,0,1,5530,28000,0.19750000536441803
cosine,leo_low_elev_weak,0,2,228,28000,0.008142856881022453
cosine,leo_low_elev_weak,0,3,9293,28000,0.33189284801483154
cosine,leo_low_elev_weak,0,4,533,28000,0.019035713747143745
cosine,leo_low_elev_weak,0,5,76,28000,0.0027142856270074844
cosine,leo_low_elev_weak,1,0,594,28000,0.021214285865426064
cosine,leo_low_elev_weak,1,1,11365,28000,0.40589284896850586
cosine,leo_low_elev_weak,1,2,29,28000,0.0010357142891734838
cosine,leo_low_elev_weak,1,3,15072,28000,0.5382857322692871
cosine,leo_low_elev_weak,1,4,880,28000,0.03142857179045677
cosine,leo_low_elev_weak,1,5,60,28000,0.002142857061699033
cosine,leo_low_elev_weak,2,0,1235,28000,0.044107142835855484
cosine,leo_low_elev_weak,2,1,4190,28000,0.14964285492897034
cosine,leo_low_elev_weak,2,2,10846,28000,0.3873571455478668
cosine,leo_low_elev_weak,2,3,1900,28000,0.06785714626312256
cosine,leo_low_elev_weak,2,4,4320,28000,0.1542857140302658
cosine,leo_low_elev_weak,2,5,5509,28000,0.1967500001192093
cosine,leo_low_elev_weak,3,0,2329,28000,0.0831785723567009
cosine,leo_low_elev_weak,3,1,8314,28000,0.2969285845756531
cosine,leo_low_elev_weak,3,2,492,28000,0.017571428790688515
cosine,leo_low_elev_weak,3,3,15600,28000,0.5571428537368774
cosine,leo_low_elev_weak,3,4,983,28000,0.035107143223285675
cosine,leo_low_elev_weak,3,5,282,28000,0.01007142849266529
cosine,leo_low_elev_weak,4,0,56,28000,0.0020000000949949026
cosine,leo_low_elev_weak,4,1,3431,28000,0.12253571301698685
cosine,leo_low_elev_weak,4,2,50,28000,0.0017857142956927419
cosine,leo_low_elev_weak,4,3,1655,28000,0.05910714343190193
cosine,leo_low_elev_weak,4,4,22751,28000,0.8125357031822205
cosine,leo_low_elev_weak,4,5,57,28000,0.0020357142202556133
cosine,leo_low_elev_weak,5,0,41,28000,0.0014642857713624835
cosine,leo_low_elev_weak,5,1,417,28000,0.014892857521772385
cosine,leo_low_elev_weak,5,2,311,28000,0.011107143014669418
cosine,leo_low_elev_weak,5,3,30,28000,0.0010714285308495164
cosine,leo_low_elev_weak,5,4,2386,28000,0.0852142870426178
cosine,leo_low_elev_weak,5,5,24815,28000,0.8862500190734863
cosine,leo_rain_weak,0,0,12677,28000,0.45274999737739563
cosine,leo_rain_weak,0,1,5481,28000,0.19574999809265137
cosine,leo_rain_weak,0,2,247,28000,0.008821428753435612
cosine,leo_rain_weak,0,3,9033,28000,0.3226071298122406
cosine,leo_rain_weak,0,4,489,28000,0.01746428571641445
cosine,leo_rain_weak,0,5,73,28000,0.002607142785564065
cosine,leo_rain_weak,1,0,717,28000,0.025607142597436905
cosine,leo_rain_weak,1,1,11537,28000,0.4120357036590576
cosine,leo_rain_weak,1,2,30,28000,0.0010714285308495164
cosine,leo_rain_weak,1,3,14727,28000,0.5259642601013184
cosine,leo_rain_weak,1,4,931,28000,0.033250000327825546
cosine,leo_rain_weak,1,5,58,28000,0.0020714285783469677
cosine,leo_rain_weak,2,0,1337,28000,0.04774999991059303
cosine,leo_rain_weak,2,1,4342,28000,0.155071422457695
cosine,leo_rain_weak,2,2,10784,28000,0.38514286279678345
cosine,leo_rain_weak,2,3,1729,28000,0.06174999848008156
cosine,leo_rain_weak,2,4,4175,28000,0.14910714328289032
cosine,leo_rain_weak,2,5,5633,28000,0.20117856562137604
cosine,leo_rain_weak,3,0,2456,28000,0.087714284658432
cosine,leo_rain_weak,3,1,8488,28000,0.30314284563064575
cosine,leo_rain_weak,3,2,505,28000,0.018035713583230972
cosine,leo_rain_weak,3,3,15273,28000,0.545464277267456
cosine,leo_rain_weak,3,4,996,28000,0.03557142987847328
cosine,leo_rain_weak,3,5,282,28000,0.01007142849266529
cosine,leo_rain_weak,4,0,60,28000,0.002142857061699033
cosine,leo_rain_weak,4,1,3373,28000,0.12046428769826889
cosine,leo_rain_weak,4,2,66,28000,0.0023571427445858717
cosine,leo_rain_weak,4,3,1607,28000,0.05739285796880722
cosine,leo_rain_weak,4,4,22831,28000,0.8153928518295288
cosine,leo_rain_weak,4,5,63,28000,0.0022499999031424522
cosine,leo_rain_weak,5,0,53,28000,0.0018928571371361613
cosine,leo_rain_weak,5,1,356,28000,0.012714285403490067
cosine,leo_rain_weak,5,2,287,28000,0.010250000283122063
cosine,leo_rain_weak,5,3,22,28000,0.0007857143064029515
cosine,leo_rain_weak,5,4,2172,28000,0.07757142931222916
cosine,leo_rain_weak,5,5,25110,28000,0.8967857360839844
diagonal_gaussian,clean,0,0,22268,28000,0.795285701751709
diagonal_gaussian,clean,0,1,291,28000,0.010392856784164906
diagonal_gaussian,clean,0,2,69,28000,0.002464285818859935
diagonal_gaussian,clean,0,3,5370,28000,0.19178570806980133
diagonal_gaussian,clean,0,4,0,28000,0.0
diagonal_gaussian,clean,0,5,2,28000,7.142857066355646e-05
diagonal_gaussian,clean,1,0,150,28000,0.0053571430034935474
diagonal_gaussian,clean,1,1,12972,28000,0.4632857143878937
diagonal_gaussian,clean,1,2,5,28000,0.00017857142665889114
diagonal_gaussian,clean,1,3,14864,28000,0.5308571457862854
diagonal_gaussian,clean,1,4,7,28000,0.0002500000118743628
diagonal_gaussian,clean,1,5,2,28000,7.142857066355646e-05
diagonal_gaussian,clean,2,0,51,28000,0.0018214285373687744
diagonal_gaussian,clean,2,1,467,28000,0.016678571701049805
diagonal_gaussian,clean,2,2,6903,28000,0.24653571844100952
diagonal_gaussian,clean,2,3,20343,28000,0.7265357375144958
diagonal_gaussian,clean,2,4,10,28000,0.0003571428533177823
diagonal_gaussian,clean,2,5,226,28000,0.008071428164839745
diagonal_gaussian,clean,3,0,841,28000,0.0300357136875391
diagonal_gaussian,clean,3,1,6354,28000,0.22692857682704926
diagonal_gaussian,clean,3,2,6,28000,0.00021428571199066937
diagonal_gaussian,clean,3,3,20795,28000,0.7426785826683044
diagonal_gaussian,clean,3,4,2,28000,7.142857066355646e-05
diagonal_gaussian,clean,3,5,2,28000,7.142857066355646e-05
diagonal_gaussian,clean,4,0,0,28000,0.0
diagonal_gaussian,clean,4,1,23,28000,0.000821428548078984
diagonal_gaussian,clean,4,2,4,28000,0.0001428571413271129
diagonal_gaussian,clean,4,3,1591,28000,0.05682142823934555
diagonal_gaussian,clean,4,4,26381,28000,0.9421785473823547
diagonal_gaussian,clean,4,5,1,28000,3.571428533177823e-05
diagonal_gaussian,clean,5,0,0,28000,0.0
diagonal_gaussian,clean,5,1,5,28000,0.00017857142665889114
diagonal_gaussian,clean,5,2,9,28000,0.0003214285825379193
diagonal_gaussian,clean,5,3,7864,28000,0.2808571457862854
diagonal_gaussian,clean,5,4,22,28000,0.0007857143064029515
diagonal_gaussian,clean,5,5,20100,28000,0.7178571224212646
diagonal_gaussian,leo_clear_weak,0,0,3989,28000,0.142464280128479
diagonal_gaussian,leo_clear_weak,0,1,2091,28000,0.07467857003211975
diagonal_gaussian,leo_clear_weak,0,2,54,28000,0.0019285713788121939
diagonal_gaussian,leo_clear_weak,0,3,21863,28000,0.7808214426040649
diagonal_gaussian,leo_clear_weak,0,4,0,28000,0.0
diagonal_gaussian,leo_clear_weak,0,5,3,28000,0.00010714285599533468
diagonal_gaussian,leo_clear_weak,1,0,27,28000,0.0009642856894060969
diagonal_gaussian,leo_clear_weak,1,1,7069,28000,0.25246429443359375
diagonal_gaussian,leo_clear_weak,1,2,2,28000,7.142857066355646e-05
diagonal_gaussian,leo_clear_weak,1,3,20894,28000,0.7462142705917358
diagonal_gaussian,leo_clear_weak,1,4,2,28000,7.142857066355646e-05
diagonal_gaussian,leo_clear_weak,1,5,6,28000,0.00021428571199066937
diagonal_gaussian,leo_clear_weak,2,0,14,28000,0.0005000000237487257
diagonal_gaussian,leo_clear_weak,2,1,773,28000,0.02760714292526245
diagonal_gaussian,leo_clear_weak,2,2,5454,28000,0.1947857141494751
diagonal_gaussian,leo_clear_weak,2,3,21128,28000,0.7545714378356934
diagonal_gaussian,leo_clear_weak,2,4,4,28000,0.0001428571413271129
diagonal_gaussian,leo_clear_weak,2,5,627,28000,0.02239285781979561
diagonal_gaussian,leo_clear_weak,3,0,151,28000,0.005392857361584902
diagonal_gaussian,leo_clear_weak,3,1,3740,28000,0.13357143104076385
diagonal_gaussian,leo_clear_weak,3,2,89,28000,0.0031785713508725166
