method,epoch,loss,evidence/nll,evidence/response_regularization,evidence/support_loss,evidence/support_queries,evidence/support_competing_classes,evidence/support_effective_queries,evidence/observed_fraction,evidence/outside_state_fraction,evidence/observation_active,evidence/correlation_energy,evidence/state_covariance_energy,evidence/pair_residual_energy,evidence/nll_batch_mean,evidence/response_regularization_batch_mean,evidence/support_loss_batch_mean,evidence/support_competing_classes_batch_mean,evidence/observed_fraction_batch_mean,evidence/outside_state_fraction_batch_mean,evidence/observation_active_batch_mean,evidence/correlation_energy_batch_mean,evidence/state_covariance_energy_batch_mean,evidence/pair_residual_energy_batch_mean,ce_reconstructed
H1,11,-1.8483928237298521,-18854.040298461914,0.17620464123319834,0.0,0.0,0.0,0.0,84.15757614374161,0.0,0.028807931172195822,0.0,0.0,0.0,-190.44485149961528,0.0017798448609413974,0.0,0.0,0.8500765267044607,0.0,0.00029098920375955373,0.0,0.0,0.0,0.056053911421439895
H1,12,-1.8942043769239174,-19332.997817993164,0.16652321722358465,0.0,0.0,0.0,0.0,84.17843300104141,0.0,0.028807089751353487,0.0,0.0,0.0,-195.28280624235518,0.0016820526992281277,0.0,0.0,0.8502872020307214,0.0,0.00029098070455912614,0.0,0.0,0.0,0.058622003446935474
H1,13,-1.9432170029842493,-19819.672149658203,0.1635807496495545,0.0,0.0,0.0,0.0,84.16745382547379,0.0,0.028810246527427807,0.0,0.0,0.0,-200.19870858240608,0.0016523308045409545,0.0,0.0,0.850176301267412,0.0,0.0002910125911861395,0.0,0.0,0.0,0.058768430509007125
H1,14,-1.9899725408265085,-20254.57568359375,0.1559249843703583,0.0,0.0,0.0,0.0,84.12084406614304,0.0,0.028803524503018707,0.0,0.0,0.0,-204.59167357165404,0.0015749998421248311,0.0,0.0,0.8497054956176064,0.0,0.0002909446919496839,0.0,0.0,0.0,0.05594261989018998
H1,15,-2.0356040542775933,-20766.6180267334,0.15537521115038544,0.0,0.0,0.0,0.0,84.18073505163193,0.0,0.028808520291931927,0.0,0.0,0.0,-209.7638184518525,0.0015694465772766206,0.0,0.0,0.8503104550669892,0.0,0.0002909951544639589,0.0,0.0,0.0,0.06203256079435469
H1,16,-2.079777783817715,-21181.380569458008,0.15119152644183487,0.0,0.0,0.0,0.0,84.09769916534424,0.0,0.028810730611439794,0.0,0.0,0.0,-213.95333908543444,0.0015271871357761097,0.0,0.0,0.8494717087408509,0.0,0.00029101748092363427,0.0,0.0,0.0,0.05975407984949319
H1,17,-2.128181805514326,-21663.798721313477,0.1498529980890453,0.0,0.0,0.0,0.0,84.1488847732544,0.0,0.02880647746496834,0.0,0.0,0.0,-218.82624971023714,0.0015136666473640939,0.0,0.0,0.8499887350833777,0.0,0.00029097451984816505,0.0,0.0,0.0,0.06007917792139827
H1,18,-2.169832230818392,-22121.980499267578,0.1477435618871823,0.0,0.0,0.0,0.0,84.17239201068878,0.0,0.028810289775719866,0.0,0.0,0.0,-223.45434847745028,0.0014923592109816395,0.0,0.0,0.8502261819261493,0.0,0.0002910130280375744,0.0,0.0,0.0,0.06470976159690023
H1,19,-2.2165081007312044,-22566.192901611328,0.14676082727964967,0.0,0.0,0.0,0.0,84.17276912927628,0.0,0.028806256916141137,0.0,0.0,0.0,-227.94134244051847,0.0014824325987843401,0.0,0.0,0.8502299912048109,0.0,0.0002909722920822337,0.0,0.0,0.0,0.06290384124138149
H1,20,-2.2564050597373884,-22995.74574279785,0.14547788782510906,0.0,0.0,0.0,0.0,84.11336606740952,0.0,0.028805001929868013,0.0,0.0,0.0,-232.28026002826113,0.0014694736143950411,0.0,0.0,0.8496299602768638,0.0,0.00029095961545321224,0.0,0.0,0.0,0.06639607107160866
H2,1,-1.308633347954413,-13983.744522094727,0.3426225685980171,0.0,0.0,0.0,0.0,84.14015191793442,0.0,0.028816933394409716,5.970331294462085,0.0,0.0,-141.2499446676235,0.003460834026242597,0.0,0.0,0.84990052442358,0.0,0.00029108013529706786,0.06030637671173823,0.0,0.0,0.10386263788779582
H2,2,-1.4204798900719844,-14524.061050415039,0.33727109944447875,0.0,0.0,0.0,0.0,84.19719690084457,0.0,0.028810213960241526,13.43739427626133,0.0,0.0,-146.7076873779297,0.0034067787822674622,0.0,0.0,0.8504767363721674,0.0,0.0002910122622246619,0.13573125531577102,0.0,0.0,0.04659357692853031
H2,3,-1.4781975204294378,-15087.090301513672,0.32470918679609895,0.0,0.0,0.0,0.0,84.1567952632904,0.0,0.02881003642687574,14.201599299907684,0.0,0.0,-152.39485153044112,0.0032798907757181713,0.0,0.0,0.8500686390231355,0.0,0.0002910104689583408,0.1434504979788655,0.0,0.0,0.04574771498419775
H2,4,-1.5338468298767551,-15639.847885131836,0.31234186980873346,0.0,0.0,0.0,0.0,84.12550359964371,0.0,0.028803895693272352,15.758416846394539,0.0,0.0,-157.97826146597814,0.0031549683819063986,0.0,0.0,0.8497525616125627,0.0,0.00029094844134618537,0.15917592774135897,0.0,0.0,0.04593262981464449
H2,5,-1.5889069311546558,-16202.429244995117,0.3008377274964005,0.0,0.0,0.0,0.0,84.15341889858246,0.0,0.028812501928769052,16.409568578004837,0.0,0.0,-163.66090146459715,0.003038764924206065,0.0,0.0,0.8500345343291157,0.0,0.00029103537301786923,0.16575321795964482,0.0,0.0,0.047699044726391346
H2,6,-1.6470802576854975,-16755.374633789062,0.2903633899986744,0.0,0.0,0.0,0.0,84.1221832036972,0.0,0.028810319839976728,15.91804076731205,0.0,0.0,-169.24620842211175,0.0029329635353401453,0.0,0.0,0.8497190222595677,0.0,0.00029101333171693665,0.1607882905789096,0.0,0.0,0.04537889357208472
H2,7,-1.7020456321311719,-17307.045028686523,0.2778066270984709,0.0,0.0,0.0,0.0,84.15350276231766,0.0,0.028812607110012323,18.46181422472,0.0,0.0,-174.81863665339924,0.0028061275464492013,0.0,0.0,0.8500353814375521,0.0,0.00029103643545466993,0.1864829719668687,0.0,0.0,0.046137928275273736
H2,8,-1.7560135872677118,-17848.630645751953,0.27072409074753523,0.0,0.0,0.0,0.0,84.14479780197144,0.0,0.02880778320832178,17.399228408932686,0.0,0.0,-180.2891984419389,0.0027345867752276284,0.0,0.0,0.849947452545166,0.0,0.0002909877091749675,0.17574978190841098,0.0,0.0,0.04687566256490207
H2,9,-1.8108465322340377,-18406.443084716797,0.2640249852556735,0.0,0.0,0.0,0.0,84.12325739860535,0.0,0.028812341101001948,16.36367453634739,0.0,0.0,-185.9236675223919,0.0026669190429866015,0.0,0.0,0.8497298727131853,0.0,0.0002910337484949692,0.16528964178128677,0.0,0.0,0.04838747607083844
H2,10,-1.8651519772982357,-18923.522186279297,0.2533303003292531,0.0,0.0,0.0,0.0,84.14644342660904,0.0,0.02881378709571436,18.916955769062042,0.0,0.0,-191.14668875029594,0.002558891922517708,0.0,0.0,0.8499640750162529,0.0,0.0002910483545021653,0.191080361303657,0.0,0.0,0.046312351312801044
H2,11,-1.9223024158766775,-19470.956130981445,0.24473487306386232,0.0,0.0,0.0,0.0,84.15757614374161,0.0,0.028807931172195822,18.695350289344788,0.0,0.0,-196.67632455536813,0.0024720694248874984,0.0,0.0,0.8500765267044607,0.0,0.00029098920375955373,0.1888419221145938,0.0,0.0,0.04445835760757905
H2,12,-1.9754766490724351,-20011.59437561035,0.23921717470511794,0.0,0.0,0.0,0.0,84.17843300104141,0.0,0.028807089751353487,18.33285290002823,0.0,0.0,-202.13731692535708,0.0024163350980314943,0.0,0.0,0.8502872020307214,0.0,0.00029098070455912614,0.18518033232351747,0.0,0.0,0.04589410384603763
H2,13,-2.0299665819514883,-20545.6678314209,0.23557795234955847,0.0,0.0,0.0,0.0,84.16745382547379,0.0,0.028810246527427807,17.64034965634346,0.0,0.0,-207.5319982971808,0.002379575276258166,0.0,0.0,0.850176301267412,0.0,0.0002910125911861395,0.17818535006407535,0.0,0.0,0.045351021445043334
H2,14,-2.078934721272401,-21038.413543701172,0.2275614000391215,0.0,0.0,0.0,0.0,84.12084406614304,0.0,0.028803524503018707,21.110543102025986,0.0,0.0,-212.50922771415324,0.0022986000003951666,0.0,0.0,0.8497054956176064,0.0,0.0002909446919496839,0.2132378091113736,0.0,0.0,0.04615525726913122
H2,15,-2.135297099749247,-21595.48223876953,0.22084500873461366,0.0,0.0,0.0,0.0,84.18073505163193,0.0,0.028808520291931927,19.835506841540337,0.0,0.0,-218.13618422999525,0.0022307576639859967,0.0,0.0,0.8503104550669892,0.0,0.0002909951544639589,0.2003586549650539,0.0,0.0,0.04606251179304171
H2,16,-2.1823946129192007,-22087.606002807617,0.21703525423072278,0.0,0.0,0.0,0.0,84.09769916534424,0.0,0.028810730611439794,19.1282347291708,0.0,0.0,-223.10713134149108,0.002192275295259826,0.0,0.0,0.8494717087408509,0.0,0.00029101748092363427,0.19321449221384646,0.0,0.0,0.04867450822041501
H2,17,-2.2368352340929434,-22626.278610229492,0.21019655419513583,0.0,0.0,0.0,0.0,84.1488847732544,0.0,0.02880647746496834,21.715768426656723,0.0,0.0,-228.5482687901969,0.002123197517122584,0.0,0.0,0.8499887350833777,0.0,0.00029097451984816505,0.2193511962288558,0.0,0.0,0.04864533061150868
H2,18,-2.29027819392657,-23136.412567138672,0.20659950166009367,0.0,0.0,0.0,0.0,84.17239201068878,0.0,0.028810289775719866,21.47149957716465,0.0,0.0,-233.70113704180477,0.002086863653132259,0.0,0.0,0.8502261819261493,0.0,0.0002910130280375744,0.21688383411277423,0.0,0.0,0.046731089627824435
H2,19,-2.3406901359558105,-23649.245391845703,0.20446963026188314,0.0,0.0,0.0,0.0,84.17276912927628,0.0,0.028806256916141137,20.470484122633934,0.0,0.0,-238.88126658430002,0.002065349800625082,0.0,0.0,0.8502299912048109,0.0,0.0002909722920822337,0.20677256689529228,0.0,0.0,0.048120464537389274
H2,20,-2.3789768893309313,-24057.045669555664,0.19629528978839517,0.0,0.0,0.0,0.0,84.11336606740952,0.0,0.028805001929868013,26.325209602713585,0.0,0.0,-243.00046130864308,0.0019827807049332844,0.0,0.0,0.8496299602768638,0.0,0.00029095961545321224,0.26591120810821806,0.0,0.0,0.05102574097479453
H3,1,-1.3625188536114163,-14076.040588378906,0.8560806885361671,0.0,0.0,0.0,0.0,84.14015191793442,0.0,0.028816933394409716,0.6392093139293138,48.35575042665005,0.0,-142.1822281654435,0.008647279682183507,0.0,0.0,0.84990052442358,0.0,0.00029108013529706786,0.006456659736659735,0.4884419235015156,0.0,0.05929478076333651
H3,2,-1.4338567329175544,-14677.149703979492,0.9000360909849405,0.0,0.0,0.0,0.0,84.19719690084457,0.0,0.028810213960241526,0.17560339413466863,60.458331406116486,0.0,-148.25403741393427,0.00909127364631253,0.0,0.0,0.8504767363721674,0.0,0.0002910122622246619,0.0017737716579259459,0.6106902162233988,0.0,0.04867454994814183
H3,3,-1.4925988635631522,-15248.924987792969,0.9106414429843426,0.0,0.0,0.0,0.0,84.1567952632904,0.0,0.02881003642687574,0.42122389521682635,61.76129773259163,0.0,-154.0295453312421,0.009198398413983259,0.0,0.0,0.8500686390231355,0.0,0.0002910104689583408,0.004254786820371983,0.6238514922484003,0.0,0.04768739135085495
H3,4,-1.5521253178818057,-15827.897430419922,0.9318751329556108,0.0,0.0,0.0,0.0,84.12550359964371,0.0,0.028803895693272352,0.3404550050618127,66.12485933303833,0.0,-159.87775182242345,0.009412880130864755,0.0,0.0,0.8497525616125627,0.0,0.00029094844134618537,0.003438939445068815,0.6679278720508922,0.0,0.04664278746229792
H3,5,-1.6113047130180127,-16413.122344970703,0.9388260366395116,0.0,0.0,0.0,0.0,84.15341889858246,0.0,0.028812501928769052,0.3044901007087901,64.96679562330246,0.0,-165.78911459566368,0.009483091279186985,0.0,0.0,0.8500345343291157,0.0,0.00029103537301786923,0.003075657582917072,0.656230258821237,0.0,0.046576949847344666
H3,6,-1.6726782887873024,-16990.314987182617,0.9498987086117268,0.0,0.0,0.0,0.0,84.1221832036972,0.0,0.028810319839976728,0.07151078470633365,65.19880828261375,0.0,-171.61934330487492,0.009594936450623502,0.0,0.0,0.8497190222595677,0.0,0.00029101333171693665,0.0007223311586498349,0.6585738210365025,0.0,0.04350554932499614
H3,7,-1.7284912412816829,-17565.25408935547,0.9735500477254391,0.0,0.0,0.0,0.0,84.15350276231766,0.0,0.028812607110012323,0.21744875129661523,70.67609870433807,0.0,-177.42680898338858,0.009833838865913526,0.0,0.0,0.8500353814375521,0.0,0.00029103643545466993,0.0021964520332991436,0.7138999869125058,0.0,0.04576701471333685
H3,8,-1.7867539266143182,-18125.837127685547,0.9931802982464433,0.0,0.0,0.0,0.0,84.14479780197144,0.0,0.02880778320832178,0.5180097400443628,70.90996688604355,0.0,-183.08926391601562,0.010032124224711548,0.0,0.0,0.849947452545166,0.0,0.0002909877091749675,0.005232421616609726,0.7162622917782177,0.0,0.04412868042161341
H3,9,-1.8428316597986703,-18684.608306884766,1.000649530440569,0.0,0.0,0.0,0.0,84.12325739860535,0.0,0.028812341101001948,0.6195742462296039,69.55588948726654,0.0,-188.73341724126027,0.010107571014551201,0.0,0.0,0.8497298727131853,0.0,0.0002910337484949692,0.006258325719490948,0.7025847422956216,0.0,0.044492405042917904
H3,10,-1.901401527000196,-19261.537231445312,1.030571716837585,0.0,0.0,0.0,0.0,84.14644342660904,0.0,0.02881378709571436,0.28806887750397436,74.58109021186829,0.0,-194.56098213581123,0.010409815321591768,0.0,0.0,0.8499640750162529,0.0,0.0002910483545021653,0.0029097866414542865,0.7533443455744271,0.0,0.04419788454259492
H3,11,-1.9597135914696588,-19832.109313964844,1.0479149455204606,0.0,0.0,0.0,0.0,84.15757614374161,0.0,0.028807931172195822,0.11694032372906804,73.89733040332794,0.0,-200.3243365046954,0.010584999449701623,0.0,0.0,0.8500765267044607,0.0,0.00029098920375955373,0.0011812153912027074,0.7464376808416964,0.0,0.043519188577845334
H3,12,-2.0147373844878844,-20380.61946105957,1.0620588352903724,0.0,0.0,0.0,0.0,84.17843300104141,0.0,0.028807089751353487,0.6993636966217309,71.38338905572891,0.0,-205.86484304100577,0.010727867023135074,0.0,0.0,0.8502872020307214,0.0,0.00029098070455912614,0.007064279763855868,0.7210443338962517,0.0,0.04390031805515007
H3,13,-2.0723814073235096,-20930.329040527344,1.0845207907259464,0.0,0.0,0.0,0.0,84.16745382547379,0.0,0.028810246527427807,0.541545978281647,74.1257053911686,0.0,-211.41746505583174,0.010954755461878248,0.0,0.0,0.850176301267412,0.0,0.0002910125911861395,0.005470161396784313,0.7487444989006928,0.0,0.04178228847934616
H3,14,-2.125884088602933,-21457.932540893555,1.1209122445434332,0.0,0.0,0.0,0.0,84.12084406614304,0.0,0.028803524503018707,0.8814923772588372,77.33017975091934,0.0,-216.74679334235913,0.011322345904479123,0.0,0.0,0.8497054956176064,0.0,0.0002909446919496839,0.00890396340665492,0.7811129267769631,0.0,0.04157252247475399
H3,15,-2.1843473742706605,-22047.897903442383,1.1399266365915537,0.0,0.0,0.0,0.0,84.18073505163193,0.0,0.028808520291931927,0.48990444373339415,81.73252159357071,0.0,-222.70603942871094,0.011514410470621754,0.0,0.0,0.8503104550669892,0.0,0.0002909951544639589,0.004948529734680749,0.8255810261976839,0.0,0.042701505605978324
H3,16,-2.232770465841197,-22526.613159179688,1.164713659323752,0.0,0.0,0.0,0.0,84.09769916534424,0.0,0.028810730611439794,2.344596073962748,79.37368041276932,0.0,-227.54154706242107,0.011764784437613656,0.0,0.0,0.8494717087408509,0.0,0.00029101748092363427,0.023682788625886343,0.8017543476037304,0.0,0.04263323999857619
H3,17,-2.2945602205064564,-23132.252410888672,1.185347638092935,0.0,0.0,0.0,0.0,84.1488847732544,0.0,0.02880647746496834,0.5651584160514176,81.47345626354218,0.0,-233.65911526150174,0.011973208465585203,0.0,0.0,0.8499887350833777,0.0,0.00029097451984816505,0.005708670869206238,0.8229642046822442,0.0,0.04201895890009543
H3,18,-2.347676922576596,-23669.145965576172,1.2169826161116362,0.0,0.0,0.0,0.0,84.17239201068878,0.0,0.028810289775719866,0.8079341943375766,86.63049364089966,0.0,-239.0822824805674,0.012292753698097335,0.0,0.0,0.8502261819261493,0.0,0.0002910130280375744,0.008160951457955319,0.8750554913222187,0.0,0.04313360947538001
H3,19,-2.403462422014487,-24219.14190673828,1.248203250579536,0.0,0.0,0.0,0.0,84.17276912927628,0.0,0.028806256916141137,0.8520750561729074,86.65367269515991,0.0,-244.6377970377604,0.012608113642217535,0.0,0.0,0.8502299912048109,0.0,0.0002909722920822337,0.008606818749221286,0.8752896231834335,0.0,0.04290294024947473
H3,20,-2.4571668884970923,-24752.878311157227,1.2682684613391757,0.0,0.0,0.0,0.0,84.11336606740952,0.0,0.028805001929868013,0.3996242790017277,90.49552989006042,0.0,-250.029073850073,0.012810792538779552,0.0,0.0,0.8496299602768638,0.0,0.00029095961545321224,0.00403660887880533,0.9140962615157618,0.0,0.04311103921109894
H4,1,-0.924357013419421,-14048.977081298828,0.8407974112778902,430.5808739066124,2952.0,594.0,2952.0,84.14015191793442,0.0,0.028816933394409716,1.0133312560792547,44.87704640626907,0.0,-141.90885940705888,0.008492903144221114,4.349301756632449,6.0,0.84990052442358,0.0,0.00029108013529706786,0.010235669253325804,0.453303499053223,0.0,0.05979291208477877
H4,2,-0.9756596239678788,-14617.445541381836,0.8518454590812325,447.4895014166832,2952.0,594.0,2952.0,84.19719690084457,0.0,0.028810213960241526,0.012161418704636162,49.4373811930418,0.0,-147.65096506446298,0.008604499586679117,4.520095973905891,6.0,0.8504767363721674,0.0,0.0002910122622246619,0.00012284261317814304,0.49936748679840204,0.0,0.04883182478657516
H4,3,-1.092935311372834,-15141.387451171875,0.8558843825012445,384.15778267383575,2952.0,594.0,2952.0,84.1567952632904,0.0,0.02881003642687574,0.05560636371956207,49.507631346583366,0.0,-152.9433075875947,0.008645296792941863,3.880381643170058,6.0,0.8500686390231355,0.0,0.0002910104689583408,0.0005616804416117381,0.500077084308923,0.0,0.04845095488931417
H4,4,-1.1280744804276361,-15684.700881958008,0.8604390174150467,404.726487159729,2952.0,594.0,2952.0,84.12550359964371,0.0,0.028803895693272352,0.012141979059379082,50.18373693525791,0.0,-158.43132203997988,0.008691303206212593,4.0881463349467575,6.0,0.8497525616125627,0.0,0.00029094844134618537,0.00012264625312504124,0.5069064336894739,0.0,0.047415415174280606
H4,5,-1.141967406477591,-16209.708679199219,0.8702875375747681,443.5019931793213,2952.0,594.0,2952.0,84.15341889858246,0.0,0.028812501928769052,0.17800553949200548,48.69436317682266,0.0,-163.73443110302242,0.00879078320782594,4.4798181129224375,6.0,0.8500345343291157,0.0,0.00029103537301786923,0.0017980357524444998,0.49186225431134,0.0,0.04738630247718151
H4,6,-1.241945455923225,-16739.859664916992,0.8944952907040715,399.6462203860283,2952.0,594.0,2952.0,84.1221832036972,0.0,0.028810319839976728,0.17094199056737125,50.18201023340225,0.0,-169.0894915648181,0.009035305966707792,4.036830508949781,6.0,0.8497190222595677,0.0,0.00029101333171693665,0.0017266867734077903,0.5068889922565885,0.0,0.0452573735240111
H4,7,-1.226243809016064,-17238.256301879883,0.9056652914732695,462.38993602991104,2952.0,594.0,2952.0,84.15350276231766,0.0,0.028812607110012323,1.009071153239347,51.81101229786873,0.0,-174.12380102908972,0.009148134257305752,4.670605414443546,6.0,0.8500353814375521,0.0,0.00029103643545466993,0.010192637911508555,0.5233435585643306,0.0,0.04792451169622147
H4,8,-1.3256591802293605,-17777.157470703125,0.9228963917121291,418.5346936136484,2952.0,594.0,2952.0,84.14479780197144,0.0,0.02880778320832178,0.03799078207521234,51.76279717683792,0.0,-179.56724717881946,0.009322185774869991,4.22762316781463,6.0,0.849947452545166,0.0,0.0002909877091749675,0.0003837452734869933,0.522856537139777,0.0,0.04724165259159602
H4,9,-1.287270913370932,-18278.697235107422,0.9308496676385403,505.80959486961365,2952.0,594.0,2952.0,84.12325739860535,0.0,0.028812341101001948,0.43012053062557243,50.40683577954769,0.0,-184.63330540512547,0.009402521895338791,5.109187826965794,6.0,0.8497298727131853,0.0,0.0002910337484949692,0.004344651824500731,0.5091599573691686,0.0,0.048133955461847844
H4,10,-1.4054066288952876,-18751.81332397461,0.9441046603024006,435.4903209209442,2952.0,594.0,2952.0,84.14644342660904,0.0,0.02881378709571436,1.0877854723948985,53.57907235622406,0.0,-189.41225579772333,0.00953641071012526,4.398892130514588,6.0,0.8499640750162529,0.0,0.0002910483545021653,0.010987732044392915,0.5412027510729703,0.0,0.04881717961977694
H4,11,-1.4255126151773665,-19278.966217041016,0.9394110953435302,468.21796467900276,2952.0,594.0,2952.0,84.15757614374161,0.0,0.028807931172195822,0.28464385389816016,51.302515894174576,0.0,-194.7370324953638,0.009489000963065961,4.729474390696997,6.0,0.8500765267044607,0.0,0.00029098920375955373,0.002875190443415759,0.5182072312542887,0.0,0.04890078170560869
H4,12,-1.503320123210098,-19758.96563720703,0.9380381032824516,436.2185435295105,2952.0,594.0,2952.0,84.17843300104141,0.0,0.028807089751353487,0.5649013312067837,49.966738134622574,0.0,-199.5855114869397,0.0094751323563884,4.4062479144395,6.0,0.8502872020307214,0.0,0.00029098070455912614,0.005706074052593774,0.5047145266123493,0.0,0.05190072508299293
H4,13,-1.5422911300803677,-20266.842208862305,0.942993376404047,449.5909160375595,2952.0,594.0,2952.0,84.16745382547379,0.0,0.028810246527427807,0.5293492815690115,49.73928156495094,0.0,-204.71557786729602,0.009525185620242899,4.541322384217773,6.0,0.850176301267412,0.0,0.0002910125911861395,0.0053469624400910255,0.5024169855045549,0.0,0.05072288498519517
H4,14,-1.6148728288785377,-20646.65496826172,0.954615043476224,417.6397037394345,2952.0,594.0,2952.0,84.12084406614304,0.0,0.028803524503018707,4.635954581666738,51.04721653461456,0.0,-208.552070386482,0.009642576196729535,4.218582866054894,6.0,0.8497054956176064,0.0,0.0002909446919496839,0.04682782405723977,0.5156284498445916,0.0,0.048779945804596214
H4,15,-1.6832286601114754,-21278.497970581055,0.9616924179717898,407.5772670954466,2952.0,594.0,2952.0,84.18073505163193,0.0,0.028808520291931927,0.4455480269389227,52.47497108578682,0.0,-214.93432293516216,0.009714064827997877,4.116942091873198,6.0,0.8503104550669892,0.0,0.0002909951544639589,0.004500485120595179,0.5300502129877457,0.0,0.054410645987998496
H4,16,-1.717806013018796,-21728.461181640625,0.9451982174068689,417.7854301929474,2952.0,594.0,2952.0,84.09769916534424,0.0,0.028810730611439794,0.6886609839275479,51.445736795663834,0.0,-219.47940587515782,0.009547456741483525,4.220054850433812,6.0,0.8494717087408509,0.0,0.00029101748092363427,0.006956171554823716,0.5196539070269074,0.0,0.05497301323265946
H4,17,-1.7384998903732107,-22258.608154296875,0.9543979987502098,450.23467676341534,2952.0,594.0,2952.0,84.1488847732544,0.0,0.02880647746496834,0.3113779192790389,52.70831426978111,0.0,-224.83442580097852,0.009640383825759696,4.5478250178122765,6.0,0.8499887350833777,0.0,0.00029097451984816505,0.0031452315078690798,0.5324072148462738,0.0,0.05505222547152128
H4,18,-1.8335013175853576,-22709.548370361328,0.9598350077867508,398.7230786305154,2952.0,594.0,2952.0,84.17239201068878,0.0,0.028810289775719866,0.662068328820169,53.02041444182396,0.0,-229.38937747839725,0.009695303108957078,4.027505844752681,6.0,0.8502261819261493,0.0,0.0002910130280375744,0.006687558876971404,0.5355597418366056,0.0,0.05763217742023807
H4,19,-1.787732806470659,-23149.9920501709,0.960617508739233,484.87987569416873,2952.0,594.0,2952.0,84.17276912927628,0.0,0.028806256916141137,1.0486569055356085,51.91088664531708,0.0,-233.83830353707978,0.009703207158982152,4.897776522163321,6.0,0.8502299912048109,0.0,0.0002909722920822337,0.010592493995309177,0.5243523903567382,0.0,0.060862873476648094
H4,20,-1.8718098073896736,-23518.514114379883,0.9598572002723813,440.0067648786353,2952.0,594.0,2952.0,84.11336606740952,0.0,0.028805001929868013,3.8922030050307512,51.775420159101486,0.0,-237.56074863009982,0.009695527275478599,4.444512776551871,6.0,0.8496299602768638,0.0,0.00029095961545321224,0.03931518186899749,0.5229840420111261,0.0,0.059336705728861905
