epoch,stage_phase,lr,epoch_time_s,train_loss,train_tx_acc,val_tx_acc,best_val_tx,stage_source_val_sat_mean_tx,stage_source_val_sat_floor_tx,train_skipped_nonfinite_grad,train_skipped_nonfinite_loss,train_concat_sat_applied,train_concat_sat_view_prob,train_loss_tx_labeled,train_loss_domain_labeled,train_loss_adv_labeled,train_loss_cons_labeled,train_loss_orth_labeled,train_loss_fishr_labeled,train_loss_group_ce_labeled,train_loss_proto_labeled,train_loss_open_world_feat,train_loss_zid_compact,train_loss_proxy_unknown,train_loss_soft_unknown_mixup,train_loss_source_episode,train_loss_sat_cls_labeled,train_loss_sat_cons_labeled,train_loss_unlabeled,train_pseudo_selected,train_pseudo_total,train_pseudo_correct
11,S1_core,0.0002,86.88187766075134,8.441992029851797,50.20727040816327,88.61851851851851,88.61851851851851,41.31358024691358,40.7,0.0,0.0,0.40816326530612246,0.30000000000000027,5.4874116644567374,1.6176051971863727,2.682421007934882,0.0,0.0005741995208117426,0.010980378171162946,8.367617354101064,0.39547497520641406,0.0,1.6901419843946184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,S1_core,0.0002,96.61778998374939,7.886466824278539,53.714923469387756,89.72592592592592,89.72592592592592,40.32469135802469,39.6037037037037,0.0,0.0,0.22448979591836735,0.30000000000000027,4.979229425897404,1.6220758642469133,2.6808430856587937,0.0,0.0006061281476702009,0.01024916643580916,7.697890340065469,0.3958606799038089,0.13240251097143912,1.6904937734409256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,S1_core,0.0002,96.26477122306824,7.536147224659822,59.119897959183675,90.41481481481482,90.41481481481482,39.762962962962966,39.02962962962963,0.0,0.0,0.2857142857142857,0.30000000000000027,4.67782999058159,1.5884736849337209,2.6749372482299805,0.0,0.000688153870251714,0.00942523272860111,7.4983861884292295,0.38877687648851045,0.13150161611182348,1.6861306964134684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,S1_core,0.0002,96.29179310798645,8.090466645299172,53.81058673469388,90.45185185185186,90.45185185185186,42.19753086419753,41.44074074074074,0.0,0.0,0.22448979591836735,0.30000000000000027,5.184495361483827,1.6027792838155006,2.676392633087781,0.0,0.0006295807507573341,0.009609601080265581,7.879648510290652,0.40771647071351813,0.1390969630102722,1.714176477218161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,S1_core,0.0002,96.11907315254211,7.942552537334208,56.744260204081634,90.54444444444445,90.54444444444445,42.644444444444446,41.762962962962966,0.0,0.0,0.24489795918367346,0.30000000000000027,5.096848857646086,1.5406864857187077,2.673556950627541,0.0,0.0006865968509596221,0.009990112818017299,7.884618408825933,0.4009961406795346,0.1361256027404143,1.706444010442617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,S1_core,0.0002,96.62629795074463,8.16478578411803,53.47576530612245,91.35555555555555,91.35555555555555,44.23456790123456,43.4,0.0,0.0,0.24489795918367346,0.30000000000000027,5.279433313681155,1.577352769520818,2.6690193001104863,0.0,0.0007686444691249303,0.010375160087204101,7.905534899964625,0.406492538598119,0.14419633697490303,1.7224778934400908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,S2_stabilize_aux,0.0002,101.88899898529053,8.12533187866211,55.78762755102041,91.41111111111111,91.41111111111111,45.366666666666674,44.5,0.0,0.0,0.30612244897959184,0.30000000000000027,5.082179925879654,1.4939738439053905,2.6670176788252227,0.4471908880739796,0.0007132364779102559,0.009798355581124827,7.713042157036917,0.4121578426993623,0.14706073518918486,1.737983774165718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,S2_stabilize_aux,0.0002,102.9772789478302,8.74514321891629,51.25956632653061,91.44444444444444,91.44444444444444,44.63703703703703,43.60740740740741,0.0,0.0,0.24489795918367346,0.30000000000000027,5.587520930231834,1.561848754785499,2.6743997992301476,0.4437729193239796,0.0006655381650340801,0.010024724119551937,8.077689856899028,0.424331398642793,0.1528524780760006,1.743683469538786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,S2_stabilize_aux,0.0002,117.78783082962036,7.476888890169104,59.88520408163265,91.67777777777778,91.67777777777778,47.22962962962962,46.46296296296296,0.0,0.0,0.32653061224489793,0.30000000000000027,4.48540245756811,1.505280545779637,2.663172196368782,0.42514847735969385,0.0007658929240946867,0.008883534702567421,7.096401190271183,0.389786996403519,0.13305376302831026,1.6957574036656593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,S2_stabilize_aux,0.0002,170.62913584709167,6.863345350537982,64.20599489795919,91.9888888888889,91.9888888888889,46.49382716049383,45.58148148148148,0.0,0.0,0.32653061224489793,0.30000000000000027,4.03535774046061,1.4149749546634907,2.65442427323789,0.4390495455994898,0.0009137075774523676,0.00785933382219958,6.418754105665246,0.38140591370816135,0.12932992559306475,1.6968148533178835,0.0,0.0,0.11755451575225713,0.0,0.0,0.0,0.0,0.0,0.0
21,S2_stabilize_aux,0.0002,171.92324376106262,7.491216990412498,60.84183673469388,92.80740740740741,92.80740740740741,47.31975308641975,46.351851851851855,0.0,0.0,0.22448979591836735,0.30000000000000027,4.5697737105038705,1.4450763974870955,2.6594452566030076,0.4291493941326531,0.0008051784671082788,0.00840642190614373,6.918529938678352,0.3994767416496666,0.14117744884320668,1.7173743856196502,0.0,0.0,0.1135369207786054,0.0,0.0,0.0,0.0,0.0,0.0
22,S2_stabilize_aux,0.0002,171.13077688217163,8.265024992884422,55.420918367346935,92.31851851851852,92.80740740740741,46.486419753086416,45.7037037037037,0.0,0.0,0.3673469387755102,0.30000000000000027,5.193835428782871,1.5089941414035097,2.666806396172971,0.4261001275510204,0.0007250868544286611,0.008397413289402517,7.605856379684137,0.4237778697695051,0.14620419637281068,1.7219440693757972,0.0,0.0,0.10938427916594914,0.0,0.0,0.0,0.0,0.0,0.0
23,S2_stabilize_aux,0.0002,168.33570742607117,7.768637472269487,58.45025510204081,91.31851851851852,92.80740740740741,44.43827160493827,43.648148148148145,0.0,0.0,0.3469387755102041,0.30000000000000027,4.77851124928922,1.469542848820589,2.657887823727666,0.4338528380102041,0.000895675347775829,0.008074014775493011,7.1930974551609586,0.4103261007338154,0.14910241870247587,1.741477596516512,0.0,0.0,0.11620570384726232,0.0,0.0,0.0,0.0,0.0,0.0
24,S2_stabilize_aux,0.0002,168.79645228385925,7.389785980691715,60.84183673469388,92.86296296296297,92.86296296296297,49.27530864197531,48.196296296296296,0.0,0.0,0.3469387755102041,0.30000000000000027,4.5290625119695855,1.369494798232098,2.654872334733301,0.4182079081632653,0.0009861041088493503,0.007991104491283091,6.886403181114975,0.39078496609415325,0.13529175398301105,1.7110004741318372,0.0,0.0,0.10629379490808565,0.0,0.0,0.0,0.0,0.0,0.0
25,S2_stabilize_aux,0.0002,171.7223641872406,7.971733881502735,57.047193877551024,92.38148148148149,92.86296296296297,48.72098765432099,47.57037037037037,0.0,0.0,0.3877551020408163,0.30000000000000027,5.002381560753803,1.4056542284634648,2.6605063457878266,0.4144660794005102,0.00094343934740339,0.008275742737614378,7.430451651008761,0.4185327437459206,0.14878365671148105,1.7358624667537457,0.0,3.5718884808676585,0.10971324860441442,0.0,0.0,0.0,0.0,0.0,0.0
26,S2_stabilize_aux,0.0002,173.9665126800537,7.4528602775262325,60.857780612244895,93.06296296296296,93.06296296296296,50.679012345679006,49.27407407407407,0.0,0.0,0.2653061224489796,0.30000000000000027,4.503276725204623,1.463541877513029,2.6571492029696095,0.41359913105867346,0.0009496528275158941,0.008085850863812529,6.684148355406158,0.410827462770501,0.14678145367272047,1.7305991868583523,0.0,3.308183044803386,0.10909686572089487,0.0,0.0,0.0,0.0,0.0,0.0
27,S2_stabilize_aux,0.0002,171.80653500556946,6.80100806391969,65.40178571428571,94.21111111111111,94.21111111111111,50.70617283950617,49.4,0.0,0.0,0.3877551020408163,0.30000000000000027,3.98194019161925,1.3794670445578439,2.653625804550794,0.4163394850127551,0.0010763041827143455,0.007651927626729772,6.210810554270842,0.39461385048165615,0.1425060645049932,1.726223656109401,0.0,3.271751895242808,0.11253335076023122,0.0,0.0,0.0,0.0,0.0,0.0
28,S2_stabilize_aux,0.0002,173.87278270721436,6.284185589576254,69.08482142857143,94.1962962962963,94.21111111111111,49.56666666666666,48.52962962962963,0.02040816326530612,0.0,0.30612244897959184,0.30000000000000027,3.606575109520737,1.286654078230566,2.649005276816232,0.4092643893494898,0.0011405214971425583,0.006573446536892835,5.729946618177453,0.37519812523102275,0.13205208507727603,1.6986967909092805,0.0,3.085833184573115,0.11241132355466181,0.0,0.0,0.0,0.0,0.0,0.0
29,S2_stabilize_aux,0.0002,169.82898998260498,7.408549673703252,61.92602040816327,93.8037037037037,94.21111111111111,48.1925925925926,46.75555555555555,0.0,0.0,0.22448979591836735,0.30000000000000027,4.467742992907154,1.4049627464644763,2.650899901682017,0.42149633290816324,0.001190983519262197,0.008107009505358885,6.878159016978984,0.3977650714163877,0.14296026284597357,1.7311814439540008,0.0,3.375512473437251,0.11471791382955045,0.0,0.0,0.0,0.0,0.0,0.0
30,S2_stabilize_aux,0.0002,173.6698932647705,6.826546849036704,64.77997448979592,94.67407407407407,94.67407407407407,50.53333333333333,49.355555555555554,0.0,0.0,0.3469387755102041,0.30000000000000027,4.047662630373118,1.3027889655560863,2.6525300473582987,0.40986726721938777,0.001261613806899713,0.00714230631972302,6.282294969169461,0.3866463115020674,0.13688251345741506,1.7072056483249276,0.0,3.332050844114654,0.11073188225225526,0.0,0.0,0.0,0.0,0.0,0.0
31,S2_stabilize_aux,0.0002,173.13695979118347,8.081673510220586,57.015306122448976,94.53703703703704,94.67407407407407,50.25308641975309,49.20740740740741,0.0,0.0,0.3673469387755102,0.30000000000000027,5.007031248540295,1.4812191140894988,2.6681588620555643,0.40402283960459184,0.0010565178734915598,0.00772031332480208,7.1433804229814175,0.42678726206020434,0.15899912298333888,1.7524795532226562,0.0,3.4890090786680883,0.1054346971974081,0.0,0.0,0.0,0.0,0.0,0.0
32,S2_stabilize_aux,0.0002,172.31499767303467,5.710490231611291,73.18239795918367,94.6962962962963,94.6962962962963,50.50370370370371,49.61851851851852,0.0,0.0,0.2857142857142857,0.30000000000000027,3.08377366406577,1.2524877056783559,2.6488283410364266,0.3919204400510204,0.001471032901686065,0.0059968916395184944,5.2668502671378,0.35425580581840205,0.11984701561076301,1.6691861201305778,0.0,2.872106459676003,0.10247728943216558,0.0,0.0,0.0,0.0,0.0,0.0
33,S2_stabilize_aux,0.0002,173.64859700202942,6.581841415288497,66.8686224489796,94.6,94.6962962962963,48.75432098765432,47.82962962962963,0.0,0.0,0.32653061224489793,0.30000000000000027,3.830372078078134,1.2732972806813765,2.6534617920311128,0.39223433514030615,0.00157288629181531,0.006868385762090282,6.053714727868839,0.379009124575829,0.12697786533710909,1.6777571950639998,0.0,3.190817185810634,0.10127167251645303,0.0,0.0,0.0,0.0,0.0,0.0
34,S2_stabilize_aux,0.0002,170.76512575149536,6.72423022620532,66.59757653061224,94.28518518518518,94.6962962962963,52.23456790123456,51.30740740740741,0.0,0.0,0.2857142857142857,0.30000000000000027,3.958099924788183,1.261733473563681,2.6500901105452557,0.389339524872449,0.001399512193640884,0.007002417976986997,6.197558665762142,0.38178708176223597,0.1370078459077952,1.696043727349262,0.0,3.218288827915581,0.10132016363192578,0.0,0.0,0.0,0.0,0.0,0.0
35,S2_stabilize_aux,0.0002,173.03331089019775,6.759601719525396,66.19897959183673,94.57777777777778,94.6962962962963,52.35925925925926,51.196296296296296,0.0,0.0,0.42857142857142855,0.30000000000000027,3.9759755037268816,1.2920060449716997,2.6545109164958096,0.38491011639030615,0.0014719354863069495,0.006622996542374699,5.996210541043963,0.38751573161203035,0.1463186426126227,1.7159085906281764,0.0,3.1743441747159373,0.10196843005868854,0.0,0.0,0.0,0.0,0.0,0.0
36,S2_stabilize_aux,0.0002,172.5330629348755,6.680430295516033,66.53380102040816,94.5037037037037,94.6962962962963,51.54197530864197,50.54074074074074,0.0,0.0,0.24489795918367346,0.30000000000000027,3.9118478103559844,1.2539853441471955,2.6499883252747205,0.39318100286989793,0.0013533319745744979,0.006237363599582898,6.113684318503555,0.38515198960596203,0.1413760151790113,1.7071948611006444,0.0,3.203727065300455,0.10333792736031572,0.0,0.0,0.0,0.0,0.0,0.0
37,S2_stabilize_aux,0.0002,172.1266906261444,6.7451686810474,65.75255102040816,95.03333333333333,95.03333333333333,52.98024691358025,51.91111111111111,0.0,0.0,0.30612244897959184,0.30000000000000027,3.9667359858143088,1.259467941157672,2.6551258272054246,0.3928322305484694,0.001334574757790079,0.0064484160631058775,6.049724232177345,0.39356345789773123,0.14509201559181117,1.7130557663586674,0.0,3.251777697582634,0.10472377465695751,0.0,0.0,0.0,0.0,0.0,0.0
38,S2_stabilize_aux,0.0002,171.03494238853455,6.497980385410543,68.46301020408163,94.9074074074074,95.03333333333333,49.27530864197531,48.34074074074074,0.0,0.0,0.3469387755102041,0.30000000000000027,3.7396304108658613,1.2447434967877913,2.645532617763597,0.3880640146683674,0.0013894450907804528,0.006320147352217108,5.946853438202216,0.37730805362973896,0.13412869242685183,1.700411867122261,0.0,3.121075734800222,0.1022602067309983,0.0,0.0,0.0,0.0,0.0,0.0
39,S2_stabilize_aux,0.0002,172.65236139297485,6.534024102347238,67.77742346938776,94.74814814814815,95.03333333333333,50.70246913580247,49.907407407407405,0.0,0.0,0.32653061224489793,0.30000000000000027,3.7773949710690244,1.2423541910794316,2.6475072685553105,0.3844467474489796,0.0015941006796700613,0.006163550303222573,5.859070962789107,0.380661277138457,0.13765743587698256,1.7062945706503732,0.0,3.0747526567809436,0.0996036313626231,0.0,0.0,0.0,0.0,0.0,0.0
40,S2_stabilize_aux,0.0002,172.8117437362671,6.039252013576274,71.07780612244898,94.97407407407407,95.03333333333333,52.05802469135802,50.72222222222222,0.0,0.0,0.20408163265306123,0.30000000000000027,3.39763220962213,1.1613589184624808,2.6402716296059743,0.37877172353316324,0.0015798040798732213,0.005940125637440657,5.521288102986861,0.3573388636720424,0.12730216751901471,1.6813035132933636,0.0,3.00118194550884,0.09902823153807193,0.0,0.0,0.0,0.0,0.0,0.0
41,S2_stabilize_aux,0.0002,172.3476858139038,5.821178553055744,72.44897959183673,95.18518518518519,95.18518518518519,50.069135802469134,49.092592592592595,0.0,0.0,0.7346938775510204,0.6000000000000005,3.1906797131713556,1.2008208705454457,2.6453493322644914,0.3651646205357143,0.0018006295573954679,0.005468447350573783,5.025324417620289,0.35451305581598863,0.11712996327147192,1.6644905197377107,0.0,2.9749622393627555,0.09040464266982613,0.0,0.0,0.0,0.0,0.0,0.0
42,S2_stabilize_aux,0.0002,172.1580080986023,6.23753698504701,69.6109693877551,94.2074074074074,95.18518518518519,51.00370370370371,49.614814814814814,0.0,0.0,0.5918367346938775,0.6000000000000005,3.537941583565303,1.195108315166162,2.6475185666765486,0.38198541135204084,0.0015656485849497269,0.006198448908268189,5.507096908530411,0.36955823429993223,0.13753063398964552,1.7082855604132827,0.0,3.045220382359563,0.10419140953798683,0.0,0.0,0.0,0.0,0.0,0.0
43,S2_stabilize_aux,0.0002,173.43404412269592,4.668325993479515,80.94706632653062,94.84074074074074,95.18518518518519,51.65308641975309,50.425925925925924,0.0,0.0,0.5714285714285714,0.6000000000000005,2.2714258554030438,1.0448554304181312,2.642939874104091,0.35415836256377553,0.0020774919159558354,0.004421433690479215,4.265059072144178,0.3002717148284523,0.1006335333293798,1.626887513666737,0.0,2.6990199940545216,0.08670147515985431,0.0,0.0,0.0,0.0,0.0,0.0
44,S2_stabilize_aux,0.0002,173.0635368824005,6.592752145261181,67.74553571428571,95.65925925925926,95.65925925925926,54.069135802469134,52.8,0.0,0.0,0.6326530612244898,0.6000000000000005,3.801218285852549,1.2207371653342733,2.6496766051467584,0.3832210618622449,0.0019161555231833945,0.006343358343619169,5.824930765190903,0.3818564329828535,0.13952039151775594,1.7197354204800663,0.0,3.1365498498994477,0.10360845756165836,0.0,0.0,0.0,0.0,0.0,0.0
45,S2_stabilize_aux,0.0002,181.69792652130127,5.9679237239214835,71.90688775510205,92.98148148148148,95.65925925925926,50.61604938271605,49.7962962962963,0.0,0.0,0.5714285714285714,0.6000000000000005,3.3353997347306232,1.1113380254531393,2.6418778750361227,0.3668686224489796,0.002007693660502531,0.005607422859388955,5.362320364737998,0.35696672359291387,0.13008918415526954,1.6872601606407944,9.10596650960494,3.0265642209928862,0.09754132555455577,0.0,0.0,0.0,0.0,0.0,0.0
46,S2_stabilize_aux,0.0002,180.90179252624512,7.4740928776410165,62.786989795918366,95.32962962962964,95.65925925925926,50.285185185185185,49.34444444444444,0.0,0.0,0.6326530612244898,0.6000000000000005,4.491038023209085,1.2605628444223989,2.660575569892416,0.37357501594387754,0.0016666918384785556,0.007018750041666232,6.72417088430755,0.4035669029975424,0.1573245407519292,1.754365592586751,9.996403441137197,3.3361438585787404,0.10100711456366948,0.0,0.0,0.0,0.0,0.0,0.0
47,S2_stabilize_aux,0.0002,181.1277883052826,5.93782149042402,71.84311224489795,95.41111111111111,95.65925925925926,52.82098765432099,51.82222222222222,0.0,0.0,0.673469387755102,0.6000000000000005,3.308484292760187,1.0984456405347707,2.64924347157381,0.3602892817283163,0.0018732061191480986,0.0053989613257652645,5.2051006652870955,0.36134146001874184,0.13083922444861762,1.6900682206056556,9.115921711435123,2.899907241062242,0.0934559234551021,0.0,0.0,0.0,0.0,0.0,0.0
48,S2_stabilize_aux,0.0002,181.38990449905396,5.79953315306683,73.02295918367346,95.5,95.65925925925926,54.03456790123457,52.69259259259259,0.0,0.0,0.6326530612244898,0.6000000000000005,3.171267262526921,1.0876750921716496,2.649167333330427,0.369564134247449,0.0017953162290612046,0.005561675607911026,5.167868273598807,0.3537127761816492,0.12834364867636136,1.6925203119005476,9.02653574456974,2.8040616025730056,0.10189844447435165,0.0,0.0,0.0,0.0,0.0,0.0
49,S2_stabilize_aux,0.0002,183.29214596748352,5.6020453900707015,74.58545918367346,95.72962962962963,95.72962962962963,51.65432098765432,50.35925925925926,0.0,0.0,0.6326530612244898,0.6000000000000005,3.0198235536108213,1.066090249285406,2.6499008256561902,0.36887157206632654,0.0019904934630102043,0.005129415679685011,4.869199353821424,0.3469304624868899,0.12953946085608736,1.6956152624013472,8.949207841133585,2.873899870989274,0.0994299587850668,0.0,0.0,0.0,0.0,0.0,0.0
50,S2_stabilize_aux,0.0002,183.50468111038208,6.041480078989146,71.89094387755102,95.85185185185185,95.85185185185185,54.001234567901236,52.7037037037037,0.0,0.0,0.5918367346938775,0.6000000000000005,3.3338019057196013,1.1055932482894586,2.6500105565908005,0.36697325414540816,0.001888683864048549,0.0055928664467278484,5.394197748631847,0.36053055281541785,0.13864856783528717,1.7079737332402443,8.921308935904989,2.9561174816014817,0.10043323579795506,0.0,0.0,0.0,0.0,0.0,0.0
51,S2_stabilize_aux,0.0002,183.0097587108612,5.32308613524145,77.05676020408163,95.92222222222222,95.92222222222222,53.001234567901236,51.93333333333333,0.0,0.0,0.673469387755102,0.6000000000000005,2.756175129997487,1.0458234280956036,2.6478686965241724,0.34994818239795916,0.0020687142196966677,0.004918408069322456,4.722797471649793,0.33071902941684334,0.11394441439485063,1.6548299108232771,8.344700842487569,2.721381834575108,0.09001524404299502,0.0,0.0,0.0,0.0,0.0,0.0
52,S2_stabilize_aux,0.0002,183.99230456352234,5.442932114309194,75.81313775510205,95.83333333333333,95.92222222222222,53.25679012345679,52.11851851851852,0.0,0.0,0.5714285714285714,0.6000000000000005,2.8867509936799807,1.0198189372919044,2.6480099035769094,0.3526985012755102,0.002172800959373007,0.004620597018309089,4.720252980991286,0.3311696216768148,0.12050299125970626,1.6647398009592174,8.419089774696195,2.8054602997643605,0.09357525039540261,0.0,0.0,0.0,0.0,0.0,0.0
53,S2_stabilize_aux,0.0002,184.0687346458435,5.7126218786045,74.50573979591837,96.08888888888889,96.08888888888889,54.096296296296295,52.94814814814815,0.0,0.0,0.4897959183673469,0.6000000000000005,3.0682433223237795,1.0530282794212809,2.64710064323581,0.35268355389030615,0.0020184711534149795,0.005220377664509401,4.997510070703467,0.3435182325085815,0.12806164602539977,1.6791464674229524,9.000554863287478,2.9083183784874116,0.09257125177857828,0.0,0.0,0.0,0.0,0.0,0.0
54,S2_stabilize_aux,0.0002,180.3759126663208,6.108032902892755,71.7952806122449,95.93333333333334,96.08888888888889,53.97530864197531,52.87407407407407,0.0,0.0,0.6326530612244898,0.6000000000000005,3.3692193079967887,1.0920484941832873,2.6523931269743004,0.36812918526785715,0.0019510643822806223,0.005441040252050271,5.256691526393501,0.3634362211641,0.13719668208944555,1.7112523438979168,8.922941723648382,2.9673532223214907,0.10190212392077154,0.0,0.0,0.0,0.0,0.0,0.0
55,S2_stabilize_aux,0.0002,182.21202516555786,5.613703664468259,75.03188775510205,96.28888888888889,96.28888888888889,52.4,51.285185185185185,0.0,0.0,0.6326530612244898,0.6000000000000005,2.97386710741082,1.0237118954561195,2.648618459701538,0.3497987085459184,0.002259789680948063,0.004575198262036607,4.954401405490175,0.33318830266290783,0.12030482702717489,1.6664278044992564,8.730449939260678,2.8871074136422603,0.09213890659869933,0.0,0.0,0.0,0.0,0.0,0.0
56,S2_stabilize_aux,0.0002,182.3341965675354,5.9913365986882425,72.94323979591837,96.07037037037037,96.28888888888889,52.5679012345679,51.525925925925925,0.0,0.0,0.7346938775510204,0.6000000000000005,3.2763204112344857,1.0362654316182038,2.6584559070820712,0.35666204958545916,0.0020781049923020967,0.005322571974532793,5.249402761459351,0.3520875044014989,0.1346289957208293,1.7009690221475096,8.827982610585739,2.822003564056085,0.09697386029423499,0.0,0.0,0.0,0.0,0.0,0.0
57,S2_stabilize_aux,0.0002,180.45727634429932,6.697357031763817,68.4311224489796,96.38518518518518,96.38518518518518,54.59753086419753,53.7037037037037,0.0,0.0,0.4897959183673469,0.6000000000000005,3.7829165118081227,1.1535182887194109,2.653309700440387,0.3635851801658163,0.001977020380448322,0.0055744538287993296,5.686317774714256,0.37366298783798607,0.1448133256362409,1.72345482329933,9.679754578337377,3.0540102963544884,0.09854673571428474,0.0,0.0,0.0,0.0,0.0,0.0
58,S2_stabilize_aux,0.0002,183.09861588478088,5.689473672788971,75.2391581632653,96.36296296296297,96.38518518518518,53.55925925925926,52.48518518518519,0.0,0.0,0.5714285714285714,0.6000000000000005,2.977455655531007,1.0532303841746584,2.6508839325029023,0.3484384964923469,0.002377607384506537,0.0048116446990633804,4.912820539912399,0.33673834405383285,0.12113679618555673,1.6595606852550895,8.53850118481383,2.782793504851205,0.09122537981186594,0.0,0.0,0.0,0.0,0.0,0.0
