seed,support_selection_policy,transform_mode,transform_strength,topm,proto_mix,aux_score_weight,radius_norm,old_bias,neg_lambda,neg_threshold,neg_margin,mutual_only,scenario_aware,balanced_assignment,scenario_balanced_assignment,proto_repel_lambda,proto_repel_margin,proto_repel_steps,proto_repel_anchor,pair_refine_similarity,pair_refine_changed_predictions,pair_axis_similarity,pair_axis_weight,pair_axis_clip,pair_axis_count,pair_gaussian_similarity,pair_gaussian_weight,pair_gaussian_clip,pair_gaussian_count,pair_fisher_similarity,pair_fisher_weight,pair_fisher_alpha,pair_fisher_clip,pair_fisher_count,support_guided_proxy_weight,support_guided_proxy_top_pairs,support_guided_proxy_clip,support_guided_proxy_count,stored_support_guided_proxy_scalars,pair_logreg_similarity,pair_logreg_weight,pair_logreg_alpha,pair_logreg_clip,pair_logreg_scope,pair_logreg_count,stored_pair_logreg_scalars,new_old_conflict_bias_threshold,new_old_conflict_bias_weight,new_old_conflict_bias,old_new_runnerup_rescue_similarity,old_new_runnerup_rescue_margin,old_new_runnerup_rescue_weight,old_new_runnerup_rescue_pairs,old_new_runnerup_rescue_count,bootstrap_proto_mix,bootstrap_proto_drop,bootstrap_proto_topm,stored_bootstrap_prototype_count,core_proto_weight,core_proto_count,core_proto_topm,core_proto_mode,stored_core_prototype_count,ridge_head_weight,ridge_head_alpha,ridge_head_clip,stored_ridge_head_scalars,subspace_proto_weight,subspace_proto_rank,subspace_proto_rank_used,subspace_proto_power,subspace_proto_clip,stored_subspace_proto_scalars,class_diag_metric_weight,class_diag_metric_similarity,class_diag_metric_alpha,class_diag_metric_power,class_diag_metric_clip,class_diag_metric_count,stored_class_diag_metric_scalars,support_bias_weight,support_bias_step,support_bias_rounds,support_bias_loo_min_acc,support_bias_loo_mean_acc,stored_support_bias_scalars,mahal_proto_weight,mahal_proto_alpha,mahal_proto_diag_mix,mahal_proto_clip,score_calibration,assignment_margin_weight,assignment_margin_clip,labelprop_weight,labelprop_k,labelprop_alpha,labelprop_temperature,labelprop_rounds,labelprop_clip,labelprop_scope,labelprop_edges,query_graph_weight,query_graph_k,query_graph_temperature,query_graph_rounds,query_graph_scope,query_graph_edges,source_guard_mode,source_guard_weight,source_guard_conf_min,source_guard_margin_min,source_guard_count,source_proto_anchor_mode,source_proto_anchor_weight,source_proto_anchor_center,source_proto_anchor_count,stored_source_proto_anchor_scalars,stored_mahal_proto_scalars,query_old_acc,query_min_old_class_acc,query_seen_new_acc,query_min_seen_new_class_acc,query_passes_new_floor75,query_passes_joint_target,query_per_old_acc,query_per_new_acc,stored_quantized_support_code_count,stored_raw_support_count,stored_class_prototype_count,stored_transform_scalars,stored_aux_transform_scalars,transform_scale_min,transform_scale_max,transform_scale_mean,max_offdiag_proto_sim
421029,stable_first,diag_fisher,0.5,4,0.25,0.0,0.0,0.001,0.7,0.75,0.01,True,True,False,True,0.0,0.85,0,0.5,1.1,0,1.1,0.0,1.0,0,0.95,0.005,2.0,7,0.9,0.01,1.0,2.0,10,0.0,0,2.0,0,0,1.1,0.0,1.0,2.0,all,0,0,1.1,0.0,{},1.1,0.0,0.0,0,0,0.0,1,1,0,0.1,2,2,axis,32,0.015,0.01,2.0,2576,0.0,8,0,0.0,3.0,0,0.0,0.9,0.01,0.5,2.0,0,0,0.0,0.01,4,0.0,0.0,0,0.0,1.0,0.5,3.0,none,0.0,1.0,0.0,8,0.8,0.05,10,2.0,all,0,0.0,8,0.05,1,all,0,none,0.0,0.0,0.0,0,none,0.0,0.0,0,0,0,0.6190476190476191,0.2,0.4614285714285714,0.42857142857142855,False,False,"{""14-10"": 0.7714285714285715, ""14-7"": 0.6571428571428571, ""20-15"": 0.7571428571428571, ""20-19"": 0.5428571428571428, ""6-15"": 0.7857142857142857, ""8-20"": 0.2}","{""10-10"": 0.42857142857142855, ""11-10"": 0.44285714285714284, ""18-5"": 0.4857142857142857, ""19-3"": 0.45714285714285713, ""2-13"": 0.5142857142857142, ""2-5"": 0.45714285714285713, ""3-8"": 0.44285714285714284, ""4-10"": 0.4857142857142857, ""8-18"": 0.44285714285714284, ""8-3"": 0.45714285714285713}",160,0,16,320,0,0.22360679774997896,2.7655212827404445,0.9156099420156195,0.9811726345642628
421029,stable_first,diag_fisher,0.5,4,0.25,0.0,0.0,0.001,0.7,0.75,0.01,True,True,False,True,0.0,0.85,0,0.5,1.1,0,1.1,0.0,1.0,0,0.95,0.005,2.0,7,0.9,0.01,1.0,2.0,10,0.0,0,2.0,0,0,1.1,0.0,1.0,2.0,all,0,0,1.1,0.0,{},1.1,0.0,0.0,0,0,0.0,1,1,0,0.0,2,2,axis,0,0.015,0.01,2.0,2576,0.0,8,0,0.0,3.0,0,0.0,0.9,0.01,0.5,2.0,0,0,0.0,0.01,4,0.0,0.0,0,0.0,1.0,0.5,3.0,none,0.0,1.0,0.0,8,0.8,0.05,10,2.0,all,0,0.0,8,0.05,1,all,0,none,0.0,0.0,0.0,0,none,0.0,0.0,0,0,0,0.6309523809523809,0.2,0.46,0.4,False,False,"{""14-10"": 0.7714285714285715, ""14-7"": 0.6714285714285714, ""20-15"": 0.7714285714285715, ""20-19"": 0.5571428571428572, ""6-15"": 0.8142857142857143, ""8-20"": 0.2}","{""10-10"": 0.42857142857142855, ""11-10"": 0.42857142857142855, ""18-5"": 0.4857142857142857, ""19-3"": 0.4714285714285714, ""2-13"": 0.5, ""2-5"": 0.4857142857142857, ""3-8"": 0.45714285714285713, ""4-10"": 0.4857142857142857, ""8-18"": 0.4, ""8-3"": 0.45714285714285713}",160,0,16,320,0,0.22360679774997896,2.7655212827404445,0.9156099420156195,0.9811726345642628
