collab_count,old_acc,min_old_class_acc,seen_new_acc,min_seen_new_class_acc,unknown_reject_rate,unknown_FAR,known_coverage,defer_rate,request_more_rate,bytes_per_event,latency_ms_p95,meets_old_goal,meets_seen_new_goal,meets_unknown_goal
1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,96.0,1.1050637532025576,False,False,True
