run,row,epoch,kind,records,score_path,clean,leo_clear_weak,leo_low_elev_weak,leo_rain_weak,leo_mean,worst_scene
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,90,periodic,672000,runs/a1_mechanism_periodic_s392005_20260910_r1/D0_NO_ORBIT/target_epochs/E090/score.json,77.76369047619048,57.12261904761905,55.088095238095235,55.25952380952381,55.8234126984127,55.088095238095235
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,100,periodic,672000,runs/a1_mechanism_periodic_s392005_20260910_r1/D0_NO_ORBIT/target_epochs/E100/score.json,78.3952380952381,63.211904761904755,60.65238095238096,60.48214285714286,61.44880952380953,60.48214285714286
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,110,periodic,672000,runs/a1_mechanism_periodic_s392005_20260910_r1/D0_NO_ORBIT/target_epochs/E110/score.json,78.30238095238096,65.38630952380953,62.860119047619044,62.636309523809516,63.62757936507936,62.636309523809516
a1_mechanism_periodic_s392005_20260910_r1,D1_THREE_VIEW,80,periodic,672000,runs/a1_mechanism_periodic_s392005_20260910_r1/D1_THREE_VIEW/target_epochs/E080/score.json,78.39345238095238,62.17321428571429,59.56904761904762,60.04821428571429,60.5968253968254,59.56904761904762
a1_mechanism_periodic_s392005_20260910_r1,D2_PHYSICAL_ORBIT,80,periodic,672000,runs/a1_mechanism_periodic_s392005_20260910_r1/D2_PHYSICAL_ORBIT/target_epochs/E080/score.json,78.52976190476191,61.67857142857143,59.308928571428574,59.778571428571425,60.25535714285714,59.308928571428574
a1_mechanism_periodic_s392005_20260910_r1,D2_PHYSICAL_ORBIT,90,periodic,672000,runs/a1_mechanism_periodic_s392005_20260910_r1/D2_PHYSICAL_ORBIT/target_epochs/E090/score.json,77.59761904761905,65.30654761904762,63.22976190476191,63.31071428571428,63.94900793650794,63.22976190476191
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,672000,runs/a1_mechanism_periodic_s392005_20260910_r1/D3_TANGENT/target_epochs/E080/score.json,75.59821428571428,59.10238095238095,56.72857142857143,57.56369047619047,57.79821428571429,56.72857142857143
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,672000,runs/a1_mechanism_periodic_s392005_20260910_r1/D3_TANGENT/target_epochs/E090/score.json,79.28630952380954,65.2845238095238,63.733928571428564,64.09642857142858,64.37162698412698,63.733928571428564
a1_mechanism_periodic_s392005_20260910_r1,F0_R3_REFERENCE,80,periodic,672000,runs/a1_mechanism_periodic_s392005_20260910_r1/F0_R3_REFERENCE/target_epochs/E080/score.json,79.13392857142857,62.066071428571426,59.67797619047619,60.073214285714286,60.605753968253964,59.67797619047619
a1_mechanism_periodic_s392005_20260910_r1,F3_R3_SWAP,80,periodic,672000,runs/a1_mechanism_periodic_s392005_20260910_r1/F3_R3_SWAP/target_epochs/E080/score.json,77.58392857142857,60.155952380952385,58.610119047619044,59.13869047619048,59.30158730158731,58.610119047619044
a1_r3_budget_s392005_20260909_r2,R3_B120,60,periodic,672000,runs/a1_r3_budget_s392005_20260909_r2/R3_B120/target_epochs/E060/score.json,79.09226190476191,63.3827380952381,61.70535714285714,61.738095238095234,62.275396825396825,61.70535714285714
a1_r3_budget_s392005_20260909_r2,R3_B120,70,periodic,672000,runs/a1_r3_budget_s392005_20260909_r2/R3_B120/target_epochs/E070/score.json,76.90119047619048,62.05357142857143,60.96488095238095,61.06607142857143,61.36150793650794,60.96488095238095
a1_r3_budget_s392005_20260909_r2,R3_B120,80,periodic,672000,runs/a1_r3_budget_s392005_20260909_r2/R3_B120/target_epochs/E080/score.json,77.45178571428572,63.986309523809524,62.728571428571435,62.87619047619047,63.19702380952381,62.728571428571435
a1_r3_budget_s392005_20260909_r2,R3_B120,90,periodic,672000,runs/a1_r3_budget_s392005_20260909_r2/R3_B120/target_epochs/E090/score.json,77.96726190476191,63.906547619047615,62.73273809523809,62.84642857142857,63.16190476190476,62.73273809523809
a1_r3_budget_s392005_20260909_r2,R3_B120,100,periodic,672000,runs/a1_r3_budget_s392005_20260909_r2/R3_B120/target_epochs/E100/score.json,77.23690476190475,64.8625,63.62738095238095,63.72023809523809,64.07003968253967,63.62738095238095
a1_r3_budget_s392005_20260909_r2,R3_B120,110,periodic,672000,runs/a1_r3_budget_s392005_20260909_r2/R3_B120/target_epochs/E110/score.json,77.34107142857142,64.6422619047619,63.451190476190476,63.60654761904762,63.9,63.451190476190476
a1_r3_budget_s392005_20260909_r2,R3_B120,120,periodic,672000,runs/a1_r3_budget_s392005_20260909_r2/R3_B120/target_epochs/E120/score.json,77.36964285714286,64.775,63.60178571428572,63.7077380952381,64.0281746031746,63.60178571428572
a1_r3_budget_s392005_20260909_r2,R3_B160,80,periodic,672000,runs/a1_r3_budget_s392005_20260909_r2/R3_B160/target_epochs/E080/score.json,78.52559523809524,64.83214285714286,63.26130952380953,63.525595238095235,63.87301587301587,63.26130952380953
a1_r3_budget_s392005_20260909_r2,R3_B160,90,periodic,672000,runs/a1_r3_budget_s392005_20260909_r2/R3_B160/target_epochs/E090/score.json,78.72678571428573,64.43511904761905,62.96904761904762,63.23333333333333,63.54583333333333,62.96904761904762
a1_r3_budget_s392005_20260909_r2,R3_B160,100,periodic,672000,runs/a1_r3_budget_s392005_20260909_r2/R3_B160/target_epochs/E100/score.json,78.23333333333333,64.11488095238094,62.66666666666667,63.12321428571429,63.3015873015873,62.66666666666667
a1_r3_budget_s392005_20260909_r2,R3_B160,110,periodic,672000,runs/a1_r3_budget_s392005_20260909_r2/R3_B160/target_epochs/E110/score.json,78.91964285714286,67.25892857142857,65.43333333333334,65.76488095238095,66.15238095238095,65.43333333333334
a1_r3_budget_s392005_20260909_r2,R3_B160,120,periodic,672000,runs/a1_r3_budget_s392005_20260909_r2/R3_B160/target_epochs/E120/score.json,78.89940476190476,67.23095238095237,65.69345238095238,66.0279761904762,66.31746031746032,65.69345238095238
a1_r3_budget_s392005_20260909_r2,R3_B160,130,periodic,672000,runs/a1_r3_budget_s392005_20260909_r2/R3_B160/target_epochs/E130/score.json,78.62142857142858,67.61488095238096,65.94166666666666,66.25535714285714,66.60396825396826,65.94166666666666
a1_r3_budget_s392005_20260909_r2,R3_B160,140,periodic,672000,runs/a1_r3_budget_s392005_20260909_r2/R3_B160/target_epochs/E140/score.json,78.8047619047619,67.77142857142857,66.08809523809524,66.4172619047619,66.75892857142857,66.08809523809524
a1_r3_budget_s392005_20260909_r2,R3_B160,150,periodic,672000,runs/a1_r3_budget_s392005_20260909_r2/R3_B160/target_epochs/E150/score.json,78.54880952380952,67.83214285714286,66.1125,66.43214285714286,66.7922619047619,66.1125
a1_r3_budget_s392005_20260909_r2,R3_B160,160,periodic,672000,runs/a1_r3_budget_s392005_20260909_r2/R3_B160/target_epochs/E160/score.json,78.58035714285714,67.79107142857143,66.10833333333333,66.38214285714285,66.76051587301588,66.10833333333333
a1_r3_scratch_s392005_20260908_r1,R3_FAST_SEQUENTIAL,200,final,672000,runs/a1_r3_scratch_s392005_20260908_r1/R3_FAST_SEQUENTIAL/target_prediction/score.json,78.61488095238094,69.27380952380953,67.51309523809523,67.91011904761905,68.23234126984127,67.51309523809523
a1_r3_scratch_s392005_20260908_r1,R3_REFERENCE,200,final,672000,runs/a1_r3_scratch_s392005_20260908_r1/R3_REFERENCE/target_prediction/score.json,79.1125,69.56964285714285,67.81904761904762,68.15119047619046,68.51329365079364,67.81904761904762
a1_r3_scratch_s392005_20260908_r1,R3_STRUCTURE_CONTROL,200,final,672000,runs/a1_r3_scratch_s392005_20260908_r1/R3_STRUCTURE_CONTROL/target_prediction/score.json,77.98869047619048,68.64226190476191,66.94940476190476,67.11190476190477,67.56785714285714,66.94940476190476
