run,row,epoch,kind,scenario,class,accuracy_pct
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,200,final,leo_low_elev_weak,2,56.92857142857143
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,200,final,leo_low_elev_weak,3,57.225
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,200,final,leo_low_elev_weak,4,94.30714285714285
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,200,final,leo_low_elev_weak,5,81.15357142857142
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,200,final,leo_rain_weak,0,80.51785714285714
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,200,final,leo_rain_weak,1,33.517857142857146
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,200,final,leo_rain_weak,2,56.471428571428575
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,200,final,leo_rain_weak,3,55.81428571428572
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,200,final,leo_rain_weak,4,94.03928571428571
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,200,final,leo_rain_weak,5,82.64285714285714
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,clean,0,91.10714285714285
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,clean,1,48.482142857142854
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,clean,2,71.43928571428572
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,clean,3,67.225
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,clean,4,99.56785714285714
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,clean,5,95.34285714285714
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,leo_clear_weak,0,74.55000000000001
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,leo_clear_weak,1,35.30357142857143
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,leo_clear_weak,2,63.13214285714286
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,leo_clear_weak,3,61.81071428571428
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,leo_clear_weak,4,96.85000000000001
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,leo_clear_weak,5,83.21428571428572
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,leo_low_elev_weak,0,73.63928571428572
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,leo_low_elev_weak,1,34.07142857142857
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,leo_low_elev_weak,2,60.182142857142864
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,leo_low_elev_weak,3,58.017857142857146
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,leo_low_elev_weak,4,94.81071428571428
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,leo_low_elev_weak,5,84.37142857142858
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,leo_rain_weak,0,74.70714285714286
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,leo_rain_weak,1,34.517857142857146
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,leo_rain_weak,2,60.19285714285715
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,leo_rain_weak,3,56.40714285714286
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,leo_rain_weak,4,94.68571428571428
a1_fast_v2_s392005_20260909_r1,F2_WARM_EMA,200,final,leo_rain_weak,5,85.08214285714286
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,clean,0,91.98571428571428
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,clean,1,50.47142857142857
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,clean,2,73.90714285714286
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,clean,3,67.03214285714286
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,clean,4,99.68214285714285
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,clean,5,96.0
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,leo_clear_weak,0,73.28928571428571
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,leo_clear_weak,1,35.625
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,leo_clear_weak,2,63.878571428571426
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,leo_clear_weak,3,62.57142857142857
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,leo_clear_weak,4,96.71071428571429
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,leo_clear_weak,5,83.61785714285715
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,leo_low_elev_weak,0,72.01428571428572
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,leo_low_elev_weak,1,34.175
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,leo_low_elev_weak,2,60.18571428571428
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,leo_low_elev_weak,3,59.146428571428565
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,leo_low_elev_weak,4,94.58571428571429
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,leo_low_elev_weak,5,84.65357142857142
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,leo_rain_weak,0,73.01785714285714
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,leo_rain_weak,1,34.699999999999996
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,leo_rain_weak,2,60.42142857142857
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,leo_rain_weak,3,57.44285714285714
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,leo_rain_weak,4,94.58571428571429
a1_fast_v2_s392005_20260909_r1,F0_FIXED_BASE,200,final,leo_rain_weak,5,85.49285714285715
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,clean,0,93.23928571428571
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,clean,1,45.52142857142857
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,clean,2,74.03214285714286
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,clean,3,68.07857142857144
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,clean,4,99.76785714285714
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,clean,5,92.77499999999999
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,leo_clear_weak,0,71.96785714285714
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,leo_clear_weak,1,35.325
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,leo_clear_weak,2,63.589285714285715
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,leo_clear_weak,3,61.332142857142856
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,leo_clear_weak,4,96.52142857142857
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,leo_clear_weak,5,81.29642857142856
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,leo_low_elev_weak,0,69.94642857142857
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,leo_low_elev_weak,1,33.71785714285714
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,leo_low_elev_weak,2,60.042857142857144
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,leo_low_elev_weak,3,58.09285714285715
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,leo_low_elev_weak,4,94.66428571428571
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,leo_low_elev_weak,5,82.91785714285714
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,leo_rain_weak,0,71.55357142857143
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,leo_rain_weak,1,34.214285714285715
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,leo_rain_weak,2,60.542857142857144
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,leo_rain_weak,3,56.746428571428574
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,leo_rain_weak,4,94.56428571428572
a1_fast_v2_s392005_20260909_r1,F3_COVERAGE_KL,200,final,leo_rain_weak,5,83.60357142857143
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,clean,0,91.39285714285714
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,clean,1,47.125
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,clean,2,72.92142857142856
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,clean,3,67.625
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,clean,4,99.40357142857142
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,clean,5,95.14642857142857
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,leo_clear_weak,0,74.2
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,leo_clear_weak,1,34.982142857142854
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,leo_clear_weak,2,63.949999999999996
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,leo_clear_weak,3,62.39642857142857
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,leo_clear_weak,4,96.12142857142857
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,leo_clear_weak,5,82.69285714285715
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,leo_low_elev_weak,0,73.075
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,leo_low_elev_weak,1,33.175
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,leo_low_elev_weak,2,60.13214285714285
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,leo_low_elev_weak,3,59.5
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,leo_low_elev_weak,4,93.47142857142858
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,leo_low_elev_weak,5,83.99285714285715
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,leo_rain_weak,0,74.06785714285714
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,leo_rain_weak,1,33.6
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,leo_rain_weak,2,60.51428571428571
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,leo_rain_weak,3,58.099999999999994
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,leo_rain_weak,4,93.23928571428571
a1_fast_v2_s392005_20260909_r1,F1_RUNTIME,200,final,leo_rain_weak,5,84.90714285714286
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,clean,0,88.87857142857143
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,clean,1,50.92142857142857
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,clean,2,52.25
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,clean,3,71.64642857142857
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,clean,4,99.76428571428572
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,clean,5,90.12857142857142
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,leo_clear_weak,0,40.21071428571428
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,leo_clear_weak,1,27.646428571428572
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,leo_clear_weak,2,48.45714285714286
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,leo_clear_weak,3,70.675
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,leo_clear_weak,4,86.96785714285714
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,leo_clear_weak,5,80.65714285714286
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,leo_low_elev_weak,0,39.496428571428574
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,leo_low_elev_weak,1,27.264285714285712
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,leo_low_elev_weak,2,44.10357142857143
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,leo_low_elev_weak,3,67.225
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,leo_low_elev_weak,4,82.62857142857143
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,leo_low_elev_weak,5,79.65357142857142
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,leo_rain_weak,0,43.15357142857143
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,leo_rain_weak,1,27.121428571428574
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,leo_rain_weak,2,45.44285714285714
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,leo_rain_weak,3,65.98928571428571
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,leo_rain_weak,4,82.71071428571429
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,80,periodic,leo_rain_weak,5,80.96428571428571
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,clean,0,91.46428571428571
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,clean,1,56.86071428571429
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,clean,2,67.65357142857142
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,clean,3,66.6392857142857
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,clean,4,99.63928571428572
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,clean,5,93.46071428571429
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,leo_clear_weak,0,53.10357142857143
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,leo_clear_weak,1,38.25
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,leo_clear_weak,2,61.89285714285714
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,leo_clear_weak,3,62.78928571428571
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,leo_clear_weak,4,92.85
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,leo_clear_weak,5,82.82142857142857
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,leo_low_elev_weak,0,54.300000000000004
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,leo_low_elev_weak,1,37.01428571428572
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,leo_low_elev_weak,2,58.67142857142858
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,leo_low_elev_weak,3,58.707142857142856
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,leo_low_elev_weak,4,90.14642857142857
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,leo_low_elev_weak,5,83.56428571428572
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,leo_rain_weak,0,56.90714285714286
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,leo_rain_weak,1,36.917857142857144
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,leo_rain_weak,2,59.58571428571429
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,leo_rain_weak,3,56.625
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,leo_rain_weak,4,90.18214285714285
a1_mechanism_periodic_s392005_20260910_r1,D3_TANGENT,90,periodic,leo_rain_weak,5,84.3607142857143
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,clean,0,89.75
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,clean,1,43.160714285714285
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,clean,2,71.24285714285715
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,clean,3,69.925
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,clean,4,99.78214285714286
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,clean,5,96.56428571428572
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,leo_clear_weak,0,40.753571428571426
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,leo_clear_weak,1,25.435714285714283
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,leo_clear_weak,2,56.925000000000004
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,leo_clear_weak,3,69.12857142857143
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,leo_clear_weak,4,90.43214285714286
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,leo_clear_weak,5,90.03928571428571
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,leo_low_elev_weak,0,38.92142857142857
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,leo_low_elev_weak,1,25.157142857142855
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,leo_low_elev_weak,2,52.900000000000006
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,leo_low_elev_weak,3,65.03214285714286
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,leo_low_elev_weak,4,87.16071428571428
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,leo_low_elev_weak,5,89.10357142857143
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,leo_rain_weak,0,41.746428571428574
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,leo_rain_weak,1,25.00357142857143
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,leo_rain_weak,2,53.70357142857143
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,leo_rain_weak,3,63.91785714285714
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,leo_rain_weak,4,87.06071428571428
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,80,periodic,leo_rain_weak,5,89.67142857142856
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,clean,0,92.55714285714286
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,clean,1,53.296428571428564
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,clean,2,68.35714285714286
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,clean,3,66.06071428571428
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,clean,4,99.85357142857143
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,clean,5,95.37142857142857
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,leo_clear_weak,0,68.08571428571429
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,leo_clear_weak,1,31.36785714285714
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,leo_clear_weak,2,58.07142857142858
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,leo_clear_weak,3,61.45
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,leo_clear_weak,4,91.89285714285714
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,leo_clear_weak,5,89.33214285714286
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,leo_low_elev_weak,0,67.6107142857143
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,leo_low_elev_weak,1,30.210714285714285
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,leo_low_elev_weak,2,53.82142857142858
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,leo_low_elev_weak,3,56.43214285714285
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,leo_low_elev_weak,4,89.12142857142857
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,leo_low_elev_weak,5,89.23571428571428
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,leo_rain_weak,0,69.72857142857143
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,leo_rain_weak,1,29.771428571428572
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,leo_rain_weak,2,54.37499999999999
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,leo_rain_weak,3,54.46071428571428
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,leo_rain_weak,4,88.93571428571428
a1_mechanism_periodic_s392005_20260910_r1,B2_RC4_WEIGHT,90,periodic,leo_rain_weak,5,89.875
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,clean,0,93.89999999999999
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,clean,1,48.510714285714286
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,clean,2,81.40714285714286
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,clean,3,66.69285714285714
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,clean,4,99.82142857142857
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,clean,5,88.57857142857142
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,leo_clear_weak,0,37.86785714285714
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,leo_clear_weak,1,33.09642857142857
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,leo_clear_weak,2,58.31071428571428
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,leo_clear_weak,3,53.474999999999994
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,leo_clear_weak,4,63.982142857142854
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,leo_clear_weak,5,89.91071428571429
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,leo_low_elev_weak,0,38.332142857142856
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,leo_low_elev_weak,1,31.41785714285714
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,leo_low_elev_weak,2,54.667857142857144
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,leo_low_elev_weak,3,47.82142857142857
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,leo_low_elev_weak,4,63.28214285714285
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,leo_low_elev_weak,5,87.84285714285714
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,leo_rain_weak,0,39.67857142857143
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,leo_rain_weak,1,30.389285714285712
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,leo_rain_weak,2,55.35714285714286
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,leo_rain_weak,3,45.83571428571428
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,leo_rain_weak,4,63.73928571428571
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,80,periodic,leo_rain_weak,5,88.97500000000001
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,100,periodic,clean,0,93.65
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,100,periodic,clean,1,48.86071428571429
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,100,periodic,clean,2,75.34642857142858
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,100,periodic,clean,3,66.21071428571429
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,100,periodic,clean,4,99.46071428571429
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,100,periodic,clean,5,86.84285714285714
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,100,periodic,leo_clear_weak,0,66.38214285714285
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,100,periodic,leo_clear_weak,1,30.735714285714288
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,100,periodic,leo_clear_weak,2,56.77142857142857
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,100,periodic,leo_clear_weak,3,58.47857142857143
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,100,periodic,leo_clear_weak,4,77.55357142857143
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,100,periodic,leo_clear_weak,5,89.35
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,100,periodic,leo_low_elev_weak,0,64.2
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,100,periodic,leo_low_elev_weak,1,28.382142857142856
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,100,periodic,leo_low_elev_weak,2,53.175
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,100,periodic,leo_low_elev_weak,3,54.221428571428575
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,100,periodic,leo_low_elev_weak,4,74.73928571428571
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,100,periodic,leo_low_elev_weak,5,89.19642857142858
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,100,periodic,leo_rain_weak,0,65.20357142857142
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,100,periodic,leo_rain_weak,1,27.892857142857142
a1_mechanism_periodic_s392005_20260910_r1,D0_NO_ORBIT,100,periodic,leo_rain_weak,2,53.16428571428572
