run,row,epoch,epoch_time_s,train_time_periodic_target_seconds,train_loss,val_tx_acc,stage_source_val_sat_mean_tx,train_optimizer_step_applied,train_skipped_nonfinite_grad,train_skipped_nonfinite_loss,lr
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,32,205.02844309806824,,5.169566190994538,97.95555555555555,59.855555555555554,1.0,0.0,0.0,0.00018763448740408825
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,33,205.0290584564209,,4.841608953905535,98.1,60.699999999999996,1.0,0.0,0.0,0.0001866896096253911
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,34,204.49805235862732,,5.099909084337252,98.34444444444445,61.614814814814814,1.0,0.0,0.0,0.0001857128179548063
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,35,203.19324231147766,,5.691890398661296,98.27777777777777,60.787654320987656,1.0,0.0,0.0,0.00018470451887795726
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,36,203.39777851104736,,5.287161656328149,98.30740740740741,63.64074074074074,1.0,0.0,0.0,0.00018366513199207342
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,37,204.6137137413025,,5.364566136050868,98.24814814814815,65.39382716049383,1.0,0.0,0.0,0.0001825950898313777
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,38,205.0211033821106,,4.852605870178154,98.27037037037037,64.9753086419753,1.0,0.0,0.0,0.0001814948376870901
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,39,204.94782900810242,,4.806258625812359,98.35555555555555,67.41358024691357,1.0,0.0,0.0,0.00018036483342212268
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,40,205.18599653244019,,4.776626058526941,98.21851851851852,67.45061728395062,1.0,0.0,0.0,0.0001792055472805426
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,41,207.43636918067932,,5.0017507097742575,98.24444444444444,68.33827160493827,1.0,0.0,0.0,0.00017801746169188328
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,42,202.7438645362854,,4.452860307049107,97.91851851851852,67.4641975308642,1.0,0.0,0.0,0.0001768010710703843
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,43,209.93347668647766,,4.968516136074926,98.38148148148149,70.89876543209877,1.0,0.0,0.0,0.00017555688160924424
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,44,205.9124517440796,,5.353067809397036,98.32962962962964,71.1679012345679,1.0,0.0,0.0,0.00017428541106997135
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,45,219.25306582450867,,5.405508220732749,98.22222222222223,73.19259259259259,0.9954954954954955,0.0045045045045045045,0.0,0.00017298718856692058
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,46,219.81128430366516,,5.375998941627708,98.24444444444444,74.3037037037037,1.0,0.0,0.0,0.000171662754347106
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,47,224.92489981651306,,4.654238928545703,98.41481481481482,74.3037037037037,1.0,0.0,0.0,0.00017031265956538036
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,48,219.57574319839478,,5.249468480144535,98.38148148148149,75.87777777777778,1.0,0.0,0.0,0.0001689374660550757
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,49,218.79231429100037,,4.9070606285387335,97.73333333333333,75.24197530864198,1.0,0.0,0.0,0.00016753774609419965
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,50,219.3306610584259,,5.432711160934724,98.1962962962963,75.56419753086419,1.0,0.0,0.0,0.00016611408216728603
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,51,220.92851448059082,,4.875438711664698,98.34814814814816,76.35061728395061,1.0,0.0,0.0,0.00016466706672299729
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,52,220.54152131080627,,5.228661674636978,98.29629629629629,74.67037037037036,1.0,0.0,0.0,0.0001631973019275809
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,53,220.13411021232605,,5.194185720907675,98.11111111111111,77.60493827160495,1.0,0.0,0.0,0.0001617053994142817
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,54,220.03598546981812,,5.1887907799299775,97.68888888888888,76.35432098765433,1.0,0.0,0.0,0.00016019198002881465
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,55,219.56902861595154,,5.230057542388503,98.32592592592593,77.72345679012345,1.0,0.0,0.0,0.0001586576735710038
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,56,221.95572996139526,,5.250259680790944,98.37037037037037,77.76913580246914,1.0,0.0,0.0,0.0001571031185326951
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,57,220.1961748600006,,5.017073026648513,98.45925925925926,79.70864197530864,1.0,0.0,0.0,0.00015552896183205215
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,58,220.2314190864563,,5.457938604526691,98.24814814814815,80.47407407407407,0.9954954954954955,0.0045045045045045045,0.0,0.0001539358585443453
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,59,221.3172972202301,,5.296018785184568,97.91111111111111,79.43703703703703,1.0,0.0,0.0,0.00015232447162934632
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,60,218.9551100730896,,5.262743654551807,98.37777777777778,80.13703703703703,1.0,0.0,0.0,0.00015069547165544173
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,61,220.80229806900024,,5.511546116691452,98.4074074074074,79.84320987654321,1.0,0.0,0.0,0.00014904953652058022
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,62,219.48959636688232,,5.743562788576694,98.04444444444445,81.92592592592592,1.0,0.0,0.0,0.00014738735117016978
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,63,219.75668025016785,,5.033536842277458,98.33703703703704,81.48765432098766,1.0,0.0,0.0,0.00014570960731204183
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,64,220.54680752754211,,5.033752001083649,98.21851851851852,81.70370370370371,1.0,0.0,0.0,0.0001440170031286016
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,65,217.90527439117432,,5.2016777347874,98.2074074074074,82.23950617283951,1.0,0.0,0.0,0.00014231024298628388
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,66,220.57623028755188,,5.304619893297419,98.35925925925926,80.51358024691358,1.0,0.0,0.0,0.0001405900371424355
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,67,219.55743265151978,,5.466351930085604,98.4,83.8111111111111,1.0,0.0,0.0,0.0001388571014497462
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,68,219.6706986427307,,5.3423782834061635,98.42592592592592,81.9753086419753,1.0,0.0,0.0,0.0001371121570583511
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,69,220.60150170326233,,5.106642947540627,98.25555555555556,82.75061728395062,1.0,0.0,0.0,0.0001353559301157287
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,70,219.06355118751526,,5.099543899029225,98.32962962962964,83.44197530864197,1.0,0.0,0.0,0.00013358915146451922
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,71,219.6701147556305,,5.2186687669238525,98.34444444444445,81.83827160493827,1.0,0.0,0.0,0.00013181255633838913
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,72,220.24622654914856,,5.101736561672108,98.22962962962963,84.4888888888889,0.9954954954954955,0.0045045045045045045,0.0,0.00013002688405606828
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,73,219.15874934196472,,5.138714944994128,98.38518518518518,84.1641975308642,1.0,0.0,0.0,0.00012823287771368728
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,74,220.82013392448425,,4.8429798016677035,98.32592592592593,82.60493827160494,1.0,0.0,0.0,0.00012643128387554258
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,75,218.33695077896118,,5.132810965314642,98.46296296296296,84.04074074074073,1.0,0.0,0.0,0.00012462285226341854
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,76,220.20412969589233,,5.1335630116162,98.28148148148148,84.87407407407409,1.0,0.0,0.0,0.00012280833544459568
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,77,220.06474041938782,,4.926757115501541,98.37037037037037,85.05925925925926,1.0,0.0,0.0,0.0001209884885186744
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,78,220.34781408309937,,4.935842515112044,98.4037037037037,83.85185185185185,1.0,0.0,0.0,0.00011916406880334521
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,79,218.9036626815796,,5.092679996748228,98.41111111111111,85.0604938271605,1.0,0.0,0.0,0.00011733583551923571
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,80,227.2977695465088,,7.42427164047688,98.45185185185186,86.19506172839506,1.0,0.0,0.0,0.00011550454947396588
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,81,228.5205249786377,,7.14763858619037,98.36666666666666,86.84814814814814,1.0,0.0,0.0,0.00011367097274554273
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,82,228.12263369560242,,7.243544988804035,98.35925925925926,86.54814814814813,1.0,0.0,0.0,0.0001118358683652265
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,83,229.89503693580627,,7.176613519857596,98.44444444444444,86.71111111111111,1.0,0.0,0.0,0.00011000000000000002
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,84,227.45455408096313,,7.007141850016138,98.31111111111112,87.14814814814815,1.0,0.0,0.0,0.00010816413163477355
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,85,228.5002157688141,,7.042414921898025,98.00740740740741,87.04444444444444,1.0,0.0,0.0,0.00010632902725445731
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,86,226.99274253845215,,7.2006215168549135,98.32592592592593,87.1320987654321,0.9954954954954955,0.0045045045045045045,0.0,0.00010449545052603417
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,87,229.99207091331482,,6.946791606980401,98.44444444444444,88.52592592592593,1.0,0.0,0.0,0.00010266416448076433
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,88,230.448086977005,,6.690420333329622,98.06666666666666,87.8,1.0,0.0,0.0,0.00010083593119665484
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,89,227.46059322357178,,6.836503668948337,98.37777777777778,87.8888888888889,1.0,0.0,0.0,9.901151148132561e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,90,228.0848309993744,,6.855656334945747,98.37037037037037,89.26419753086418,1.0,0.0,0.0,9.719166455540436e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,91,231.81259059906006,,6.529804417678902,98.4,89.0962962962963,1.0,0.0,0.0,9.537714773658149e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,92,227.9325726032257,,6.60424758829512,98.25925925925925,89.17037037037038,1.0,0.0,0.0,9.356871612445746e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,93,226.2854471206665,,6.546400141071629,98.38148148148149,89.97901234567901,1.0,0.0,0.0,9.176712228631273e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,94,228.619225025177,,6.577250754511034,98.35555555555555,90.19012345679012,1.0,0.0,0.0,8.997311594393172e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,95,226.23294377326965,,6.714350687490927,98.23703703703704,89.74691358024693,1.0,0.0,0.0,8.81874436616109e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,96,226.74793076515198,,6.564390978297672,98.18888888888888,89.80864197530865,1.0,0.0,0.0,8.641084853548085e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,97,225.20218110084534,,6.552633669999269,98.46666666666667,90.55802469135801,0.9954954954954955,0.0045045045045045045,0.0,8.464406988427134e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,98,227.9874324798584,,6.7512401063163,98.39259259259259,90.67777777777776,1.0,0.0,0.0,8.288784294164896e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,99,226.54769015312195,,6.769624908765157,98.42592592592592,90.54814814814814,1.0,0.0,0.0,8.11428985502538e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,100,228.43268942832947,,6.606108756752701,98.41481481481482,90.23950617283951,1.0,0.0,0.0,7.940996285756452e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,101,227.68379592895508,,6.518509090483725,98.41111111111111,90.95802469135803,1.0,0.0,0.0,7.768975701371612e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,102,228.9009816646576,,7.01323317729675,98.28888888888889,90.86296296296297,1.0,0.0,0.0,7.598299687139842e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,103,226.6196596622467,,6.683666305499034,98.4962962962963,91.08641975308643,1.0,0.0,0.0,7.429039268795817e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,104,229.01758766174316,,6.505425260947631,98.42592592592592,90.76913580246914,1.0,0.0,0.0,7.261264882983024e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,105,227.86594915390015,,6.3418591978313685,98.45555555555555,91.41975308641975,1.0,0.0,0.0,7.095046347941978e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,106,231.33304357528687,,6.410163995381948,98.41851851851852,91.14074074074074,1.0,0.0,0.0,6.93045283445583e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,107,229.08923816680908,,6.721090910670994,98.38888888888889,91.69753086419753,1.0,0.0,0.0,6.76755283706537e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,108,227.50601291656494,,6.417290659638138,98.37037037037037,91.03333333333335,1.0,0.0,0.0,6.606414145565472e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,109,231.3918595314026,,6.727357681807097,98.4037037037037,91.32716049382715,1.0,0.0,0.0,6.44710381679479e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,110,228.88498449325562,,6.447626851700448,98.42962962962963,91.66666666666667,1.0,0.0,0.0,6.289688146730494e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,111,228.60972499847412,,6.529642065366109,98.35185185185185,92.02962962962964,1.0,0.0,0.0,6.134232642899626e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,112,226.4295916557312,,6.407085443402196,98.38888888888889,91.61851851851851,1.0,0.0,0.0,5.980801997118537e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,113,227.88921284675598,,6.370584376223452,98.42222222222222,91.95679012345677,1.0,0.0,0.0,5.829460058571834e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,114,227.23336815834045,,6.6268992595844445,98.41851851851852,91.41111111111111,1.0,0.0,0.0,5.680269807241913e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,115,230.62694454193115,,6.390832168561918,98.43333333333334,92.05555555555556,1.0,0.0,0.0,5.533293327700275e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,116,228.14618039131165,,6.221077403506717,98.45925925925926,91.97901234567901,0.990990990990991,0.009009009009009009,0.0,5.3885917832713996e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,117,227.51788330078125,,6.310525445250778,98.45185185185186,92.21111111111111,1.0,0.0,0.0,5.24622539058004e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,118,228.19105505943298,,6.529181983019854,98.36666666666666,92.41111111111111,1.0,0.0,0.0,5.106253394492435e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,119,227.148681640625,,6.216792374043851,98.43703703703704,92.01604938271605,1.0,0.0,0.0,4.968734043461966e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,120,227.89233589172363,,6.301552578135654,98.47407407407407,92.07777777777778,1.0,0.0,0.0,4.833724565289403e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,121,226.04760909080505,,6.566590934186368,98.43703703703704,92.40123456790123,1.0,0.0,0.0,4.701281143307946e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,122,226.57107639312744,,6.3960841045723305,98.45555555555555,92.44320987654321,1.0,0.0,0.0,4.5714588930028676e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,123,227.4985477924347,,6.062460015485953,98.42962962962963,92.7,1.0,0.0,0.0,4.444311839075579e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,124,224.9030888080597,,6.269378489202207,98.44074074074074,92.55061728395061,1.0,0.0,0.0,4.319892892961571e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,125,227.803466796875,,6.326788048486452,98.47407407407407,92.48148148148148,1.0,0.0,0.0,4.198253830811677e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,126,227.71097469329834,,6.407505476796949,98.4037037037037,92.54938271604938,1.0,0.0,0.0,4.079445271945741e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,127,225.2745840549469,,6.415136137524167,98.4,92.64444444444443,1.0,0.0,0.0,3.963516657787732e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,128,229.84084391593933,,5.953639616837373,98.45925925925926,92.81851851851853,1.0,0.0,0.0,3.850516231290986e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,129,225.52354502677917,,6.321338089736733,98.48518518518519,92.779012345679,1.0,0.0,0.0,3.74049101686223e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,130,227.12373304367065,,6.179312339774123,98.41481481481482,92.7716049382716,1.0,0.0,0.0,3.6334868007926584e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,131,226.6767454147339,,6.142983067143071,98.43703703703704,92.79135802469136,1.0,0.0,0.0,3.529548112204275e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,132,229.31942510604858,,6.430543467805192,98.4962962962963,93.02222222222224,0.9954954954954955,0.0045045045045045045,0.0,3.428718204519369e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,133,226.38895225524902,,6.483726526165868,98.43703703703704,93.0604938271605,1.0,0.0,0.0,3.331039037460892e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,134,225.57814645767212,,6.166298709474169,98.45185185185186,92.85802469135801,1.0,0.0,0.0,3.236551259591173e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,135,226.8958179950714,,6.466250901823646,98.38888888888889,93.13333333333333,1.0,0.0,0.0,3.145294191396294e-05
a1_ecrs_cross_rx_s392005_20260909_r1,X2_CROSS_RX_VIEWS,136,225.5689561367035,,6.458396586211952,98.5,92.94691358024691,1.0,0.0,0.0,3.05730580892311e-05
