arm,count,old_acc,seen_new_acc,H_old_new,average_forgetting,min_old_new,joint_score,old_acc_std,old_acc_min,old_acc_max,seen_new_acc_std,seen_new_acc_min,seen_new_acc_max,H_old_new_std,H_old_new_min,H_old_new_max
full_legacy_oracle,125,0.17335555555555554,0.4543333333333333,0.3439232130492511,0.0,0.17208888888888887,0.32387070064604667,0.06873917063979544,0.0,0.4166666666666668,0.11531888156084608,0.2250000000000001,0.7833333333333333,0.08297690988645605,0.19066683523922734,0.6670912275211356
singleview_fft96,125,0.0953111111111111,0.167,0.15308503866314552,0.0,0.0674,0.13846538325808555,0.050249274916456546,-0.0222222222222222,0.19999999999999996,0.12742928322101724,-0.04166666666666663,0.4833333333333334,0.08729817810049731,-0.032094663640470755,0.4153836042861461
