arm,count,old_acc,seen_new_acc,H_old_new,average_forgetting,min_old_new,joint_score,old_acc_std,old_acc_min,old_acc_max,seen_new_acc_std,seen_new_acc_min,seen_new_acc_max,H_old_new_std,H_old_new_min,H_old_new_max
full_legacy_oracle,125,0.8292888888888889,0.9337333333333333,0.8764849323059302,-0.003177777777777779,0.8283333333333334,0.8798357181760508,0.09020587153428128,0.5361111111111111,0.9444444444444443,0.08333237332780367,0.6833333333333332,1.0,0.08526859168279628,0.5997006098923907,0.9712118730550691
singleview_fft96,125,0.7512444444444444,0.6464,0.6856467579198247,0.04124444444444444,0.6398444444444444,0.6944304007880896,0.1345603063662636,0.3527777777777778,0.9416666666666668,0.16794290034942763,0.18333333333333335,0.9,0.1524880463744205,0.2630975452196382,0.8939822921416628
