arm,scenario,count,old_acc,seen_new_acc,H_old_new,average_forgetting,min_old_new,joint_score,old_acc_std,old_acc_min,old_acc_max,seen_new_acc_std,seen_new_acc_min,seen_new_acc_max,H_old_new_std,H_old_new_min,H_old_new_max
full_legacy_oracle,leo_clear_weak,125,0.8489333333333333,0.9572,0.8979566444568441,-0.0038,0.8465333333333332,0.9013633259300591,0.0999887549232968,0.5333333333333333,0.9833333333333333,0.08618677392732599,0.65,1.0,0.08838605907495087,0.6054054054054053,0.9915966386554621
full_legacy_oracle,leo_low_elev_weak,125,0.8104,0.9216,0.8602315499715648,-0.0036666666666666657,0.8072666666666667,0.8640771833238549,0.0993627249581608,0.49166666666666664,0.95,0.08861963665012398,0.65,1.0,0.08828264111066852,0.5776223776223776,0.9743589743589743
full_legacy_oracle,leo_rain_weak,125,0.8285333333333333,0.9224,0.8712666024893817,-0.002066666666666671,0.8245333333333333,0.8740666452742384,0.09028512858962125,0.55,0.9583333333333334,0.10401076867324845,0.55,1.0,0.09123173475517551,0.591549295774648,0.9787234042553191
singleview_fft96,leo_clear_weak,125,0.7856666666666666,0.6886,0.7250631559874837,0.03780000000000001,0.6746666666666666,0.7331099408847168,0.1406082027005063,0.31666666666666665,0.95,0.20187877550649053,0.125,0.975,0.17347716215283357,0.20833333333333334,0.9373333333333334
singleview_fft96,leo_low_elev_weak,125,0.7232666666666666,0.6636,0.6866906844245877,0.04173333333333333,0.6448666666666667,0.6911857836970848,0.1413439304203285,0.35833333333333334,0.9416666666666667,0.1515751958600087,0.275,0.95,0.13795558404102012,0.3413793103448276,0.925
singleview_fft96,leo_rain_weak,125,0.7447999999999999,0.587,0.6451864333474023,0.044199999999999996,0.5782666666666667,0.6589954777824675,0.13534180597451936,0.2916666666666667,0.9333333333333333,0.18046052199858006,0.1,0.925,0.15981459009112697,0.17473684210526316,0.8859154929577465
