arm,experiment_id,receiver,seed,k_shot,old_acc_candidate,old_acc_baseline,delta_old_acc,seen_new_acc_candidate,seen_new_acc_baseline,delta_seen_new_acc,H_old_new_candidate,H_old_new_baseline,delta_H_old_new
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k1_seed713101,7-14,713101,1,0.8055555555555557,0.7972222222222222,0.008333333333333526,0.5333333333333333,0.3,0.23333333333333334,0.6373831851117343,0.43095588754679665,0.20642729756493766
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k10_seed713101,7-14,713101,10,0.8972222222222223,0.8249999999999998,0.07222222222222241,0.8250000000000001,0.5166666666666667,0.30833333333333335,0.8571995256170871,0.6305399827645863,0.22665954285250078
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k2_seed713101,7-14,713101,2,0.8388888888888889,0.8194444444444443,0.019444444444444597,0.6583333333333333,0.47500000000000003,0.1833333333333333,0.7341747021958019,0.5943618217804231,0.13981288041537887
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k20_seed713101,7-14,713101,20,0.9138888888888889,0.861111111111111,0.05277777777777781,0.875,0.5416666666666666,0.33333333333333337,0.8939822921416628,0.6548307178820519,0.23915157425961087
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k5_seed713101,7-14,713101,5,0.8833333333333333,0.8305555555555556,0.0527777777777777,0.7000000000000001,0.45,0.25000000000000006,0.780555706597207,0.5760830437494432,0.20447266284776378
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k1_seed713102,7-14,713102,1,0.7833333333333333,0.725,0.05833333333333335,0.5083333333333333,0.35000000000000003,0.15833333333333327,0.616431400240125,0.45187480176868977,0.16455659847143522
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k10_seed713102,7-14,713102,10,0.8694444444444445,0.7888888888888889,0.0805555555555556,0.8333333333333334,0.47500000000000003,0.35833333333333334,0.8506372175679107,0.5915144022349957,0.2591228153329149
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k2_seed713102,7-14,713102,2,0.8361111111111111,0.7611111111111111,0.07500000000000007,0.5499999999999999,0.3666666666666667,0.18333333333333324,0.6634687019350524,0.4926720563847429,0.1707966455503095
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k20_seed713102,7-14,713102,20,0.875,0.8083333333333332,0.06666666666666676,0.875,0.5416666666666666,0.33333333333333337,0.8732166760675394,0.6472179990922954,0.225998676975244
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k5_seed713102,7-14,713102,5,0.875,0.7527777777777778,0.12222222222222223,0.6749999999999999,0.45,0.22499999999999992,0.7619965781267064,0.5617468671679198,0.20024971095878663
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k1_seed713103,7-14,713103,1,0.811111111111111,0.75,0.061111111111111005,0.4666666666666666,0.26666666666666666,0.19999999999999996,0.5894071444183742,0.3917919566979155,0.19761518772045866
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k10_seed713103,7-14,713103,10,0.9166666666666666,0.8305555555555556,0.08611111111111103,0.8500000000000001,0.5333333333333333,0.31666666666666676,0.8798781439181177,0.6410488282278836,0.23882931569023413
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k2_seed713103,7-14,713103,2,0.8722222222222222,0.8666666666666667,0.005555555555555536,0.6833333333333332,0.2916666666666667,0.39166666666666655,0.7618603515876972,0.42998485949612403,0.33187549209157313
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k20_seed713103,7-14,713103,20,0.9277777777777777,0.85,0.07777777777777772,0.8583333333333334,0.6000000000000001,0.2583333333333333,0.8914018118079429,0.7021477929062506,0.18925401890169224
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k5_seed713103,7-14,713103,5,0.8888888888888888,0.8194444444444443,0.06944444444444453,0.6750000000000002,0.5166666666666666,0.15833333333333355,0.7641835834068843,0.6193691224516142,0.14481446095527006
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k1_seed713104,7-14,713104,1,0.6833333333333332,0.6527777777777778,0.030555555555555447,0.75,0.3166666666666667,0.4333333333333333,0.714164226177067,0.4170763447079237,0.2970878814691433
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k10_seed713104,7-14,713104,10,0.8527777777777779,0.8222222222222223,0.030555555555555558,0.8250000000000001,0.4833333333333334,0.3416666666666667,0.8383618642838684,0.6005611034093846,0.23780076087448376
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k2_seed713104,7-14,713104,2,0.7888888888888889,0.7527777777777778,0.036111111111111094,0.7916666666666666,0.3583333333333334,0.43333333333333324,0.789819607635581,0.466837812516043,0.322981795119538
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k20_seed713104,7-14,713104,20,0.8638888888888889,0.8305555555555556,0.033333333333333326,0.8333333333333334,0.48333333333333334,0.35000000000000003,0.8477446129960601,0.6026516910395951,0.24509292195646493
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k5_seed713104,7-14,713104,5,0.8555555555555556,0.7999999999999999,0.05555555555555569,0.8166666666666668,0.45,0.36666666666666675,0.8351690500377692,0.5422662220433158,0.29290282799445344
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k1_seed713105,7-14,713105,1,0.8666666666666667,0.8583333333333334,0.008333333333333304,0.5916666666666667,0.18333333333333335,0.4083333333333333,0.6936665458964547,0.2782829416103086,0.4153836042861461
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k10_seed713105,7-14,713105,10,0.9027777777777777,0.8666666666666667,0.03611111111111098,0.8500000000000001,0.3666666666666667,0.4833333333333334,0.8753907912305637,0.5046195652173914,0.37077122601317236
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k2_seed713105,7-14,713105,2,0.8805555555555555,0.8388888888888889,0.04166666666666663,0.6749999999999999,0.30833333333333335,0.3666666666666666,0.7602502515261099,0.4426767676767676,0.3175734838493423
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k20_seed713105,7-14,713105,20,0.9083333333333333,0.8277777777777778,0.08055555555555549,0.8583333333333334,0.5,0.3583333333333334,0.8826085829884268,0.6158594706966091,0.26674911229181775
singleview_fft96,cvs_qknnv42_stage2c_rx7-14_k5_seed713105,7-14,713105,5,0.8916666666666666,0.8111111111111112,0.08055555555555538,0.8166666666666668,0.43333333333333335,0.3833333333333334,0.8520875302175664,0.5634245132886438,0.2886630169289226
singleview_fft96,cvs_qknnv42_stage2c_rx7-7_k1_seed713101,7-7,713101,1,0.7111111111111112,0.6888888888888888,0.022222222222222476,0.5083333333333333,0.4333333333333333,0.07500000000000001,0.5927295666448643,0.5290645841882521,0.06366498245661223
singleview_fft96,cvs_qknnv42_stage2c_rx7-7_k10_seed713101,7-7,713101,10,0.9,0.7388888888888889,0.1611111111111111,0.7416666666666666,0.5416666666666666,0.19999999999999996,0.8086268987289467,0.6175603014251031,0.19106659730384357
singleview_fft96,cvs_qknnv42_stage2c_rx7-7_k2_seed713101,7-7,713101,2,0.7666666666666666,0.7083333333333334,0.05833333333333324,0.5583333333333335,0.42500000000000004,0.13333333333333341,0.6443140765401641,0.517598400159984,0.1267156763801801
singleview_fft96,cvs_qknnv42_stage2c_rx7-7_k20_seed713101,7-7,713101,20,0.8916666666666666,0.7444444444444445,0.14722222222222214,0.8250000000000001,0.525,0.30000000000000004,0.8549455358879596,0.614101821745134,0.24084371414282568
singleview_fft96,cvs_qknnv42_stage2c_rx7-7_k5_seed713101,7-7,713101,5,0.8250000000000001,0.7166666666666667,0.10833333333333339,0.775,0.5833333333333334,0.19166666666666665,0.7989896675651392,0.6357676380664886,0.1632220294986506
singleview_fft96,cvs_qknnv42_stage2c_rx7-7_k1_seed713102,7-7,713102,1,0.7000000000000001,0.6472222222222223,0.05277777777777781,0.4666666666666666,0.39999999999999997,0.06666666666666665,0.5568088985822064,0.48250877814318244,0.07430012043902395
singleview_fft96,cvs_qknnv42_stage2c_rx7-7_k10_seed713102,7-7,713102,10,0.8527777777777779,0.763888888888889,0.0888888888888889,0.75,0.6083333333333334,0.1416666666666666,0.795692985932237,0.6746686950642325,0.12102429086800448
singleview_fft96,cvs_qknnv42_stage2c_rx7-7_k2_seed713102,7-7,713102,2,0.763888888888889,0.7000000000000001,0.06388888888888888,0.48333333333333334,0.48333333333333334,0.0,0.5889563435616068,0.5645631385413652,0.02439320502024156
singleview_fft96,cvs_qknnv42_stage2c_rx7-7_k20_seed713102,7-7,713102,20,0.8888888888888888,0.7722222222222221,0.1166666666666667,0.7666666666666666,0.5833333333333334,0.18333333333333324,0.8215132175874839,0.6568128953274841,0.16470032225999975
singleview_fft96,cvs_qknnv42_stage2c_rx7-7_k5_seed713102,7-7,713102,5,0.8194444444444443,0.7583333333333333,0.061111111111111005,0.7083333333333334,0.5583333333333332,0.15000000000000013,0.7551412599788166,0.6418177333826612,0.11332352659615541
singleview_fft96,cvs_qknnv42_stage2c_rx7-7_k1_seed713103,7-7,713103,1,0.41944444444444445,0.44166666666666665,-0.0222222222222222,0.35000000000000003,0.30000000000000004,0.04999999999999999,0.3790024101194314,0.3408600740204269,0.038142336099004526
singleview_fft96,cvs_qknnv42_stage2c_rx7-7_k10_seed713103,7-7,713103,10,0.9027777777777778,0.7666666666666666,0.13611111111111118,0.7916666666666666,0.4583333333333333,0.3333333333333333,0.8421614440168591,0.5729213259542852,0.26924011806257386
singleview_fft96,cvs_qknnv42_stage2c_rx7-7_k2_seed713103,7-7,713103,2,0.6194444444444444,0.5555555555555556,0.06388888888888877,0.6916666666666668,0.4833333333333334,0.20833333333333337,0.6534755829642016,0.5131343240283429,0.1403412589358587
singleview_fft96,cvs_qknnv42_stage2c_rx7-7_k20_seed713103,7-7,713103,20,0.9027777777777778,0.7583333333333333,0.1444444444444445,0.8166666666666668,0.55,0.2666666666666667,0.8569904111233843,0.6357253042872998,0.22126510683608447
singleview_fft96,cvs_qknnv42_stage2c_rx7-7_k5_seed713103,7-7,713103,5,0.8416666666666667,0.7194444444444444,0.12222222222222223,0.7916666666666666,0.5,0.29166666666666663,0.8133755702809925,0.5899718160645554,0.2234037542164371
singleview_fft96,cvs_qknnv42_stage2c_rx7-7_k1_seed713104,7-7,713104,1,0.6805555555555557,0.6611111111111111,0.019444444444444597,0.6083333333333333,0.4666666666666666,0.14166666666666666,0.6390214168567148,0.545527989821883,0.09349342703483177
singleview_fft96,cvs_qknnv42_stage2c_rx7-7_k10_seed713104,7-7,713104,10,0.888888888888889,0.7138888888888889,0.17500000000000004,0.8416666666666667,0.5416666666666666,0.30000000000000004,0.8640966313380106,0.6122440833752326,0.251852547962778
singleview_fft96,cvs_qknnv42_stage2c_rx7-7_k2_seed713104,7-7,713104,2,0.8388888888888889,0.6527777777777778,0.18611111111111112,0.6583333333333333,0.6249999999999999,0.03333333333333344,0.736388940769936,0.6316276957469663,0.10476124502296968
singleview_fft96,cvs_qknnv42_stage2c_rx7-7_k20_seed713104,7-7,713104,20,0.8555555555555555,0.7416666666666667,0.11388888888888882,0.8916666666666666,0.5166666666666666,0.375,0.8730864211207221,0.607715874811463,0.26537054630925905
