left_arm,right_arm,receiver,seed,k_shot,old_acc_full_legacy_oracle,old_acc_singleview_fft96,delta_old_acc,seen_new_acc_full_legacy_oracle,seen_new_acc_singleview_fft96,delta_seen_new_acc,H_old_new_full_legacy_oracle,H_old_new_singleview_fft96,delta_H_old_new
full_legacy_oracle,singleview_fft96,20-1,713104,20,0.888888888888889,0.8194444444444445,0.06944444444444442,0.9499999999999998,0.775,0.17499999999999982,0.9183556412498411,0.7949327906910093,0.12342285055883184
full_legacy_oracle,singleview_fft96,20-1,713105,1,0.6944444444444443,0.5638888888888889,0.13055555555555542,0.85,0.525,0.32499999999999996,0.7571677451468393,0.5416373220477698,0.21553042309906945
full_legacy_oracle,singleview_fft96,20-1,713105,2,0.763888888888889,0.7416666666666666,0.022222222222222365,0.9333333333333332,0.5416666666666666,0.3916666666666666,0.8394330145851444,0.625564762971258,0.21386825161388645
full_legacy_oracle,singleview_fft96,20-1,713105,5,0.8305555555555554,0.8249999999999998,0.005555555555555536,0.9833333333333334,0.7166666666666668,0.2666666666666666,0.9002721775133583,0.7651612320906017,0.1351109454227566
full_legacy_oracle,singleview_fft96,20-1,713105,10,0.8666666666666667,0.8722222222222221,-0.005555555555555425,0.9666666666666667,0.7583333333333333,0.20833333333333337,0.9132429867916944,0.8111962110348926,0.10204677575680177
full_legacy_oracle,singleview_fft96,20-1,713105,20,0.8888888888888888,0.8972222222222223,-0.008333333333333415,0.9833333333333334,0.7916666666666666,0.19166666666666676,0.933725601509055,0.8376593560933449,0.09606624541571018
full_legacy_oracle,singleview_fft96,3-19,713101,1,0.6083333333333334,0.4222222222222222,0.18611111111111117,0.7333333333333333,0.3333333333333333,0.39999999999999997,0.6607880762894836,0.3596730206325409,0.30111505565694263
full_legacy_oracle,singleview_fft96,3-19,713101,2,0.7000000000000001,0.5333333333333333,0.16666666666666674,0.7333333333333334,0.325,0.4083333333333334,0.7162463343108504,0.3840378197997776,0.3322085145110728
full_legacy_oracle,singleview_fft96,3-19,713101,5,0.7444444444444445,0.6388888888888888,0.10555555555555562,0.7166666666666667,0.3333333333333333,0.38333333333333336,0.7294341933149647,0.4370553044486891,0.2923788888662756
full_legacy_oracle,singleview_fft96,3-19,713101,10,0.7555555555555555,0.6222222222222222,0.1333333333333333,0.7666666666666666,0.47500000000000003,0.2916666666666666,0.7599644146605474,0.5354279350380581,0.22453647962248935
full_legacy_oracle,singleview_fft96,3-19,713101,20,0.7944444444444444,0.6333333333333334,0.16111111111111098,0.7833333333333333,0.45,0.3333333333333333,0.7886647651196329,0.5161056636675294,0.2725591014521035
full_legacy_oracle,singleview_fft96,3-19,713102,1,0.5361111111111111,0.4666666666666666,0.06944444444444448,0.6833333333333332,0.4000000000000001,0.28333333333333316,0.5997006098923907,0.4273355542637392,0.1723650556286515
full_legacy_oracle,singleview_fft96,3-19,713102,2,0.6722222222222222,0.5555555555555555,0.1166666666666667,0.7666666666666666,0.34166666666666673,0.4249999999999999,0.7158207781355225,0.4185900660945053,0.2972307120410172
full_legacy_oracle,singleview_fft96,3-19,713102,5,0.7138888888888889,0.6416666666666667,0.07222222222222219,0.8166666666666668,0.425,0.3916666666666668,0.7605173258114434,0.5084081386102276,0.2521091872012158
full_legacy_oracle,singleview_fft96,3-19,713102,10,0.7638888888888888,0.686111111111111,0.07777777777777783,0.8666666666666667,0.4833333333333334,0.3833333333333333,0.8093786096570366,0.5659594753073014,0.24341913434973517
full_legacy_oracle,singleview_fft96,3-19,713102,20,0.7777777777777777,0.6944444444444443,0.08333333333333337,0.8833333333333333,0.575,0.30833333333333335,0.8257575757575757,0.628857722249442,0.19689985350813366
full_legacy_oracle,singleview_fft96,3-19,713103,1,0.5750000000000001,0.4305555555555556,0.1444444444444445,0.6833333333333332,0.35833333333333334,0.3249999999999999,0.6237685631899013,0.38971062297328524,0.23405794021661602
full_legacy_oracle,singleview_fft96,3-19,713103,2,0.6527777777777778,0.5083333333333333,0.1444444444444445,0.7666666666666666,0.48333333333333334,0.28333333333333327,0.7043414438742434,0.49474179009062724,0.2095996537836161
full_legacy_oracle,singleview_fft96,3-19,713103,5,0.725,0.5666666666666667,0.15833333333333333,0.85,0.5083333333333333,0.3416666666666667,0.7801923076923076,0.5327635327635327,0.2474287749287749
full_legacy_oracle,singleview_fft96,3-19,713103,10,0.75,0.5944444444444444,0.15555555555555556,0.9,0.4833333333333334,0.41666666666666663,0.8148566266615047,0.5277807694329781,0.2870758572285266
full_legacy_oracle,singleview_fft96,3-19,713103,20,0.8111111111111112,0.6749999999999999,0.1361111111111113,0.9,0.5166666666666667,0.3833333333333333,0.8517768351596559,0.5794710223715858,0.2723058127880701
full_legacy_oracle,singleview_fft96,3-19,713104,1,0.6444444444444445,0.3527777777777778,0.2916666666666667,0.7166666666666667,0.39166666666666666,0.325,0.6728841984644284,0.35568367501642434,0.31720052344800403
full_legacy_oracle,singleview_fft96,3-19,713104,2,0.6416666666666666,0.5583333333333333,0.08333333333333326,0.7333333333333334,0.35833333333333334,0.37500000000000006,0.67990218367905,0.43456640058055146,0.24533578309849852
full_legacy_oracle,singleview_fft96,3-19,713104,5,0.7305555555555556,0.5277777777777777,0.20277777777777795,0.8000000000000002,0.4916666666666667,0.30833333333333346,0.7594826369744941,0.49790335044433404,0.2615792865301601
full_legacy_oracle,singleview_fft96,3-19,713104,10,0.7333333333333334,0.5972222222222222,0.13611111111111118,0.8833333333333333,0.5916666666666667,0.29166666666666663,0.801335371974281,0.590198653929657,0.21113671804462397
full_legacy_oracle,singleview_fft96,3-19,713104,20,0.7888888888888889,0.6444444444444445,0.14444444444444438,0.8333333333333334,0.5583333333333332,0.27500000000000013,0.8097916641160315,0.5952734091818599,0.21451825493417165
full_legacy_oracle,singleview_fft96,3-19,713105,1,0.6555555555555556,0.5499999999999999,0.10555555555555562,0.7000000000000001,0.18333333333333335,0.5166666666666667,0.6664894125882285,0.2630975452196382,0.4033918673685903
full_legacy_oracle,singleview_fft96,3-19,713105,2,0.7083333333333334,0.5416666666666667,0.16666666666666663,0.7666666666666666,0.3833333333333333,0.3833333333333333,0.7358643338674519,0.44223574826230694,0.29362858560514493
full_legacy_oracle,singleview_fft96,3-19,713105,5,0.7611111111111111,0.6277777777777778,0.1333333333333333,0.8666666666666667,0.3833333333333333,0.4833333333333334,0.8094335578344106,0.47065925923396584,0.3387742986004448
full_legacy_oracle,singleview_fft96,3-19,713105,10,0.7861111111111111,0.6444444444444445,0.1416666666666666,0.9333333333333332,0.3833333333333333,0.5499999999999999,0.8524476462837818,0.47369114771661985,0.3787564985671619
full_legacy_oracle,singleview_fft96,3-19,713105,20,0.8305555555555554,0.7000000000000001,0.1305555555555553,0.9166666666666666,0.48333333333333334,0.4333333333333333,0.8711523887651861,0.5642432279139139,0.3069091608512722
full_legacy_oracle,singleview_fft96,7-14,713101,1,0.8583333333333333,0.8055555555555557,0.05277777777777759,0.9666666666666667,0.5333333333333333,0.43333333333333335,0.9080868992003669,0.6373831851117343,0.2707037140886326
full_legacy_oracle,singleview_fft96,7-14,713101,2,0.8916666666666666,0.8388888888888889,0.0527777777777777,0.9500000000000001,0.6583333333333333,0.29166666666666674,0.9193150405372812,0.7341747021958019,0.18514033834147925
full_legacy_oracle,singleview_fft96,7-14,713101,5,0.9083333333333333,0.8833333333333333,0.025000000000000022,0.9666666666666667,0.7000000000000001,0.2666666666666666,0.936583689322026,0.780555706597207,0.156027982724819
full_legacy_oracle,singleview_fft96,7-14,713101,10,0.9222222222222222,0.8972222222222223,0.02499999999999991,0.9833333333333334,0.8250000000000001,0.15833333333333333,0.9517734556361166,0.8571995256170871,0.09457393001902947
full_legacy_oracle,singleview_fft96,7-14,713101,20,0.9333333333333332,0.9138888888888889,0.019444444444444375,0.9833333333333334,0.875,0.10833333333333339,0.9576639602922455,0.8939822921416628,0.06368166815058274
full_legacy_oracle,singleview_fft96,7-14,713102,1,0.9166666666666666,0.7833333333333333,0.1333333333333333,0.9666666666666667,0.5083333333333333,0.45833333333333337,0.9407642580546237,0.616431400240125,0.3243328578144987
full_legacy_oracle,singleview_fft96,7-14,713102,2,0.9194444444444444,0.8361111111111111,0.08333333333333326,0.9666666666666667,0.5499999999999999,0.41666666666666674,0.9422988434166779,0.6634687019350524,0.27883014148162555
full_legacy_oracle,singleview_fft96,7-14,713102,5,0.9138888888888889,0.875,0.03888888888888886,0.9666666666666667,0.6749999999999999,0.29166666666666674,0.9389452748386308,0.7619965781267064,0.17694869671192437
full_legacy_oracle,singleview_fft96,7-14,713102,10,0.9166666666666666,0.8694444444444445,0.047222222222222165,1.0,0.8333333333333334,0.16666666666666663,0.9564301893666265,0.8506372175679107,0.10579297179871583
full_legacy_oracle,singleview_fft96,7-14,713102,20,0.9277777777777777,0.875,0.0527777777777777,1.0,0.875,0.125,0.9625059272381534,0.8732166760675394,0.08928925117061404
full_legacy_oracle,singleview_fft96,7-14,713103,1,0.8805555555555555,0.811111111111111,0.06944444444444453,0.9833333333333334,0.4666666666666666,0.5166666666666668,0.9285571892778527,0.5894071444183742,0.3391500448594785
full_legacy_oracle,singleview_fft96,7-14,713103,2,0.9027777777777778,0.8722222222222222,0.030555555555555558,0.9833333333333334,0.6833333333333332,0.30000000000000016,0.9409182839103659,0.7618603515876972,0.17905793232266876
full_legacy_oracle,singleview_fft96,7-14,713103,5,0.8916666666666666,0.8888888888888888,0.002777777777777768,0.9833333333333334,0.6750000000000002,0.30833333333333324,0.9348798003978557,0.7641835834068843,0.17069621699097137
full_legacy_oracle,singleview_fft96,7-14,713103,10,0.9027777777777778,0.9166666666666666,-0.01388888888888884,1.0,0.8500000000000001,0.1499999999999999,0.9487791199581593,0.8798781439181177,0.06890097604004164
full_legacy_oracle,singleview_fft96,7-14,713103,20,0.9166666666666666,0.9277777777777777,-0.011111111111111072,1.0,0.8583333333333334,0.1416666666666666,0.9564821143768513,0.8914018118079429,0.0650803025689084
full_legacy_oracle,singleview_fft96,7-14,713104,1,0.8472222222222223,0.6833333333333332,0.16388888888888908,0.7666666666666666,0.75,0.016666666666666607,0.8017174082747854,0.714164226177067,0.08755318209771845
full_legacy_oracle,singleview_fft96,7-14,713104,2,0.8916666666666667,0.7888888888888889,0.10277777777777786,0.9833333333333334,0.7916666666666666,0.19166666666666676,0.9344574383200993,0.789819607635581,0.1446378306845183
full_legacy_oracle,singleview_fft96,7-14,713104,5,0.9055555555555556,0.8555555555555556,0.04999999999999993,1.0,0.8166666666666668,0.18333333333333324,0.9496810207603591,0.8351690500377692,0.1145119707225899
full_legacy_oracle,singleview_fft96,7-14,713104,10,0.9277777777777777,0.8527777777777779,0.07499999999999984,1.0,0.8250000000000001,0.17499999999999993,0.9623136692135645,0.8383618642838684,0.12395180492969615
full_legacy_oracle,singleview_fft96,7-14,713104,20,0.9444444444444443,0.8638888888888889,0.08055555555555538,1.0,0.8333333333333334,0.16666666666666663,0.9712118730550691,0.8477446129960601,0.12346726005900899
full_legacy_oracle,singleview_fft96,7-14,713105,1,0.9249999999999999,0.8666666666666667,0.05833333333333324,0.9666666666666667,0.5916666666666667,0.375,0.9453741691314441,0.6936665458964547,0.2517076232349894
full_legacy_oracle,singleview_fft96,7-14,713105,2,0.9277777777777777,0.8805555555555555,0.047222222222222165,0.9833333333333334,0.6749999999999999,0.30833333333333346,0.9546482316517535,0.7602502515261099,0.19439798012564358
full_legacy_oracle,singleview_fft96,7-14,713105,5,0.9277777777777777,0.8916666666666666,0.036111111111111094,0.9833333333333334,0.8166666666666668,0.16666666666666663,0.9546772522899132,0.8520875302175664,0.10258972207234673
full_legacy_oracle,singleview_fft96,7-14,713105,10,0.9249999999999999,0.9027777777777777,0.022222222222222254,1.0,0.8500000000000001,0.1499999999999999,0.9608845117532286,0.8753907912305637,0.0854937205226649
full_legacy_oracle,singleview_fft96,7-14,713105,20,0.9305555555555555,0.9083333333333333,0.022222222222222143,1.0,0.8583333333333334,0.1416666666666666,0.9639222941720629,0.8826085829884268,0.08131371118363606
full_legacy_oracle,singleview_fft96,7-7,713101,1,0.7722222222222221,0.7111111111111112,0.061111111111110894,0.85,0.5083333333333333,0.3416666666666667,0.7987523205879418,0.5927295666448643,0.20602275394307745
full_legacy_oracle,singleview_fft96,7-7,713101,2,0.8555555555555556,0.7666666666666666,0.08888888888888902,0.9500000000000001,0.5583333333333335,0.3916666666666666,0.8993478295197942,0.6443140765401641,0.25503375297963005
full_legacy_oracle,singleview_fft96,7-7,713101,5,0.8638888888888889,0.8250000000000001,0.03888888888888886,1.0,0.775,0.22499999999999998,0.9267978717317925,0.7989896675651392,0.12780820416665328
full_legacy_oracle,singleview_fft96,7-7,713101,10,0.8777777777777778,0.9,-0.022222222222222254,1.0,0.7416666666666666,0.2583333333333334,0.934906588003933,0.8086268987289467,0.12627968927498634
full_legacy_oracle,singleview_fft96,7-7,713101,20,0.9166666666666666,0.8916666666666666,0.025000000000000022,1.0,0.8250000000000001,0.17499999999999993,0.9565085885571931,0.8549455358879596,0.10156305266923349
full_legacy_oracle,singleview_fft96,7-7,713102,1,0.7277777777777779,0.7000000000000001,0.02777777777777779,0.9833333333333334,0.4666666666666666,0.5166666666666668,0.8264189323417246,0.5568088985822064,0.2696100337595182
full_legacy_oracle,singleview_fft96,7-7,713102,2,0.8472222222222222,0.763888888888889,0.08333333333333326,0.9666666666666667,0.48333333333333334,0.48333333333333334,0.9015851508950314,0.5889563435616068,0.3126288073334247
full_legacy_oracle,singleview_fft96,7-7,713102,5,0.8638888888888889,0.8194444444444443,0.04444444444444462,1.0,0.7083333333333334,0.29166666666666663,0.9261390910892605,0.7551412599788166,0.17099783111044387
full_legacy_oracle,singleview_fft96,7-7,713102,10,0.8972222222222221,0.8527777777777779,0.04444444444444429,1.0,0.75,0.25,0.9454670752668042,0.795692985932237,0.14977408933456715
full_legacy_oracle,singleview_fft96,7-7,713102,20,0.9194444444444444,0.8888888888888888,0.030555555555555558,1.0,0.7666666666666666,0.2333333333333334,0.9576985662092045,0.8215132175874839,0.1361853486217206
full_legacy_oracle,singleview_fft96,7-7,713103,1,0.7166666666666668,0.41944444444444445,0.29722222222222233,0.9499999999999998,0.35000000000000003,0.5999999999999999,0.8157678137789647,0.3790024101194314,0.43676540365953326
full_legacy_oracle,singleview_fft96,7-7,713103,2,0.8305555555555556,0.6194444444444444,0.21111111111111125,0.9833333333333334,0.6916666666666668,0.29166666666666663,0.9000460868107928,0.6534755829642016,0.24657050384659118
full_legacy_oracle,singleview_fft96,7-7,713103,5,0.8777777777777778,0.8416666666666667,0.036111111111111094,0.9833333333333334,0.7916666666666666,0.19166666666666676,0.9271016908787807,0.8133755702809925,0.1137261205977882
full_legacy_oracle,singleview_fft96,7-7,713103,10,0.8833333333333333,0.9027777777777778,-0.019444444444444486,1.0,0.7916666666666666,0.20833333333333337,0.938039236070502,0.8421614440168591,0.09587779205364289
full_legacy_oracle,singleview_fft96,7-7,713103,20,0.8944444444444445,0.9027777777777778,-0.008333333333333304,1.0,0.8166666666666668,0.18333333333333324,0.9441954499989359,0.8569904111233843,0.08720503887555164
full_legacy_oracle,singleview_fft96,7-7,713104,1,0.8555555555555556,0.6805555555555557,0.17499999999999993,1.0,0.6083333333333333,0.3916666666666667,0.9216915945435966,0.6390214168567148,0.28267017768688185
full_legacy_oracle,singleview_fft96,7-7,713104,2,0.8861111111111111,0.8388888888888889,0.047222222222222165,1.0,0.6583333333333333,0.3416666666666667,0.93954391072295,0.736388940769936,0.20315496995301396
full_legacy_oracle,singleview_fft96,7-7,713104,5,0.8972222222222223,0.9,-0.002777777777777768,1.0,0.775,0.22499999999999998,0.9457011906351114,0.8311919841232189,0.11450920651189245
full_legacy_oracle,singleview_fft96,7-7,713104,10,0.9166666666666666,0.888888888888889,0.02777777777777768,1.0,0.8416666666666667,0.15833333333333333,0.9564691338541257,0.8640966313380106,0.09237250251611506
full_legacy_oracle,singleview_fft96,7-7,713104,20,0.9250000000000002,0.8555555555555555,0.06944444444444464,1.0,0.8916666666666666,0.10833333333333339,0.9610259805162354,0.8730864211207221,0.08793955939551334
full_legacy_oracle,singleview_fft96,7-7,713105,1,0.8277777777777778,0.7999999999999999,0.0277777777777779,0.9333333333333332,0.4083333333333334,0.5249999999999999,0.8755660605921864,0.5400225871934032,0.3355434733987832
full_legacy_oracle,singleview_fft96,7-7,713105,2,0.8138888888888888,0.8250000000000001,-0.011111111111111294,0.9666666666666667,0.5583333333333332,0.40833333333333344,0.8825288687175211,0.6545408156058423,0.2279880531116788
full_legacy_oracle,singleview_fft96,7-7,713105,5,0.8694444444444445,0.8944444444444444,-0.02499999999999991,0.9833333333333334,0.6333333333333333,0.3500000000000001,0.9224727447510433,0.7374743773759308,0.18499836737511255
full_legacy_oracle,singleview_fft96,7-7,713105,10,0.8916666666666666,0.9222222222222222,-0.030555555555555558,1.0,0.725,0.275,0.9423891459437564,0.8114753067817645,0.13091383916199195
full_legacy_oracle,singleview_fft96,7-7,713105,20,0.9111111111111111,0.9416666666666668,-0.03055555555555567,1.0,0.7666666666666666,0.2333333333333334,0.9534180278281913,0.8434029680365297,0.1100150597916616
full_legacy_oracle,singleview_fft96,8-8,713101,1,0.8416666666666667,0.6194444444444445,0.2222222222222222,0.9833333333333334,0.6166666666666667,0.3666666666666667,0.9069400660981369,0.6178267890532041,0.28911327704493284
full_legacy_oracle,singleview_fft96,8-8,713101,2,0.8638888888888889,0.65,0.2138888888888889,0.9833333333333334,0.6333333333333333,0.3500000000000001,0.9194397955880631,0.6408828266866277,0.27855696890143544
full_legacy_oracle,singleview_fft96,8-8,713101,5,0.9055555555555556,0.7805555555555554,0.1250000000000001,1.0,0.7166666666666667,0.2833333333333333,0.9503655252020008,0.7456250845591493,0.20474044064285146
full_legacy_oracle,singleview_fft96,8-8,713101,10,0.9166666666666666,0.8583333333333334,0.05833333333333324,1.0,0.75,0.25,0.9564691338541257,0.7996116573541331,0.1568574764999926
full_legacy_oracle,singleview_fft96,8-8,713101,20,0.9027777777777777,0.8694444444444445,0.033333333333333215,1.0,0.8583333333333334,0.1416666666666666,0.9488466339925837,0.8634302880130947,0.085416345979489
full_legacy_oracle,singleview_fft96,8-8,713102,1,0.811111111111111,0.7111111111111111,0.09999999999999987,0.9500000000000001,0.4000000000000001,0.55,0.8712746287561769,0.502851091560769,0.3684235371954079
full_legacy_oracle,singleview_fft96,8-8,713102,2,0.8611111111111112,0.7083333333333334,0.1527777777777778,1.0,0.5833333333333334,0.41666666666666663,0.924901185770751,0.6306268770625222,0.2942743087082288
full_legacy_oracle,singleview_fft96,8-8,713102,5,0.8638888888888888,0.7749999999999999,0.0888888888888889,1.0,0.6583333333333333,0.3416666666666667,0.926457041360424,0.699885980531386,0.226571060829038
full_legacy_oracle,singleview_fft96,8-8,713102,10,0.8666666666666667,0.7972222222222222,0.06944444444444453,1.0,0.8416666666666668,0.15833333333333321,0.9284711933332445,0.8181064439946021,0.11036474933864238
full_legacy_oracle,singleview_fft96,8-8,713102,20,0.8777777777777778,0.8138888888888888,0.063888888888889,1.0,0.875,0.125,0.9344542019015235,0.8423044217687075,0.09214978013281605
full_legacy_oracle,singleview_fft96,8-8,713103,1,0.8277777777777778,0.7083333333333334,0.11944444444444446,0.9500000000000001,0.4916666666666667,0.45833333333333337,0.8813919332176213,0.5555592023265475,0.3258327308910738
full_legacy_oracle,singleview_fft96,8-8,713103,2,0.8638888888888889,0.6972222222222223,0.16666666666666663,0.9499999999999998,0.5583333333333333,0.3916666666666665,0.9043727237729687,0.5878578125496595,0.3165149112233092
full_legacy_oracle,singleview_fft96,8-8,713103,5,0.8861111111111111,0.7777777777777777,0.10833333333333339,0.9666666666666667,0.6916666666666668,0.2749999999999999,0.9242418418651602,0.7241081039541325,0.20013373791102773
full_legacy_oracle,singleview_fft96,8-8,713103,10,0.9027777777777778,0.7999999999999999,0.10277777777777786,0.9666666666666667,0.8250000000000001,0.1416666666666666,0.933437879200263,0.8105623241492806,0.12287555505098235
full_legacy_oracle,singleview_fft96,8-8,713103,20,0.9055555555555556,0.8222222222222223,0.08333333333333326,0.9833333333333334,0.9,0.08333333333333337,0.9426981876321084,0.8590658250406212,0.08363236259148721
full_legacy_oracle,singleview_fft96,8-8,713104,1,0.7555555555555555,0.6916666666666668,0.06388888888888877,0.9166666666666666,0.5583333333333332,0.3583333333333334,0.8274833197577135,0.6068209825085354,0.22066233724917805
full_legacy_oracle,singleview_fft96,8-8,713104,2,0.8666666666666667,0.5944444444444444,0.27222222222222225,0.9666666666666667,0.65,0.31666666666666665,0.9138862835880843,0.6192172138073233,0.294669069780761
full_legacy_oracle,singleview_fft96,8-8,713104,5,0.8916666666666666,0.7999999999999999,0.09166666666666667,0.9499999999999998,0.7916666666666666,0.15833333333333321,0.9196722296796426,0.7923963066064723,0.12727592307317026
full_legacy_oracle,singleview_fft96,8-8,713104,10,0.9166666666666666,0.85,0.06666666666666665,0.9833333333333334,0.8666666666666667,0.1166666666666667,0.9486839065786435,0.8580833562601738,0.0906005503184697
full_legacy_oracle,singleview_fft96,8-8,713104,20,0.9083333333333333,0.8722222222222222,0.036111111111111094,0.9833333333333334,0.8583333333333334,0.125,0.9441071913221836,0.865148742301301,0.07895844902088256
full_legacy_oracle,singleview_fft96,8-8,713105,1,0.775,0.6749999999999999,0.10000000000000009,0.8833333333333333,0.2916666666666667,0.5916666666666666,0.8247046106654224,0.3733971291866029,0.45130748147881955
full_legacy_oracle,singleview_fft96,8-8,713105,2,0.8388888888888889,0.7111111111111111,0.12777777777777777,0.9166666666666666,0.575,0.3416666666666667,0.8759942967085824,0.6318019727949846,0.2441923239135978
full_legacy_oracle,singleview_fft96,8-8,713105,5,0.8722222222222222,0.8055555555555557,0.06666666666666654,0.9666666666666667,0.6916666666666668,0.2749999999999999,0.9169743988792228,0.7421868187607656,0.1747875801184572
full_legacy_oracle,singleview_fft96,8-8,713105,10,0.875,0.8027777777777779,0.07222222222222208,0.9833333333333334,0.7416666666666667,0.2416666666666667,0.9258524185149177,0.7661705146174884,0.1596819038974293
full_legacy_oracle,singleview_fft96,8-8,713105,20,0.8777777777777778,0.8138888888888888,0.063888888888889,0.9833333333333334,0.8249999999999998,0.15833333333333355,0.9274539559908946,0.8164868076047137,0.11096714838618094
