row,mode,interval,interval_name,epoch_start,epoch_end,record_count,actual_nmfdu_stages,mean_epoch_time_s,mean_train_loss,mean_train_loss_labeled,mean_train_loss_unlabeled,mean_train_tx_acc,mean_val_tx_acc,mean_stage_source_val_sat_mean_tx,mean_stage_source_val_sat_floor_tx,mean_train_nmfdu_loss_total,mean_train_nmfdu_loss_branch_aux,mean_train_nmfdu_loss_route,mean_train_nmfdu_loss_phys,mean_train_nmfdu_loss_fused_pair,mean_train_nmfdu_loss_branch_pair,mean_train_nmfdu_loss_null_cal,mean_train_nmfdu_loss_balance,mean_train_nmfdu_entropy_mean,mean_train_nmfdu_null_mean,mean_train_nmfdu_q_labeled_mean,mean_train_nmfdu_q_unlabeled_mean,mean_train_reliable_ratio,mean_train_optimizer_step_applied,mean_train_skipped_nonfinite_grad,mean_train_skipped_nonfinite_loss,sum_train_pseudo_selected,sum_train_pseudo_total,aggregate_pseudo_selection_rate,start_val_tx_acc,end_val_tx_acc,start_stage_source_val_sat_mean_tx,end_stage_source_val_sat_mean_tx,start_stage_source_val_sat_floor_tx,end_stage_source_val_sat_floor_tx,start_train_loss,end_train_loss,start_train_nmfdu_null_mean,end_train_nmfdu_null_mean,start_train_nmfdu_q_labeled_mean,end_train_nmfdu_q_labeled_mean
E6,physical_full,S1,分支预训练,1,80,80,1,758.9533956110478,9.191055798408936,9.191055798408936,0.0,59.51191804846938,93.88263888888889,49.092067901234564,47.9062037037037,2.1537591918998835,10.768795738658126,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.9959183673469388,0.004081632653061224,0.0,0.0,0.0,,39.522222222222226,96.71111111111111,27.633333333333336,53.59012345679012,26.59259259259259,52.71111111111111,18.746078413359974,13.620899035006154,0.0,0.0,1.0,1.0
E6,physical_full,S2,冻结分支训练门控,81,120,40,2,919.5597398281097,22.019964701788766,22.019964701788766,0.0,5.615433673469388,76.45175925925926,23.769938271604936,23.340740740740742,0.17195844720973044,0.0,1.6377550949247517,0.0009166796868184914,0.0,0.0,0.15477142663558527,0.03526954522394404,0.29797502758399563,0.9373843044650798,0.06261569559954258,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,70.23703703703704,84.18888888888888,22.3641975308642,25.66172839506173,21.974074074074075,25.314814814814813,22.598640831149353,20.24488081250872,0.9540792399523209,0.9165089775104912,0.045920763620916676,0.08349102507440412
E6,physical_full,S3-L,联合微调（仅L_s）,121,130,10,3,802.4361601114273,16.457173991689878,16.457173991689878,0.0,44.46428571428571,96.84,50.26259259259259,49.08592592592593,2.210056770091154,10.247498757498605,1.5129591949132024,0.003946256326340443,0.0,0.0,0.170671687944203,0.03328503760300121,0.40726670750549865,0.9095155563889717,0.09048444384670987,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,95.85555555555555,97.38518518518518,42.68641975308642,56.16419753086421,41.69259259259259,54.71851851851852,19.981101289087412,15.316458380952174,0.9150423091285083,0.9043009804219616,0.08495769254407104,0.09569901699314312
E6,physical_full,S3-U,联合微调（L_s+U_s伪标签）,131,200,70,3,782.3525009223393,12.90196383048077,12.901741725015224,0.0,69.19369533527697,97.62042328042328,62.40137566137565,61.038095238095245,2.1960473840507753,10.227816952908352,1.395761285856931,0.009043423059795584,0.0,0.0,0.19381946471489903,0.03125212312276874,0.5149480233387072,0.8797446411309368,0.12025535843245488,0.0,0.0,1.0,0.0,0.0,0.0,439040.0,0.0,97.35185185185185,97.91851851851852,56.19135802469136,66.6,54.8962962962963,65.15185185185184,14.352803084315086,12.171670884502177,0.9028534086383119,0.8588564395904541,0.09714658619189749,0.1411435573684926
E7,full_no_null,S1,分支预训练,1,80,80,1,798.0863863229752,9.192134233396882,9.192134233396882,0.0,59.52287946428571,93.89032407407407,49.08236111111111,47.89069444444444,2.153920484258204,10.769602200206446,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.9959183673469388,0.004081632653061224,0.0,0.0,0.0,,39.48888888888889,96.66296296296296,27.62716049382716,53.56049382716049,26.574074074074073,52.58888888888889,18.746288649889888,13.629097870418004,0.0,0.0,1.0,1.0
E7,full_no_null,S2,冻结分支训练门控,81,120,40,2,703.6686352133751,20.019068898473467,20.019068898473467,0.0,15.87810905612245,91.05833333333334,34.472376543209876,33.54990740740741,0.16166301217994522,0.0,1.612086316395779,0.0018807816192312823,0.0,0.0,0.0,0.026629966660877878,1.1703781235582975,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,89.17777777777778,93.25555555555556,30.461728395061726,39.312345679012346,29.596296296296295,38.214814814814815,20.541088454577388,18.030236477754553,0.0,0.0,1.0,1.0
E7,full_no_null,S3-L,联合微调（仅L_s）,121,130,10,3,725.3662981033325,15.537411791937691,15.537411791937691,0.0,52.621173469387756,97.14851851851851,52.955555555555556,51.790370370370375,2.199001369670946,10.248638441124742,1.4835628400043566,0.007114731519464024,0.0,0.0,0.0,0.020590306229281184,1.2646104484188314,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,96.49259259259259,97.51851851851852,46.7074074074074,57.8074074074074,45.477777777777774,56.25555555555555,18.711664978338746,14.824608744407186,0.0,0.0,1.0,1.0
E7,full_no_null,S3-U,联合微调（L_s+U_s伪标签）,131,200,70,3,766.7621709755489,12.838719116355518,12.838367170773163,0.0008944649514938731,70.0824526239067,97.65518518518519,62.78659611992945,61.439682539682536,2.1863913090514027,10.230236473862005,1.3883025221678675,0.013367406200921658,0.0,0.0,0.0,0.017698884036924156,1.316562157990981,0.0,1.0,0.3641399416909621,0.006088283527696793,1.0,0.0,0.0,2673.0,439040.0,0.006088283527696793,97.39259259259259,97.92592592592592,57.40493827160494,66.69259259259259,56.15555555555556,65.33703703703704,13.922607528920077,12.171744113065758,0.0,0.0,1.0,1.0
E8,full,S1,分支预训练,1,80,80,1,548.8748097896575,9.194814036573682,9.194814036573682,0.0,59.535235969387756,93.89773148148149,49.12316358024692,47.93421296296297,2.1538334035447666,10.769166790952488,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.9959183673469388,0.004081632653061224,0.0,0.0,0.0,,39.507407407407406,96.6962962962963,27.623456790123456,53.58271604938272,26.57037037037037,52.614814814814814,18.746019246626872,13.645606118805555,0.0,0.0,1.0,1.0
E8,full,S2,冻结分支训练门控,81,120,40,2,703.9016044259072,22.02365823862504,22.02365823862504,0.0,5.5297353316326525,76.60462962962963,23.676111111111112,23.255185185185184,0.17133009921835393,0.0,1.6314042542661942,0.0009372540169700452,0.0,0.0,0.1548665747350576,0.035261671592918584,0.29838531154150866,0.9372718803736628,0.06272811996845566,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,70.06666666666666,84.4888888888889,22.18395061728395,25.706172839506177,21.79259259259259,25.366666666666667,22.590479091722138,20.233364007910904,0.9540348211113288,0.9163329017405607,0.04596518261396155,0.08366709856354461
E8,full,S3-L,联合微调（仅L_s）,121,130,10,3,708.7888300180435,16.447895721513397,16.447895721513397,0.0,44.57748724489796,96.85222222222222,50.2620987654321,49.10740740740741,2.2096187139044003,10.246659627252695,1.5101344475940783,0.0040070545260927504,0.0,0.0,0.1707966709927637,0.033276243591491055,0.4077310289047202,0.9093868693526911,0.09061313105785117,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,95.88888888888889,97.41111111111111,42.58888888888889,56.22222222222222,41.65185185185185,54.78888888888889,19.970458069626165,15.314850398472377,0.914866033865481,0.9042298088268358,0.08513396537425566,0.09577019619090217
E8,full,S3-U,联合微调（L_s+U_s伪标签）,131,200,70,3,765.5727528231484,12.897168736416118,12.896946970158346,0.0,69.25701530612245,97.63243386243386,62.43068783068784,61.06962962962963,2.1959019208440975,10.227562499254855,1.394766290281674,0.009128915044579536,0.0,0.0,0.19374531408223397,0.03126046046039019,0.5145559233409671,0.879872397326867,0.12012760284256309,0.0,0.0,1.0,0.0,0.0,0.0,439040.0,0.0,97.38148148148149,97.91111111111111,56.18518518518518,66.64444444444445,54.903703703703705,65.18148148148148,14.34993568731814,12.167511541016248,0.9027928004459459,0.8592822795011559,0.0972072039635814,0.14071771502494812
