row,mode,interval,epoch,stage_phase,train_nmfdu_stage,lr,epoch_time_s,train_loss,train_loss_labeled,train_loss_unlabeled,train_tx_acc,val_tx_acc,stage_source_val_sat_mean_tx,stage_source_val_sat_floor_tx,train_nmfdu_loss_total,train_nmfdu_loss_branch_aux,train_nmfdu_loss_route,train_nmfdu_loss_phys,train_nmfdu_loss_fused_pair,train_nmfdu_loss_branch_pair,train_nmfdu_loss_null_cal,train_nmfdu_loss_balance,train_nmfdu_entropy_mean,train_nmfdu_null_mean,train_nmfdu_q_labeled_mean,train_nmfdu_q_unlabeled_mean,train_pseudo_selected,train_pseudo_total,train_reliable_ratio,train_optimizer_step_applied,train_skipped_nonfinite_grad,train_skipped_nonfinite_loss
E1,equal,S1,14,S1_core,1.0,0.0002,613.3219029903412,10.2044452842401,10.2044452842401,0.0,49.8405612244898,93.52592592592593,42.212345679012344,41.166666666666664,2.223033958551835,11.11516964192293,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,0.9795918367346939,0.02040816326530612,0.0
E1,equal,S1,15,S1_core,1.0,0.0002,613.4155323505402,9.379353824926882,9.379353824926882,0.0,53.714923469387756,92.23333333333333,42.0358024691358,41.25555555555555,2.1994909315693136,10.997454370771136,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,0.9795918367346939,0.02040816326530612,0.0
E1,equal,S1,16,S1_core,1.0,0.0002,614.2902026176453,9.32037760286915,9.32037760286915,0.0,55.80357142857143,93.2925925925926,42.175308641975306,41.15555555555556,2.1948333370442294,10.974166422474141,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,17,S2_stabilize_aux,1.0,0.0002,617.2882850170135,10.38213113862641,10.38213113862641,0.0,51.97704081632653,93.96666666666667,45.19382716049383,44.403703703703705,2.2113723949510224,11.056861721739477,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,18,S2_stabilize_aux,1.0,0.0002,617.9233841896057,10.446621038475815,10.446621038475815,0.0,49.96811224489796,93.85555555555555,45.44197530864198,44.49629629629629,2.215249708720616,11.076248227333537,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,19,S2_stabilize_aux,1.0,0.0002,618.7591345310211,10.45020715557799,10.45020715557799,0.0,47.95918367346939,94.3962962962963,44.45432098765432,43.71111111111111,2.211008777423781,11.055043668163066,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,0.9795918367346939,0.02040816326530612,0.0
E1,equal,S1,20,S2_stabilize_aux,1.0,0.0002,643.080367565155,9.840233364883733,9.840233364883733,0.0,54.00191326530612,94.78888888888889,45.571604938271605,44.65555555555556,2.2009602030929254,11.004800777046048,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,21,S2_stabilize_aux,1.0,0.0002,642.9428324699402,9.338909771977638,9.338909771977638,0.0,57.828443877551024,94.10740740740741,44.809876543209874,43.885185185185186,2.1883945562401594,10.941972576842016,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,22,S2_stabilize_aux,1.0,0.0002,643.2074687480927,9.270635137752611,9.270635137752611,0.0,57.924107142857146,94.97037037037038,46.3320987654321,45.39259259259259,2.178274918575676,10.89137433499706,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,0.9795918367346939,0.02040816326530612,0.0
E1,equal,S1,23,S2_stabilize_aux,1.0,0.0002,642.5258920192719,8.781555496916479,8.781555496916479,0.0,61.57525510204081,94.44814814814815,43.8074074074074,43.05185185185185,2.1653933914340273,10.826966752811353,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,24,S2_stabilize_aux,1.0,0.0002,642.3001692295074,9.225001880100795,9.225001880100795,0.0,58.577806122448976,94.75555555555556,47.901234567901234,46.94074074074074,2.1818631960421193,10.909315809911611,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,25,S2_stabilize_aux,1.0,0.0002,641.667909860611,10.135271850897341,10.135271850897341,0.0,53.140943877551024,95.06666666666666,47.934567901234566,46.737037037037034,2.203778232846941,11.018890886890645,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,26,S2_stabilize_aux,1.0,0.0002,641.6067526340485,8.770656342409096,8.770656342409096,0.0,60.108418367346935,95.46666666666667,48.11358024691358,47.05185185185185,2.1722105619858723,10.861052629899005,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,27,S2_stabilize_aux,1.0,0.0002,642.795624256134,9.115458225717349,9.115458225717349,0.0,59.51849489795919,95.55185185185185,49.220987654320986,47.82962962962963,2.1812117099761963,10.906058291999662,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,28,S2_stabilize_aux,1.0,0.0002,643.4468262195587,8.572109640861044,8.572109640861044,0.0,63.66390306122449,95.82222222222222,49.55925925925926,48.38148148148148,2.1666749983417746,10.83337486033537,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,29,S2_stabilize_aux,1.0,0.0002,643.9210398197174,8.96104619940933,8.96104619940933,0.0,60.42729591836735,95.69259259259259,46.14814814814815,45.05185185185185,2.1764145432686317,10.882072429267728,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,30,S2_stabilize_aux,1.0,0.0002,645.6530060768127,8.276532552680191,8.276532552680191,0.0,65.13073979591837,96.06296296296296,50.190123456790126,49.06666666666667,2.1576698604895146,10.78834901537214,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,31,S2_stabilize_aux,1.0,0.0002,643.3546168804169,9.084919121800636,9.084919121800636,0.0,59.933035714285715,95.9074074074074,49.50370370370371,48.49629629629629,2.1767091897069193,10.883545661459165,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,32,S2_stabilize_aux,1.0,0.0002,642.6546437740326,9.231947723700076,9.231947723700076,0.0,57.8125,94.78888888888889,48.3753086419753,47.18888888888889,2.1767986501966203,10.883993051490005,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,0.9795918367346939,0.02040816326530612,0.0
E1,equal,S1,33,S2_stabilize_aux,1.0,0.0002,643.344541311264,8.588998483151805,8.588998483151805,0.0,62.64349489795919,95.4888888888889,47.35061728395061,46.22222222222222,2.156937044494006,10.784684940260284,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,34,S2_stabilize_aux,1.0,0.0002,451.82046914100647,8.272242945067736,8.272242945067736,0.0,66.15114795918367,95.84814814814816,50.41851851851852,49.370370370370374,2.1493483222260767,10.746741411637286,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,35,S2_stabilize_aux,1.0,0.0002,655.5120267868042,7.9661228705425655,7.9661228705425655,0.0,66.31058673469387,96.18518518518519,49.982716049382724,48.96666666666667,2.138089471933793,10.690447126116071,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,36,S2_stabilize_aux,1.0,0.0002,675.492395401001,10.322899964390968,10.322899964390968,0.0,53.49170918367347,96.28148148148148,51.48148148148149,50.25925925925926,2.193365763644783,10.966828599268077,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,37,S2_stabilize_aux,1.0,0.0002,644.6891005039215,9.039315340470294,9.039315340470294,0.0,60.52295918367347,95.97037037037038,50.99506172839506,49.870370370370374,2.1630518631059297,10.81525909657381,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,38,S2_stabilize_aux,1.0,0.0002,675.8504951000214,8.265170330903969,8.265170330903969,0.0,64.41326530612245,96.25555555555556,52.712345679012344,51.53703703703704,2.1469303588477935,10.734651585014499,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,39,S2_stabilize_aux,1.0,0.0002,655.3677616119385,8.218397588145976,8.218397588145976,0.0,65.97576530612245,96.37037037037037,51.82716049382716,50.71851851851852,2.1422827292461784,10.711413422409368,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,40,S2_stabilize_aux,1.0,0.0002,825.1085267066956,8.981738178097473,8.981738178097473,0.0,60.411352040816325,96.54444444444445,53.09135802469135,52.06666666666667,2.1627530516410363,10.813765039249342,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,41,S2_stabilize_aux,1.0,0.0002,830.4877643585205,8.548035368627431,8.548035368627431,0.0,63.775510204081634,96.57037037037037,50.093827160493824,49.06296296296296,2.141516296231017,10.70758124760219,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,42,S2_stabilize_aux,1.0,0.0002,817.8988118171692,9.101704782369186,9.101704782369186,0.0,61.128826530612244,96.38148148148149,50.760493827160495,49.68888888888889,2.1561567150816625,10.780783302929937,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,43,S2_stabilize_aux,1.0,0.0002,808.6759684085846,7.72582686677271,7.72582686677271,0.0,68.97321428571429,96.73703703703704,53.53456790123457,52.21111111111111,2.1169500399609,10.58474994192318,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,44,S2_stabilize_aux,1.0,0.0002,825.1496005058289,8.702387138288849,8.702387138288849,0.0,63.42474489795919,96.38148148148149,50.99753086419753,49.596296296296295,2.1491585799625943,10.74579264193165,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,45,S2_stabilize_aux,1.0,0.0002,830.8957426548004,8.483228041201222,8.483228041201222,0.0,63.839285714285715,96.77407407407408,53.8679012345679,52.7037037037037,2.1418549965838998,10.709274759097974,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,46,S2_stabilize_aux,1.0,0.0002,700.2104246616364,7.323193297094228,7.323193297094228,0.0,72.60841836734694,95.8037037037037,51.47901234567902,50.333333333333336,2.1019070002497457,10.509534796889948,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,47,S2_stabilize_aux,1.0,0.0002,596.0519351959229,7.622078885837477,7.622078885837477,0.0,70.00956632653062,96.72592592592592,51.237037037037034,50.13703703703704,2.1068443132906545,10.534221298840581,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,48,S2_stabilize_aux,1.0,0.0002,630.1075494289398,8.421962377976397,8.421962377976397,0.0,64.62053571428571,96.17407407407407,51.39259259259259,50.25555555555555,2.135321164617733,10.676605574938716,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,49,S2_stabilize_aux,1.0,0.0002,633.0489382743835,7.907479733836894,7.907479733836894,0.0,68.95727040816327,96.97407407407407,54.03333333333333,52.92962962962963,2.1155010924047355,10.5775051895453,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,50,S2_stabilize_aux,1.0,0.0002,629.934885263443,7.429181556312406,7.429181556312406,0.0,71.3329081632653,97.06296296296296,53.24814814814815,51.95185185185185,2.1006657566343034,10.503328479066187,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,51,S2_stabilize_aux,1.0,0.0002,633.417019367218,8.450515425935084,8.450515425935084,0.0,64.87563775510205,96.95925925925926,53.833333333333336,52.544444444444444,2.129033293042864,10.645166163541832,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,52,S2_stabilize_aux,1.0,0.0002,628.4411568641663,8.891139390517255,8.891139390517255,0.0,62.35650510204081,96.87037037037037,53.65432098765432,52.17777777777778,2.1439768246241977,10.719883899299466,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,53,S2_stabilize_aux,1.0,0.0002,627.7868616580963,8.474181146037822,8.474181146037822,0.0,63.93494897959184,95.86666666666666,53.7358024691358,52.67037037037037,2.126009293964931,10.630046241137446,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,54,S2_stabilize_aux,1.0,0.0002,641.3527641296387,8.211152028064339,8.211152028064339,0.0,66.98022959183673,96.91111111111111,52.94074074074073,51.48148148148148,2.1149180324710146,10.574589943399234,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,55,S2_stabilize_aux,1.0,0.0002,633.886212348938,7.942971959406016,7.942971959406016,0.0,68.16007653061224,97.18148148148148,53.17777777777778,51.6,2.107123372506122,10.535616602216448,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,56,S2_stabilize_aux,1.0,0.0002,637.7941625118256,8.219085051088918,8.219085051088918,0.0,68.4311224489796,96.46666666666667,51.69135802469136,50.68518518518518,2.112586179558112,10.562930749387156,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,57,S2_stabilize_aux,1.0,0.0002,629.0108006000519,8.767313168973338,8.767313168973338,0.0,63.74362244897959,97.02962962962962,54.39382716049383,53.04814814814815,2.1221084667711843,10.610542122198611,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,58,S2_stabilize_aux,1.0,0.0002,652.6920163631439,9.01757442707918,9.01757442707918,0.0,61.17665816326531,96.97407407407407,55.05432098765433,53.44814814814815,2.135762168436634,10.678810645122917,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,59,S2_stabilize_aux,1.0,0.0002,632.4712064266205,8.325924639799156,8.325924639799156,0.0,66.19897959183673,97.12962962962963,56.071604938271605,54.525925925925925,2.1121700612866148,10.560850065581652,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,60,S2_stabilize_aux,1.0,0.0002,638.8609199523926,6.496043944845394,6.496043944845394,0.0,77.8061224489796,97.29629629629629,55.3395061728395,53.94444444444444,2.0524201490441145,10.262100589518644,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,61,S2_stabilize_aux,1.0,0.0002,633.9976103305817,6.961893665547273,6.961893665547273,0.0,75.8609693877551,97.11481481481482,52.237037037037034,50.75925925925926,2.0595642887816137,10.29782131740025,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,62,S2_stabilize_aux,1.0,0.0002,645.5109903812408,8.480026060221146,8.480026060221146,0.0,65.35395408163265,97.01481481481481,55.78888888888889,54.44814814814815,2.1085701718622323,10.542850611161212,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,63,S2_stabilize_aux,1.0,0.0002,641.334792137146,9.01082621788492,9.01082621788492,0.0,61.98979591836735,97.41851851851852,57.04567901234568,55.32592592592592,2.1318071667028935,10.659035565901776,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,64,S2_stabilize_aux,1.0,0.0002,637.7895791530609,7.657154063789212,7.657154063789212,0.0,70.98214285714286,97.10740740740741,55.212345679012344,53.474074074074075,2.078372050304802,10.391860027702487,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,65,S2_stabilize_aux,1.0,0.0002,639.0144238471985,8.11669956907934,8.11669956907934,0.0,67.6498724489796,97.3037037037037,55.97037037037037,54.28888888888889,2.0934608542189306,10.46730409349714,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,66,S2_stabilize_aux,1.0,0.0002,644.6752271652222,8.093840735299247,8.093840735299247,0.0,68.22385204081633,97.31111111111112,55.70246913580247,54.05925925925926,2.091017022424815,10.45508489803392,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,67,S2_stabilize_aux,1.0,0.0002,636.6718909740448,7.508460327070587,7.508460327070587,0.0,72.01849489795919,97.58148148148148,56.44444444444445,54.785185185185185,2.0714477738555597,10.357238711143026,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,68,S2_stabilize_aux,1.0,0.0002,632.6898827552795,8.01009243361804,8.01009243361804,0.0,69.54719387755102,97.31111111111112,55.267901234567894,53.70740740740741,2.077352543266452,10.386762580093073,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,69,S3_refine_aux,1.0,0.0002,633.6960706710815,8.262184074946813,8.262184074946813,0.0,66.62946428571429,97.50740740740741,55.39135802469136,53.851851851851855,2.095586881345632,10.477934195070851,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,70,S3_refine_aux,1.0,0.0002,630.0714313983917,7.497010610541519,7.497010610541519,0.0,72.40114795918367,97.38888888888889,55.00493827160494,53.44074074074074,2.067518934911611,10.337594499393385,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,71,S3_refine_aux,1.0,0.0002,632.4580097198486,7.66743144210504,7.66743144210504,0.0,71.1734693877551,97.54074074074074,54.20000000000001,52.574074074074076,2.071568722627601,10.357843418510592,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,72,S3_refine_aux,1.0,0.0002,632.7371850013733,7.543073002172976,7.543073002172976,0.0,71.93877551020408,97.60740740740741,55.90493827160494,54.24074074074074,2.070349625178746,10.35174797992317,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,73,S3_refine_aux,1.0,0.0002,638.6963701248169,8.205245037468112,8.205245037468112,0.0,68.54272959183673,97.24444444444444,55.3679012345679,53.78148148148148,2.0816626183840694,10.408312894860092,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E1,equal,S1,74,S3_refine_aux,1.0,0.0002,628.5708229541779,8.48772296127008,8.48772296127008,0.0,65.40178571428571,95.83703703703704,49.91851851851852,48.385185185185186,2.082918731533751,10.414593463041344,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,0.9591836734693877,0.04081632653061224,0.0
E1,equal,S1,75,S3_refine_aux,1.0,0.0002,636.7013971805573,8.497540804804588,8.497540804804588,0.0,65.97576530612245,97.35185185185185,56.83456790123457,55.22592592592593,2.084345647266933,10.421728056304309,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
