row,epoch,mean_loss,epoch_seconds,tx,dom,adv,orth,cons,group_ce,fishr,proto,open_world_feat,zid_compact,proxy_unknown,soft_unknown_mixup,source_episode,sat_cls,unlabeled_ce,unlabeled_entropy
C2,31,7.452936415769616,153.22305362159386,4.517112915613214,1.4105296706666752,2.6697061159172835,0.0010966603713685038,0.38447046584012556,6.578012763237466,0.006692292365929758,0.3727027515367586,0.11578994852547743,1.6420592045297429,0.0,0.9398493754620455,0.045728091644693394,0.0,,
C2,32,7.87037104489852,133.94958953000605,4.851615821828648,1.4250880151378864,2.6656088147844588,0.0011925006642277182,0.38722359160987696,7.065999269485474,0.007833333633726045,0.38323642891280507,0.12597313416855677,1.7178004663817736,0.0,1.1324800873289302,0.05132479452509053,0.0,,
C2,33,5.858937088324099,130.36405165307224,3.25292630098304,1.2285441610277916,2.651665838397279,0.0015500019570546491,0.36549212981243523,5.226362661439545,0.005781731946032723,0.3274081583533968,0.10649111745308856,1.6525810129788456,0.0,1.0782122429536314,0.05026428352053068,0.0,,
C2,34,6.733938231760142,128.447381217964,3.9697701906671328,1.2884663075816876,2.6646002506723208,0.0014399345570697676,0.3720197744515477,5.931211493453201,0.006612605579216413,0.35389355007483037,0.12637559073616048,1.688931552731261,0.0,1.3056268801494522,0.056026303418436826,0.0,,
C2,35,4.8429839027171235,133.86112203681841,2.4542313692521076,1.0823887075696672,2.6495407016909853,0.0016069474240422857,0.3659394669289492,4.509230380155603,0.004544550895082707,0.2936348957674844,0.09917140166674342,1.6127460878722522,0.0,1.1956974645050205,0.058721152799470086,0.0,,
C2,36,6.97055181191892,135.67233467381448,4.1444830602529095,1.2853969736975066,2.658365852978765,0.0014973458503159142,0.3640847035816738,6.327592990836319,0.006176162116723705,0.351735632638542,0.12905187038134555,1.6719956641294518,0.0,1.5320007825384334,0.05909691884049347,0.0,,
C2,37,7.452132614291444,129.8026622547768,4.530053821145271,1.3466206667374592,2.6629853978448983,0.0015745621022521233,0.37359048213277546,6.497531650017719,0.007005666213927372,0.3704191792984398,0.145091569165186,1.7222148861203874,0.0,1.7134376618326927,0.06762591950899484,0.0,,
C2,38,6.138730209700915,133.28710345970467,3.4568424078882956,1.2337471769780528,2.6596012893988163,0.0015459846733708162,0.36464724370411467,5.401307451481721,0.005721492056107643,0.33648428138421504,0.120965910885407,1.6650727330421915,0.0,1.6624888716911783,0.06885986904404601,0.0,,
C2,39,6.718985489436558,133.15962708368897,3.935185541912001,1.2524934727318433,2.657663175037929,0.0015566117826336045,0.374926609652383,5.974466919898987,0.006270834971789499,0.3504796313996218,0.14705730594542563,1.707643917628697,0.0,1.9162268079057032,0.07807189689911141,0.0,,
C2,40,5.266707396020695,132.54219271196052,2.79994481193776,1.085663869672892,2.658334814772314,0.002069058083235381,0.34885060057348133,4.709800559647229,0.004988595753033854,0.3048093221625503,0.11224721212472234,1.6330081783995336,0.0,1.8097846921609373,0.07098155575139183,0.0,,
C2,41,6.433023754431277,133.49573263013735,3.728852209996204,1.1693540702060776,2.6578686383305765,0.001684555613996499,0.36908023150599734,5.830137773435943,0.00573825485985346,0.3379138066452377,0.12390581206703673,1.6770362026837407,0.0,2.1015658986811734,0.08295738187675573,0.0,,
C2,42,5.828258991241455,129.7590508395806,3.225021991194511,1.1371290221506236,2.6577451521036575,0.0018481493046108102,0.3496202127057679,5.2056078180974845,0.005433028570984547,0.31962743279885275,0.12473308751169516,1.6615301516591285,0.0,2.095488176053884,0.08051277134491473,0.0,,
C2,43,4.90168926667194,132.3523297975771,2.4743408232319113,1.0723836555772899,2.659987503168534,0.0019538875355038375,0.3372901678085327,4.259993151742584,0.004291245623548724,0.29350935591726884,0.10397404531130985,1.6137140600048765,0.0,2.006172647281569,0.07589778524576402,0.0,,
C2,44,5.25506718791261,129.91981848562136,2.7621465982223046,1.077236412739267,2.656756255091453,0.0018626467668693702,0.34195137966652306,4.644395694440725,0.004669295571630402,0.3010476143384466,0.11271762475371361,1.627643490324215,0.0,2.282962086249371,0.08458671825272697,0.0,,
C2,45,5.992602664597181,138.74958157306537,3.3498764001593297,1.1250419458564447,2.659131643723468,0.0019135846909639255,0.3498398910979835,5.315395710419636,0.005452334709769609,0.32960884759620745,0.12153809745700991,1.6483907821227093,0.3304655725250439,2.492905835716092,0.08734364412268814,0.0,,
C2,46,6.339948848802216,146.47116462513804,3.5974753158433095,1.1931065661566598,2.6587449287881655,0.0019567759412968035,0.3613627029924977,5.431269129928277,0.0053810601369762906,0.34074651586766147,0.13949270926567972,1.6919158137574488,0.691165630914727,2.739025960163194,0.09243865478403714,0.0,,
C2,47,5.852290766579764,155.8823996866122,3.150420440703022,1.18115933695618,2.6591348745384993,0.002127196993773841,0.35420035160317714,5.118994428187,0.005410191491341257,0.31665781261969583,0.12539594118692438,1.664583286460565,0.9595970620914381,2.685427030738519,0.08809290985975947,0.0,,
C2,48,5.725124505101418,139.39207330392674,3.113933356440797,1.0963846773517376,2.6640810917834847,0.002118516462731498,0.3466826221164392,4.9559173729954935,0.005397951546391206,0.31898510364853605,0.12048213016621921,1.6606552114292068,1.3226942772767982,2.8068274454194673,0.0868354147034032,0.0,,
C2,49,6.6447507897201845,138.20111944712698,3.8038141301700046,1.2326716865812029,2.662717322913968,0.0018764199069534828,0.35249754908133524,5.535259327109979,0.005524444493598172,0.3459952631775214,0.13553939698910228,1.6749563363133644,1.7397005995925592,3.064179532381953,0.08720115298519329,0.0,,
C2,50,6.4350937239977775,140.16800330905244,3.6760836778854835,1.1307503349927006,2.6614451505699934,0.0018663202075059622,0.35171024531734235,5.571698344483668,0.0057918168010418205,0.34174824399607523,0.13776090490270634,1.689245834642527,2.1242255775295957,2.999991419363995,0.09137366385180123,0.0,,
C2,51,5.774670250561773,137.67082930868492,3.1423678179176484,1.076145361880867,2.663266031109557,0.0022482541882746605,0.33949202724865507,4.946920711167005,0.004865898487006067,0.32042816889529324,0.12349088596446174,1.645459627618595,2.335087564526772,2.88577870933377,0.08237604036623118,0.0,,
C2,52,5.608320245937425,139.3392638489604,3.0169186896207383,1.022752514907292,2.6633234121361555,0.002263757853996845,0.3437036786760603,4.932166296608594,0.004726270270742932,0.3077927666659258,0.11856679131790084,1.6438713098058895,2.6063962347653447,2.8326414969502665,0.08619303054803489,0.0,,
C2,53,6.117829682875652,140.03772588819265,3.4107661758150374,1.0809285263625943,2.659608485747357,0.0022909999142011286,0.3519823654573791,5.227655700274876,0.005106556975301735,0.32505930777715175,0.13062232983659725,1.6566079660337798,3.154500810467467,2.9810223263137194,0.08753720325018678,0.0,,
C2,54,5.704442063156439,137.13786920020357,3.0369143169753405,1.0759463127778501,2.6645429037055193,0.002075607253758864,0.33819972799748793,4.879692184681795,0.004774673998697984,0.31550244196337096,0.11473867814151609,1.639738569454271,3.2285776284276224,2.7749593111933493,0.08282558133407515,0.0,,
C2,55,6.146514235710611,143.31686388328671,3.381398165712551,1.1103821323842418,2.663397185656489,0.0023592560011857873,0.3508958244810299,5.19602066643384,0.005279338887740611,0.32966103784892026,0.1316091076908063,1.6732960866422069,3.763610771724156,2.892952641662286,0.08840041584810432,0.0,,
C2,56,5.500556639262608,137.4512690892443,2.8652509511733544,1.041999627132805,2.6703849082090416,0.0028163670652488967,0.3316002038060402,4.664295517668432,0.00481431477356284,0.3005503628935133,0.11250516605012272,1.6304069003280328,3.7366232677381865,2.81973549541162,0.07956059497534013,0.0,,
C2,57,6.028261934007917,138.40679772011936,3.2688430900476417,1.0689274291602933,2.6617001611359266,0.0021962019471138032,0.3490391939270253,5.218536055817896,0.005116339848966015,0.3154160188777106,0.1264753913392826,1.6672782581679675,4.440301296662311,2.948698562018725,0.09022174296634537,0.0,,
C2,58,6.15754340619457,132.9310817848891,3.365690075621313,1.097175654099912,2.666179909998057,0.002462992181512052,0.3330174763591922,5.131919019076289,0.005256204140058966,0.3316589195509346,0.12850519186075854,1.668337079943443,4.550127345688489,2.947633441613645,0.08269416799350661,0.0,,
C2,59,6.150605629901497,140.66773466579616,3.3817934509442775,1.0558850497615582,2.6701846220055403,0.002380050076718195,0.34554788105341855,5.116005502185043,0.004664086753369442,0.32633086552425306,0.13127677644393881,1.6711820412655265,5.252091855418925,2.9082016312346166,0.08791410907798884,0.0,,
C2,60,5.378353474091511,136.63384171389043,2.7387528784421025,1.0043473888416679,2.6684788295200894,0.002599245424938331,0.32126245267537173,4.519576432753582,0.004645780394119876,0.2975011702094759,0.11005530802875149,1.622483246180476,4.98393828528268,2.738337906039491,0.07885803662392558,0.0,,
C2,61,5.573413771025988,135.89014869974926,2.862316586533371,1.0385863951274328,2.6692326750074113,0.0030398893512177225,0.32677418814629927,4.6473775201914265,0.0046536442954378315,0.30208369907067745,0.1193366454420041,1.6489876800653887,5.313828833249151,2.724966273015859,0.08384428196111504,0.0,,
C2,62,6.455342137083715,160.66759949410334,3.5492886669781742,1.1198696299475066,2.672884600503104,0.00253622441826393,0.34133374660598986,5.23962817386705,0.0053177656806596765,0.33937454679790807,0.13415860947297545,1.6743758722227446,6.279506809857427,3.026168942451477,0.08836468217932449,0.0,,
C2,63,6.027926644500421,142.5596215846017,3.2002634296611863,1.0699309341761531,2.6685066417771943,0.00261267003477361,0.3380634133913079,4.959241132346952,0.005170245360278962,0.3221051759865819,0.12491970668945994,1.6629503211196588,6.2709338810979105,2.897936395236424,0.08435150023017611,0.0,,
C2,64,5.829366017361076,140.2936122608371,3.055375259749743,1.0068924451360897,2.6693516166842715,0.0027570354939932575,0.3428580736627384,4.899679612140266,0.004951604893811199,0.30910803255986197,0.11909572529245396,1.6548041640495768,6.594450376471695,2.913350394793919,0.08632624255759376,0.0,,
C2,65,5.862340124285951,137.28509229794145,3.075550928407786,1.0094363981363725,2.6734363400206274,0.0029415095543336807,0.33037642617614904,4.84845981062675,0.004642014824120062,0.3071944084094495,0.12059409467845547,1.647324800491333,6.827808749919035,2.8612742545653362,0.08559789337521913,0.0,,
C2,66,5.456099276639978,135.2290186882019,2.7625972525197633,0.9604966372859721,2.66683571192683,0.003067100898134617,0.32837239789719486,4.471904383630169,0.004363374288041829,0.3029844526733671,0.12198876308239236,1.6483189573093338,6.92075996982808,2.756829235018516,0.08343047831131488,0.0,,
C2,67,5.603426534302381,163.40678003197536,2.8818205327403787,0.9664892967866392,2.6709749601325212,0.0029978299295477457,0.33546458488824416,4.489718401918606,0.004323837535018671,0.30720190521405666,0.11226687048162733,1.6389439251958107,7.1593355062056565,2.7377126703456955,0.0850902263227166,0.0,,
C2,68,5.662128117619728,138.7611821242608,2.88148695230484,0.9846651177017056,2.669093540736607,0.002792954099203023,0.34447157139680823,4.630922144773055,0.0045829903374768185,0.308125129159616,0.11369640273707253,1.6455466674298656,7.357604367392404,2.7821943394991817,0.08830301277339458,0.0,,
C2,69,5.775705882481167,140.8474739533849,2.9983540341562156,0.974712190579395,2.6770542397791024,0.003262741341521697,0.33035315056236425,4.618390720717761,0.004500450076397547,0.3109713838416703,0.11793470603166795,1.64932711513675,8.142710199161451,2.865100220758088,0.08612504042685032,0.0,,
C2,70,4.7248446600777765,137.82786602480337,2.164265429487034,0.8815852695581864,2.6698218073163713,0.0034413601744596903,0.31327014249198293,3.9176859052813784,0.0036675632867144837,0.27027981104899423,0.09801952647311347,1.5971165992775742,7.16429598477422,2.5126957260832494,0.07494927091257912,0.0,,
C2,71,5.58955810021381,138.0109879677184,2.8588542293529122,0.962144287265077,2.667955067692971,0.003341777969451089,0.32874553969928194,4.43915395834008,0.004418681999335864,0.3072039162626072,0.11312058712450826,1.6342781125282755,7.926210607801165,2.691524077434929,0.083260144278103,0.0,,
C2,72,6.337705500271856,142.57381050195545,3.395069885618833,1.0606243208963044,2.675022402588202,0.0028049822422148356,0.340998112243049,5.096176013654592,0.004743671787151953,0.3284780556450085,0.12961273397109946,1.6756511610381457,8.538759066134084,2.8446484244599635,0.08963443281851252,0.0,,
C2,73,5.888664586203439,136.4267824003473,3.0470506871233183,0.999019420876795,2.6736167888252105,0.003081715468267378,0.33242030168066217,4.8698453708570835,0.004647759666039171,0.3110312001437557,0.1218088509096783,1.6553023226407109,8.182002816881452,2.860794541787128,0.08296090736985207,0.0,,
C2,74,5.579961411807002,138.95829555206,2.8514628288697224,0.9695306104056689,2.6787074293409074,0.0035162466016600423,0.33025723117954875,4.357524000868505,0.004506360209661023,0.31113734111493946,0.11245459964384838,1.638258593423026,7.694260908632862,2.699927356778359,0.08536950483614085,0.0,,
C2,75,5.65161504550856,135.67585446080193,2.9037071734058615,0.9409433238360346,2.6787856111721116,0.0036346501562677857,0.3306709473230401,4.646311654120075,0.00416394642064804,0.3066040219701066,0.12030785203892358,1.644554437423239,7.91810603044471,2.7725976583909016,0.08633863648437724,0.0,,
C2,76,5.951651592643893,143.6576360971667,3.1231659596063652,1.001260621207101,2.6849949165266387,0.003192360786131906,0.3275453953110442,4.754639450384646,0.004540186026133597,0.31949787632543214,0.12102587559089369,1.6543975314315484,7.975552996810602,2.8080330089646943,0.08274509769161137,0.0,,
C2,77,5.166925902269324,136.9241026341915,2.5439135474818095,0.8890518071700115,2.6775317338048197,0.004187618971479182,0.3290231106232624,4.2101872551197905,0.0035009465135196795,0.28743323257991243,0.10649636319401312,1.6144184968909439,7.586191663936693,2.6434861275614523,0.08684213702775995,0.0,,
C2,78,6.53243392340991,140.83656128961593,3.5680458740312226,1.040622165008467,2.6804063660757884,0.0030036953465575923,0.3308809226264759,5.328343488732163,0.005280721053595142,0.33550391726347867,0.14050371564772665,1.6888540764244235,8.819923595506317,2.9372024584789664,0.08495996523724526,0.0,,
C2,79,6.13456687635305,133.0552649879828,3.2698937447703615,0.9845507461197522,2.6750010908866417,0.003369334347460571,0.3325888544929271,5.082751536855892,0.004971097997978938,0.32464345103623915,0.12584469490209405,1.676826396766974,8.374018425844154,2.841539665144317,0.09027529568696509,0.0,,
C2,80,7.16129714615491,138.25031308503821,2.521930695188289,0.9149836277475163,2.67329740524292,0.003278402262367308,0.3208043794242703,4.335708126729848,0.0038018363340263615,0.28734842277303035,0.10977502003768269,1.6291128664600605,7.600111572109923,2.6293741488943296,0.08044005801178972,2.8987696657375412,,
C2,81,8.771087870305898,139.27166105573997,3.720030346695258,1.0470235055806685,2.6828512804848805,0.0029095372503471313,0.3501278806705864,5.323787076132638,0.005356055093995694,0.3450996562534449,0.13693958368836617,1.6931053740637643,9.02116348305527,3.0249512609170406,0.09497988368479574,3.053356039280794,,
C2,82,7.295308346651038,143.76285267993808,2.6296410074039382,0.9247467980092886,2.682019992750518,0.0038441559935359247,0.31857743646417347,4.322643484388079,0.004000955084291268,0.2913472035101482,0.10964857117862117,1.6252575090953283,7.7073012663393605,2.6572118778618012,0.07695909319635556,2.9202059507369995,,
C2,83,6.676993764176661,138.25256284838542,2.1583691926635042,0.9010696897701341,2.681338208062308,0.004385143390970129,0.3076171303281979,3.7049387827211495,0.003500490502824969,0.2680881531262884,0.09610257522031969,1.5922239507947649,7.164920417629943,2.4741883813118446,0.07108507153331017,2.8917490341225447,,
C2,84,7.136374274078681,137.78912930889055,2.521122563250211,0.9038552982466561,2.6819233213152205,0.004245998266590189,0.31108432856141305,4.121054414583712,0.0034985281301339213,0.288667903566847,0.10552620279545687,1.6041241032736642,7.665846513242138,2.619323496915856,0.07412345844263933,2.9256466116224016,,
C2,85,8.013334303486104,134.68454675888643,3.1635063095968596,0.9538910413274959,2.6800380142367617,0.0035748245718423277,0.3395073620640502,4.85535280801812,0.004713601299694606,0.3157433709319757,0.1228732737351437,1.674861185404719,8.458220919784235,2.8231695890426636,0.0903958402269957,3.0111115878942063,,
C2,86,6.356873502536696,139.83157659322023,1.9767780814852034,0.8153476617774185,2.679658442127461,0.004372604318409778,0.30034234085861516,3.552726863598337,0.0031245672084600187,0.2582399696111679,0.09163725117639619,1.577605743797458,6.810447644214241,2.5017790429446163,0.06985671806852428,2.853501190944594,,
C2,87,6.9141948806996245,137.58602460520342,2.539760308606284,0.8670374836240496,2.6783690306605124,0.004606140181137135,0.3057984731027058,4.0372892934448865,0.00382597308798351,0.2863727616412299,0.10295829534226535,1.5902843402356517,7.60663840235496,2.5522479013520845,0.0728029834904841,2.6487237215042114,,
C2,88,6.529307122133216,138.01476488774642,2.0995909462169724,0.8274405245878258,2.6787632728109556,0.0044632023366700324,0.29954003709919597,3.577033062370456,0.0034736952321527867,0.26306383311748505,0.09196308794982579,1.573221965711944,7.0140911802953605,2.414679123430836,0.06940685569935916,2.902911655756892,,
C2,89,7.030387946537563,138.9060446904041,2.5200677140026677,0.8875639073702754,2.6791692169345156,0.004304414196296272,0.32405814163538876,4.179609341280801,0.0038280576349910803,0.28622253147923216,0.10866420586802522,1.6218471624413315,7.462008417869101,2.623508565279902,0.08335351335759066,2.7812708786555698,,
C2,90,7.444861139569964,139.86172410892323,2.808833753576084,0.9150851101291423,2.677676940450863,0.004032935853928746,0.3233433420560798,4.469441592693329,0.00439121916519516,0.3031778016260692,0.11359312514565428,1.6376554163134829,8.060481295293691,2.700458151953561,0.08045722901517031,2.8530092458335723,,
C2,91,7.287088520672857,133.974966107402,2.76739403483819,0.8687652720480549,2.6858671441370126,0.0047060809298941145,0.3112024302993502,4.316108999203663,0.004147832558373921,0.2973196518664457,0.10935892335766433,1.6192650576027072,8.130266851308395,2.7082913700415165,0.07516668921298518,2.7837264270198587,,
C2,92,6.580823927509542,138.9850736972876,2.159298906520921,0.8427082738097833,2.6808238224107392,0.0042826477966832035,0.30393670256040534,3.775512169818489,0.003370172622119438,0.2654983893949158,0.08914743888438964,1.5751799807256581,6.916733303848578,2.5677821538886247,0.07027898037007876,2.819686682856813,,
C2,93,7.315878323146275,139.467971035745,2.765306837096506,0.9137867968909594,2.68427351056313,0.004392833661582625,0.31587712953285296,4.2758892275849165,0.00398536333671714,0.2980413065881145,0.11257236846247498,1.6382288470560191,7.733740942818778,2.6912583453314647,0.0804587191312897,2.7744943536057765,,
C2,94,8.124116814866358,138.49773944495246,3.3849535256016012,1.0338298605412852,2.6786473381276035,0.003184803723825655,0.3456888974321132,5.1140881180763245,0.005078885099038063,0.32995762235047865,0.1312456714483548,1.6984102920610078,8.549878645916374,2.89780534043604,0.09500603138336114,2.6676002740859985,,
C2,95,6.851938622338431,133.14036851888523,2.4886660271761367,0.8639745298697024,2.6734201129601924,0.00487040271548963,0.31155997879651126,4.100241347235077,0.003624225685097353,0.28619409641441035,0.10559512967509883,1.6160575467713025,7.592829869717968,2.579272970861318,0.0775056822339491,2.6225299372964974,,
C2,96,6.184053581588122,139.09639328997582,1.9433699767200314,0.7996194180177183,2.6790468449495277,0.004890596246993055,0.2978349851102245,3.373960005993746,0.0031408203708730184,0.25502424094141746,0.08629216386803559,1.5680162103808657,6.996916478993941,2.3999046038608163,0.0695095428322651,2.7141744433617103,,
C2,97,6.375653330160647,137.70207549491897,2.110292040267769,0.8221532665953344,2.6791708858645693,0.0052196684017853465,0.3086901574718709,3.572871371191375,0.003261286117331296,0.2592260451341162,0.09094905275471356,1.5821098867727785,7.143919633359325,2.548028396100414,0.07562053785184208,2.666468257806739,,
C2,98,6.826039713256213,138.6219628052786,2.4755792861082115,0.8786852238129597,2.681255880667239,0.004630910971544075,0.3130050654314002,3.9390005554471696,0.0035034619694651694,0.2770558267223592,0.0995459104983174,1.6014069148472376,7.503254073006766,2.6548449652535573,0.07761888943460522,2.6166615802414563,,
C2,99,7.553675335280749,135.12481680884957,2.967492505603907,0.9247751588724098,2.6838309813518912,0.004334863872808993,0.31054673815260125,4.4625332696097235,0.0043890718465708954,0.30982112580416155,0.11364822724491966,1.6203893569051002,8.27990724602524,2.6879109095553964,0.07471886429251456,2.7648412621751124,,
C2,100,7.1585197205446205,134.36143732024357,2.6920242516361936,0.8671826671580879,2.6838444641658237,0.004612250282068034,0.30862535232183885,4.244319080090036,0.003978960212481645,0.29004854632883653,0.10171775694708435,1.6157108545303345,7.708606116625727,2.667152433979268,0.07611415903939277,2.729358906648597,,
