row,scene,group_type,group_id,count,accuracy_percent,macro_recall_percent,macro_f1_percent,worst_tx_accuracy_percent
B3_head_slow,leo_clear_weak,rx,8,5400,81.98148148148148,81.98148148148148,81.42541339559011,57.44444444444444
B3_head_slow,leo_clear_weak,day,1,9000,87.97777777777777,87.97777777777779,87.8754902324277,69.0
B3_head_slow,leo_clear_weak,day,2,9000,89.53333333333333,89.53333333333333,89.49963660190149,78.46666666666667
B3_head_slow,leo_clear_weak,day,3,9000,88.92222222222223,88.92222222222223,88.80388624373268,74.2
B3_head_slow,leo_clear_weak,tx,0,4500,79.88888888888889,,,
B3_head_slow,leo_clear_weak,tx,1,4500,84.26666666666667,,,
B3_head_slow,leo_clear_weak,tx,2,4500,97.82222222222222,,,
B3_head_slow,leo_clear_weak,tx,3,4500,73.88888888888889,,,
B3_head_slow,leo_clear_weak,tx,4,4500,98.35555555555555,,,
B3_head_slow,leo_clear_weak,tx,5,4500,98.64444444444445,,,
B3_head_slow,leo_low_elev_weak,overall,all,27000,84.80740740740741,84.80740740740741,84.52255867286625,62.4
B3_head_slow,leo_low_elev_weak,rx,1,5400,90.44444444444444,90.44444444444444,90.1420738144758,63.22222222222222
B3_head_slow,leo_low_elev_weak,rx,3,5400,76.72222222222223,76.72222222222223,75.97637811656072,46.0
B3_head_slow,leo_low_elev_weak,rx,4,5400,85.42592592592592,85.42592592592592,85.20321628985211,61.0
B3_head_slow,leo_low_elev_weak,rx,6,5400,93.03703703703704,93.03703703703702,92.9762515269302,82.22222222222221
B3_head_slow,leo_low_elev_weak,rx,8,5400,78.4074074074074,78.4074074074074,77.41635636814962,47.55555555555556
B3_head_slow,leo_low_elev_weak,day,1,9000,83.62222222222222,83.62222222222222,83.25911703306943,56.333333333333336
B3_head_slow,leo_low_elev_weak,day,2,9000,85.96666666666667,85.96666666666667,85.76034975105894,68.46666666666667
B3_head_slow,leo_low_elev_weak,day,3,9000,84.83333333333334,84.83333333333334,84.51456000783467,62.4
B3_head_slow,leo_low_elev_weak,tx,0,4500,75.57777777777778,,,
B3_head_slow,leo_low_elev_weak,tx,1,4500,79.08888888888889,,,
B3_head_slow,leo_low_elev_weak,tx,2,4500,96.57777777777777,,,
B3_head_slow,leo_low_elev_weak,tx,3,4500,62.4,,,
B3_head_slow,leo_low_elev_weak,tx,4,4500,97.42222222222222,,,
B3_head_slow,leo_low_elev_weak,tx,5,4500,97.77777777777777,,,
B3_head_slow,leo_rain_weak,overall,all,27000,84.3,84.3,83.9466549923013,58.68888888888889
B3_head_slow,leo_rain_weak,rx,1,5400,90.79629629629629,90.79629629629629,90.49837593385966,66.33333333333333
B3_head_slow,leo_rain_weak,rx,3,5400,75.55555555555556,75.55555555555556,74.6780697406614,38.77777777777778
B3_head_slow,leo_rain_weak,rx,4,5400,84.72222222222221,84.72222222222221,84.47028391662045,57.88888888888889
B3_head_slow,leo_rain_weak,rx,6,5400,91.7962962962963,91.7962962962963,91.72553199103194,78.33333333333333
B3_head_slow,leo_rain_weak,rx,8,5400,78.62962962962963,78.62962962962962,77.57441875586399,48.55555555555556
B3_head_slow,leo_rain_weak,day,1,9000,84.25555555555555,84.25555555555557,83.92855590053439,58.4
B3_head_slow,leo_rain_weak,day,2,9000,85.24444444444444,85.24444444444443,84.95766864913716,62.26666666666667
B3_head_slow,leo_rain_weak,day,3,9000,83.39999999999999,83.4,82.9270178886201,55.400000000000006
B3_head_slow,leo_rain_weak,tx,0,4500,77.68888888888888,,,
B3_head_slow,leo_rain_weak,tx,1,4500,77.11111111111111,,,
B3_head_slow,leo_rain_weak,tx,2,4500,96.64444444444445,,,
B3_head_slow,leo_rain_weak,tx,3,4500,58.68888888888889,,,
B3_head_slow,leo_rain_weak,tx,4,4500,97.37777777777778,,,
B3_head_slow,leo_rain_weak,tx,5,4500,98.28888888888889,,,
B3_head_fast,clean,overall,all,27000,98.35555555555555,98.35555555555557,98.35412982470956,96.64444444444445
B3_head_fast,clean,rx,1,5400,99.53703703703704,99.53703703703704,99.53694856374594,98.77777777777777
B3_head_fast,clean,rx,3,5400,95.9074074074074,95.9074074074074,95.89718088247274,93.22222222222221
B3_head_fast,clean,rx,4,5400,98.74074074074073,98.74074074074075,98.73865179819164,96.66666666666667
B3_head_fast,clean,rx,6,5400,99.57407407407408,99.57407407407408,99.57391732470654,98.33333333333333
B3_head_fast,clean,rx,8,5400,98.01851851851852,98.01851851851852,98.01537765075233,94.11111111111111
B3_head_fast,clean,day,1,9000,98.31111111111112,98.3111111111111,98.31013103811416,96.06666666666666
B3_head_fast,clean,day,2,9000,98.6888888888889,98.68888888888888,98.6876838097867,97.26666666666667
B3_head_fast,clean,day,3,9000,98.06666666666666,98.06666666666666,98.06469855951231,96.6
B3_head_fast,clean,tx,0,4500,98.44444444444444,,,
B3_head_fast,clean,tx,1,4500,97.73333333333333,,,
B3_head_fast,clean,tx,2,4500,99.22222222222223,,,
B3_head_fast,clean,tx,3,4500,96.64444444444445,,,
B3_head_fast,clean,tx,4,4500,99.0,,,
B3_head_fast,clean,tx,5,4500,99.08888888888889,,,
B3_head_fast,leo_clear_weak,overall,all,27000,89.88148148148149,89.88148148148149,89.82027059891448,80.22222222222221
B3_head_fast,leo_clear_weak,rx,1,5400,95.77777777777777,95.7777777777778,95.72925436580668,82.33333333333334
B3_head_fast,leo_clear_weak,rx,3,5400,79.61111111111111,79.61111111111111,79.32458346732427,58.88888888888889
B3_head_fast,leo_clear_weak,rx,4,5400,93.77777777777779,93.77777777777777,93.75446915715307,82.33333333333334
B3_head_fast,leo_clear_weak,rx,6,5400,96.9074074074074,96.90740740740739,96.90625084836468,91.55555555555556
B3_head_fast,leo_clear_weak,rx,8,5400,83.33333333333334,83.33333333333334,82.81885280427451,55.77777777777778
B3_head_fast,leo_clear_weak,day,1,9000,89.64444444444445,89.64444444444445,89.57369264737734,80.2
B3_head_fast,leo_clear_weak,day,2,9000,90.44444444444444,90.44444444444444,90.38713690711161,80.06666666666666
B3_head_fast,leo_clear_weak,day,3,9000,89.55555555555556,89.55555555555557,89.47586650636133,76.93333333333334
B3_head_fast,leo_clear_weak,tx,0,4500,82.24444444444444,,,
B3_head_fast,leo_clear_weak,tx,1,4500,80.22222222222221,,,
B3_head_fast,leo_clear_weak,tx,2,4500,98.46666666666667,,,
B3_head_fast,leo_clear_weak,tx,3,4500,83.0,,,
B3_head_fast,leo_clear_weak,tx,4,4500,96.75555555555555,,,
B3_head_fast,leo_clear_weak,tx,5,4500,98.6,,,
B3_head_fast,leo_low_elev_weak,overall,all,27000,85.9888888888889,85.98888888888888,85.83713742688998,74.17777777777778
B3_head_fast,leo_low_elev_weak,rx,1,5400,91.7037037037037,91.7037037037037,91.60316600878994,77.22222222222223
B3_head_fast,leo_low_elev_weak,rx,3,5400,76.5,76.5,75.92214160342546,53.333333333333336
B3_head_fast,leo_low_elev_weak,rx,4,5400,88.03703703703704,88.03703703703705,87.93164094458686,70.0
B3_head_fast,leo_low_elev_weak,rx,6,5400,93.2037037037037,93.20370370370371,93.20913193573523,85.33333333333334
B3_head_fast,leo_low_elev_weak,rx,8,5400,80.5,80.5,79.67977561544282,47.333333333333336
B3_head_fast,leo_low_elev_weak,day,1,9000,84.84444444444445,84.84444444444445,84.69172918775692,69.8
B3_head_fast,leo_low_elev_weak,day,2,9000,87.35555555555555,87.35555555555555,87.22805707327565,74.13333333333333
B3_head_fast,leo_low_elev_weak,day,3,9000,85.76666666666667,85.76666666666668,85.5632099003116,70.66666666666667
B3_head_fast,leo_low_elev_weak,tx,0,4500,76.4,,,
B3_head_fast,leo_low_elev_weak,tx,1,4500,74.17777777777778,,,
B3_head_fast,leo_low_elev_weak,tx,2,4500,97.62222222222222,,,
B3_head_fast,leo_low_elev_weak,tx,3,4500,74.64444444444445,,,
B3_head_fast,leo_low_elev_weak,tx,4,4500,95.33333333333334,,,
B3_head_fast,leo_low_elev_weak,tx,5,4500,97.75555555555555,,,
B3_head_fast,leo_rain_weak,overall,all,27000,85.91111111111111,85.91111111111111,85.7434457133936,72.22222222222221
B3_head_fast,leo_rain_weak,rx,1,5400,92.48148148148148,92.48148148148148,92.3839884639965,78.66666666666666
B3_head_fast,leo_rain_weak,rx,3,5400,77.77777777777779,77.77777777777777,77.36419864345332,52.22222222222223
B3_head_fast,leo_rain_weak,rx,4,5400,88.0,88.0,87.9612914443453,73.77777777777777
B3_head_fast,leo_rain_weak,rx,6,5400,91.68518518518518,91.68518518518519,91.68759328081437,80.11111111111111
B3_head_fast,leo_rain_weak,rx,8,5400,79.61111111111111,79.61111111111111,78.66170583983521,45.55555555555556
B3_head_fast,leo_rain_weak,day,1,9000,85.9,85.9,85.75837340235071,72.33333333333334
B3_head_fast,leo_rain_weak,day,2,9000,86.58888888888889,86.58888888888889,86.43517284346824,74.53333333333333
B3_head_fast,leo_rain_weak,day,3,9000,85.24444444444444,85.24444444444444,85.01588904586347,68.86666666666666
B3_head_fast,leo_rain_weak,tx,0,4500,79.66666666666666,,,
B3_head_fast,leo_rain_weak,tx,1,4500,72.22222222222221,,,
B3_head_fast,leo_rain_weak,tx,2,4500,97.6,,,
B3_head_fast,leo_rain_weak,tx,3,4500,72.26666666666667,,,
B3_head_fast,leo_rain_weak,tx,4,4500,95.4888888888889,,,
B3_head_fast,leo_rain_weak,tx,5,4500,98.22222222222223,,,
B7,clean,overall,all,27000,97.68148148148148,97.68148148148148,97.6751180440403,94.84444444444445
B7,clean,rx,1,5400,98.92592592592592,98.92592592592592,98.92382505383289,95.22222222222221
B7,clean,rx,3,5400,94.38888888888889,94.38888888888889,94.35720307229654,88.55555555555556
B7,clean,rx,4,5400,98.64814814814815,98.64814814814817,98.64628108583163,96.66666666666667
B7,clean,rx,6,5400,99.44444444444444,99.44444444444444,99.44343154633312,97.55555555555556
B7,clean,rx,8,5400,97.0,97.00000000000001,96.97645441947465,89.55555555555556
B7,clean,day,1,9000,97.72222222222223,97.72222222222223,97.71625898964525,94.6
B7,clean,day,2,9000,98.2,98.2,98.19654572301148,95.6
B7,clean,day,3,9000,97.12222222222222,97.1222222222222,97.11140521067249,93.66666666666667
B7,clean,tx,0,4500,98.4888888888889,,,
B7,clean,tx,1,4500,95.62222222222222,,,
B7,clean,tx,2,4500,99.11111111111111,,,
B7,clean,tx,3,4500,94.84444444444445,,,
B7,clean,tx,4,4500,98.84444444444445,,,
B7,clean,tx,5,4500,99.17777777777778,,,
B7,leo_clear_weak,overall,all,27000,80.63703703703705,80.63703703703703,80.19555263786181,62.644444444444446
B7,leo_clear_weak,rx,1,5400,88.70370370370371,88.70370370370372,88.16749963448063,57.55555555555556
B7,leo_clear_weak,rx,3,5400,68.22222222222221,68.22222222222223,66.91152442295504,37.22222222222222
B7,leo_clear_weak,rx,4,5400,85.53703703703704,85.53703703703704,84.67282765276025,46.77777777777778
B7,leo_clear_weak,rx,6,5400,90.70370370370371,90.7037037037037,90.58049055580608,79.44444444444444
B7,leo_clear_weak,rx,8,5400,70.01851851851852,70.01851851851852,68.0194137059892,28.333333333333332
B7,leo_clear_weak,day,1,9000,80.58888888888889,80.5888888888889,80.10658993385346,62.0
B7,leo_clear_weak,day,2,9000,82.0,82.0,81.59720505545555,64.46666666666667
B7,leo_clear_weak,day,3,9000,79.32222222222222,79.32222222222222,78.79510616153202,54.2
B7,leo_clear_weak,tx,0,4500,65.11111111111111,,,
B7,leo_clear_weak,tx,1,4500,62.644444444444446,,,
B7,leo_clear_weak,tx,2,4500,97.22222222222221,,,
B7,leo_clear_weak,tx,3,4500,68.68888888888888,,,
B7,leo_clear_weak,tx,4,4500,92.15555555555555,,,
B7,leo_clear_weak,tx,5,4500,98.0,,,
B7,leo_low_elev_weak,overall,all,27000,76.34074074074074,76.34074074074074,75.60507142026607,54.77777777777778
B7,leo_low_elev_weak,rx,1,5400,83.25925925925925,83.25925925925927,82.3189270615267,48.333333333333336
B7,leo_low_elev_weak,rx,3,5400,65.4074074074074,65.4074074074074,63.698105502369,34.333333333333336
B7,leo_low_elev_weak,rx,4,5400,80.42592592592592,80.42592592592591,79.5216676286784,42.888888888888886
B7,leo_low_elev_weak,rx,6,5400,85.14814814814815,85.14814814814815,84.92251981413612,68.33333333333333
B7,leo_low_elev_weak,rx,8,5400,67.46296296296296,67.46296296296296,64.91559102914071,22.333333333333332
B7,leo_low_elev_weak,day,1,9000,75.53333333333333,75.53333333333333,74.6980742207123,52.13333333333333
B7,leo_low_elev_weak,day,2,9000,78.2,78.2,77.59391418883146,58.666666666666664
B7,leo_low_elev_weak,day,3,9000,75.28888888888889,75.2888888888889,74.39577472343933,45.86666666666667
B7,leo_low_elev_weak,tx,0,4500,60.355555555555554,,,
B7,leo_low_elev_weak,tx,1,4500,54.77777777777778,,,
B7,leo_low_elev_weak,tx,2,4500,95.71111111111111,,,
B7,leo_low_elev_weak,tx,3,4500,59.266666666666666,,,
B7,leo_low_elev_weak,tx,4,4500,90.77777777777779,,,
B7,leo_low_elev_weak,tx,5,4500,97.15555555555555,,,
B7,leo_rain_weak,overall,all,27000,76.27037037037037,76.27037037037036,75.50443802323784,52.17777777777778
B7,leo_rain_weak,rx,1,5400,83.83333333333334,83.83333333333334,82.98980135977315,50.55555555555556
B7,leo_rain_weak,rx,3,5400,65.77777777777779,65.77777777777779,64.2248574578994,32.0
B7,leo_rain_weak,rx,4,5400,80.35185185185185,80.35185185185185,79.71320249164458,49.0
B7,leo_rain_weak,rx,6,5400,83.94444444444444,83.94444444444446,83.61150245910129,61.77777777777778
B7,leo_rain_weak,rx,8,5400,67.44444444444444,67.44444444444446,64.84280173725993,21.666666666666668
B7,leo_rain_weak,day,1,9000,76.64444444444445,76.64444444444443,75.9599494340081,56.599999999999994
B7,leo_rain_weak,day,2,9000,77.52222222222223,77.52222222222223,76.81968019425574,55.86666666666667
B7,leo_rain_weak,day,3,9000,74.64444444444445,74.64444444444446,73.62096230466571,43.06666666666666
B7,leo_rain_weak,tx,0,4500,63.22222222222222,,,
B7,leo_rain_weak,tx,1,4500,52.17777777777778,,,
B7,leo_rain_weak,tx,2,4500,95.88888888888889,,,
B7,leo_rain_weak,tx,3,4500,57.68888888888889,,,
B7,leo_rain_weak,tx,4,4500,91.02222222222223,,,
B7,leo_rain_weak,tx,5,4500,97.62222222222222,,,
S1,clean,overall,all,27000,98.25185185185185,98.25185185185185,98.25069597870727,96.66666666666667
S1,clean,rx,1,5400,99.51851851851852,99.5185185185185,99.5183050113626,98.22222222222223
S1,clean,rx,3,5400,95.66666666666667,95.66666666666666,95.65854648936006,93.22222222222221
S1,clean,rx,4,5400,98.61111111111111,98.61111111111111,98.60842819616096,96.55555555555554
S1,clean,rx,6,5400,99.6111111111111,99.6111111111111,99.61076288010119,98.22222222222223
S1,clean,rx,8,5400,97.85185185185186,97.85185185185186,97.84683026760807,93.77777777777779
S1,clean,day,1,9000,98.2,98.19999999999999,98.19860578900004,96.06666666666666
S1,clean,day,2,9000,98.67777777777778,98.67777777777778,98.67690167641933,97.39999999999999
S1,clean,day,3,9000,97.87777777777778,97.87777777777778,97.87630017044548,96.2
S1,clean,tx,0,4500,98.46666666666667,,,
S1,clean,tx,1,4500,97.44444444444444,,,
S1,clean,tx,2,4500,98.66666666666667,,,
S1,clean,tx,3,4500,96.66666666666667,,,
S1,clean,tx,4,4500,98.97777777777777,,,
S1,clean,tx,5,4500,99.28888888888889,,,
S1,leo_clear_weak,overall,all,27000,88.8111111111111,88.81111111111112,88.74560547188234,76.06666666666668
S1,leo_clear_weak,rx,1,5400,94.55555555555556,94.55555555555556,94.5612209228376,80.77777777777779
S1,leo_clear_weak,rx,3,5400,79.37037037037037,79.37037037037037,79.08897673783525,55.77777777777778
S1,leo_clear_weak,rx,4,5400,91.75925925925927,91.75925925925927,91.59650511017789,67.77777777777779
S1,leo_clear_weak,rx,6,5400,96.31481481481482,96.31481481481482,96.32864346273311,89.55555555555556
S1,leo_clear_weak,rx,8,5400,82.05555555555556,82.05555555555556,81.4946559249059,53.77777777777778
S1,leo_clear_weak,day,1,9000,88.75555555555556,88.75555555555556,88.67827668656315,74.33333333333333
S1,leo_clear_weak,day,2,9000,89.0111111111111,89.0111111111111,88.9128638119223,71.66666666666667
S1,leo_clear_weak,day,3,9000,88.66666666666667,88.66666666666666,88.59234849282846,74.46666666666667
S1,leo_clear_weak,tx,0,4500,76.06666666666668,,,
S1,leo_clear_weak,tx,1,4500,79.15555555555555,,,
S1,leo_clear_weak,tx,2,4500,96.88888888888889,,,
S1,leo_clear_weak,tx,3,4500,83.8,,,
S1,leo_clear_weak,tx,4,4500,98.11111111111111,,,
S1,leo_clear_weak,tx,5,4500,98.84444444444445,,,
S1,leo_low_elev_weak,overall,all,27000,85.55555555555556,85.55555555555556,85.41756805774997,71.4888888888889
S1,leo_low_elev_weak,rx,1,5400,91.42592592592592,91.42592592592594,91.36701524186532,74.77777777777777
S1,leo_low_elev_weak,rx,3,5400,76.98148148148148,76.98148148148148,76.5239712430147,53.22222222222223
S1,leo_low_elev_weak,rx,4,5400,87.77777777777777,87.77777777777777,87.46485729915283,58.111111111111114
S1,leo_low_elev_weak,rx,6,5400,92.96296296296296,92.96296296296296,92.98015368129198,83.22222222222221
S1,leo_low_elev_weak,rx,8,5400,78.62962962962963,78.62962962962963,77.71108137489607,44.888888888888886
S1,leo_low_elev_weak,day,1,9000,84.37777777777778,84.37777777777778,84.2207433628959,69.33333333333334
S1,leo_low_elev_weak,day,2,9000,86.14444444444445,86.14444444444443,85.97513662025892,66.53333333333333
S1,leo_low_elev_weak,day,3,9000,86.14444444444445,86.14444444444446,85.99093082218941,69.86666666666666
S1,leo_low_elev_weak,tx,0,4500,71.4888888888889,,,
S1,leo_low_elev_weak,tx,1,4500,73.15555555555555,,,
S1,leo_low_elev_weak,tx,2,4500,95.0,,,
S1,leo_low_elev_weak,tx,3,4500,78.22222222222223,,,
S1,leo_low_elev_weak,tx,4,4500,97.11111111111111,,,
S1,leo_low_elev_weak,tx,5,4500,98.35555555555555,,,
S1,leo_rain_weak,overall,all,27000,85.47037037037038,85.47037037037036,85.32213033550394,70.6
S1,leo_rain_weak,rx,1,5400,91.7037037037037,91.70370370370371,91.5792215389578,73.0
S1,leo_rain_weak,rx,3,5400,77.03703703703704,77.03703703703702,76.75650123178546,57.333333333333336
S1,leo_rain_weak,rx,4,5400,87.68518518518519,87.6851851851852,87.56413892686994,65.44444444444444
S1,leo_rain_weak,rx,6,5400,92.01851851851852,92.0185185185185,92.02701151528797,78.77777777777779
S1,leo_rain_weak,rx,8,5400,78.9074074074074,78.90740740740742,77.91584383616728,45.33333333333333
S1,leo_rain_weak,day,1,9000,85.38888888888889,85.38888888888889,85.24368410665207,71.73333333333333
S1,leo_rain_weak,day,2,9000,85.9888888888889,85.98888888888888,85.84294260121332,71.6
S1,leo_rain_weak,day,3,9000,85.03333333333333,85.03333333333333,84.82985186231656,65.66666666666666
S1,leo_rain_weak,tx,0,4500,74.73333333333333,,,
S1,leo_rain_weak,tx,1,4500,70.6,,,
S1,leo_rain_weak,tx,2,4500,95.0,,,
S1,leo_rain_weak,tx,3,4500,76.86666666666667,,,
S1,leo_rain_weak,tx,4,4500,97.26666666666667,,,
S1,leo_rain_weak,tx,5,4500,98.35555555555555,,,
S3,clean,overall,all,27000,98.4037037037037,98.4037037037037,98.40184329912695,96.77777777777777
S3,clean,rx,1,5400,99.53703703703704,99.53703703703704,99.53676111421214,98.55555555555556
S3,clean,rx,3,5400,95.94444444444444,95.94444444444443,95.93327122142095,92.77777777777779
S3,clean,rx,4,5400,98.75925925925925,98.75925925925925,98.756294240974,96.88888888888889
S3,clean,rx,6,5400,99.6111111111111,99.6111111111111,99.61086447489168,98.44444444444444
S3,clean,rx,8,5400,98.16666666666667,98.16666666666666,98.16213111585634,94.88888888888889
S3,clean,day,1,9000,98.3,98.3,98.29816720396823,96.2
S3,clean,day,2,9000,98.82222222222222,98.82222222222222,98.82091668310063,97.39999999999999
S3,clean,day,3,9000,98.08888888888889,98.08888888888889,98.08645517282879,96.6
S3,clean,tx,0,4500,98.62222222222222,,,
S3,clean,tx,1,4500,97.57777777777777,,,
S3,clean,tx,2,4500,99.2,,,
S3,clean,tx,3,4500,96.77777777777777,,,
S3,clean,tx,4,4500,99.0,,,
S3,clean,tx,5,4500,99.24444444444444,,,
S3,leo_clear_weak,overall,all,27000,89.75555555555556,89.75555555555556,89.61730684446655,78.02222222222223
S3,leo_clear_weak,rx,1,5400,95.14814814814815,95.14814814814815,95.0414693520207,78.77777777777779
S3,leo_clear_weak,rx,3,5400,80.38888888888889,80.38888888888889,79.89546122425831,54.666666666666664
S3,leo_clear_weak,rx,4,5400,94.5,94.5,94.49454097492423,88.77777777777777
S3,leo_clear_weak,rx,6,5400,96.92592592592592,96.92592592592591,96.9087661093455,89.66666666666666
S3,leo_clear_weak,rx,8,5400,81.81481481481482,81.81481481481482,80.95689450923122,53.11111111111111
S3,leo_clear_weak,day,1,9000,89.72222222222223,89.72222222222221,89.59110687837472,78.2
S3,leo_clear_weak,day,2,9000,90.72222222222223,90.72222222222223,90.6199963616693,80.73333333333333
S3,leo_clear_weak,day,3,9000,88.82222222222222,88.82222222222221,88.62042844218513,73.53333333333333
S3,leo_clear_weak,tx,0,4500,86.42222222222222,,,
S3,leo_clear_weak,tx,1,4500,78.02222222222223,,,
S3,leo_clear_weak,tx,2,4500,98.57777777777777,,,
S3,leo_clear_weak,tx,3,4500,79.66666666666666,,,
S3,leo_clear_weak,tx,4,4500,97.2,,,
S3,leo_clear_weak,tx,5,4500,98.64444444444445,,,
S3,leo_low_elev_weak,overall,all,27000,85.92222222222222,85.92222222222222,85.63313897854067,69.86666666666666
S3,leo_low_elev_weak,rx,1,5400,90.98148148148148,90.98148148148148,90.78399547209929,73.33333333333333
S3,leo_low_elev_weak,rx,3,5400,76.98148148148148,76.98148148148148,76.20754164504577,48.333333333333336
S3,leo_low_elev_weak,rx,4,5400,89.27777777777777,89.27777777777777,89.19655663158984,74.8888888888889
S3,leo_low_elev_weak,rx,6,5400,93.51851851851852,93.5185185185185,93.47263807752597,83.11111111111111
S3,leo_low_elev_weak,rx,8,5400,78.85185185185185,78.85185185185185,77.58077230480751,44.111111111111114
S3,leo_low_elev_weak,day,1,9000,84.84444444444445,84.84444444444445,84.51582223613427,65.46666666666667
S3,leo_low_elev_weak,day,2,9000,87.56666666666668,87.56666666666668,87.36139759313308,75.06666666666668
S3,leo_low_elev_weak,day,3,9000,85.35555555555555,85.35555555555555,85.00097134671282,68.0
S3,leo_low_elev_weak,tx,0,4500,82.28888888888889,,,
S3,leo_low_elev_weak,tx,1,4500,71.86666666666667,,,
S3,leo_low_elev_weak,tx,2,4500,97.8,,,
S3,leo_low_elev_weak,tx,3,4500,69.86666666666666,,,
S3,leo_low_elev_weak,tx,4,4500,95.97777777777777,,,
S3,leo_low_elev_weak,tx,5,4500,97.73333333333333,,,
S3,leo_rain_weak,overall,all,27000,85.79629629629629,85.79629629629629,85.45981756573386,67.84444444444443
S3,leo_rain_weak,rx,1,5400,91.68518518518518,91.68518518518519,91.50483146024186,73.88888888888889
S3,leo_rain_weak,rx,3,5400,77.57407407407408,77.57407407407408,76.81788556731699,46.666666666666664
S3,leo_rain_weak,rx,4,5400,88.87037037037037,88.87037037037037,88.77266904951301,70.44444444444444
S3,leo_rain_weak,rx,6,5400,92.5925925925926,92.5925925925926,92.50953423803713,78.22222222222223
S3,leo_rain_weak,rx,8,5400,78.25925925925927,78.25925925925927,76.84102712375159,43.111111111111114
S3,leo_rain_weak,day,1,9000,85.75555555555555,85.75555555555555,85.45691133070127,66.86666666666666
S3,leo_rain_weak,day,2,9000,86.8111111111111,86.81111111111112,86.52228427781026,70.86666666666666
S3,leo_rain_weak,day,3,9000,84.82222222222222,84.82222222222222,84.38062601956013,65.2
S3,leo_rain_weak,tx,0,4500,84.73333333333333,,,
S3,leo_rain_weak,tx,1,4500,69.55555555555556,,,
S3,leo_rain_weak,tx,2,4500,98.02222222222223,,,
S3,leo_rain_weak,tx,3,4500,67.84444444444443,,,
S3,leo_rain_weak,tx,4,4500,96.37777777777778,,,
S3,leo_rain_weak,tx,5,4500,98.24444444444444,,,
S4,clean,overall,all,27000,98.34444444444445,98.34444444444443,98.3429273493447,97.06666666666666
S4,clean,rx,1,5400,99.3888888888889,99.3888888888889,99.3882400534432,97.77777777777777
S4,clean,rx,3,5400,95.94444444444444,95.94444444444443,95.93614245438445,93.66666666666667
S4,clean,rx,4,5400,98.72222222222223,98.72222222222223,98.72025398154567,96.88888888888889
S4,clean,rx,6,5400,99.57407407407408,99.57407407407408,99.57339742364766,97.88888888888889
S4,clean,rx,8,5400,98.0925925925926,98.09259259259258,98.08732983507639,95.11111111111111
S4,clean,day,1,9000,98.3,98.3,98.29835831013222,97.0
S4,clean,day,2,9000,98.72222222222223,98.72222222222221,98.72128044848198,97.66666666666667
S4,clean,day,3,9000,98.01111111111112,98.0111111111111,98.00880124587368,96.13333333333334
S4,clean,tx,0,4500,98.55555555555556,,,
S4,clean,tx,1,4500,97.06666666666666,,,
S4,clean,tx,2,4500,98.97777777777777,,,
S4,clean,tx,3,4500,97.17777777777778,,,
S4,clean,tx,4,4500,99.06666666666666,,,
S4,clean,tx,5,4500,99.22222222222223,,,
S4,leo_clear_weak,overall,all,27000,89.06296296296297,89.06296296296297,88.979468988622,71.51111111111112
S4,leo_clear_weak,rx,1,5400,94.38888888888889,94.38888888888889,94.33250296289793,76.11111111111111
S4,leo_clear_weak,rx,3,5400,79.81481481481481,79.81481481481481,79.69680030118931,62.44444444444445
S4,leo_clear_weak,rx,4,5400,92.66666666666666,92.66666666666667,92.64530444176106,75.77777777777777
S4,leo_clear_weak,rx,6,5400,96.35185185185186,96.35185185185185,96.34263088623115,87.66666666666667
S4,leo_clear_weak,rx,8,5400,82.0925925925926,82.0925925925926,81.00365276057059,40.666666666666664
S4,leo_clear_weak,day,1,9000,88.98888888888888,88.98888888888888,88.92444776656615,73.2
S4,leo_clear_weak,day,2,9000,89.65555555555555,89.65555555555555,89.6032085580327,74.8
S4,leo_clear_weak,day,3,9000,88.54444444444445,88.54444444444445,88.36705538041949,66.53333333333333
S4,leo_clear_weak,tx,0,4500,81.06666666666666,,,
S4,leo_clear_weak,tx,1,4500,71.51111111111112,,,
S4,leo_clear_weak,tx,2,4500,97.77777777777777,,,
S4,leo_clear_weak,tx,3,4500,87.62222222222222,,,
S4,leo_clear_weak,tx,4,4500,97.51111111111112,,,
S4,leo_clear_weak,tx,5,4500,98.88888888888889,,,
S4,leo_low_elev_weak,overall,all,27000,85.20740740740742,85.20740740740742,84.98661666425943,64.5111111111111
S4,leo_low_elev_weak,rx,1,5400,90.94444444444446,90.94444444444446,90.7330715472737,66.0
S4,leo_low_elev_weak,rx,3,5400,76.5,76.5,76.1025606969861,56.111111111111114
S4,leo_low_elev_weak,rx,4,5400,88.07407407407408,88.07407407407408,87.9874279617118,66.0
S4,leo_low_elev_weak,rx,6,5400,92.68518518518518,92.68518518518518,92.65881483829116,79.11111111111111
S4,leo_low_elev_weak,rx,8,5400,77.83333333333333,77.83333333333333,76.11055286688341,31.333333333333336
S4,leo_low_elev_weak,day,1,9000,84.62222222222222,84.62222222222223,84.40717557012046,64.8
S4,leo_low_elev_weak,day,2,9000,86.37777777777778,86.37777777777778,86.24041238011175,70.26666666666667
S4,leo_low_elev_weak,day,3,9000,84.62222222222222,84.62222222222223,84.25064271654078,58.46666666666667
S4,leo_low_elev_weak,tx,0,4500,75.33333333333333,,,
S4,leo_low_elev_weak,tx,1,4500,64.5111111111111,,,
S4,leo_low_elev_weak,tx,2,4500,96.51111111111112,,,
S4,leo_low_elev_weak,tx,3,4500,80.26666666666667,,,
