row,scene,group_type,group_id,count,accuracy_percent,macro_recall_percent,macro_f1_percent,worst_tx_accuracy_percent
B3_lr_high,leo_rain_weak,rx,4,5400,90.25925925925927,90.25925925925927,90.20865750369654,70.88888888888889
B3_lr_high,leo_rain_weak,rx,6,5400,93.62962962962963,93.62962962962965,93.63469658061541,86.8888888888889
B3_lr_high,leo_rain_weak,rx,8,5400,84.55555555555556,84.55555555555556,84.17772657800494,63.888888888888886
B3_lr_high,leo_rain_weak,day,1,9000,88.98888888888888,88.98888888888888,88.94324087514583,74.4
B3_lr_high,leo_rain_weak,day,2,9000,89.84444444444445,89.84444444444443,89.81558501641355,79.13333333333334
B3_lr_high,leo_rain_weak,day,3,9000,88.15555555555555,88.15555555555555,88.08184924029901,74.46666666666667
B3_lr_high,leo_rain_weak,tx,0,4500,81.0,,,
B3_lr_high,leo_rain_weak,tx,1,4500,84.39999999999999,,,
B3_lr_high,leo_rain_weak,tx,2,4500,95.37777777777777,,,
B3_lr_high,leo_rain_weak,tx,3,4500,76.0,,,
B3_lr_high,leo_rain_weak,tx,4,4500,98.24444444444444,,,
B3_lr_high,leo_rain_weak,tx,5,4500,98.95555555555555,,,
B3_head_slow,clean,overall,all,27000,98.07037037037037,98.07037037037037,98.0677049885119,94.24444444444444
B3_head_slow,clean,rx,1,5400,99.62962962962963,99.62962962962963,99.62952250456148,98.88888888888889
B3_head_slow,clean,rx,3,5400,95.27777777777777,95.27777777777779,95.25907986906591,87.8888888888889
B3_head_slow,clean,rx,4,5400,98.5,98.5,98.49810485457971,95.33333333333334
B3_head_slow,clean,rx,6,5400,99.59259259259258,99.59259259259258,99.59246830642992,98.77777777777777
B3_head_slow,clean,rx,8,5400,97.35185185185186,97.35185185185186,97.33883286607572,89.22222222222223
B3_head_slow,clean,day,1,9000,97.92222222222222,97.92222222222222,97.91860759348383,93.13333333333334
B3_head_slow,clean,day,2,9000,98.37777777777778,98.37777777777778,98.37492511211396,94.6
B3_head_slow,clean,day,3,9000,97.91111111111111,97.91111111111111,97.9098451755639,95.0
B3_head_slow,clean,tx,0,4500,98.51111111111112,,,
B3_head_slow,clean,tx,1,4500,98.15555555555555,,,
B3_head_slow,clean,tx,2,4500,99.08888888888889,,,
B3_head_slow,clean,tx,3,4500,94.24444444444444,,,
B3_head_slow,clean,tx,4,4500,99.17777777777778,,,
B3_head_slow,clean,tx,5,4500,99.24444444444444,,,
B3_head_slow,leo_clear_weak,overall,all,27000,88.8111111111111,88.81111111111112,88.73297547600222,73.88888888888889
B3_head_slow,leo_clear_weak,rx,1,5400,95.5,95.5,95.47698542661425,85.22222222222223
B3_head_slow,leo_clear_weak,rx,3,5400,79.0,79.0,78.43636949486292,46.0
B3_head_slow,leo_clear_weak,rx,4,5400,90.5,90.50000000000001,90.47643072694646,69.0
B3_head_slow,leo_clear_weak,rx,6,5400,97.07407407407408,97.07407407407408,97.0707030122547,93.88888888888889
