variant,scene,category,group,correct,wrong,total,accuracy_percent
U1_mask_off,leo_clear_weak,class,3,23431,9569,33000,71.0030303030303
U1_mask_off,leo_clear_weak,class,4,26343,6657,33000,79.82727272727273
U1_mask_off,leo_clear_weak,class,5,31449,1551,33000,95.3
U1_mask_off,leo_low_elev_weak,aggregate,all,122047,75953,198000,61.63989898989899
U1_mask_off,leo_low_elev_weak,named,test_unseen_day_seen_rx,22622,7378,30000,75.40666666666667
U1_mask_off,leo_low_elev_weak,named,test_day_0,22622,7378,30000,75.40666666666667
U1_mask_off,leo_low_elev_weak,named,test_seen_day_unseen_rx,75233,50767,126000,59.708730158730155
U1_mask_off,leo_low_elev_weak,named,test_rx_0,12606,5394,18000,70.03333333333333
U1_mask_off,leo_low_elev_weak,named,test_rx_2,8564,9436,18000,47.577777777777776
U1_mask_off,leo_low_elev_weak,named,test_rx_5,13356,4644,18000,74.2
U1_mask_off,leo_low_elev_weak,named,test_rx_7,6929,11071,18000,38.49444444444445
U1_mask_off,leo_low_elev_weak,named,test_rx_9,12536,5464,18000,69.64444444444445
U1_mask_off,leo_low_elev_weak,named,test_rx_10,10292,7708,18000,57.17777777777778
U1_mask_off,leo_low_elev_weak,named,test_rx_11,10950,7050,18000,60.833333333333336
U1_mask_off,leo_low_elev_weak,named,test_unseen_day_unseen_rx,24192,17808,42000,57.6
U1_mask_off,leo_low_elev_weak,named,test_unseen_day_rx_0,3335,2665,6000,55.583333333333336
U1_mask_off,leo_low_elev_weak,named,test_unseen_day_rx_2,2605,3395,6000,43.416666666666664
U1_mask_off,leo_low_elev_weak,named,test_unseen_day_rx_5,3736,2264,6000,62.266666666666666
U1_mask_off,leo_low_elev_weak,named,test_unseen_day_rx_7,2893,3107,6000,48.21666666666667
U1_mask_off,leo_low_elev_weak,named,test_unseen_day_rx_9,3699,2301,6000,61.65
U1_mask_off,leo_low_elev_weak,named,test_unseen_day_rx_10,4163,1837,6000,69.38333333333334
U1_mask_off,leo_low_elev_weak,named,test_unseen_day_rx_11,3761,2239,6000,62.68333333333333
U1_mask_off,leo_low_elev_weak,receiver_all_days,0,15941,8059,24000,66.42083333333333
U1_mask_off,leo_low_elev_weak,receiver_all_days,1,4141,1859,6000,69.01666666666667
U1_mask_off,leo_low_elev_weak,receiver_all_days,2,11169,12831,24000,46.5375
U1_mask_off,leo_low_elev_weak,receiver_all_days,3,4189,1811,6000,69.81666666666666
U1_mask_off,leo_low_elev_weak,receiver_all_days,4,4996,1004,6000,83.26666666666667
U1_mask_off,leo_low_elev_weak,receiver_all_days,5,17092,6908,24000,71.21666666666667
U1_mask_off,leo_low_elev_weak,receiver_all_days,6,4846,1154,6000,80.76666666666667
U1_mask_off,leo_low_elev_weak,receiver_all_days,7,9822,14178,24000,40.925
U1_mask_off,leo_low_elev_weak,receiver_all_days,8,4450,1550,6000,74.16666666666667
U1_mask_off,leo_low_elev_weak,receiver_all_days,9,16235,7765,24000,67.64583333333333
U1_mask_off,leo_low_elev_weak,receiver_all_days,10,14455,9545,24000,60.229166666666664
U1_mask_off,leo_low_elev_weak,receiver_all_days,11,14711,9289,24000,61.295833333333334
U1_mask_off,leo_low_elev_weak,class,0,19462,13538,33000,58.97575757575758
U1_mask_off,leo_low_elev_weak,class,1,8629,24371,33000,26.14848484848485
U1_mask_off,leo_low_elev_weak,class,2,15401,17599,33000,46.66969696969697
U1_mask_off,leo_low_elev_weak,class,3,22066,10934,33000,66.86666666666666
U1_mask_off,leo_low_elev_weak,class,4,25394,7606,33000,76.95151515151515
U1_mask_off,leo_low_elev_weak,class,5,31095,1905,33000,94.22727272727273
U1_mask_off,leo_rain_weak,aggregate,all,122693,75307,198000,61.966161616161614
U1_mask_off,leo_rain_weak,named,test_unseen_day_seen_rx,22977,7023,30000,76.59
U1_mask_off,leo_rain_weak,named,test_day_0,22977,7023,30000,76.59
U1_mask_off,leo_rain_weak,named,test_seen_day_unseen_rx,75518,50482,126000,59.93492063492064
U1_mask_off,leo_rain_weak,named,test_rx_0,12586,5414,18000,69.92222222222222
U1_mask_off,leo_rain_weak,named,test_rx_2,8539,9461,18000,47.43888888888889
U1_mask_off,leo_rain_weak,named,test_rx_5,13507,4493,18000,75.03888888888889
U1_mask_off,leo_rain_weak,named,test_rx_7,7067,10933,18000,39.26111111111111
U1_mask_off,leo_rain_weak,named,test_rx_9,12503,5497,18000,69.46111111111111
U1_mask_off,leo_rain_weak,named,test_rx_10,10308,7692,18000,57.266666666666666
U1_mask_off,leo_rain_weak,named,test_rx_11,11008,6992,18000,61.15555555555556
U1_mask_off,leo_rain_weak,named,test_unseen_day_unseen_rx,24198,17802,42000,57.614285714285714
U1_mask_off,leo_rain_weak,named,test_unseen_day_rx_0,3286,2714,6000,54.766666666666666
U1_mask_off,leo_rain_weak,named,test_unseen_day_rx_2,2602,3398,6000,43.36666666666667
U1_mask_off,leo_rain_weak,named,test_unseen_day_rx_5,3780,2220,6000,63.0
U1_mask_off,leo_rain_weak,named,test_unseen_day_rx_7,2950,3050,6000,49.166666666666664
U1_mask_off,leo_rain_weak,named,test_unseen_day_rx_9,3681,2319,6000,61.35
U1_mask_off,leo_rain_weak,named,test_unseen_day_rx_10,4211,1789,6000,70.18333333333334
U1_mask_off,leo_rain_weak,named,test_unseen_day_rx_11,3688,2312,6000,61.46666666666667
U1_mask_off,leo_rain_weak,receiver_all_days,0,15872,8128,24000,66.13333333333334
U1_mask_off,leo_rain_weak,receiver_all_days,1,4160,1840,6000,69.33333333333333
U1_mask_off,leo_rain_weak,receiver_all_days,2,11141,12859,24000,46.420833333333334
U1_mask_off,leo_rain_weak,receiver_all_days,3,4296,1704,6000,71.6
U1_mask_off,leo_rain_weak,receiver_all_days,4,5117,883,6000,85.28333333333333
U1_mask_off,leo_rain_weak,receiver_all_days,5,17287,6713,24000,72.02916666666667
U1_mask_off,leo_rain_weak,receiver_all_days,6,4850,1150,6000,80.83333333333333
U1_mask_off,leo_rain_weak,receiver_all_days,7,10017,13983,24000,41.7375
U1_mask_off,leo_rain_weak,receiver_all_days,8,4554,1446,6000,75.9
U1_mask_off,leo_rain_weak,receiver_all_days,9,16184,7816,24000,67.43333333333334
U1_mask_off,leo_rain_weak,receiver_all_days,10,14519,9481,24000,60.49583333333333
U1_mask_off,leo_rain_weak,receiver_all_days,11,14696,9304,24000,61.233333333333334
U1_mask_off,leo_rain_weak,class,0,20087,12913,33000,60.86969696969697
U1_mask_off,leo_rain_weak,class,1,8772,24228,33000,26.581818181818182
U1_mask_off,leo_rain_weak,class,2,15655,17345,33000,47.43939393939394
U1_mask_off,leo_rain_weak,class,3,21608,11392,33000,65.47878787878788
U1_mask_off,leo_rain_weak,class,4,25342,7658,33000,76.7939393939394
U1_mask_off,leo_rain_weak,class,5,31229,1771,33000,94.63333333333334
U3,clean,aggregate,all,153457,44543,198000,77.50353535353536
U3,clean,named,test_unseen_day_seen_rx,27725,2275,30000,92.41666666666667
U3,clean,named,test_day_0,27725,2275,30000,92.41666666666667
U3,clean,named,test_seen_day_unseen_rx,95478,30522,126000,75.77619047619048
U3,clean,named,test_rx_0,14680,3320,18000,81.55555555555556
U3,clean,named,test_rx_2,10754,7246,18000,59.74444444444445
U3,clean,named,test_rx_5,15699,2301,18000,87.21666666666667
U3,clean,named,test_rx_7,11492,6508,18000,63.84444444444444
U3,clean,named,test_rx_9,14397,3603,18000,79.98333333333333
U3,clean,named,test_rx_10,14725,3275,18000,81.80555555555556
U3,clean,named,test_rx_11,13731,4269,18000,76.28333333333333
U3,clean,named,test_unseen_day_unseen_rx,30254,11746,42000,72.03333333333333
U3,clean,named,test_unseen_day_rx_0,4093,1907,6000,68.21666666666667
U3,clean,named,test_unseen_day_rx_2,2962,3038,6000,49.36666666666667
U3,clean,named,test_unseen_day_rx_5,4456,1544,6000,74.26666666666667
U3,clean,named,test_unseen_day_rx_7,5319,681,6000,88.65
U3,clean,named,test_unseen_day_rx_9,3945,2055,6000,65.75
U3,clean,named,test_unseen_day_rx_10,4826,1174,6000,80.43333333333334
U3,clean,named,test_unseen_day_rx_11,4653,1347,6000,77.55
U3,clean,receiver_all_days,0,18773,5227,24000,78.22083333333333
U3,clean,receiver_all_days,1,4653,1347,6000,77.55
U3,clean,receiver_all_days,2,13716,10284,24000,57.15
U3,clean,receiver_all_days,3,5707,293,6000,95.11666666666666
U3,clean,receiver_all_days,4,5862,138,6000,97.7
U3,clean,receiver_all_days,5,20155,3845,24000,83.97916666666667
U3,clean,receiver_all_days,6,5866,134,6000,97.76666666666667
U3,clean,receiver_all_days,7,16811,7189,24000,70.04583333333333
U3,clean,receiver_all_days,8,5637,363,6000,93.95
U3,clean,receiver_all_days,9,18342,5658,24000,76.425
U3,clean,receiver_all_days,10,19551,4449,24000,81.4625
U3,clean,receiver_all_days,11,18384,5616,24000,76.6
U3,clean,class,0,31226,1774,33000,94.62424242424242
U3,clean,class,1,14043,18957,33000,42.554545454545455
U3,clean,class,2,21787,11213,33000,66.02121212121212
U3,clean,class,3,23466,9534,33000,71.10909090909091
U3,clean,class,4,32639,361,33000,98.9060606060606
U3,clean,class,5,30296,2704,33000,91.80606060606061
U3,leo_clear_weak,aggregate,all,126212,71788,198000,63.743434343434345
U3,leo_clear_weak,named,test_unseen_day_seen_rx,23770,6230,30000,79.23333333333333
U3,leo_clear_weak,named,test_day_0,23770,6230,30000,79.23333333333333
U3,leo_clear_weak,named,test_seen_day_unseen_rx,77619,48381,126000,61.602380952380955
U3,leo_clear_weak,named,test_rx_0,12990,5010,18000,72.16666666666667
U3,leo_clear_weak,named,test_rx_2,8343,9657,18000,46.35
U3,leo_clear_weak,named,test_rx_5,13596,4404,18000,75.53333333333333
U3,leo_clear_weak,named,test_rx_7,7193,10807,18000,39.96111111111111
U3,leo_clear_weak,named,test_rx_9,12864,5136,18000,71.46666666666667
U3,leo_clear_weak,named,test_rx_10,11312,6688,18000,62.84444444444444
U3,leo_clear_weak,named,test_rx_11,11321,6679,18000,62.894444444444446
U3,leo_clear_weak,named,test_unseen_day_unseen_rx,24823,17177,42000,59.102380952380955
U3,leo_clear_weak,named,test_unseen_day_rx_0,3729,2271,6000,62.15
U3,leo_clear_weak,named,test_unseen_day_rx_2,2187,3813,6000,36.45
U3,leo_clear_weak,named,test_unseen_day_rx_5,3817,2183,6000,63.61666666666667
U3,leo_clear_weak,named,test_unseen_day_rx_7,3117,2883,6000,51.95
U3,leo_clear_weak,named,test_unseen_day_rx_9,3716,2284,6000,61.93333333333333
U3,leo_clear_weak,named,test_unseen_day_rx_10,4431,1569,6000,73.85
U3,leo_clear_weak,named,test_unseen_day_rx_11,3826,2174,6000,63.766666666666666
U3,leo_clear_weak,receiver_all_days,0,16719,7281,24000,69.6625
U3,leo_clear_weak,receiver_all_days,1,4383,1617,6000,73.05
U3,leo_clear_weak,receiver_all_days,2,10530,13470,24000,43.875
U3,leo_clear_weak,receiver_all_days,3,4437,1563,6000,73.95
U3,leo_clear_weak,receiver_all_days,4,5189,811,6000,86.48333333333333
U3,leo_clear_weak,receiver_all_days,5,17413,6587,24000,72.55416666666666
U3,leo_clear_weak,receiver_all_days,6,5145,855,6000,85.75
U3,leo_clear_weak,receiver_all_days,7,10310,13690,24000,42.958333333333336
U3,leo_clear_weak,receiver_all_days,8,4616,1384,6000,76.93333333333334
U3,leo_clear_weak,receiver_all_days,9,16580,7420,24000,69.08333333333333
U3,leo_clear_weak,receiver_all_days,10,15743,8257,24000,65.59583333333333
U3,leo_clear_weak,receiver_all_days,11,15147,8853,24000,63.1125
U3,leo_clear_weak,class,0,23139,9861,33000,70.11818181818182
U3,leo_clear_weak,class,1,9477,23523,33000,28.71818181818182
U3,leo_clear_weak,class,2,16971,16029,33000,51.42727272727273
U3,leo_clear_weak,class,3,21706,11294,33000,65.77575757575758
U3,leo_clear_weak,class,4,26374,6626,33000,79.92121212121212
U3,leo_clear_weak,class,5,28545,4455,33000,86.5
U3,leo_low_elev_weak,aggregate,all,121263,76737,198000,61.24393939393939
U3,leo_low_elev_weak,named,test_unseen_day_seen_rx,22700,7300,30000,75.66666666666667
U3,leo_low_elev_weak,named,test_day_0,22700,7300,30000,75.66666666666667
U3,leo_low_elev_weak,named,test_seen_day_unseen_rx,74642,51358,126000,59.23968253968254
U3,leo_low_elev_weak,named,test_rx_0,12323,5677,18000,68.46111111111111
U3,leo_low_elev_weak,named,test_rx_2,8314,9686,18000,46.18888888888889
U3,leo_low_elev_weak,named,test_rx_5,13049,4951,18000,72.49444444444444
U3,leo_low_elev_weak,named,test_rx_7,7073,10927,18000,39.294444444444444
U3,leo_low_elev_weak,named,test_rx_9,12328,5672,18000,68.4888888888889
U3,leo_low_elev_weak,named,test_rx_10,10734,7266,18000,59.63333333333333
U3,leo_low_elev_weak,named,test_rx_11,10821,7179,18000,60.11666666666667
U3,leo_low_elev_weak,named,test_unseen_day_unseen_rx,23921,18079,42000,56.9547619047619
U3,leo_low_elev_weak,named,test_unseen_day_rx_0,3533,2467,6000,58.88333333333333
U3,leo_low_elev_weak,named,test_unseen_day_rx_2,2338,3662,6000,38.96666666666667
U3,leo_low_elev_weak,named,test_unseen_day_rx_5,3579,2421,6000,59.65
U3,leo_low_elev_weak,named,test_unseen_day_rx_7,2998,3002,6000,49.96666666666667
U3,leo_low_elev_weak,named,test_unseen_day_rx_9,3603,2397,6000,60.05
U3,leo_low_elev_weak,named,test_unseen_day_rx_10,4133,1867,6000,68.88333333333334
U3,leo_low_elev_weak,named,test_unseen_day_rx_11,3737,2263,6000,62.28333333333333
U3,leo_low_elev_weak,receiver_all_days,0,15856,8144,24000,66.06666666666666
U3,leo_low_elev_weak,receiver_all_days,1,4192,1808,6000,69.86666666666666
U3,leo_low_elev_weak,receiver_all_days,2,10652,13348,24000,44.38333333333333
U3,leo_low_elev_weak,receiver_all_days,3,4197,1803,6000,69.95
U3,leo_low_elev_weak,receiver_all_days,4,5040,960,6000,84.0
U3,leo_low_elev_weak,receiver_all_days,5,16628,7372,24000,69.28333333333333
U3,leo_low_elev_weak,receiver_all_days,6,4955,1045,6000,82.58333333333333
U3,leo_low_elev_weak,receiver_all_days,7,10071,13929,24000,41.9625
U3,leo_low_elev_weak,receiver_all_days,8,4316,1684,6000,71.93333333333334
U3,leo_low_elev_weak,receiver_all_days,9,15931,8069,24000,66.37916666666666
U3,leo_low_elev_weak,receiver_all_days,10,14867,9133,24000,61.94583333333333
U3,leo_low_elev_weak,receiver_all_days,11,14558,9442,24000,60.65833333333333
U3,leo_low_elev_weak,class,0,22929,10071,33000,69.48181818181818
U3,leo_low_elev_weak,class,1,8880,24120,33000,26.90909090909091
U3,leo_low_elev_weak,class,2,15894,17106,33000,48.163636363636364
U3,leo_low_elev_weak,class,3,19987,13013,33000,60.56666666666667
U3,leo_low_elev_weak,class,4,25406,7594,33000,76.98787878787878
U3,leo_low_elev_weak,class,5,28167,4833,33000,85.35454545454546
U3,leo_rain_weak,aggregate,all,121952,76048,198000,61.59191919191919
U3,leo_rain_weak,named,test_unseen_day_seen_rx,22823,7177,30000,76.07666666666667
U3,leo_rain_weak,named,test_day_0,22823,7177,30000,76.07666666666667
U3,leo_rain_weak,named,test_seen_day_unseen_rx,75224,50776,126000,59.7015873015873
U3,leo_rain_weak,named,test_rx_0,12321,5679,18000,68.45
U3,leo_rain_weak,named,test_rx_2,8329,9671,18000,46.272222222222226
U3,leo_rain_weak,named,test_rx_5,13257,4743,18000,73.65
U3,leo_rain_weak,named,test_rx_7,7148,10852,18000,39.71111111111111
U3,leo_rain_weak,named,test_rx_9,12424,5576,18000,69.02222222222223
U3,leo_rain_weak,named,test_rx_10,10812,7188,18000,60.06666666666667
U3,leo_rain_weak,named,test_rx_11,10933,7067,18000,60.73888888888889
U3,leo_rain_weak,named,test_unseen_day_unseen_rx,23905,18095,42000,56.916666666666664
U3,leo_rain_weak,named,test_unseen_day_rx_0,3480,2520,6000,58.0
U3,leo_rain_weak,named,test_unseen_day_rx_2,2340,3660,6000,39.0
U3,leo_rain_weak,named,test_unseen_day_rx_5,3666,2334,6000,61.1
U3,leo_rain_weak,named,test_unseen_day_rx_7,2938,3062,6000,48.96666666666667
U3,leo_rain_weak,named,test_unseen_day_rx_9,3611,2389,6000,60.18333333333333
U3,leo_rain_weak,named,test_unseen_day_rx_10,4238,1762,6000,70.63333333333334
U3,leo_rain_weak,named,test_unseen_day_rx_11,3632,2368,6000,60.53333333333333
U3,leo_rain_weak,receiver_all_days,0,15801,8199,24000,65.8375
U3,leo_rain_weak,receiver_all_days,1,4203,1797,6000,70.05
U3,leo_rain_weak,receiver_all_days,2,10669,13331,24000,44.454166666666666
U3,leo_rain_weak,receiver_all_days,3,4230,1770,6000,70.5
U3,leo_rain_weak,receiver_all_days,4,5068,932,6000,84.46666666666667
U3,leo_rain_weak,receiver_all_days,5,16923,7077,24000,70.5125
U3,leo_rain_weak,receiver_all_days,6,4897,1103,6000,81.61666666666666
U3,leo_rain_weak,receiver_all_days,7,10086,13914,24000,42.025
U3,leo_rain_weak,receiver_all_days,8,4425,1575,6000,73.75
U3,leo_rain_weak,receiver_all_days,9,16035,7965,24000,66.8125
U3,leo_rain_weak,receiver_all_days,10,15050,8950,24000,62.708333333333336
U3,leo_rain_weak,receiver_all_days,11,14565,9435,24000,60.6875
U3,leo_rain_weak,class,0,23410,9590,33000,70.93939393939394
U3,leo_rain_weak,class,1,9038,23962,33000,27.387878787878787
U3,leo_rain_weak,class,2,16086,16914,33000,48.74545454545454
U3,leo_rain_weak,class,3,19620,13380,33000,59.45454545454545
U3,leo_rain_weak,class,4,25262,7738,33000,76.55151515151515
U3,leo_rain_weak,class,5,28536,4464,33000,86.47272727272727
Ux,clean,aggregate,all,155327,42673,198000,78.4479797979798
Ux,clean,named,test_unseen_day_seen_rx,27796,2204,30000,92.65333333333334
Ux,clean,named,test_day_0,27796,2204,30000,92.65333333333334
Ux,clean,named,test_seen_day_unseen_rx,96588,29412,126000,76.65714285714286
Ux,clean,named,test_rx_0,14718,3282,18000,81.76666666666667
Ux,clean,named,test_rx_2,10460,7540,18000,58.111111111111114
Ux,clean,named,test_rx_5,15719,2281,18000,87.32777777777778
Ux,clean,named,test_rx_7,11714,6286,18000,65.07777777777778
Ux,clean,named,test_rx_9,15367,2633,18000,85.37222222222222
Ux,clean,named,test_rx_10,14993,3007,18000,83.29444444444445
Ux,clean,named,test_rx_11,13617,4383,18000,75.65
Ux,clean,named,test_unseen_day_unseen_rx,30943,11057,42000,73.67380952380952
Ux,clean,named,test_unseen_day_rx_0,4031,1969,6000,67.18333333333334
Ux,clean,named,test_unseen_day_rx_2,3522,2478,6000,58.7
Ux,clean,named,test_unseen_day_rx_5,4923,1077,6000,82.05
Ux,clean,named,test_unseen_day_rx_7,5011,989,6000,83.51666666666667
Ux,clean,named,test_unseen_day_rx_9,4239,1761,6000,70.65
Ux,clean,named,test_unseen_day_rx_10,4695,1305,6000,78.25
Ux,clean,named,test_unseen_day_rx_11,4522,1478,6000,75.36666666666666
Ux,clean,receiver_all_days,0,18749,5251,24000,78.12083333333334
Ux,clean,receiver_all_days,1,4756,1244,6000,79.26666666666667
Ux,clean,receiver_all_days,2,13982,10018,24000,58.25833333333333
Ux,clean,receiver_all_days,3,5648,352,6000,94.13333333333334
Ux,clean,receiver_all_days,4,5848,152,6000,97.46666666666667
Ux,clean,receiver_all_days,5,20642,3358,24000,86.00833333333334
Ux,clean,receiver_all_days,6,5896,104,6000,98.26666666666667
Ux,clean,receiver_all_days,7,16725,7275,24000,69.6875
Ux,clean,receiver_all_days,8,5648,352,6000,94.13333333333334
Ux,clean,receiver_all_days,9,19606,4394,24000,81.69166666666666
Ux,clean,receiver_all_days,10,19688,4312,24000,82.03333333333333
Ux,clean,receiver_all_days,11,18139,5861,24000,75.57916666666667
Ux,clean,class,0,31454,1546,33000,95.31515151515151
Ux,clean,class,1,17012,15988,33000,51.551515151515154
Ux,clean,class,2,20727,12273,33000,62.80909090909091
Ux,clean,class,3,22360,10640,33000,67.75757575757575
Ux,clean,class,4,31939,1061,33000,96.78484848484848
Ux,clean,class,5,31835,1165,33000,96.46969696969697
Ux,leo_clear_weak,aggregate,all,124398,73602,198000,62.82727272727273
Ux,leo_clear_weak,named,test_unseen_day_seen_rx,23592,6408,30000,78.64
Ux,leo_clear_weak,named,test_day_0,23592,6408,30000,78.64
Ux,leo_clear_weak,named,test_seen_day_unseen_rx,76242,49758,126000,60.50952380952381
Ux,leo_clear_weak,named,test_rx_0,13306,4694,18000,73.92222222222222
Ux,leo_clear_weak,named,test_rx_2,7655,10345,18000,42.52777777777778
Ux,leo_clear_weak,named,test_rx_5,13409,4591,18000,74.49444444444444
Ux,leo_clear_weak,named,test_rx_7,7160,10840,18000,39.77777777777778
Ux,leo_clear_weak,named,test_rx_9,12675,5325,18000,70.41666666666667
Ux,leo_clear_weak,named,test_rx_10,10819,7181,18000,60.105555555555554
Ux,leo_clear_weak,named,test_rx_11,11218,6782,18000,62.32222222222222
Ux,leo_clear_weak,named,test_unseen_day_unseen_rx,24564,17436,42000,58.48571428571429
Ux,leo_clear_weak,named,test_unseen_day_rx_0,3619,2381,6000,60.31666666666667
Ux,leo_clear_weak,named,test_unseen_day_rx_2,2306,3694,6000,38.43333333333333
Ux,leo_clear_weak,named,test_unseen_day_rx_5,3742,2258,6000,62.36666666666667
Ux,leo_clear_weak,named,test_unseen_day_rx_7,3137,2863,6000,52.28333333333333
Ux,leo_clear_weak,named,test_unseen_day_rx_9,3728,2272,6000,62.13333333333333
Ux,leo_clear_weak,named,test_unseen_day_rx_10,4205,1795,6000,70.08333333333333
Ux,leo_clear_weak,named,test_unseen_day_rx_11,3827,2173,6000,63.78333333333333
Ux,leo_clear_weak,receiver_all_days,0,16925,7075,24000,70.52083333333333
Ux,leo_clear_weak,receiver_all_days,1,4384,1616,6000,73.06666666666666
Ux,leo_clear_weak,receiver_all_days,2,9961,14039,24000,41.50416666666667
Ux,leo_clear_weak,receiver_all_days,3,4369,1631,6000,72.81666666666666
Ux,leo_clear_weak,receiver_all_days,4,5175,825,6000,86.25
Ux,leo_clear_weak,receiver_all_days,5,17151,6849,24000,71.4625
Ux,leo_clear_weak,receiver_all_days,6,5023,977,6000,83.71666666666667
Ux,leo_clear_weak,receiver_all_days,7,10297,13703,24000,42.90416666666667
Ux,leo_clear_weak,receiver_all_days,8,4641,1359,6000,77.35
Ux,leo_clear_weak,receiver_all_days,9,16403,7597,24000,68.34583333333333
Ux,leo_clear_weak,receiver_all_days,10,15024,8976,24000,62.6
Ux,leo_clear_weak,receiver_all_days,11,15045,8955,24000,62.6875
Ux,leo_clear_weak,class,0,21945,11055,33000,66.5
Ux,leo_clear_weak,class,1,10065,22935,33000,30.5
Ux,leo_clear_weak,class,2,14898,18102,33000,45.14545454545455
Ux,leo_clear_weak,class,3,21758,11242,33000,65.93333333333334
Ux,leo_clear_weak,class,4,24899,8101,33000,75.45151515151515
Ux,leo_clear_weak,class,5,30833,2167,33000,93.43333333333334
Ux,leo_low_elev_weak,aggregate,all,119197,78803,198000,60.20050505050505
Ux,leo_low_elev_weak,named,test_unseen_day_seen_rx,22499,7501,30000,74.99666666666667
Ux,leo_low_elev_weak,named,test_day_0,22499,7501,30000,74.99666666666667
Ux,leo_low_elev_weak,named,test_seen_day_unseen_rx,73239,52761,126000,58.12619047619047
Ux,leo_low_elev_weak,named,test_rx_0,12595,5405,18000,69.97222222222223
Ux,leo_low_elev_weak,named,test_rx_2,7596,10404,18000,42.2
Ux,leo_low_elev_weak,named,test_rx_5,12782,5218,18000,71.0111111111111
Ux,leo_low_elev_weak,named,test_rx_7,6986,11014,18000,38.81111111111111
Ux,leo_low_elev_weak,named,test_rx_9,12221,5779,18000,67.89444444444445
Ux,leo_low_elev_weak,named,test_rx_10,10305,7695,18000,57.25
Ux,leo_low_elev_weak,named,test_rx_11,10754,7246,18000,59.74444444444445
Ux,leo_low_elev_weak,named,test_unseen_day_unseen_rx,23459,18541,42000,55.85476190476191
Ux,leo_low_elev_weak,named,test_unseen_day_rx_0,3420,2580,6000,57.0
Ux,leo_low_elev_weak,named,test_unseen_day_rx_2,2347,3653,6000,39.11666666666667
Ux,leo_low_elev_weak,named,test_unseen_day_rx_5,3478,2522,6000,57.96666666666667
Ux,leo_low_elev_weak,named,test_unseen_day_rx_7,2964,3036,6000,49.4
Ux,leo_low_elev_weak,named,test_unseen_day_rx_9,3648,2352,6000,60.8
Ux,leo_low_elev_weak,named,test_unseen_day_rx_10,3881,2119,6000,64.68333333333334
Ux,leo_low_elev_weak,named,test_unseen_day_rx_11,3721,2279,6000,62.016666666666666
Ux,leo_low_elev_weak,receiver_all_days,0,16015,7985,24000,66.72916666666667
Ux,leo_low_elev_weak,receiver_all_days,1,4150,1850,6000,69.16666666666667
Ux,leo_low_elev_weak,receiver_all_days,2,9943,14057,24000,41.42916666666667
Ux,leo_low_elev_weak,receiver_all_days,3,4124,1876,6000,68.73333333333333
Ux,leo_low_elev_weak,receiver_all_days,4,5010,990,6000,83.5
Ux,leo_low_elev_weak,receiver_all_days,5,16260,7740,24000,67.75
Ux,leo_low_elev_weak,receiver_all_days,6,4824,1176,6000,80.4
Ux,leo_low_elev_weak,receiver_all_days,7,9950,14050,24000,41.458333333333336
Ux,leo_low_elev_weak,receiver_all_days,8,4391,1609,6000,73.18333333333334
Ux,leo_low_elev_weak,receiver_all_days,9,15869,8131,24000,66.12083333333334
Ux,leo_low_elev_weak,receiver_all_days,10,14186,9814,24000,59.108333333333334
Ux,leo_low_elev_weak,receiver_all_days,11,14475,9525,24000,60.3125
Ux,leo_low_elev_weak,class,0,20991,12009,33000,63.60909090909091
Ux,leo_low_elev_weak,class,1,9493,23507,33000,28.766666666666666
Ux,leo_low_elev_weak,class,2,13852,19148,33000,41.97575757575758
Ux,leo_low_elev_weak,class,3,20768,12232,33000,62.93333333333333
Ux,leo_low_elev_weak,class,4,23557,9443,33000,71.38484848484849
Ux,leo_low_elev_weak,class,5,30536,2464,33000,92.53333333333333
Ux,leo_rain_weak,aggregate,all,119416,78584,198000,60.31111111111111
Ux,leo_rain_weak,named,test_unseen_day_seen_rx,22617,7383,30000,75.39
Ux,leo_rain_weak,named,test_day_0,22617,7383,30000,75.39
Ux,leo_rain_weak,named,test_seen_day_unseen_rx,73388,52612,126000,58.24444444444445
Ux,leo_rain_weak,named,test_rx_0,12559,5441,18000,69.77222222222223
Ux,leo_rain_weak,named,test_rx_2,7537,10463,18000,41.87222222222222
Ux,leo_rain_weak,named,test_rx_5,12911,5089,18000,71.72777777777777
Ux,leo_rain_weak,named,test_rx_7,7105,10895,18000,39.47222222222222
Ux,leo_rain_weak,named,test_rx_9,12232,5768,18000,67.95555555555555
Ux,leo_rain_weak,named,test_rx_10,10166,7834,18000,56.477777777777774
Ux,leo_rain_weak,named,test_rx_11,10878,7122,18000,60.43333333333333
Ux,leo_rain_weak,named,test_unseen_day_unseen_rx,23411,18589,42000,55.74047619047619
Ux,leo_rain_weak,named,test_unseen_day_rx_0,3362,2638,6000,56.03333333333333
Ux,leo_rain_weak,named,test_unseen_day_rx_2,2361,3639,6000,39.35
Ux,leo_rain_weak,named,test_unseen_day_rx_5,3556,2444,6000,59.266666666666666
Ux,leo_rain_weak,named,test_unseen_day_rx_7,2931,3069,6000,48.85
Ux,leo_rain_weak,named,test_unseen_day_rx_9,3616,2384,6000,60.266666666666666
Ux,leo_rain_weak,named,test_unseen_day_rx_10,3974,2026,6000,66.23333333333333
Ux,leo_rain_weak,named,test_unseen_day_rx_11,3611,2389,6000,60.18333333333333
Ux,leo_rain_weak,receiver_all_days,0,15921,8079,24000,66.3375
Ux,leo_rain_weak,receiver_all_days,1,4142,1858,6000,69.03333333333333
