variant,scene,true_tx,predicted_tx,count
Ux_normalized,clean,3,5,95
Ux_normalized,clean,4,0,44
Ux_normalized,clean,4,1,114
Ux_normalized,clean,4,2,35
Ux_normalized,clean,4,3,156
Ux_normalized,clean,4,4,32589
Ux_normalized,clean,4,5,62
Ux_normalized,clean,5,0,123
Ux_normalized,clean,5,1,31
Ux_normalized,clean,5,2,84
Ux_normalized,clean,5,3,19
Ux_normalized,clean,5,4,1395
Ux_normalized,clean,5,5,31348
Ux_normalized,leo_clear_weak,0,0,24180
Ux_normalized,leo_clear_weak,0,1,1578
Ux_normalized,leo_clear_weak,0,2,521
Ux_normalized,leo_clear_weak,0,3,6392
Ux_normalized,leo_clear_weak,0,4,271
Ux_normalized,leo_clear_weak,0,5,58
Ux_normalized,leo_clear_weak,1,0,2674
Ux_normalized,leo_clear_weak,1,1,9748
Ux_normalized,leo_clear_weak,1,2,61
Ux_normalized,leo_clear_weak,1,3,19795
Ux_normalized,leo_clear_weak,1,4,657
Ux_normalized,leo_clear_weak,1,5,65
Ux_normalized,leo_clear_weak,2,0,3319
Ux_normalized,leo_clear_weak,2,1,1228
Ux_normalized,leo_clear_weak,2,2,18388
Ux_normalized,leo_clear_weak,2,3,2387
Ux_normalized,leo_clear_weak,2,4,3310
Ux_normalized,leo_clear_weak,2,5,4368
Ux_normalized,leo_clear_weak,3,0,6914
Ux_normalized,leo_clear_weak,3,1,3998
Ux_normalized,leo_clear_weak,3,2,889
Ux_normalized,leo_clear_weak,3,3,20525
Ux_normalized,leo_clear_weak,3,4,421
Ux_normalized,leo_clear_weak,3,5,253
Ux_normalized,leo_clear_weak,4,0,342
Ux_normalized,leo_clear_weak,4,1,2021
Ux_normalized,leo_clear_weak,4,2,114
Ux_normalized,leo_clear_weak,4,3,3595
Ux_normalized,leo_clear_weak,4,4,26819
Ux_normalized,leo_clear_weak,4,5,109
Ux_normalized,leo_clear_weak,5,0,216
Ux_normalized,leo_clear_weak,5,1,264
Ux_normalized,leo_clear_weak,5,2,246
Ux_normalized,leo_clear_weak,5,3,23
Ux_normalized,leo_clear_weak,5,4,1679
Ux_normalized,leo_clear_weak,5,5,30572
Ux_normalized,leo_low_elev_weak,0,0,23412
Ux_normalized,leo_low_elev_weak,0,1,1809
Ux_normalized,leo_low_elev_weak,0,2,599
Ux_normalized,leo_low_elev_weak,0,3,6637
Ux_normalized,leo_low_elev_weak,0,4,461
Ux_normalized,leo_low_elev_weak,0,5,82
Ux_normalized,leo_low_elev_weak,1,0,3667
Ux_normalized,leo_low_elev_weak,1,1,8935
Ux_normalized,leo_low_elev_weak,1,2,107
Ux_normalized,leo_low_elev_weak,1,3,19252
Ux_normalized,leo_low_elev_weak,1,4,962
Ux_normalized,leo_low_elev_weak,1,5,77
Ux_normalized,leo_low_elev_weak,2,0,3339
Ux_normalized,leo_low_elev_weak,2,1,1424
Ux_normalized,leo_low_elev_weak,2,2,17597
Ux_normalized,leo_low_elev_weak,2,3,2642
Ux_normalized,leo_low_elev_weak,2,4,3428
Ux_normalized,leo_low_elev_weak,2,5,4570
Ux_normalized,leo_low_elev_weak,3,0,8080
Ux_normalized,leo_low_elev_weak,3,1,4041
Ux_normalized,leo_low_elev_weak,3,2,918
Ux_normalized,leo_low_elev_weak,3,3,18864
Ux_normalized,leo_low_elev_weak,3,4,798
Ux_normalized,leo_low_elev_weak,3,5,299
Ux_normalized,leo_low_elev_weak,4,0,492
Ux_normalized,leo_low_elev_weak,4,1,2259
Ux_normalized,leo_low_elev_weak,4,2,147
Ux_normalized,leo_low_elev_weak,4,3,4138
Ux_normalized,leo_low_elev_weak,4,4,25805
Ux_normalized,leo_low_elev_weak,4,5,159
Ux_normalized,leo_low_elev_weak,5,0,323
Ux_normalized,leo_low_elev_weak,5,1,309
Ux_normalized,leo_low_elev_weak,5,2,385
Ux_normalized,leo_low_elev_weak,5,3,36
Ux_normalized,leo_low_elev_weak,5,4,1621
Ux_normalized,leo_low_elev_weak,5,5,30326
Ux_normalized,leo_rain_weak,0,0,23886
Ux_normalized,leo_rain_weak,0,1,1835
Ux_normalized,leo_rain_weak,0,2,631
Ux_normalized,leo_rain_weak,0,3,6148
Ux_normalized,leo_rain_weak,0,4,437
Ux_normalized,leo_rain_weak,0,5,63
Ux_normalized,leo_rain_weak,1,0,4074
Ux_normalized,leo_rain_weak,1,1,9137
Ux_normalized,leo_rain_weak,1,2,78
Ux_normalized,leo_rain_weak,1,3,18614
Ux_normalized,leo_rain_weak,1,4,1011
Ux_normalized,leo_rain_weak,1,5,86
Ux_normalized,leo_rain_weak,2,0,3390
Ux_normalized,leo_rain_weak,2,1,1256
Ux_normalized,leo_rain_weak,2,2,17626
Ux_normalized,leo_rain_weak,2,3,2611
Ux_normalized,leo_rain_weak,2,4,3374
Ux_normalized,leo_rain_weak,2,5,4743
Ux_normalized,leo_rain_weak,3,0,8753
Ux_normalized,leo_rain_weak,3,1,3847
Ux_normalized,leo_rain_weak,3,2,958
Ux_normalized,leo_rain_weak,3,3,18347
Ux_normalized,leo_rain_weak,3,4,784
Ux_normalized,leo_rain_weak,3,5,311
Ux_normalized,leo_rain_weak,4,0,514
Ux_normalized,leo_rain_weak,4,1,2249
Ux_normalized,leo_rain_weak,4,2,168
Ux_normalized,leo_rain_weak,4,3,4241
Ux_normalized,leo_rain_weak,4,4,25652
Ux_normalized,leo_rain_weak,4,5,176
Ux_normalized,leo_rain_weak,5,0,290
Ux_normalized,leo_rain_weak,5,1,252
Ux_normalized,leo_rain_weak,5,2,322
Ux_normalized,leo_rain_weak,5,3,31
Ux_normalized,leo_rain_weak,5,4,1627
Ux_normalized,leo_rain_weak,5,5,30478
head_only,clean,0,0,31599
head_only,clean,0,1,190
head_only,clean,0,2,506
head_only,clean,0,3,592
head_only,clean,0,4,48
head_only,clean,0,5,65
head_only,clean,1,0,726
head_only,clean,1,1,16491
head_only,clean,1,2,81
head_only,clean,1,3,15540
head_only,clean,1,4,88
head_only,clean,1,5,74
head_only,clean,2,0,1090
head_only,clean,2,1,1018
head_only,clean,2,2,22684
head_only,clean,2,3,1741
head_only,clean,2,4,756
head_only,clean,2,5,5711
head_only,clean,3,0,4522
head_only,clean,3,1,5702
head_only,clean,3,2,735
head_only,clean,3,3,21834
head_only,clean,3,4,92
head_only,clean,3,5,115
head_only,clean,4,0,33
head_only,clean,4,1,189
head_only,clean,4,2,39
head_only,clean,4,3,144
head_only,clean,4,4,32523
head_only,clean,4,5,72
head_only,clean,5,0,64
head_only,clean,5,1,19
head_only,clean,5,2,70
head_only,clean,5,3,14
head_only,clean,5,4,1931
head_only,clean,5,5,30902
head_only,leo_clear_weak,0,0,21853
head_only,leo_clear_weak,0,1,3207
head_only,leo_clear_weak,0,2,589
head_only,leo_clear_weak,0,3,6786
head_only,leo_clear_weak,0,4,490
head_only,leo_clear_weak,0,5,75
head_only,leo_clear_weak,1,0,1849
head_only,leo_clear_weak,1,1,12262
head_only,leo_clear_weak,1,2,78
head_only,leo_clear_weak,1,3,17944
head_only,leo_clear_weak,1,4,797
head_only,leo_clear_weak,1,5,70
head_only,leo_clear_weak,2,0,1689
head_only,leo_clear_weak,2,1,2175
head_only,leo_clear_weak,2,2,17652
head_only,leo_clear_weak,2,3,2206
head_only,leo_clear_weak,2,4,4443
head_only,leo_clear_weak,2,5,4835
head_only,leo_clear_weak,3,0,5056
head_only,leo_clear_weak,3,1,6913
head_only,leo_clear_weak,3,2,970
head_only,leo_clear_weak,3,3,19254
head_only,leo_clear_weak,3,4,526
head_only,leo_clear_weak,3,5,281
head_only,leo_clear_weak,4,0,178
head_only,leo_clear_weak,4,1,2546
head_only,leo_clear_weak,4,2,110
head_only,leo_clear_weak,4,3,3144
head_only,leo_clear_weak,4,4,26894
head_only,leo_clear_weak,4,5,128
head_only,leo_clear_weak,5,0,81
head_only,leo_clear_weak,5,1,294
head_only,leo_clear_weak,5,2,173
head_only,leo_clear_weak,5,3,24
head_only,leo_clear_weak,5,4,2601
head_only,leo_clear_weak,5,5,29827
head_only,leo_low_elev_weak,0,0,21020
head_only,leo_low_elev_weak,0,1,3476
head_only,leo_low_elev_weak,0,2,702
head_only,leo_low_elev_weak,0,3,7025
head_only,leo_low_elev_weak,0,4,670
head_only,leo_low_elev_weak,0,5,107
head_only,leo_low_elev_weak,1,0,2657
head_only,leo_low_elev_weak,1,1,11672
head_only,leo_low_elev_weak,1,2,120
head_only,leo_low_elev_weak,1,3,17420
head_only,leo_low_elev_weak,1,4,1046
head_only,leo_low_elev_weak,1,5,85
head_only,leo_low_elev_weak,2,0,1875
head_only,leo_low_elev_weak,2,1,2468
head_only,leo_low_elev_weak,2,2,16972
head_only,leo_low_elev_weak,2,3,2342
head_only,leo_low_elev_weak,2,4,4214
head_only,leo_low_elev_weak,2,5,5129
head_only,leo_low_elev_weak,3,0,5967
head_only,leo_low_elev_weak,3,1,7001
head_only,leo_low_elev_weak,3,2,1004
head_only,leo_low_elev_weak,3,3,17810
head_only,leo_low_elev_weak,3,4,881
head_only,leo_low_elev_weak,3,5,337
head_only,leo_low_elev_weak,4,0,236
head_only,leo_low_elev_weak,4,1,3074
head_only,leo_low_elev_weak,4,2,165
head_only,leo_low_elev_weak,4,3,3716
head_only,leo_low_elev_weak,4,4,25633
head_only,leo_low_elev_weak,4,5,176
head_only,leo_low_elev_weak,5,0,177
head_only,leo_low_elev_weak,5,1,334
head_only,leo_low_elev_weak,5,2,286
head_only,leo_low_elev_weak,5,3,41
head_only,leo_low_elev_weak,5,4,2531
head_only,leo_low_elev_weak,5,5,29631
head_only,leo_rain_weak,0,0,21384
head_only,leo_rain_weak,0,1,3472
head_only,leo_rain_weak,0,2,720
head_only,leo_rain_weak,0,3,6670
head_only,leo_rain_weak,0,4,659
head_only,leo_rain_weak,0,5,95
head_only,leo_rain_weak,1,0,2974
head_only,leo_rain_weak,1,1,11820
head_only,leo_rain_weak,1,2,114
head_only,leo_rain_weak,1,3,16906
head_only,leo_rain_weak,1,4,1096
head_only,leo_rain_weak,1,5,90
head_only,leo_rain_weak,2,0,1854
head_only,leo_rain_weak,2,1,2352
head_only,leo_rain_weak,2,2,16970
head_only,leo_rain_weak,2,3,2317
head_only,leo_rain_weak,2,4,4184
head_only,leo_rain_weak,2,5,5323
head_only,leo_rain_weak,3,0,6463
head_only,leo_rain_weak,3,1,7036
head_only,leo_rain_weak,3,2,994
head_only,leo_rain_weak,3,3,17266
head_only,leo_rain_weak,3,4,895
head_only,leo_rain_weak,3,5,346
head_only,leo_rain_weak,4,0,297
head_only,leo_rain_weak,4,1,3017
head_only,leo_rain_weak,4,2,189
head_only,leo_rain_weak,4,3,3766
head_only,leo_rain_weak,4,4,25542
head_only,leo_rain_weak,4,5,189
head_only,leo_rain_weak,5,0,138
head_only,leo_rain_weak,5,1,255
head_only,leo_rain_weak,5,2,234
head_only,leo_rain_weak,5,3,28
head_only,leo_rain_weak,5,4,2447
head_only,leo_rain_weak,5,5,29898
permanent_detach,clean,0,0,32000
permanent_detach,clean,0,1,107
permanent_detach,clean,0,2,224
permanent_detach,clean,0,3,561
permanent_detach,clean,0,4,50
permanent_detach,clean,0,5,58
permanent_detach,clean,1,0,785
permanent_detach,clean,1,1,17736
permanent_detach,clean,1,2,35
permanent_detach,clean,1,3,14318
permanent_detach,clean,1,4,56
permanent_detach,clean,1,5,70
permanent_detach,clean,2,0,3232
permanent_detach,clean,2,1,745
permanent_detach,clean,2,2,20659
permanent_detach,clean,2,3,687
permanent_detach,clean,2,4,176
permanent_detach,clean,2,5,7501
permanent_detach,clean,3,0,3907
permanent_detach,clean,3,1,6139
permanent_detach,clean,3,2,273
permanent_detach,clean,3,3,22473
permanent_detach,clean,3,4,98
permanent_detach,clean,3,5,110
permanent_detach,clean,4,0,44
permanent_detach,clean,4,1,210
permanent_detach,clean,4,2,14
permanent_detach,clean,4,3,20
permanent_detach,clean,4,4,32649
permanent_detach,clean,4,5,63
permanent_detach,clean,5,0,79
permanent_detach,clean,5,1,20
permanent_detach,clean,5,2,42
permanent_detach,clean,5,3,10
permanent_detach,clean,5,4,875
permanent_detach,clean,5,5,31974
permanent_detach,leo_clear_weak,0,0,23665
permanent_detach,leo_clear_weak,0,1,2225
permanent_detach,leo_clear_weak,0,2,397
permanent_detach,leo_clear_weak,0,3,6167
permanent_detach,leo_clear_weak,0,4,468
permanent_detach,leo_clear_weak,0,5,78
permanent_detach,leo_clear_weak,1,0,2313
permanent_detach,leo_clear_weak,1,1,11328
permanent_detach,leo_clear_weak,1,2,48
permanent_detach,leo_clear_weak,1,3,18390
permanent_detach,leo_clear_weak,1,4,839
permanent_detach,leo_clear_weak,1,5,82
permanent_detach,leo_clear_weak,2,0,3595
permanent_detach,leo_clear_weak,2,1,2388
permanent_detach,leo_clear_weak,2,2,15672
permanent_detach,leo_clear_weak,2,3,1345
permanent_detach,leo_clear_weak,2,4,3966
permanent_detach,leo_clear_weak,2,5,6034
permanent_detach,leo_clear_weak,3,0,6018
permanent_detach,leo_clear_weak,3,1,5573
permanent_detach,leo_clear_weak,3,2,649
permanent_detach,leo_clear_weak,3,3,19864
permanent_detach,leo_clear_weak,3,4,608
permanent_detach,leo_clear_weak,3,5,288
permanent_detach,leo_clear_weak,4,0,313
permanent_detach,leo_clear_weak,4,1,2413
permanent_detach,leo_clear_weak,4,2,70
permanent_detach,leo_clear_weak,4,3,2835
permanent_detach,leo_clear_weak,4,4,27221
permanent_detach,leo_clear_weak,4,5,148
permanent_detach,leo_clear_weak,5,0,179
permanent_detach,leo_clear_weak,5,1,182
permanent_detach,leo_clear_weak,5,2,89
permanent_detach,leo_clear_weak,5,3,11
permanent_detach,leo_clear_weak,5,4,2358
permanent_detach,leo_clear_weak,5,5,30181
permanent_detach,leo_low_elev_weak,0,0,23344
permanent_detach,leo_low_elev_weak,0,1,2213
permanent_detach,leo_low_elev_weak,0,2,440
permanent_detach,leo_low_elev_weak,0,3,6227
permanent_detach,leo_low_elev_weak,0,4,657
permanent_detach,leo_low_elev_weak,0,5,119
permanent_detach,leo_low_elev_weak,1,0,3321
permanent_detach,leo_low_elev_weak,1,1,10412
permanent_detach,leo_low_elev_weak,1,2,74
permanent_detach,leo_low_elev_weak,1,3,17902
permanent_detach,leo_low_elev_weak,1,4,1185
permanent_detach,leo_low_elev_weak,1,5,106
permanent_detach,leo_low_elev_weak,2,0,3704
permanent_detach,leo_low_elev_weak,2,1,2522
permanent_detach,leo_low_elev_weak,2,2,14978
permanent_detach,leo_low_elev_weak,2,3,1508
permanent_detach,leo_low_elev_weak,2,4,4044
permanent_detach,leo_low_elev_weak,2,5,6244
permanent_detach,leo_low_elev_weak,3,0,7228
permanent_detach,leo_low_elev_weak,3,1,5527
permanent_detach,leo_low_elev_weak,3,2,686
permanent_detach,leo_low_elev_weak,3,3,18232
permanent_detach,leo_low_elev_weak,3,4,989
permanent_detach,leo_low_elev_weak,3,5,338
permanent_detach,leo_low_elev_weak,4,0,450
permanent_detach,leo_low_elev_weak,4,1,2655
permanent_detach,leo_low_elev_weak,4,2,105
permanent_detach,leo_low_elev_weak,4,3,3465
permanent_detach,leo_low_elev_weak,4,4,26139
permanent_detach,leo_low_elev_weak,4,5,186
permanent_detach,leo_low_elev_weak,5,0,319
permanent_detach,leo_low_elev_weak,5,1,238
permanent_detach,leo_low_elev_weak,5,2,191
permanent_detach,leo_low_elev_weak,5,3,19
permanent_detach,leo_low_elev_weak,5,4,2328
permanent_detach,leo_low_elev_weak,5,5,29905
permanent_detach,leo_rain_weak,0,0,23728
permanent_detach,leo_rain_weak,0,1,2327
permanent_detach,leo_rain_weak,0,2,434
permanent_detach,leo_rain_weak,0,3,5748
permanent_detach,leo_rain_weak,0,4,661
permanent_detach,leo_rain_weak,0,5,102
permanent_detach,leo_rain_weak,1,0,3675
permanent_detach,leo_rain_weak,1,1,10539
permanent_detach,leo_rain_weak,1,2,76
permanent_detach,leo_rain_weak,1,3,17409
permanent_detach,leo_rain_weak,1,4,1195
permanent_detach,leo_rain_weak,1,5,106
permanent_detach,leo_rain_weak,2,0,3756
permanent_detach,leo_rain_weak,2,1,2489
permanent_detach,leo_rain_weak,2,2,14988
permanent_detach,leo_rain_weak,2,3,1459
permanent_detach,leo_rain_weak,2,4,3821
permanent_detach,leo_rain_weak,2,5,6487
permanent_detach,leo_rain_weak,3,0,7854
permanent_detach,leo_rain_weak,3,1,5433
permanent_detach,leo_rain_weak,3,2,686
permanent_detach,leo_rain_weak,3,3,17682
permanent_detach,leo_rain_weak,3,4,984
permanent_detach,leo_rain_weak,3,5,361
permanent_detach,leo_rain_weak,4,0,482
permanent_detach,leo_rain_weak,4,1,2624
permanent_detach,leo_rain_weak,4,2,128
permanent_detach,leo_rain_weak,4,3,3642
permanent_detach,leo_rain_weak,4,4,25886
permanent_detach,leo_rain_weak,4,5,238
permanent_detach,leo_rain_weak,5,0,255
permanent_detach,leo_rain_weak,5,1,166
permanent_detach,leo_rain_weak,5,2,151
permanent_detach,leo_rain_weak,5,3,16
permanent_detach,leo_rain_weak,5,4,2212
permanent_detach,leo_rain_weak,5,5,30200
