adapter_epoch,arm,k_shot,count,old_before_mean,old_before_std,old_before_ci95,old_acc_mean,old_acc_std,old_acc_ci95,seen_new_acc_mean,seen_new_acc_std,seen_new_acc_ci95,H_old_new_mean,H_old_new_std,H_old_new_ci95,average_forgetting_mean,average_forgetting_std,average_forgetting_ci95,old_to_seen_new_rate_mean,old_to_seen_new_rate_std,old_to_seen_new_rate_ci95,seen_new_to_old_rate_mean,seen_new_to_old_rate_std,seen_new_to_old_rate_ci95,min_old_class_acc_mean,min_old_class_acc_std,min_old_class_acc_ci95,min_seen_new_class_acc_mean,min_seen_new_class_acc_std,min_seen_new_class_acc_ci95
10,E10,20,25,0.8616666666666666,0.061267476720554624,0.024512095779556924,0.8358888888888889,0.08210923167297286,0.0328505343925566,0.8190000000000001,0.12244091545630396,0.04898656852950915,0.8247856322933939,0.09977000131541139,0.03991631382706218,0.025777777777777778,0.024864074931962032,0.009947701763240113,0.0371111111111111,0.030039891173710916,0.01201845953304021,0.12199999999999997,0.08679093654677697,0.034723606443519725,0.666,0.14356415522917504,0.05743762452531539,0.7053333333333334,0.18515579025962614,0.07407774414611838
20,E20,1,25,0.7278888888888888,0.09681814440702607,0.03873532510125078,0.6508888888888891,0.11111311109311145,0.04445450289884636,0.5506666666666666,0.1312529364750874,0.052512111195630116,0.5802756825252157,0.11206470771512798,0.04483522083911281,0.07700000000000001,0.03012853124634071,0.012053922947995562,0.10766666666666666,0.04218038863245791,0.016875670119296256,0.31066666666666665,0.12842031684191477,0.05137882731530855,0.3446666666666666,0.15023832918252106,0.0601078502298931,0.34333333333333343,0.14884742374510737,0.059551372158212504
20,E20,2,25,0.7848888888888887,0.08750689567184669,0.0350100497505944,0.7205555555555554,0.09883893869558259,0.03954381119865947,0.621,0.1314052256698086,0.05257303956296314,0.6577409073496352,0.11663947053477217,0.04666550715750224,0.06433333333333335,0.031580584752872023,0.012634865342464958,0.08255555555555556,0.03723896804075994,0.014898690140453105,0.267,0.11119252572802626,0.04448627537000931,0.4373333333333333,0.15848448925157735,0.06340700136595502,0.4253333333333332,0.14900559273620123,0.05961465293402659
20,E20,5,25,0.8323333333333335,0.06846139761181451,0.027390263567034268,0.7853333333333334,0.08409474374731114,0.03364490466439968,0.7163333333333333,0.14838912808333815,0.05936801570617708,0.7428694682692683,0.1194036122447721,0.047771394162655426,0.047,0.0304282195208638,0.012173823229226756,0.05644444444444445,0.03373571942959122,0.013497098789005162,0.2033333333333333,0.1177096238867305,0.047093657668443985,0.5386666666666666,0.16777763061067866,0.0671250322573893,0.5433333333333333,0.2001665972800324,0.08008331772459092
20,E20,10,25,0.8482222222222222,0.06952164597633788,0.027814451257672363,0.8176666666666667,0.08622709035512628,0.034498020984570284,0.7893333333333332,0.13122330416338232,0.05250025580184593,0.7996772191314541,0.10598844575770587,0.042404209753715186,0.030555555555555558,0.0224570921460086,0.008984708087849506,0.042666666666666665,0.029047428223850612,0.0116213916564636,0.15866666666666668,0.10092571525632107,0.04037869570289098,0.6293333333333333,0.1729020274927715,0.06917521799882662,0.652,0.17456740181883265,0.06984150649599155
20,E20,20,25,0.8619999999999998,0.0569097184089213,0.022768629346197514,0.8386666666666668,0.08090888031347516,0.032370293829895105,0.8226666666666665,0.12305193122327572,0.04923102574897558,0.8275622672438238,0.09788441717276361,0.03916192305435569,0.023333333333333338,0.028674417556808763,0.011472156308661875,0.0351111111111111,0.03359967665923198,0.013442670345144615,0.12833333333333335,0.09006170724070864,0.036032187256930685,0.6606666666666665,0.1505456741324705,0.06023081381928467,0.7066666666666667,0.18517259216441534,0.07408446630804698
30,E30,1,25,0.7251111111111109,0.09749162673763638,0.039004774151177465,0.6532222222222224,0.11154271727808042,0.04462638116962092,0.5670000000000001,0.14141114210383535,0.056576239876104516,0.5901398614889676,0.11798791545784366,0.047204997485438285,0.07188888888888889,0.03099502150385916,0.012400591251004352,0.10333333333333333,0.04251361437713109,0.0170089881830856,0.31066666666666665,0.12001203643338816,0.04801481453483721,0.37133333333333335,0.16636773191404103,0.06656095529941236,0.37866666666666665,0.16196844685857112,0.06480087470831672
30,E30,2,25,0.7832222222222223,0.09172382056619352,0.03669717108214337,0.7276666666666668,0.10164535295712135,0.04066661074677393,0.6539999999999999,0.14331627805506097,0.057338453001389844,0.6786753270322359,0.11914495896625944,0.047667911299055274,0.05555555555555557,0.028814005510866533,0.011528003121403039,0.07344444444444445,0.035294877745385776,0.014120892031651091,0.26033333333333336,0.11610053115009135,0.04644988649669184,0.46399999999999997,0.16490266489322994,0.06597480641488447,0.47466666666666674,0.16533602148352308,0.06614818516028993
30,E30,5,25,0.8317777777777776,0.06931356555805196,0.027731201752129016,0.7912222222222219,0.08448347051419854,0.03380042776167821,0.7433333333333333,0.1545063824643572,0.06181542717669301,0.759907109094886,0.12218445044330678,0.04888396115445165,0.040555555555555574,0.02836055337355605,0.011346584482736132,0.05411111111111112,0.034283855034832104,0.013716398704311485,0.19766666666666666,0.12114087299962432,0.04846644322124864,0.556,0.17713020948192634,0.07086684310629232,0.5913333333333333,0.20342183866154695,0.08138568551906046
30,E30,10,25,0.8513333333333335,0.06260852306590395,0.02504862605992017,0.8242222222222223,0.08053647283554281,0.0322212998079977,0.806,0.13292688048530873,0.05318182828052509,0.8116097869674371,0.10565759928504302,0.04227184359698199,0.027111111111111114,0.024674173032035236,0.009871725179759178,0.04155555555555554,0.030342489460600735,0.01213952406169387,0.15166666666666667,0.10392304845413265,0.041577878733768996,0.632,0.1565545698257746,0.06263487278576439,0.6866666666666669,0.17993826101687704,0.0719902977001968
30,E30,20,25,0.8656666666666666,0.05896159034322656,0.023589549091439798,0.8425555555555555,0.08096150586605194,0.03239134843593181,0.8416666666666667,0.12027745701779144,0.048121004884677035,0.8396284516104552,0.09642334703231564,0.038577373255011725,0.023111111111111117,0.02547959726022391,0.010193961982730256,0.032888888888888884,0.030627994940480092,0.012253750043291108,0.11900000000000001,0.08668333173107734,0.034680555551105774,0.6633333333333333,0.14981470036162822,0.05993836340281079,0.7366666666666667,0.18153665072253466,0.07262978676772999
60,E60,1,25,0.7206666666666667,0.09277638056166804,0.037118282784531234,0.6519999999999999,0.11163907895811971,0.04466493387094034,0.5903333333333333,0.14194443357251535,0.05678960089990394,0.6012597448696445,0.11502166438141792,0.046018249893021626,0.06866666666666664,0.038010070140671474,0.01520719523223384,0.09777777777777777,0.04533142697516744,0.01813634801556156,0.3026666666666667,0.12337206599010438,0.049359106330825915,0.36066666666666675,0.16356310369056,0.065438870315342,0.4046666666666666,0.16656797077736432,0.0666410675295758
60,E60,2,25,0.7843333333333332,0.08507034126511404,0.03403522496284703,0.7333333333333333,0.10521289410723265,0.04209392447095251,0.6669999999999999,0.14256538460962007,0.05703803305527651,0.6883522711030264,0.11547444548730243,0.046199400063204686,0.051,0.03249767323104991,0.013001777149816785,0.07155555555555555,0.04263164071582815,0.017056208553068334,0.26766666666666666,0.1261022512795778,0.05045140793836147,0.4733333333333334,0.16512621435334449,0.06606424482611184,0.49200000000000005,0.16780411860923505,0.0671356296639152
60,E60,5,25,0.829111111111111,0.06602524769611494,0.026415600609404195,0.7951111111111112,0.08417456875263073,0.03367684131791851,0.7546666666666667,0.15568986265435952,0.06228891786577199,0.7671870619666089,0.12034764434144805,0.04814908566247418,0.03400000000000001,0.033895991969625824,0.01356122115967304,0.04788888888888889,0.034545371847027245,0.013821027219987587,0.2076666666666667,0.1304888245534204,0.052206402757601376,0.5680000000000001,0.156696451069505,0.06269163710546219,0.604,0.2096176413271449,0.08386452284841661
60,E60,10,25,0.8457777777777779,0.065504311421576,0.02620718269275348,0.8237777777777779,0.08312967707068603,0.03325879757990215,0.818,0.12988627504260966,0.05196533274604722,0.8173870444174091,0.10358152551249637,0.04144124109983334,0.022000000000000002,0.028403181877049283,0.011363639436138755,0.03555555555555554,0.03021527697974922,0.012088628469417238,0.15433333333333335,0.1098008297884047,0.043929481031577226,0.6273333333333333,0.15113496543744528,0.06046657944376902,0.7006666666666668,0.18308953486689997,0.07325106981901104
60,E60,20,25,0.8627777777777779,0.05608635317388429,0.022439214645558904,0.8475555555555555,0.07791781044912123,0.03117361665429024,0.8493333333333335,0.11501014448009937,0.04601364097260241,0.8460847000499383,0.09178499996349732,0.036721647938817034,0.015222222222222222,0.02694438717061495,0.010779999999999996,0.028777777777777774,0.030162932038112645,0.012067686131138426,0.12933333333333333,0.09300896014184154,0.03721133399621381,0.6766666666666667,0.13767917618708922,0.05508314254463513,0.7446666666666667,0.17293030066731765,0.06918652962449759
