adapter_epoch,arm,count,old_before_mean,old_before_std,old_before_ci95,old_acc_mean,old_acc_std,old_acc_ci95,seen_new_acc_mean,seen_new_acc_std,seen_new_acc_ci95,H_old_new_mean,H_old_new_std,H_old_new_ci95,average_forgetting_mean,average_forgetting_std,average_forgetting_ci95,old_to_seen_new_rate_mean,old_to_seen_new_rate_std,old_to_seen_new_rate_ci95,seen_new_to_old_rate_mean,seen_new_to_old_rate_std,seen_new_to_old_rate_ci95,min_old_class_acc_mean,min_old_class_acc_std,min_old_class_acc_ci95,min_seen_new_class_acc_mean,min_seen_new_class_acc_std,min_seen_new_class_acc_ci95
0,singlehead_fft96_paired,125,0.7652000000000003,0.11161528724005064,0.01964576342804344,0.7164666666666667,0.1275128538667164,0.022443944938407054,0.5947333333333333,0.16412913614996374,0.028888893808215733,0.6392573117939618,0.15026168937000797,0.026448040180306633,0.04873333333333334,0.03274952454654405,0.005764348482467016,0.07057777777777785,0.0473561447379793,0.00833530638491867,0.2915333333333333,0.1410751730264558,0.0248310920786982,0.4757333333333333,0.201124660071531,0.035400594210836155,0.36826666666666674,0.21814800276672514,0.038396927164986286
2,E2,125,0.7822222222222223,0.10040965474212178,0.01767342423903571,0.7348222222222222,0.12121328208198315,0.02133513717523142,0.6726666666666669,0.17489552436939157,0.030783920207945827,0.6934442480735689,0.15267237551232535,0.026872352752735657,0.0474,0.03005703220853957,0.0052904343008863845,0.07068888888888887,0.043195587337505885,0.0076029933797771435,0.2140666666666667,0.13017687113223214,0.02291284713147301,0.5042666666666666,0.19153072280388278,0.03371193465026591,0.5081333333333335,0.22227726429444425,0.03912373168354315
5,E5,125,0.7956222222222225,0.09919818297818181,0.01746018922201755,0.7482888888888887,0.12108449452681716,0.021312468866043398,0.6778,0.1683116949788893,0.029625079355095386,0.7035418540020054,0.14850682581832186,0.0261391610380546,0.04733333333333334,0.033196757241604556,0.0058430673384741545,0.06820000000000005,0.04463079820200562,0.007855609430951916,0.21533333333333338,0.1229652164005921,0.021643500733807757,0.5157333333333334,0.20091240766950047,0.03536323498719901,0.5007999999999999,0.22405213678963207,0.03943613266388923
10,E10,125,0.801222222222222,0.09527309674280018,0.016769322249206433,0.7522666666666669,0.11741421034152322,0.020666450416412064,0.6941999999999998,0.17255988976455552,0.03037281769649258,0.7143046032755109,0.1474737731651226,0.02595733013894294,0.04895555555555555,0.03336047783652809,0.005871884323635414,0.0684888888888889,0.04481664152995728,0.007888320309057405,0.1994666666666665,0.12641089967069913,0.022249986458535608,0.5195999999999998,0.19528968795669222,0.03437356212041281,0.5333333333333333,0.22936627670363596,0.04037149141407109
20,E20,125,0.8110666666666664,0.09145597605162581,0.01609745863688763,0.7626222222222218,0.11554300359178979,0.020337093336040456,0.6999999999999998,0.16775643720055045,0.029527346658933744,0.7216251089038794,0.1435704600237535,0.025270295517995475,0.04844444444444443,0.03515117264433158,0.006187070239792872,0.06488888888888894,0.04443110911051089,0.00782046151575434,0.21360000000000004,0.12936398262267593,0.02276976802692552,0.5221333333333336,0.19901731917934512,0.03502967440537003,0.5341333333333335,0.2196244876045373,0.038656807980114824
30,E30,125,0.8114222222222223,0.0930731930217249,0.016382110164397952,0.7677777777777778,0.11576796716804792,0.020376689894078145,0.7223999999999997,0.17147858952845008,0.030182494586114977,0.7359921072387959,0.14497947652715648,0.025518301015956788,0.04364444444444444,0.033158459807266734,0.0058363264846582824,0.06106666666666673,0.04301160337271046,0.007570609774123282,0.2078666666666667,0.13065350273826484,0.02299674058375887,0.5373333333333336,0.19561186058110075,0.03443026875369422,0.5736,0.22260262552110405,0.03918099955289755
60,E60,125,0.808533333333333,0.09022138477991201,0.015880154281416568,0.7703555555555552,0.11696616372605423,0.020587588299672548,0.7358666666666666,0.1677538673175674,0.029526894325616587,0.7440541644813257,0.14143374745397166,0.024894205909684202,0.038177777777777776,0.03763683512231988,0.006624579636686666,0.05631111111111114,0.0449449265184969,0.007910900159887322,0.21233333333333343,0.1344271797913899,0.023660957542499354,0.5412,0.19186309934140253,0.0337704373069056,0.5892000000000002,0.22071858402348754,0.03884938338753136
