arm,adapter_epoch,receiver,seed,k_shot,scenario,old_before,old_acc,seen_new_acc,H_old_new,average_forgetting,head_macs,persistent_state_bytes,scoring_latency_per_query_ms
E10,10,7-14,713101,1,leo_rain_weak,0.8666666666666667,0.75,0.675,0.7105263157894738,0.1166666666666667,901120,31201,0.006997291347943246
E10,10,7-14,713101,10,leo_clear_weak,0.9166666666666666,0.925,0.775,0.8433823529411765,-0.008333333333333415,4956160,57409,0.03035518166143447
E10,10,7-14,713101,10,leo_low_elev_weak,0.9333333333333333,0.9166666666666666,0.825,0.8684210526315789,0.01666666666666672,4956160,57409,0.029340074979700148
E10,10,7-14,713101,10,leo_rain_weak,0.9,0.875,0.775,0.821969696969697,0.025000000000000022,4956160,57409,0.029624422313645482
E10,10,7-14,713101,2,leo_clear_weak,0.8833333333333333,0.9,0.725,0.803076923076923,-0.01666666666666672,1351680,34113,0.009650626452639699
E10,10,7-14,713101,2,leo_low_elev_weak,0.8833333333333333,0.8666666666666667,0.675,0.7589189189189189,0.016666666666666607,1351680,34113,0.008126770262606442
E10,10,7-14,713101,2,leo_rain_weak,0.8166666666666667,0.775,0.675,0.721551724137931,0.04166666666666663,1351680,34113,0.008388390415348113
E10,10,7-14,713101,20,leo_clear_weak,0.925,0.925,0.85,0.8859154929577465,0.0,9461760,86529,0.029675778932869434
E10,10,7-14,713101,20,leo_low_elev_weak,0.925,0.9083333333333333,0.825,0.8646634615384614,0.01666666666666672,9461760,86529,0.029346771771088243
E10,10,7-14,713101,20,leo_rain_weak,0.925,0.8916666666666667,0.825,0.8570388349514563,0.033333333333333326,9461760,86529,0.029593886574730277
E10,10,7-14,713101,5,leo_clear_weak,0.9166666666666666,0.9166666666666666,0.75,0.8250000000000001,0.0,2703360,42849,0.010379418381489813
E10,10,7-14,713101,5,leo_low_elev_weak,0.9,0.8916666666666667,0.7,0.7842931937172775,0.008333333333333304,2703360,42849,0.00862782180774957
E10,10,7-14,713101,5,leo_rain_weak,0.8666666666666667,0.8666666666666667,0.725,0.7895287958115182,0.0,2703360,42849,0.00873868993949145
E10,10,7-14,713102,1,leo_clear_weak,0.8083333333333333,0.8,0.825,0.8123076923076924,0.008333333333333304,901120,31201,0.00813566439319402
