candidate_id,completed_epochs,best_epoch,best_score,final_overall_tx,final_strict_udu,final_receiver_floor,final_sat_mean,final_sat_strict_floor,best_overall_tx,best_strict_udu,best_receiver_floor,best_sat_mean,best_sat_strict_floor,final_proxy_vaccept,final_proxy_auc,final_proxy_vac_rate,final_soft_mix_vaccept,final_soft_mix_vac_rate,final_source_mix_overflow,final_source_overflow,final_zid_p95,final_zid_p99,fatal_count,log_soft_lines,log_source_lines
SOFTUNK_A_BALANCED_E200,200,192,83.71731746031746,87.68186274509804,81.60666666666667,71.58333333333333,77.44771241830064,69.54833333333333,87.68676470588235,82.835,73.64166666666667,76.98202614379086,69.53833333333333,0.9990384615384615,0.5730625423101279,0.365329802265534,0.9875,0.1947115428172625,0.28076923076923077,0.40124781635160894,53.6208133581698,78.95986646564137,0,200,200
SOFTUNK_A_STRONGISO_E200,200,192,82.16089005602242,86.16127450980392,79.41166666666666,67.09166666666667,75.94624183006536,68.04,86.65,80.85666666666667,69.99166666666666,75.6767973856209,67.59166666666667,1.0,0.574867001405129,0.3556749287706155,0.9929487246733445,0.191132480937701,0.23589744212535713,0.4836770608000529,52.579785609929395,77.05199860402763,0,200,200
